,drug,cell_line,IC50,prediction
0,BMS-345541,SIDM00544,3.063683,2.3685362
1,LGK974,SIDM00094,3.295452,3.9655273
2,Cyclophosphamide,SIDM00250,4.343671,5.149977
3,VE-822,SIDM00287,-0.997021,1.0026177
4,PD173074,SIDM00569,1.551992,2.303571
5,VE-822,SIDM00291,4.70432,3.5927224
6,Erlotinib,SIDM00230,3.553999,2.5486615
7,Navitoclax,SIDM01093,3.3361875000000003,3.183354
8,AZD7762,SIDM00951,-2.388341666666667,-1.998135
9,Fulvestrant,SIDM00044,4.1042835,4.11576
10,Dinaciclib,SIDM00599,-3.669854,-3.5198324
11,Vinorelbine,SIDM00599,-4.893784,-3.8810341
12,CZC24832,SIDM00612,4.783878,6.122509
13,Irinotecan,SIDM00381,1.627541,3.9914734
14,Entospletinib,SIDM00905,3.294042,3.5315547
15,Wee1 Inhibitor,SIDM01175,4.639331,3.3199124
16,Sorafenib,SIDM00104,2.071403,3.224322
17,Dactolisib,SIDM00445,-2.320439,-2.260101
18,Luminespib,SIDM00592,-3.422307,-1.8244196
19,5-Fluorouracil,SIDM00621,2.539374,3.9989512
20,Vorinostat,SIDM00659,2.0766305000000003,2.2063372
21,Leflunomide,SIDM00256,4.094417,4.564682
22,Ruxolitinib,SIDM00418,5.0113175000000005,5.579051
23,Docetaxel,SIDM00362,-5.354967666666667,-4.61728
24,AZD4547,SIDM00364,0.7867246666666667,1.8237227
25,UMI-77,SIDM00242,1.673698,2.2326143
26,WEHI-539,SIDM00835,3.386341,5.2143245
27,VE821,SIDM00655,3.683877,3.4332998
28,Irinotecan,SIDM00967,6.266713,5.1165137
29,RVX-208,SIDM00203,5.59108,4.9102287
30,XAV939,SIDM00102,4.663663,4.3469844
31,OSI-027,SIDM00562,-1.556582,2.5217106
32,PD173074,SIDM01205,2.1016215000000003,2.0167544
33,BMS-754807,SIDM00789,1.45239,3.3164425
34,Niraparib,SIDM00638,5.075009,4.4952908
35,Talazoparib,SIDM00091,4.8049065,3.0019653
36,GSK2606414,SIDM00700,5.661391,5.0976634
37,MK-2206,SIDM00094,3.949023,3.3373122
38,Docetaxel,SIDM00285,-5.752221,-3.502288
39,Foretinib,SIDM00374,0.1105975,1.570006
40,Bortezomib,SIDM00632,-4.930448999999999,-5.671508
41,Dasatinib,SIDM00127,-1.288708,0.2145047
42,GSK1904529A,SIDM00579,2.245297,3.1888738
43,GSK2606414,SIDM00412,2.467893,2.6609638
44,RVX-208,SIDM00677,5.333803,5.1650486
45,AGI-5198,SIDM01073,4.987633,3.702546
46,Fulvestrant,SIDM00539,4.394279666666667,3.8096097
47,VE-822,SIDM00276,2.144205,3.3481982
48,Savolitinib,SIDM01047,0.612061,1.8188576
49,NVP-ADW742,SIDM00091,3.795745,3.8493652
50,AZ960,SIDM00969,1.264193,1.0388287
51,CZC24832,SIDM00243,3.287834,3.227929
52,Sabutoclax,SIDM00224,-0.79485,2.3912947
53,Oxaliplatin,SIDM00129,2.2235195,3.519248
54,WZ4003,SIDM01233,4.316267,4.300931
55,Dactinomycin,SIDM00205,-4.5306985,-1.6151823
56,Cyclophosphamide,SIDM00504,4.994207,4.635711
57,VX-11e,SIDM01133,3.165269,3.794546
58,Afuresertib,SIDM00136,0.98979,2.409416
59,CZC24832,SIDM00668,4.932185,5.3630524
60,Wee1 Inhibitor,SIDM00975,2.856827,2.5598867
61,Vinorelbine,SIDM00528,-5.155746000000001,-2.6787362
62,Wee1 Inhibitor,SIDM00837,1.7024975,2.3342407
63,Entinostat,SIDM00289,1.1628555,2.6595867
64,OF-1,SIDM01228,2.993055,4.1082554
65,WZ4003,SIDM01159,5.366753,3.2819464
66,GSK2578215A,SIDM00388,4.090683,4.368909
67,AZD8186,SIDM00371,3.797924,3.0393279
68,AZ6102,SIDM00371,4.662014,3.4512994
69,Cyclophosphamide,SIDM01064,5.388057,5.2540684
70,Gemcitabine,SIDM00465,-1.2416263333333333,-1.1503936
71,Vinorelbine,SIDM01133,-3.291989,-2.5995665
72,Niraparib,SIDM00488,5.701908,4.5175834
73,P22077,SIDM00659,5.701326,4.588265
