,drug,cell_line,IC50,prediction
0,Linsitinib,SIDM00202,1.1471795,2.1974337
1,I-BRD9,SIDM00375,5.680769,4.617079
2,Buparlisib,SIDM00225,1.649161,0.62878925
3,BMS-754807,SIDM00136,-1.4329275,3.4759228
4,Entospletinib,SIDM00958,2.171126,2.880419
5,Osimertinib,SIDM00412,-0.223318,0.28684518
6,Venetoclax,SIDM01174,4.563162,4.211461
7,Paclitaxel,SIDM01006,-4.897769,-0.077474594
8,Niraparib,SIDM00099,6.730591,5.5946994
9,Palbociclib,SIDM00935,0.8469855000000001,1.355381
10,Foretinib,SIDM00233,0.1451215,-0.13863607
11,GSK2578215A,SIDM00444,2.323853,5.5125666
12,Trametinib,SIDM00099,0.1157444999999999,3.0185235
13,AZ6102,SIDM00530,3.614544,2.861554
14,VX-11e,SIDM00808,3.520727,2.62133
15,Fulvestrant,SIDM00111,3.669574666666667,3.5840719
16,Afatinib,SIDM00224,3.1259339999999995,2.7874553
17,Tamoxifen,SIDM00606,3.101656,3.475962
18,PFI3,SIDM00834,5.964981,5.68124
19,VX-11e,SIDM00504,3.174275,2.5327904
20,BIBR-1532,SIDM00424,4.292196,4.2325087
21,OSI-027,SIDM00810,3.5443775,1.7148098
22,EPZ004777,SIDM00375,5.754359,5.092333
23,VE821,SIDM00783,5.195233,2.8511107
24,Cytarabine,SIDM01006,3.1105215,0.54729664
25,SCH772984,SIDM01093,4.361179,4.135663
26,BMS-536924,SIDM00549,2.829683333333333,2.085477
27,Dinaciclib,SIDM00264,-1.855651,-2.0555584
28,Ipatasertib,SIDM00600,2.843806,2.7631657
29,MIRA-1,SIDM00846,4.336999,5.178007
30,Docetaxel,SIDM00438,-1.761089,-3.40156
31,AZD7762,SIDM00842,-0.683607,-0.026125148
32,MIM1,SIDM01248,4.162001,3.1122358
33,AZ960,SIDM00309,1.640554,2.9961536
34,Buparlisib,SIDM00537,0.369063,0.20654598
35,AZD5363,SIDM00623,3.850706,3.8951817
36,Ipatasertib,SIDM00487,3.769082,2.4832246
37,Dabrafenib,SIDM00758,3.7684915,3.8843296
38,LGK974,SIDM00260,3.0883595,3.9571588
39,BMS-536924,SIDM00841,2.34875,2.5065753
40,P22077,SIDM00261,3.726985,4.119614
41,Sabutoclax,SIDM00243,-3.164077,0.5071464
42,Luminespib,SIDM00962,-3.5437135,-3.375439
43,Erlotinib,SIDM01259,3.6602205,2.4619646
44,Sorafenib,SIDM01042,1.4984385,1.3585747
45,IWP-2,SIDM00104,3.278315,3.5724895
46,Taselisib,SIDM01007,1.123819,2.0360384
47,SCH772984,SIDM00465,1.827665,2.9024312
48,LY2109761,SIDM00343,6.074611,4.3475986
49,Gefitinib,SIDM00527,2.430632,1.4174129
50,EPZ5676,SIDM00612,6.052595,6.7459583
51,VE-822,SIDM00129,1.418061,2.5762255
52,LY2109761,SIDM00218,8.170369,6.3902273
53,Dasatinib,SIDM00842,2.53254,2.7498085
54,LGK974,SIDM00832,3.596705,4.0276675
55,Gefitinib,SIDM00627,0.5111165,1.8796997
56,Ibrutinib,SIDM00519,5.690033,5.462345
57,GSK343,SIDM00483,4.4337295,5.022392
58,Leflunomide,SIDM00411,6.228413,6.299534
59,PLX-4720,SIDM00137,5.130909,4.9965687
60,ML323,SIDM00121,3.255807,2.9571664
61,Sapitinib,SIDM00374,5.102179,3.7487736
62,AZD7762,SIDM00540,0.114367,-0.53352016
63,Lapatinib,SIDM00976,4.079491,4.0797086
64,Osimertinib,SIDM00832,3.396377,1.8953983
65,NVP-ADW742,SIDM00508,0.637452,1.7781619
66,BMS-536924,SIDM00299,1.5834793333333337,2.6889327
67,XAV939,SIDM00550,4.145919,3.6694014
68,Oxaliplatin,SIDM00104,6.3861865,5.354061
69,Olaparib,SIDM01011,2.6509276666666666,3.570059
70,Oxaliplatin,SIDM00612,6.6432255,6.0597453
71,I-BET-762,SIDM01132,4.675969,2.9727871
72,LGK974,SIDM00537,3.657959,3.0873723
73,BMS-345541,SIDM00808,2.1834875,2.1082785
74,Vorinostat,SIDM00285,0.312737,1.322409
75,Vinblastine,SIDM00596,-2.3201215,-2.6667378
76,Dactolisib,SIDM00542,-1.895397,-1.8908349
77,Linsitinib,SIDM01160,4.3940165,3.4380732
78,IWP-2,SIDM00098,3.953942,3.4463148
79,PLX-4720,SIDM00472,5.157571,5.0547056
80,Buparlisib,SIDM00174,-0.737503,-0.2724933
81,SCH772984,SIDM00045,1.41514,2.3695123
82,Trametinib,SIDM00308,-5.543896,0.2814981
83,NVP-ADW742,SIDM01175,6.103876,4.97515
84,Foretinib,SIDM01245,-1.722253,-0.4534605
85,Lapatinib,SIDM01122,4.48507,4.1688213
86,Crizotinib,SIDM00262,1.920884,3.3346186
87,MK-8776,SIDM00064,4.537834,3.9040859
88,Entospletinib,SIDM00263,2.413226,3.7435377
89,I-BET-762,SIDM00496,2.3780465,3.9310768
90,Sapitinib,SIDM00324,4.596575,3.7792294
91,Gemcitabine,SIDM00388,-2.2657086666666664,-3.1763446
92,VE821,SIDM01132,4.969494,3.6440828
93,LGK974,SIDM00101,3.9959995,4.67411
94,Taselisib,SIDM00328,-1.106792,2.9854808
95,VE-822,SIDM00234,4.174516,2.6558373
96,MN-64,SIDM00263,4.451203,4.2921543
97,Sabutoclax,SIDM00042,-0.390211,2.2218044
98,Linsitinib,SIDM00833,2.9068465,3.366821
