fold	epoch	train loss	valid loss
1	1	1.6866181960732045	1.2710990147157148
1	2	1.32894155669694	1.226815433285453
1	3	1.2604008852713036	1.1528487092798407
1	4	1.2041168628196524	1.196440790349787
1	5	1.1516838497706134	1.1497159151597456
1	6	1.104423241494882	1.1161539207805287
1	7	1.0587109039166962	1.0914308429848063
1	8	1.033702556015265	1.0613986372947692
1	9	1.005754264966406	1.0612021926316348
1	10	0.9692681683313967	1.0257391522147439
1	11	0.9447195304162574	1.0696651192144915
1	12	0.9196032604906295	1.0502409030090678
1	13	0.9022937827941143	1.0211894340948624
1	14	0.8787418479630441	1.0072498086365786
1	15	0.8593165478200624	1.0183632941679521
1	16	0.8445105328583958	1.03214086283337
1	17	0.8145065894632628	0.9888245123082942
1	18	0.8062496235153892	0.9954641854763031
1	19	0.8760620860499565	0.9763450292023745
1	20	0.7702127097230969	0.9665936681357297
1	21	0.7619119927859066	0.9783529008518566
1	22	0.7587421058283912	0.9752689485116438
1	23	0.7446825649039914	0.9957776088064367
1	24	0.738147863149643	0.9735040778463537
1	25	0.7382363880643941	0.9659250186790119
1	26	0.7049554582376673	0.9734905507347801
1	27	0.7015593298155852	0.964193398844112
1	28	0.7112030938538638	0.9489980125427246
1	29	0.6782445889410347	0.9812618328224529
1	30	0.6768855610820982	0.9799585973132741
1	31	0.6696803099338454	0.979195470159704
1	32	0.6671141849985026	0.9809778653491628
1	33	0.6475536326085678	0.9830725971135226
1	34	0.64632396105564	0.9943851201100783
1	35	0.6506277186641789	0.9535321601954373
1	36	0.6260350963322803	0.9651968812942505
1	37	0.618364568412906	0.9678591667522084
1	38	0.611187486841221	0.9514224369959398
1	39	0.613534786526603	0.9681297334757718
1	40	0.6029574789844379	0.9548310460827567
1	41	0.5978166496151626	0.9591654947671023
1	42	0.5912643430991606	1.0228588768568907
1	43	0.5873507386084759	0.9671621976115486
1	44	0.590306658341427	0.9531408980759707
1	45	0.5774986775294699	0.9725586295127868
1	46	0.5725090788349961	0.94832911957394
1	47	0.5712100600413602	0.9675621268965982
1	48	0.5594584325467697	0.9469895603440025
1	49	0.5543199173790035	0.957180545763536
1	50	0.5576817932935676	0.9506271962686018
1	51	0.6243981934918298	0.9633639930595052
1	52	0.5455774196711454	0.959459553306753
1	53	0.5344422640403111	0.9646943658048457
1	54	0.5386070374707983	0.9626689234646884
1	55	0.5370030276462285	0.9578803558783098
1	56	0.5435692188294247	0.9740514263239773
1	57	0.5347070774887548	0.9730494213104248
1	58	0.5357038253003901	0.9706819855083119
1	59	0.5839700678021017	0.9628246583721854
1	60	0.5428932318422529	0.9386310362815857
1	61	0.5102688443239289	0.9649825299869884
1	62	0.5144415534325321	0.9752349371259863
1	63	0.5216369892732061	0.9690221244638616
1	64	0.5223827639432869	0.9622445065324957
1	65	0.5178983729295056	0.958782361203974
1	66	0.5187972852798424	0.9564108314297416
1	67	0.5089099886260852	0.9705340507897464
1	68	0.5113291672263482	0.9599172530390999
1	69	0.5152171428877897	0.9583443136648698
1	70	0.5040955056084527	0.9758570597388527
1	71	0.5001419433861067	0.9682585420391776
1	72	0.5033062094570411	0.9539295061068102
1	73	0.4989280162495796	0.9665334315733476
1	74	0.5024005577178916	0.9610534909638492
1	75	0.4962753430219612	0.9967383057420904
1	76	0.5148145311167746	0.9508105047182603
1	77	0.48297730155063395	0.9675514294884422
1	78	0.4850178608027371	0.9650446478887038
1	79	0.49109464570428385	0.9553961200063879
1	80	0.4835050937322655	0.9758498793298548
1	81	0.5034707811143663	0.9540113105557182
1	82	0.4771490018536346	0.9722531658952887
1	83	0.48364385760191714	0.9849794274026697
1	84	0.48857132795483177	0.9849011441794309
1	85	0.47518878195020886	0.9532023717056621
1	86	0.47856196098857456	0.9673323295333168
1	87	0.47427798959341916	0.9629163078828291
1	88	0.48561244106653967	0.9895318097418004
1	89	0.5331164038241512	0.9700729613954371
1	90	0.4770072835021549	0.9498425968126817
2	1	1.6962517865527518	1.3427207259823093
2	2	1.3260227037975802	1.2343951296463287
2	3	1.2505405971255057	1.2020461302009418
2	4	1.2004495323874438	1.2111718893694363
2	5	1.1385439288659165	1.1764979662655068
2	6	1.111561488515387	1.119248710304713
2	7	1.0631711918215911	1.1085820002950353
2	8	1.0242874324321747	1.1232598389652992
2	9	0.9935036341014963	1.0902423071775504
2	10	0.9646550219219464	1.0882856517815762
2	11	0.9626727918855463	1.0798907580135537
2	12	0.919211189250629	1.0403340393476348
2	13	0.8942221245752313	1.0396865040278263
2	14	0.8761405191646937	1.0518247741375037
2	15	0.8647611376542884	1.0243303113275295
2	16	0.8499247820403141	1.0135422886061154
2	17	0.8157713430551573	0.9942356539930371
2	18	0.8082335334486113	1.0420224988203255
2	19	0.7980224708310113	1.0347830988734745
2	20	0.7783350985592756	1.0064783182075556
2	21	0.7641646094405308	1.005089536416445
2	22	0.7610311148962818	1.0122968057076709
2	23	0.7377867624641229	1.0120478142722904
2	24	0.7325187349596467	0.986467212545786
2	25	0.711013648694811	0.9823070676635495
2	26	0.701690551526367	0.9709286132304789
2	27	0.6990466829425154	1.06431213707375
2	28	0.6919241073445823	1.0000674861798184
2	29	0.6756521290621887	0.9973145979557106
2	30	0.664891875623606	0.9737959112838018
2	31	0.651509832453508	1.0084080778651958
2	32	0.6524225538775611	1.0111758968384146
2	33	0.6890693859985242	0.9882131166380944
2	34	0.642809913911594	1.0050759232944722
2	35	0.6244954049217109	0.9804081135302138
2	36	0.6127278571829009	0.9983596377235522
2	37	0.6147659360192333	0.9801043467127162
2	38	0.6150697610364892	0.9767674798373696
2	39	0.6074145697534848	0.9800568739716098
2	40	0.6082004384997373	0.993030514219682
2	41	0.5882620688778564	1.028986336194354
2	42	0.5897783954233791	0.9996797516406011
2	43	0.582217490264716	0.9911584565750986
2	44	0.5771112992273023	0.9796251617104029
2	45	0.5731522456611483	0.9943045316625843
2	46	0.5894749033778237	0.9816023550874038
2	47	0.5895642824590397	0.9752307661788927
2	48	0.5548595081990919	0.9774293868447379
2	49	0.5522750242410276	0.9788435621441697
2	50	0.5588045425963803	0.9705053805876122
2	51	0.5547383967130326	0.9649155422937956
2	52	0.5507529176807461	0.9732705935728636
2	53	0.5476392526776553	0.977065932300451
2	54	0.5364162755461458	0.9832199591098072
2	55	0.5376950589975772	0.9870469670930355
2	56	0.5576104225519185	0.9680935549650261
2	57	0.5271745053096077	0.960497501192333
2	58	0.5261482250733445	0.9861149246529709
2	59	0.5230781578948387	0.9894301130188455
2	60	0.5241677526635333	1.0182225223925474
2	61	0.5166488969400047	0.971896265908111
2	62	0.5274562742620802	0.9923229575585976
2	63	0.5108691846701101	0.9780199959766951
2	64	0.513659184720988	0.9673194313864056
2	65	0.5132674623925525	0.9711436659312077
2	66	0.5381127414592088	0.9822566196215239
2	67	0.49896846368359643	0.9873745810213707
2	68	0.5071649990008714	0.9662227738889859
2	69	0.5054436197671561	0.955639944981328
2	70	0.5049774424734119	0.9755245517912529
2	71	0.5000908811552784	0.9659047715312286
2	72	0.5032558380387341	0.9778562600878503
2	73	0.49477048636748433	0.9934576692984258
2	74	0.5006358398136516	0.9929232866429597
2	75	0.4916951571865819	1.0126968032593349
2	76	0.5056219694192688	0.9530821347193752
2	77	0.48592202169581866	0.9903437727861267
2	78	0.4884450657723042	0.9827708093811283
2	79	0.49634096135074895	0.9632075511508709
2	80	0.48611557511732173	0.9795485550551106
2	81	0.5055674842964762	0.9709934257774901
2	82	0.511281931038516	0.9676322577883014
2	83	0.47261195625656116	0.9682133526896401
2	84	0.47671284477035397	0.9887429829552877
2	85	0.4800750569631465	0.9726789216343448
2	86	0.4821593650162984	0.9744221115712639
2	87	0.48277712036640597	0.9635600733885662
2	88	0.5018333271981623	0.9697520210802983
2	89	0.467320471124437	0.964781515675483
2	90	0.4658885946771942	0.9874703505699584
2	91	0.472040976708134	0.9809753842276635
2	92	0.46730328268276	0.9986134249743798
2	93	0.46708761524552334	0.9941404042698496
2	94	0.46511539998941887	1.0268236446938068
2	95	0.4695932465450217	0.9750346321639397
2	96	0.4650225602926161	0.9862053915322255
2	97	0.46784810937391835	1.0109131547401278
2	98	0.4613740221919635	0.9736659790543344
2	99	0.4619585504540457	0.9871363027704706
2	100	0.45797041352265155	0.962535303273647
2	101	0.46162501730335254	0.9700011985121871
2	102	0.4599439812262949	1.0047675566278773
2	103	0.4560384903079233	0.9680507939925297
2	104	0.4617364042892288	0.9661432714771023
2	105	0.45362412749837416	0.9852350252352172
2	106	0.45661500620488554	0.9708093415490158
3	1	1.7002920890268318	1.4383086156154024
3	2	1.333466246838429	1.2677509283673936
3	3	1.252603873977461	1.1820349156640577
3	4	1.2029970637795229	1.115078012580457
3	5	1.151217245290392	1.1471722607595334
3	6	1.0974011014655178	1.0759499777054442
3	7	1.0701437498419142	1.0786480469548183
3	8	1.0333295686619388	1.083483433485895
3	9	0.9959498796556379	1.0463667766771454
3	10	0.9680900387841942	1.04388790966376
3	11	0.9433596782449469	1.019492024420828
3	12	0.9244672403876513	0.9823692939851595
3	13	0.8894613115812532	0.9869112704975017
3	14	0.8717083179714894	0.9854032881018044
3	15	0.8574924014439542	0.9808630728419276
3	16	0.8387225373863548	1.0174803529744563
3	17	0.8141577787032568	1.0057094723418138
3	18	0.8273917954681282	1.0247024610854578
3	19	0.793696990044886	0.971626565238272
3	20	0.7726457171806849	0.9632745307424794
3	21	0.7644534430221824	0.9919489436391471
3	22	0.7590474662854877	0.9664254813738491
3	23	0.7437264112681211	0.9993849533839502
3	24	0.7247964562814372	0.9512277418288632
3	25	0.7174977841555807	0.9770828729522401
3	26	0.7439620607699123	0.9629545278739238
3	27	0.6960798490297713	0.9456093190372854
3	28	0.674261815319583	0.9541872925516488
3	29	0.6736724387747557	0.9664911584577699
3	30	0.6660355470103028	0.9461857162523961
3	31	0.6609229396308292	0.937406111670577
3	32	0.6544206953236399	0.946176613262598
3	33	0.6433252377415262	0.93868917108014
3	34	0.6573094051417007	0.937314552133498
3	35	0.6185026301411694	0.9434125482820083
3	36	0.6255199273098463	0.951728005124175
3	37	0.621523072606958	0.9572634478842003
3	38	0.606870089615118	0.9354792809572773
3	39	0.6050459828692479	0.977914294362932
3	40	0.5992718393830556	0.9653795668180438
3	41	0.5909596321307992	0.9325397661414699
3	42	0.586350402519931	0.9540989830874015
3	43	0.5825650577445063	0.9558550585871157
3	44	0.6263442589515248	0.9645823104226071
3	45	0.5738085804384564	0.9477424106520155
3	46	0.5540741165475014	0.9322716647732086
3	47	0.5572328473056667	0.9345092067252034
3	48	0.5643902838675303	0.9247842926693999
3	49	0.5514482975451274	0.9341036140702773
3	50	0.552741249825476	0.9362818027536074
3	51	0.5501163337600775	0.9332589973574099
3	52	0.5487936848671532	0.947264173756475
3	53	0.5396558316631282	0.9393843160807223
3	54	0.5525730695811596	0.9396121207138767
3	55	0.5303504993694658	0.96251654808504
3	56	0.5318831682181137	0.9285220240337261
3	57	0.528496632869079	0.9434732824995897
3	58	0.5273047814301344	0.9336418153151221
3	59	0.533858686625404	0.9346793463480645
3	60	0.5184496032900515	0.9550158582303835
3	61	0.5160438744385106	0.9390775350772816
3	62	0.5273483473902323	0.9363836478711902
3	63	0.5172593841147991	0.9387335009548975
3	64	0.592103621142258	0.9233035517559536
3	65	0.4993799656064076	0.9424314286181892
3	66	0.5014493290303357	0.9358157956081888
3	67	0.5051488715720648	0.9417528061979059
3	68	0.5092741871522616	0.9360976268847784
3	69	0.5086197055993563	0.9302831616090692
3	70	0.49884254785858434	0.9325249242609825
3	71	0.5007733378046503	0.950082980312299
3	72	0.4987289353838167	0.9233215864801753
3	73	0.4955535044425141	0.9310264233229817
3	74	0.49699514754775265	0.933744299346986
3	75	0.496967696715229	0.9315314711867899
3	76	0.4936422968842014	0.9390099375792171
3	77	0.49190105340824425	0.942328536424084
3	78	0.48874285886929697	0.9425204061511634
3	79	0.48129951367948054	0.9292059832293055
3	80	0.49210285087073574	0.9294782343550004
3	81	0.48667578136290474	0.9315986134975717
3	82	0.4808448063398399	0.9365793859613114
3	83	0.4954390428301592	0.946721357387909
3	84	0.4789075860584461	0.938450953234797
3	85	0.4769370223925294	0.9316101711297381
3	86	0.4730125356692675	0.9645783521127009
3	87	0.4769513860591535	0.9321434579897618
3	88	0.49828173925210545	0.9359080360635467
3	89	0.4595631380137966	0.9484646509307019
3	90	0.4659181290580998	0.9469200225843899
3	91	0.4715785433447645	0.95708291405353
3	92	0.4656934850233719	0.9235212955137958
3	93	0.46960662842566897	0.9635180600959322
3	94	0.4701118111598381	0.950461507383464
4	1	1.6779755041953341	1.3133012064989062
4	2	1.3295040208789204	1.175317312280337
4	3	1.2605136072472087	1.1785508223633836
4	4	1.1981962893979023	1.1709522890008015
4	5	1.1498914797451345	1.1280693521966105
4	6	1.1189620622205965	1.0753658927869105
4	7	1.0671226673182987	1.0576935914763506
4	8	1.0339844854513998	1.0833884116964063
4	9	1.0102286511390222	1.0567486522638279
4	10	0.9790130475531479	1.0217189274836278
4	11	0.9543331673998713	1.015461729272552
4	12	0.9323112105077269	1.0240291037421296
4	13	0.9089828006099365	0.9911982069412867
4	14	0.880021210119453	1.0356930802049844
4	15	0.8654556234364936	0.9765060221155485
4	16	0.8597932801889353	1.415677763953589
4	17	0.8768067759092629	0.9556308997714001
4	18	0.8168455496057567	0.947249472681163
