,drug,cell_line,IC50,prediction
0,Rapamycin,SIDM00542,-1.799362,1.8711756
1,GSK2578215A,SIDM00218,7.581259,5.96187
2,ML323,SIDM00951,2.854192,2.8403814
3,PLX-4720,SIDM00958,2.607257333333333,-0.12345144
4,AGI-6780,SIDM00579,2.1536795,2.93622
5,Uprosertib,SIDM00417,4.6382995000000005,3.7249217
6,Ipatasertib,SIDM00596,5.244861,2.1316807
7,Foretinib,SIDM00410,0.6407845,1.8227823
8,Gefitinib,SIDM01228,0.2812125000000001,2.7805893
9,Dactolisib,SIDM00504,-3.4105480000000004,1.2511524
10,PD173074,SIDM00259,3.424969,-0.16509113
11,Niraparib,SIDM01161,4.115739,3.225445
12,WZ4003,SIDM00632,2.238154,1.9663217
13,Daporinad,SIDM01245,-6.725857,2.235255
14,PD173074,SIDM00935,2.8530415,-0.2901144
15,Gefitinib,SIDM00266,2.5749515,1.7764714
16,GSK2578215A,SIDM00114,6.25368,4.6851287
17,Ipatasertib,SIDM01149,2.057895,0.4549327
18,Uprosertib,SIDM00176,3.2102975,3.5993583
19,AGI-6780,SIDM01042,2.189475,3.3322122
20,Daporinad,SIDM01155,-1.381173,4.141617
21,Gefitinib,SIDM00205,1.0962685,1.9839547
22,Daporinad,SIDM00680,-4.55978,3.556349
23,Foretinib,SIDM00216,-0.8940250000000001,2.9278915
24,PLX-4720,SIDM00532,3.9665313333333336,2.0296357
25,Gefitinib,SIDM00969,1.7519695000000002,2.9153106
26,PLX-4720,SIDM00218,4.766183333333333,3.200268
27,ML323,SIDM00833,4.499807,4.3432903
28,PLX-4720,SIDM00261,4.321038,-0.35326302
29,Uprosertib,SIDM00482,2.3220785,2.4045284
30,AGI-6780,SIDM00082,3.278746,4.417671
31,Uprosertib,SIDM00958,2.929456,2.0712388
32,Daporinad,SIDM01197,-2.9276090000000003,3.7880466
33,ML323,SIDM01042,4.020805,3.5693443
34,AGI-6780,SIDM00632,2.1963825,2.3687887
35,WZ4003,SIDM00551,2.017036,3.143627
36,ML323,SIDM00285,3.972294,3.2511716
37,PLX-4720,SIDM00929,3.7796016666666654,1.8870374
38,Uprosertib,SIDM01160,5.2569125,3.6893203
39,WZ4003,SIDM00917,2.478805,2.0246437
40,Ipatasertib,SIDM00553,4.693632,0.32821912
41,PLX-4720,SIDM00781,5.551989666666667,2.0631065
42,Dactolisib,SIDM00202,-2.1166195,0.90705186
43,WZ4003,SIDM00841,5.644172,3.3521082
44,WZ4003,SIDM00180,3.911978,3.5651839
45,PLX-4720,SIDM00277,1.0639263333333335,-0.55460745
46,WZ4003,SIDM00389,1.463999,2.0501828
47,ML323,SIDM00974,4.595288,3.766874
48,Uprosertib,SIDM00659,2.658066,3.7075737
49,Foretinib,SIDM01205,0.5696835,2.156361
50,AGI-6780,SIDM00250,2.6466775,3.3642209
51,Dactolisib,SIDM00199,-2.6580950000000003,1.4537315
52,Foretinib,SIDM00294,-1.2807965,1.9676762
53,PD173074,SIDM00974,3.681605,0.5384699
54,Dactolisib,SIDM00842,-1.838404,1.5773199
55,Foretinib,SIDM00424,0.6336855,1.6470466
56,Daporinad,SIDM00517,-6.723251,3.7996805
57,Niraparib,SIDM00127,6.221035,3.9077008
58,Gefitinib,SIDM01155,2.3004465,3.4205272
59,Rapamycin,SIDM00655,-1.1452685,1.6959593
60,Uprosertib,SIDM00120,5.593971,4.1520987
61,PLX-4720,SIDM00631,4.426170333333333,2.1254663
62,ML323,SIDM00659,6.369862,4.398095
63,Foretinib,SIDM00487,1.061984,2.5026338
64,Niraparib,SIDM00214,4.047082,3.485614
65,ML323,SIDM01011,3.769173,3.5677392
66,Gefitinib,SIDM00541,1.899484,2.6589653
67,PLX-4720,SIDM00201,4.121317,0.04904657
68,PLX-4720,SIDM00043,3.1252063333333333,1.4035878
69,WZ4003,SIDM00679,5.139198,3.042225
70,Foretinib,SIDM01233,1.6896140000000002,3.468468
71,ML323,SIDM00817,4.630032,4.373831
72,Rapamycin,SIDM01120,-3.5420575000000003,2.1088574
73,Foretinib,SIDM00227,-0.5065295,3.1129897
74,Uprosertib,SIDM00231,3.542769,4.0231276
75,AGI-6780,SIDM00817,3.053226,4.046904
76,Foretinib,SIDM00114,4.032063,3.7301536
77,GSK2578215A,SIDM00930,4.877151,4.4117203
78,GSK2578215A,SIDM00550,4.44357,3.9151673
79,AGI-6780,SIDM00970,2.0259585,3.3319798
80,ML323,SIDM00527,4.776311,3.6520712
81,WZ4003,SIDM00407,1.939668,1.9268144
82,Gefitinib,SIDM00292,3.6890855,3.9956667
83,AGI-6780,SIDM00371,2.6546225000000003,4.1039314
84,Ipatasertib,SIDM00098,3.2124,2.1426928
85,Gefitinib,SIDM00973,1.931545,2.4591763
86,PLX-4720,SIDM01163,5.314484333333334,2.3554676
87,Niraparib,SIDM00441,0.235614,1.9494821
88,PD173074,SIDM00969,2.802637,0.70206517
89,Uprosertib,SIDM00833,5.408262000000001,4.1370173
90,Niraparib,SIDM00216,3.93053,3.3427007
91,ML323,SIDM00332,5.15555,4.2377253
92,WZ4003,SIDM00292,6.857058,4.7010975
93,Ipatasertib,SIDM00111,3.753564,1.8784478
94,Dactolisib,SIDM00104,-1.736081,2.2579942
95,PD173074,SIDM01093,4.255533,2.4377658
96,PLX-4720,SIDM00971,5.755802666666667,2.9844582
97,Rapamycin,SIDM00174,-3.052181,0.79554886
98,PLX-4720,SIDM00324,4.4355883333333335,0.23334168
99,GSK2578215A,SIDM00591,2.412121,4.013812
100,Niraparib,SIDM00606,4.590887,3.703821
101,Gefitinib,SIDM01064,2.608511,2.6933453
102,Daporinad,SIDM00472,-0.569979,4.9281898
103,Uprosertib,SIDM00889,0.217612,2.7495325
104,PD173074,SIDM00416,2.649958,0.23040418
105,ML323,SIDM00211,2.551508,3.1227508
106,Niraparib,SIDM01159,4.952933,3.7648504
107,AGI-6780,SIDM00324,1.6871675,2.9762561
108,ML323,SIDM00101,4.479902,4.4862967
109,Rapamycin,SIDM00974,-1.514643,1.0603051
110,Ipatasertib,SIDM00407,-0.527901,0.081594005
111,PLX-4720,SIDM00145,3.61208,0.47615582
112,Ipatasertib,SIDM00227,6.028731,2.2060168
113,PD173074,SIDM00553,1.880827,0.0005104374
114,GSK2578215A,SIDM00064,4.784005,4.5650654
115,ML323,SIDM00042,4.81952,3.8630455
116,Gefitinib,SIDM00308,1.6426905,1.2537549
117,Ipatasertib,SIDM01248,5.506761,1.3755538
118,AGI-6780,SIDM00973,3.1712555,3.5001848
119,Rapamycin,SIDM00863,-2.327929,0.7654784
120,Daporinad,SIDM00156,-3.854242,4.1427064
121,Rapamycin,SIDM00528,-2.587268,2.3890707
122,PD173074,SIDM00205,2.228612,-0.37500387
123,Rapamycin,SIDM00832,-1.528877,2.6378055
124,Daporinad,SIDM00127,-2.9898285,4.0177913
125,Niraparib,SIDM00783,3.461667,2.6392138
126,Foretinib,SIDM01160,1.072156,3.2108269
127,GSK2578215A,SIDM00120,5.874693,5.0074873
128,Dactolisib,SIDM00814,-2.6159915,0.8773676
129,Niraparib,SIDM01247,4.174438,2.5717614
130,Dactolisib,SIDM00384,-2.950167,0.50804764
131,Uprosertib,SIDM01064,3.6013095,3.5700052
132,Ipatasertib,SIDM00181,3.44886,2.00979
133,PD173074,SIDM00541,3.601207,1.5975096
134,Foretinib,SIDM00099,1.984698,4.116003
135,Ipatasertib,SIDM00199,3.476206,1.7049347
136,AGI-6780,SIDM00859,2.3005455,2.2088783
137,Niraparib,SIDM00351,5.046955,3.1927283
