,drug,cell_line,IC50,prediction
0,MIRA-1,SIDM00517,6.073941,5.0577006
1,Cisplatin,SIDM01114,2.006427,2.0330029
2,WIKI4,SIDM00244,3.914198,-0.9211392
3,BMS-536924,SIDM00537,1.733863,1.3304012
4,Bortezomib,SIDM01093,-4.115848,3.3825328
5,MK-1775,SIDM00094,1.91712,3.4056199
6,LY2109761,SIDM00539,5.400771,1.9202759
7,LGK974,SIDM01233,3.895076,5.1765475
8,GDC0810,SIDM00496,4.965005,3.1901648
9,Sorafenib,SIDM00551,2.384396,2.5987012
10,BMS-536924,SIDM01093,3.1085975,2.6406538
11,Bortezomib,SIDM01161,-4.938108,1.6225417
12,LGK974,SIDM00520,3.924767,4.83562
13,Fulvestrant,SIDM00136,3.780350333333333,3.940481
14,Entospletinib,SIDM00244,1.924032,0.4147902
15,MIM1,SIDM01175,4.770428,4.859778
16,Oxaliplatin,SIDM00561,1.8525435,-0.28150344
17,Cisplatin,SIDM00064,1.7632536666666667,2.256078
18,LY2109761,SIDM00837,4.501555,1.2614782
19,Cisplatin,SIDM00120,2.2501773333333333,3.3054383
20,WIKI4,SIDM01229,4.344849,1.337581
21,MK-1775,SIDM00381,0.971567,2.5940523
22,Oxaliplatin,SIDM00539,4.1511535,1.3935797
23,WIKI4,SIDM00056,3.873413,2.3668659
24,MIM1,SIDM00042,3.76392,2.8503778
25,MIRA-1,SIDM00817,5.042824,5.334026
26,LGK974,SIDM01126,3.0547295,3.7807837
27,Entospletinib,SIDM00375,4.530611,2.6264908
28,Cisplatin,SIDM01197,5.9172183333333335,3.2988484
29,Cisplatin,SIDM00842,2.6765326666666667,1.8741162
30,BMS-536924,SIDM01095,-0.1175565,0.832738
31,BMS-536924,SIDM00202,0.3315213333333333,0.50091517
32,GDC0810,SIDM00540,5.695754,2.8874073
33,WIKI4,SIDM00377,4.253178,3.1795766
34,MIRA-1,SIDM00896,3.206583,2.5315301
35,LGK974,SIDM00230,3.247925,3.4398563
36,Entospletinib,SIDM00407,0.132074,1.14469
37,GDC0810,SIDM00091,6.973783,4.974413
38,Fulvestrant,SIDM00196,3.374845333333333,3.4683592
39,Sorafenib,SIDM00377,3.169837,4.027506
40,Entospletinib,SIDM01161,3.186478,2.0337563
41,MK-1775,SIDM00792,0.563692,2.7285008
42,Oxaliplatin,SIDM00550,5.7256415,1.752673
43,Oxaliplatin,SIDM00287,1.0486,-0.42775673
44,MK-1775,SIDM01140,-0.266866,0.59195966
45,LY2109761,SIDM00317,7.386086,3.7657344
46,Fulvestrant,SIDM00565,4.188992333333334,4.171936
47,BMS-536924,SIDM01146,2.648853,1.7315733
48,Cisplatin,SIDM00003,3.28203,1.2912239
49,WIKI4,SIDM00842,3.679508,1.2757342
50,Fulvestrant,SIDM01197,4.608084666666667,4.3295074
51,LY2109761,SIDM00835,6.28493,3.2577112
52,LY2109761,SIDM00688,3.231947,1.7665005
53,Fulvestrant,SIDM00154,3.346953333333333,3.361909
54,Oxaliplatin,SIDM00953,3.4108355,1.2370819
55,MIRA-1,SIDM00793,4.095742,4.5113
56,Sorafenib,SIDM00974,1.369742,2.8380673
57,LGK974,SIDM00346,2.4880465000000003,2.690708
58,Cisplatin,SIDM00216,2.102376,1.8946738
59,Sorafenib,SIDM01175,5.0521495000000005,5.07733
60,Sorafenib,SIDM00324,1.6373965,2.2990346
61,MIRA-1,SIDM01205,4.267002,3.0570552
62,GDC0810,SIDM00834,4.574205,4.3820686
63,Bortezomib,SIDM00411,-3.866131,4.7954044
64,Entospletinib,SIDM00182,3.681224,2.7215862
65,Bortezomib,SIDM00328,-3.679071,2.2366934
66,LY2109761,SIDM01064,5.144615,2.4448256
67,Oxaliplatin,SIDM00252,5.741103,2.4056036
68,MK-1775,SIDM00719,2.743954,3.944853
69,LY2109761,SIDM00195,6.166521,1.2801398
70,Cisplatin,SIDM01140,0.8183185,1.4834574
71,LGK974,SIDM00655,2.6276195,3.9947934
72,Oxaliplatin,SIDM00251,3.969453,1.8873789
73,Oxaliplatin,SIDM00309,4.0868735,1.881324
74,BMS-536924,SIDM00606,4.2037495,2.2543075
75,LGK974,SIDM00156,2.9715695,4.5965414
76,MIM1,SIDM00077,3.948924,2.9649532
77,WIKI4,SIDM00121,3.710353,-0.4192125
78,Sorafenib,SIDM00631,3.021151,2.6824203
79,Cisplatin,SIDM00577,1.556485,2.3354042
80,Cisplatin,SIDM00530,3.6627673333333335,3.2944224
81,GDC0810,SIDM00444,5.8931,3.9912555
82,Cisplatin,SIDM00316,2.198929,2.7120023
83,GDC0810,SIDM00375,5.476823,3.4678423
84,LGK974,SIDM00438,3.2050435,4.048443
85,Bortezomib,SIDM00266,-4.999663,0.62462014
86,WIKI4,SIDM00472,3.497884,2.74393
87,Oxaliplatin,SIDM00003,4.0931755,0.059173666
88,Entospletinib,SIDM00577,4.895605,1.4033244
89,Fulvestrant,SIDM00813,3.984098,3.4755428
90,Sorafenib,SIDM00976,4.695765,3.4971535
91,MK-1775,SIDM00543,0.342718,2.6205118
92,LY2109761,SIDM00975,3.761119,2.798576
93,LGK974,SIDM00496,3.1396395000000004,3.9884286
94,Oxaliplatin,SIDM00488,6.628916,1.9617305
95,Oxaliplatin,SIDM00832,4.5897575,2.5319622
96,Entospletinib,SIDM00056,2.671582,2.1671553
97,WIKI4,SIDM00418,3.522113,3.4133673
98,MK-1775,SIDM01163,1.949721,3.3111875
99,Sorafenib,SIDM00094,4.49228,4.3349543
100,WIKI4,SIDM00813,4.115607,0.6932879
101,BMS-536924,SIDM00156,3.0951350000000004,2.490301
102,LY2109761,SIDM00393,5.61415,1.2228773
103,WIKI4,SIDM00205,3.654025,0.8739881
104,Entospletinib,SIDM00833,5.575384,2.7713187
105,LGK974,SIDM00343,4.0447195,5.0358906
106,GDC0810,SIDM00302,5.208002,3.359346
107,LGK974,SIDM00612,4.5903875,5.277118
108,BMS-536924,SIDM00203,1.302424,0.67718697
109,Sorafenib,SIDM00277,-1.4240849999999998,1.2001823
110,Cisplatin,SIDM00326,2.638646,2.1028001
111,Cisplatin,SIDM00905,2.185283333333333,2.028345
112,WIKI4,SIDM01247,3.411874,1.4231976
113,MIM1,SIDM00113,5.236097,4.68092
114,Entospletinib,SIDM00929,3.289124,2.9310405
115,LGK974,SIDM00137,4.3079575000000006,4.522799
116,MK-1775,SIDM01146,0.603677,2.2636492
117,MIRA-1,SIDM00964,6.366225,4.682677
118,LGK974,SIDM00534,2.602404,4.268384
119,Entospletinib,SIDM00154,2.0514,1.7001852
120,Oxaliplatin,SIDM00064,5.8683425,1.0904318
121,Cisplatin,SIDM01007,3.553252333333333,1.7415899
122,GDC0810,SIDM00181,5.745348,3.9178905
123,Bortezomib,SIDM00465,-3.646512,2.5026045
124,Fulvestrant,SIDM00864,4.1038293333333336,3.5413854
125,Sorafenib,SIDM00393,2.603132,2.2556193
126,Oxaliplatin,SIDM00111,5.434399,1.2747874
127,BMS-536924,SIDM00291,1.9841015,2.2914054
128,Entospletinib,SIDM00551,2.279325,2.091085
129,Cisplatin,SIDM00976,1.8721083333333333,2.360156
130,GDC0810,SIDM00195,4.988147,4.002044
131,MIRA-1,SIDM01155,6.700481,5.7781253
132,Bortezomib,SIDM00808,-5.6939755000000005,0.5652547
133,Bortezomib,SIDM00813,-5.087346,0.3238488
