,drug,cell_line,IC50,prediction
0,MIRA-1,SIDM00517,6.073941,0.7942466
1,Cisplatin,SIDM01114,2.006427,2.7930532
2,WIKI4,SIDM00244,3.914198,-0.7828399
3,BMS-536924,SIDM00537,1.733863,-0.9924757
4,Bortezomib,SIDM01093,-4.115848,2.6075516
5,MK-1775,SIDM00094,1.91712,-0.35761356
6,LY2109761,SIDM00539,5.400771,4.7652006
7,LGK974,SIDM01233,3.895076,3.6857574
8,GDC0810,SIDM00496,4.965005,3.2899973
9,Sorafenib,SIDM00551,2.384396,-0.22499986
10,BMS-536924,SIDM01093,3.1085975,0.09273169
11,Bortezomib,SIDM01161,-4.938108,-0.34783918
12,LGK974,SIDM00520,3.924767,3.4558742
13,Fulvestrant,SIDM00136,3.780350333333333,-1.8690783
14,Entospletinib,SIDM00244,1.924032,-3.5994694
15,MIM1,SIDM01175,4.770428,4.120612
16,Oxaliplatin,SIDM00561,1.8525435,1.1694984
17,Cisplatin,SIDM00064,1.7632536666666667,3.2932515
18,LY2109761,SIDM00837,4.501555,4.0406785
19,Cisplatin,SIDM00120,2.2501773333333333,3.505644
20,WIKI4,SIDM01229,4.344849,1.7604412
21,MK-1775,SIDM00381,0.971567,0.05840276
22,Oxaliplatin,SIDM00539,4.1511535,2.8969495
23,WIKI4,SIDM00056,3.873413,-0.061910316
24,MIM1,SIDM00042,3.76392,2.9319718
25,MIRA-1,SIDM00817,5.042824,2.324035
26,LGK974,SIDM01126,3.0547295,3.3715029
27,Entospletinib,SIDM00375,4.530611,-2.6599593
28,Cisplatin,SIDM01197,5.9172183333333335,3.1227643
29,Cisplatin,SIDM00842,2.6765326666666667,2.915893
30,BMS-536924,SIDM01095,-0.1175565,-1.144078
31,BMS-536924,SIDM00202,0.3315213333333333,-3.2609699
32,GDC0810,SIDM00540,5.695754,3.0070856
33,WIKI4,SIDM00377,4.253178,2.074392
34,MIRA-1,SIDM00896,3.206583,0.5051622
35,LGK974,SIDM00230,3.247925,2.8367207
36,Entospletinib,SIDM00407,0.132074,-1.9256117
37,GDC0810,SIDM00091,6.973783,3.5978339
38,Fulvestrant,SIDM00196,3.374845333333333,2.171209
39,Sorafenib,SIDM00377,3.169837,1.9843667
40,Entospletinib,SIDM01161,3.186478,-3.2292855
41,MK-1775,SIDM00792,0.563692,0.6683623
42,Oxaliplatin,SIDM00550,5.7256415,2.3748353
43,Oxaliplatin,SIDM00287,1.0486,0.024640761
44,MK-1775,SIDM01140,-0.266866,-2.1994026
45,LY2109761,SIDM00317,7.386086,5.8665743
46,Fulvestrant,SIDM00565,4.188992333333334,0.9792173
47,BMS-536924,SIDM01146,2.648853,-0.91936296
48,Cisplatin,SIDM00003,3.28203,2.1731188
49,WIKI4,SIDM00842,3.679508,1.5703018
50,Fulvestrant,SIDM01197,4.608084666666667,0.29006526
51,LY2109761,SIDM00835,6.28493,5.260702
52,LY2109761,SIDM00688,3.231947,3.2240438
53,Fulvestrant,SIDM00154,3.346953333333333,-0.54843193
54,Oxaliplatin,SIDM00953,3.4108355,0.23687753
55,MIRA-1,SIDM00793,4.095742,2.356215
56,Sorafenib,SIDM00974,1.369742,1.7449341
57,LGK974,SIDM00346,2.4880465000000003,1.3722646
58,Cisplatin,SIDM00216,2.102376,2.2250054
59,Sorafenib,SIDM01175,5.0521495000000005,3.030808
60,Sorafenib,SIDM00324,1.6373965,0.92237836
61,MIRA-1,SIDM01205,4.267002,1.4619393
62,GDC0810,SIDM00834,4.574205,3.931732
63,Bortezomib,SIDM00411,-3.866131,2.8982942
64,Entospletinib,SIDM00182,3.681224,-0.84082127
65,Bortezomib,SIDM00328,-3.679071,2.1506855
66,LY2109761,SIDM01064,5.144615,4.14999
67,Oxaliplatin,SIDM00252,5.741103,3.4229705
68,MK-1775,SIDM00719,2.743954,1.5578953
69,LY2109761,SIDM00195,6.166521,4.317944
70,Cisplatin,SIDM01140,0.8183185,1.8078345
71,LGK974,SIDM00655,2.6276195,2.89371
72,Oxaliplatin,SIDM00251,3.969453,1.6544869
73,Oxaliplatin,SIDM00309,4.0868735,2.3843195
74,BMS-536924,SIDM00606,4.2037495,0.23215574
75,LGK974,SIDM00156,2.9715695,2.9985378
76,MIM1,SIDM00077,3.948924,2.9401019
77,WIKI4,SIDM00121,3.710353,-1.1998159
78,Sorafenib,SIDM00631,3.021151,0.23458517
79,Cisplatin,SIDM00577,1.556485,2.8064592
80,Cisplatin,SIDM00530,3.6627673333333335,2.5093224
81,GDC0810,SIDM00444,5.8931,3.420503
82,Cisplatin,SIDM00316,2.198929,2.884125
83,GDC0810,SIDM00375,5.476823,3.2375445
84,LGK974,SIDM00438,3.2050435,3.1333473
85,Bortezomib,SIDM00266,-4.999663,-1.044913
86,WIKI4,SIDM00472,3.497884,1.6391658
87,Oxaliplatin,SIDM00003,4.0931755,0.56910026
88,Entospletinib,SIDM00577,4.895605,-1.4072102
89,Fulvestrant,SIDM00813,3.984098,1.5318564
90,Sorafenib,SIDM00976,4.695765,0.07915455
91,MK-1775,SIDM00543,0.342718,-0.3715467
92,LY2109761,SIDM00975,3.761119,4.049761
93,LGK974,SIDM00496,3.1396395000000004,2.2949717
94,Oxaliplatin,SIDM00488,6.628916,2.6550238
95,Oxaliplatin,SIDM00832,4.5897575,3.1768844
96,Entospletinib,SIDM00056,2.671582,-3.5581777
97,WIKI4,SIDM00418,3.522113,3.6044462
98,MK-1775,SIDM01163,1.949721,0.43670595
99,Sorafenib,SIDM00094,4.49228,3.47237
100,WIKI4,SIDM00813,4.115607,0.034013294
101,BMS-536924,SIDM00156,3.0951350000000004,-0.3914733
102,LY2109761,SIDM00393,5.61415,4.5949154
103,WIKI4,SIDM00205,3.654025,0.6576912
104,Entospletinib,SIDM00833,5.575384,-1.813599
105,LGK974,SIDM00343,4.0447195,3.708722
106,GDC0810,SIDM00302,5.208002,3.0460165
107,LGK974,SIDM00612,4.5903875,3.9468124
