,drug,cell_line,IC50,prediction
0,BMS-754807,SIDM00216,-1.291566,2.4654622
1,Sabutoclax,SIDM00308,-1.98858,-1.8587561
2,Wee1 Inhibitor,SIDM00489,0.980307,1.0764837
3,Ruxolitinib,SIDM00599,4.3168945,4.336398
4,GSK2578215A,SIDM00218,7.581259,4.0631466
5,ML323,SIDM00951,2.854192,3.0639153
6,PLX-4720,SIDM00958,2.607257333333333,1.8858624
7,AGI-6780,SIDM00579,2.1536795,2.8640473
8,VX-11e,SIDM00197,3.5317465,3.2866564
9,Uprosertib,SIDM00417,4.6382995000000005,3.3079844
10,Ipatasertib,SIDM00596,5.244861,4.2537026
11,Foretinib,SIDM00410,0.6407845,-0.38243812
12,Wee1 Inhibitor,SIDM00003,1.012738,1.7082679
13,IWP-2,SIDM00422,2.032252,2.0159364
14,Leflunomide,SIDM00427,4.257889,3.8731418
15,Gefitinib,SIDM01228,0.2812125000000001,2.015126
16,Entospletinib,SIDM00375,4.530611,4.7276673
17,Dactolisib,SIDM00504,-3.4105480000000004,-1.596533
18,Nilotinib,SIDM01160,3.765993,3.2389956
19,Alpelisib,SIDM00962,4.46513,2.2517142
20,Cisplatin,SIDM01197,5.9172183333333335,2.2734604
21,Cisplatin,SIDM00842,2.6765326666666667,2.1005197
22,PD173074,SIDM00259,3.424969,3.336563
23,Daporinad,SIDM01245,-6.725857,-5.3443785
24,Afuresertib,SIDM00127,1.532706,1.45401
25,Trametinib,SIDM00234,-0.6844520000000001,-0.27292344
26,Navitoclax,SIDM00197,-2.674453,1.077887
27,Trametinib,SIDM00600,-3.9769335,-2.0421562
28,BMS-536924,SIDM01095,-0.1175565,2.695962
29,PD0325901,SIDM00638,0.9421035,0.14945638
30,AZD7762,SIDM01183,0.2055136666666666,0.28025243
31,Dasatinib,SIDM00488,-0.674317,-0.73525083
32,Buparlisib,SIDM00638,0.366617,1.8423436
33,Linsitinib,SIDM00410,3.46691,3.1672215
34,GSK591,SIDM00427,4.140573,4.324583
35,Luminespib,SIDM00951,-3.966141,-3.5494914
36,Palbociclib,SIDM00599,3.0441155,3.1783576
37,Savolitinib,SIDM00422,1.949934,2.1570268
38,Palbociclib,SIDM00638,4.2234255,3.245215
39,VE-822,SIDM01095,1.836412,2.7535055
40,Venetoclax,SIDM00951,2.499558,0.7471487
41,Vorinostat,SIDM00427,0.38209,0.31129348
42,Dactinomycin,SIDM00218,0.3218264999999999,-2.2770286
43,GSK1904529A,SIDM01160,3.757111,3.3934703
44,Foretinib,SIDM00216,-0.8940250000000001,0.23381415
45,AZD5582,SIDM00218,5.3412885,1.6688881
46,AZD4547,SIDM00308,2.083488,2.1391106
47,Dasatinib,SIDM00375,0.144782,-0.5772497
48,Ruxolitinib,SIDM00216,4.587106,3.0389934
49,Cyclophosphamide,SIDM00410,4.300019,4.389855
50,PLX-4720,SIDM00218,4.766183333333333,3.287671
51,Cytarabine,SIDM00427,-1.211762,1.1821122
52,Savolitinib,SIDM00375,2.619515,3.1771846
53,Palbociclib,SIDM00842,2.157672,2.6302767
54,Cisplatin,SIDM00003,3.28203,2.4522703
55,WIKI4,SIDM00842,3.679508,3.551219
56,5-Fluorouracil,SIDM00958,2.850447,1.8816764
57,Fulvestrant,SIDM01197,4.608084666666667,3.3956366
58,MN-64,SIDM00417,4.507898,4.9191036
59,Ulixertinib,SIDM00958,1.1968715,1.8287143
60,Uprosertib,SIDM00958,2.929456,1.1561681
61,Daporinad,SIDM01197,-2.9276090000000003,-4.012297
62,Taselisib,SIDM01160,3.722257,3.0250642
63,NVP-ADW742,SIDM00638,2.710726,3.0142064
64,Crizotinib,SIDM00489,2.473663,1.9448355
65,Ulixertinib,SIDM01228,1.711931,2.4725528
66,Cisplatin,SIDM00216,2.102376,2.2192566
67,Docetaxel,SIDM00375,-3.4546956666666664,-2.4426517
68,AGI-5198,SIDM00308,4.280853,3.3490164
69,PRT062607,SIDM01095,3.05884,3.475366
70,Cediranib,SIDM00958,0.429045,1.0150027
71,Uprosertib,SIDM01160,5.2569125,3.3087997
72,AZD4547,SIDM01197,3.5791733333333333,3.0431619
73,AZD5363,SIDM01245,2.748978,2.0068915
74,CZC24832,SIDM00842,4.643635,5.7231693
75,BIBR-1532,SIDM01197,6.279662,4.28636
76,AZD4547,SIDM00488,3.6560936666666666,2.911323
77,AMG-319,SIDM00218,7.23577,4.398748
78,I-BRD9,SIDM00127,5.308305,3.9167042
79,Epirubicin,SIDM01228,-1.496516,-1.4323273
80,Dactolisib,SIDM00842,-1.838404,-1.509466
81,P22077,SIDM00234,2.972383,3.7569075
82,P22077,SIDM00596,5.11993,5.2536683
83,Niraparib,SIDM00127,6.221035,3.3838363
84,ABT737,SIDM00962,-2.765518,-1.9317515
85,AZD3759,SIDM00579,2.146886,2.1347296
86,AZD5363,SIDM00579,3.025458,3.0031724
87,5-Fluorouracil,SIDM00410,0.3689429999999999,3.0463262
88,Cediranib,SIDM00308,0.4148,1.5901357
89,Camptothecin,SIDM00599,-4.371271,-1.5023327
90,Sabutoclax,SIDM01197,0.58037,-0.94458085
91,IWP-2,SIDM00308,2.014507,1.9042625
92,Nutlin-3a (-),SIDM00962,0.282888,1.7931108
93,GDC0810,SIDM00375,5.476823,4.825121
94,SB505124,SIDM00216,3.0864085,3.5837762
95,Nilotinib,SIDM00489,3.1715445,2.6500044
