,drug,cell_line,IC50,prediction
0,MIRA-1,SIDM00517,6.073941,5.865897
1,Cisplatin,SIDM01114,2.006427,2.2196062
2,WIKI4,SIDM00244,3.914198,2.7796886
3,BMS-536924,SIDM00537,1.733863,1.1149664
4,Bortezomib,SIDM01093,-4.115848,-1.220679
5,MK-1775,SIDM00094,1.91712,1.8394839
6,LY2109761,SIDM00539,5.400771,5.319362
7,LGK974,SIDM01233,3.895076,3.882199
8,GDC0810,SIDM00496,4.965005,4.950209
9,Sorafenib,SIDM00551,2.384396,2.6483023
10,BMS-536924,SIDM01093,3.1085975,2.4859881
11,Bortezomib,SIDM01161,-4.938108,-3.3656895
12,LGK974,SIDM00520,3.924767,4.2012157
13,Fulvestrant,SIDM00136,3.780350333333333,3.4873478
14,Entospletinib,SIDM00244,1.924032,2.7117436
15,MIM1,SIDM01175,4.770428,4.8298535
16,Oxaliplatin,SIDM00561,1.8525435,1.6213253
17,Epirubicin,SIDM00565,-0.311385,-0.4803868
18,VE821,SIDM01090,3.11085,3.724142
19,Dinaciclib,SIDM00291,-2.624957,-3.0257218
20,Cediranib,SIDM00837,1.05822,1.3142112
21,Vorinostat,SIDM01187,1.608329,1.4282458
22,Buparlisib,SIDM00077,0.013728,0.92593324
23,Cisplatin,SIDM00064,1.7632536666666667,2.7078872
24,PCI-34051,SIDM00332,5.746768,5.2236505
25,Vinblastine,SIDM00174,-4.493240500000001,1.456709
26,IWP-2,SIDM00793,2.146301,2.4472117
27,VX-11e,SIDM00758,1.657313,2.454067
28,LY2109761,SIDM00837,4.501555,5.0703583
29,Nilotinib,SIDM01247,1.1534605,2.074774
30,Linsitinib,SIDM00699,2.579066,3.61186
31,AT13148,SIDM00537,2.842459,3.2945056
32,Cisplatin,SIDM00120,2.2501773333333333,3.5956419
33,BMS-345541,SIDM00719,5.569043,5.1302876
34,WIKI4,SIDM01229,4.344849,3.8836873
35,GSK1904529A,SIDM00287,2.695081,2.972482
36,XAV939,SIDM00964,2.5174255,2.2824342
37,AZD8186,SIDM00098,3.6110575,2.4785695
