,drug,cell_line,IC50,prediction
0,OF-1,SIDM00257,4.206854,1.4925947
1,Docetaxel,SIDM00082,-1.4578746666666664,4.6868796
2,Pevonedistat,SIDM00541,0.725677,3.5630004
3,Paclitaxel,SIDM00328,-3.3222995,2.7134566
4,Temozolomide,SIDM00576,2.8046,0.75959206
5,MK-8776,SIDM00732,4.019024,3.9666367
6,MK-8776,SIDM00699,4.530687,4.7714934
7,OF-1,SIDM00537,4.217272,1.9805698
8,LCL161,SIDM00841,4.6634945,3.083438
9,AZ6102,SIDM00394,3.281192,4.734113
10,OF-1,SIDM00565,4.979893,3.5033343
11,SB216763,SIDM01042,4.554536,2.5752482
12,GSK343,SIDM00411,4.8941025,4.9503627
13,Docetaxel,SIDM00375,-3.4546956666666664,4.3965144
14,Alisertib,SIDM00393,3.508407,2.9444213
15,AGI-5198,SIDM00308,4.280853,1.4158728
16,AZD5363,SIDM00863,1.885114,3.6722784
17,MK-8776,SIDM00577,2.163877,4.038433
18,OF-1,SIDM00826,4.406393,2.0938113
19,AGI-5198,SIDM00250,4.209991,2.5839074
20,AZD5363,SIDM01245,2.748978,3.384624
21,OSI-027,SIDM01073,0.840315,1.9657094
22,Alisertib,SIDM01019,0.4932335,2.8923934
23,Pevonedistat,SIDM01175,4.3406435,4.5801597
24,Temozolomide,SIDM00094,5.9999665,4.6802497
25,AGI-5198,SIDM00326,4.083026,2.4874673
26,GSK343,SIDM01233,5.1984295,4.1743608
27,MK-8776,SIDM00098,2.815627,3.7753572
28,LCL161,SIDM00519,5.219727,3.2574577
29,AZD5363,SIDM00445,1.780595,2.9862156
30,AZD5363,SIDM00579,3.025458,2.836104
31,AZ6102,SIDM01097,2.062228,3.5974903
32,Paclitaxel,SIDM00411,0.195684,3.8436112
33,LCL161,SIDM00384,2.9158075,1.1634839
34,OF-1,SIDM00211,2.668586,-0.044390872
35,OF-1,SIDM00136,4.818226,2.3725755
36,MK-8776,SIDM00875,0.000374,2.6907945
37,AZ6102,SIDM00056,1.982137,3.2267375
