,drug,cell_line,IC50,prediction
0,Afuresertib,SIDM00127,1.532706,5.5141315
1,Trametinib,SIDM00234,-0.6844520000000001,-0.875262
2,Trametinib,SIDM00600,-3.9769335,-1.4707144
3,PD0325901,SIDM00638,0.9421035,2.0955348
4,Dasatinib,SIDM00488,-0.674317,2.4483013
5,Cyclophosphamide,SIDM00561,4.404114,1.5182674
6,Osimertinib,SIDM00549,0.792496,1.3281159
7,Afuresertib,SIDM00968,2.512336,5.0780296
8,PRT062607,SIDM00393,2.385608,2.8253994
9,PFI3,SIDM00362,3.486362,1.167463
10,ABT737,SIDM00202,-2.39304,2.6804073
11,Talazoparib,SIDM00260,5.934196,3.177609
12,MK-2206,SIDM00243,-0.0307494999999999,1.9403311
13,GSK591,SIDM00427,4.140573,0.48427117
14,Ulixertinib,SIDM00274,1.6454695,3.6005664
15,Erlotinib,SIDM01133,4.309572,2.8463817
16,Talazoparib,SIDM00418,2.9362455,4.356454
17,Cyclophosphamide,SIDM01259,5.129478,2.1796544
18,Ulixertinib,SIDM00835,3.2002795,4.487028
19,Dasatinib,SIDM00251,4.14583,2.4848042
20,PFI3,SIDM00846,5.050288,2.7875543
21,Dasatinib,SIDM01174,3.357426,4.090234
22,Osimertinib,SIDM00214,1.115264,2.4431581
23,Erlotinib,SIDM00367,3.712832,2.5783124
24,PD0325901,SIDM00302,-0.49516,2.7151265
25,PRT062607,SIDM00420,4.218709,3.2853093
26,Dasatinib,SIDM00375,0.144782,2.3231618
27,Ulixertinib,SIDM00549,2.396136,1.6542903
28,Cyclophosphamide,SIDM00410,4.300019,1.852163
29,Dasatinib,SIDM01161,-3.3886935,0.23836656
30,Ulixertinib,SIDM00320,4.453036,3.5647547
31,PD0325901,SIDM00541,-1.9881325,1.9367274
32,Talazoparib,SIDM00407,3.2505315,0.9301729
33,PD0325901,SIDM00583,1.641708,3.2000394
34,Ulixertinib,SIDM00056,1.1917325,3.161779
35,GSK591,SIDM00875,3.624048,1.2031215
36,Ulixertinib,SIDM00958,1.1968715,1.1849836
37,PD0325901,SIDM00350,-1.249941,1.8721516
38,Talazoparib,SIDM00328,5.67477,3.0210967
39,Ulixertinib,SIDM01228,1.711931,3.4778144
40,ABT737,SIDM00975,0.613451,3.2078755
41,Osimertinib,SIDM00420,3.108283,2.742018
42,PRT062607,SIDM01095,3.05884,2.0416946
43,Trametinib,SIDM01248,-1.231516,0.30075812
44,Cyclophosphamide,SIDM00233,4.507502,1.0581682
45,Dasatinib,SIDM00688,2.121135,-0.8246827
46,GSK591,SIDM00444,5.896787,1.8237051
47,GSK591,SIDM00680,4.151777,2.272826
48,MK-2206,SIDM00541,1.7603355,3.034715
49,Osimertinib,SIDM00389,1.297342,0.5770217
50,PD0325901,SIDM01098,0.8736655,2.159933
51,Osimertinib,SIDM00256,1.115958,1.4273072
52,MK-2206,SIDM00974,2.312142,2.9369326
53,ABT737,SIDM00834,3.453753,2.8381038
54,PD0325901,SIDM00562,1.5770475000000002,2.2262566
55,ABT737,SIDM00962,-2.765518,0.32807457
56,Cyclophosphamide,SIDM00099,6.269198,4.4388313
57,Talazoparib,SIDM00233,0.922631,1.5788907
58,Osimertinib,SIDM00964,-1.185578,1.6947654
59,Dasatinib,SIDM00407,-4.4507675,-1.7120174
60,PFI3,SIDM00517,5.774298,3.1368034
61,GSK591,SIDM00826,5.81982,1.3910171
62,PRT062607,SIDM01064,4.263023,2.4171205
63,Ulixertinib,SIDM00975,1.1531875,3.8076017
64,Dasatinib,SIDM00276,-2.5557135,1.4550264
65,Talazoparib,SIDM00569,2.6529315,2.99314
66,GSK591,SIDM00082,4.211547,2.6207001
67,Osimertinib,SIDM00098,1.197206,2.8338292
68,ABT737,SIDM00438,3.009115,2.798674
69,GSK591,SIDM00969,3.736686,1.2264186
70,Cyclophosphamide,SIDM00332,6.559315,2.5832071
71,Osimertinib,SIDM00218,5.205943,4.665165
72,Erlotinib,SIDM00216,0.774098,2.9150243
73,ABT737,SIDM01093,3.100827,3.4054887
74,Cyclophosphamide,SIDM01090,4.693715,2.067945
75,Talazoparib,SIDM00264,-1.575634,3.420776
76,GSK591,SIDM01092,5.125682,1.400029
77,PRT062607,SIDM00196,2.453866,2.0375516
78,PFI3,SIDM00781,6.548973,3.9940903
79,Osimertinib,SIDM00577,1.449912,2.4371037
80,PD0325901,SIDM01133,2.498861,2.8326507
81,PFI3,SIDM00197,5.552338,2.3483825
82,Cyclophosphamide,SIDM01163,7.034638,4.287322
83,PD0325901,SIDM00441,-2.9891745,1.281118
84,Ulixertinib,SIDM01237,4.1118255,4.304296
85,Ulixertinib,SIDM01149,3.181061,2.2339444
86,PRT062607,SIDM01205,2.454548,1.3417522
87,Trametinib,SIDM00679,-0.3267925,0.131998
88,Osimertinib,SIDM00632,1.606104,1.353947
89,Erlotinib,SIDM00308,1.8881695,1.6043743
90,Talazoparib,SIDM00289,-0.8723485,1.4899638
91,ABT737,SIDM00120,4.30424,3.911238
92,MK-2206,SIDM00528,0.1063005,2.579862
93,PFI3,SIDM00420,5.608977,3.8863606
94,Trametinib,SIDM00655,1.68772,-0.19209051
95,GSK591,SIDM00384,2.74159,0.9745733
96,Cyclophosphamide,SIDM00971,6.144244,3.537632
97,Trametinib,SIDM00579,-1.4274165,-0.7584736
98,Trametinib,SIDM00551,-2.325783,-1.4248837
99,GSK591,SIDM00420,4.825769,2.032935
100,Dasatinib,SIDM00417,2.195929,1.7876307
101,GSK591,SIDM01047,3.410822,0.7931851
102,PFI3,SIDM00190,6.769222,3.8575923
103,GSK591,SIDM00285,5.01086,1.4370662
104,Trametinib,SIDM00343,2.1035685,1.7756073
105,Osimertinib,SIDM01174,3.296387,3.8639526
106,Afuresertib,SIDM00156,4.641968,5.3100777
107,Cyclophosphamide,SIDM00224,5.429899,2.7399032
108,Dasatinib,SIDM00758,3.635058,2.862396
109,Trametinib,SIDM01245,1.474533,-0.9092977
110,Cyclophosphamide,SIDM00600,4.162443,2.3021736
111,PRT062607,SIDM00227,4.496437,3.1161067
112,MK-2206,SIDM00565,3.4983075,3.3229842
113,PRT062607,SIDM01245,1.622944,1.1018144
114,Erlotinib,SIDM00120,3.993615,4.0909905
115,PFI3,SIDM00023,6.574526,3.1533904
116,Ulixertinib,SIDM00527,0.084038,2.9907818
117,GSK591,SIDM00487,4.956636,2.0069563
118,PRT062607,SIDM00096,1.111939,0.66755396
119,Erlotinib,SIDM01168,4.112417,3.9649272
120,Osimertinib,SIDM00864,0.917085,2.002928
121,Osimertinib,SIDM00541,0.489792,2.5460672
122,PRT062607,SIDM00264,3.211485,3.1037784
123,Osimertinib,SIDM00241,-0.786697,1.37865
124,PD0325901,SIDM00394,0.36646,3.2929034
125,PFI3,SIDM00954,5.499537,2.3415015
126,Dasatinib,SIDM00561,-0.770378,-0.6949699
127,MK-2206,SIDM00320,3.8772745,4.0384946
128,Afuresertib,SIDM00583,3.140142,5.583256
129,Talazoparib,SIDM00182,4.579237,3.1608431
130,GSK591,SIDM01183,5.000867,1.9032639
131,Erlotinib,SIDM00047,1.579238,3.0656486
132,Talazoparib,SIDM00541,4.246713,3.1353807
133,Erlotinib,SIDM01248,3.625092,3.6051674
134,Osimertinib,SIDM00374,2.366466,2.2508461
135,Trametinib,SIDM00102,0.1095984999999999,1.2826953
136,Erlotinib,SIDM00233,2.6027955,1.4217821
137,Afuresertib,SIDM00445,1.752548,4.3561764
138,PFI3,SIDM00418,7.251931,4.749717
139,ABT737,SIDM00487,1.854916,1.890375
140,Osimertinib,SIDM00951,0.48904,0.6130679
141,PRT062607,SIDM00584,3.806084,3.152629
142,Osimertinib,SIDM00562,2.523078,2.0514727
143,Afuresertib,SIDM01102,0.152251,3.6101322
144,PRT062607,SIDM00377,3.510792,2.8757408
145,GSK591,SIDM00227,5.904375,2.5263329
146,MK-2206,SIDM00483,0.7737375,4.288125
147,Cyclophosphamide,SIDM00491,4.925137,3.2270982
148,Dasatinib,SIDM00384,1.6852874999999998,-1.4598898
149,Dasatinib,SIDM00732,-0.8003655,0.94504726
150,Cyclophosphamide,SIDM00520,5.858395,3.2991161
151,ABT737,SIDM00833,1.47059,3.0785596
152,Erlotinib,SIDM00732,3.514076,3.5686345
153,Osimertinib,SIDM01126,1.180275,2.3892012
154,Erlotinib,SIDM00535,4.6667005,4.227216
155,Dasatinib,SIDM00532,-0.966262,1.3493334
156,PD0325901,SIDM00841,-3.2291755,3.5080042
157,GSK591,SIDM00543,4.801012,1.662327
158,Erlotinib,SIDM00680,2.541306,3.7668529
159,Ulixertinib,SIDM00680,1.5474584999999998,3.262775
160,GSK591,SIDM01161,3.867942,1.6775357
161,Erlotinib,SIDM00416,2.9720055,1.7358633
162,Trametinib,SIDM00003,-6.343476000000001,-1.1169964
163,Dasatinib,SIDM00813,-0.8652315000000002,-0.9179861
164,Cyclophosphamide,SIDM01205,3.838588,1.8351623
165,Dasatinib,SIDM00679,2.72484,2.2974086
166,ABT737,SIDM01183,1.00834,2.956993
167,Cyclophosphamide,SIDM00833,6.045933,3.3428135
168,Ulixertinib,SIDM00277,-0.8122965,0.80971324
169,Cyclophosphamide,SIDM00346,4.244833,0.98236984
170,ABT737,SIDM00491,1.287163,3.32332
171,PD0325901,SIDM00328,0.489395,1.988916
172,MK-2206,SIDM01161,3.4738185,2.876133
173,Talazoparib,SIDM00543,4.692346000000001,3.0690463
174,Osimertinib,SIDM00792,2.183949,2.7032156
175,Afuresertib,SIDM00324,2.223115,4.1829786
176,Dasatinib,SIDM00214,1.707145,2.443703
177,Afuresertib,SIDM00875,2.849733,3.9877055
178,Ulixertinib,SIDM00520,2.3962885,4.109837
179,Dasatinib,SIDM00424,0.608234,-0.47853655
180,Talazoparib,SIDM00954,4.441902,3.2348757
