,drug,cell_line,IC50,prediction
0,Axitinib,SIDM00332,-0.0051045,3.1723716
1,GSK2606414,SIDM01093,3.633744,3.8365307
2,P22077,SIDM00234,2.972383,-3.2316587
3,Afatinib,SIDM00269,1.3930733333333334,1.5055028
4,P22077,SIDM00596,5.11993,-0.32340834
5,Afatinib,SIDM01122,1.439806,3.515351
6,ZM447439,SIDM01042,1.8791845,1.5889313
7,SB505124,SIDM00216,3.0864085,3.1199863
8,AZ960,SIDM00326,0.653611,3.816038
9,AZ960,SIDM00351,2.327771,3.331451
10,GSK2606414,SIDM00967,3.917071,3.5051463
11,Afatinib,SIDM00261,2.078414,1.1803567
12,Afatinib,SIDM00975,3.2141673333333336,3.075445
13,GSK2606414,SIDM00259,3.533958,2.291284
14,GSK2606414,SIDM00064,3.139338,3.6351306
15,Afatinib,SIDM01228,-2.1754453333333337,2.465112
16,RO-3306,SIDM00332,4.699782000000001,4.028104
17,AZ960,SIDM00324,-0.257596,2.9809601
18,SB505124,SIDM01233,1.6382350000000003,4.5700717
19,P22077,SIDM00539,4.655571,-1.9815376
20,GSK2606414,SIDM00758,4.856177,3.5768635
21,AZD8055,SIDM00833,2.1400395,4.1724033
22,AZ960,SIDM00834,4.972692,4.1395254
23,P22077,SIDM00550,4.647392,-1.2139351
24,PF-4708671,SIDM00971,3.9385975,5.1452346
25,AZ960,SIDM00427,-0.263915,2.7058399
26,GSK2606414,SIDM00859,2.50178,1.5286285
27,Afatinib,SIDM00954,1.7369153333333334,2.4775507
28,GSK2606414,SIDM00256,2.841195,1.7078214
29,AZ960,SIDM00274,2.367271,4.4386106
30,SB505124,SIDM00534,4.468161666666666,4.276477
31,Afatinib,SIDM00193,3.5815406666666667,3.5972364
32,AZD6482,SIDM00332,3.0365296666666666,4.199405
33,GSK2606414,SIDM00381,3.677112,3.4037993
34,Afatinib,SIDM00118,2.086818333333333,2.3404505
35,AZ960,SIDM00230,1.321395,3.0216541
36,AZ960,SIDM01245,-1.445493,2.3489308
37,Afatinib,SIDM00350,-2.1258513333333333,3.6332953
38,AZ960,SIDM00374,1.295126,2.727422
39,P22077,SIDM00211,2.258049,-3.195478
40,P22077,SIDM00789,3.73364,-0.99571943
41,AZ960,SIDM00951,-0.942742,2.2289183
42,PF-4708671,SIDM00332,5.5158515,4.677855
43,P22077,SIDM01133,1.826458,-0.2967038
44,P22077,SIDM00540,5.868246,-2.262154
45,Afatinib,SIDM00197,1.9067896666666664,2.205619
46,P22077,SIDM00267,5.818261,-0.24826387
47,GSK2606414,SIDM00540,2.626488,2.4124215
48,GSK2606414,SIDM00257,3.423239,1.9125721
49,AZ960,SIDM01011,1.337791,2.7250254
50,Afatinib,SIDM00814,-1.1409,2.2577174
51,P22077,SIDM01183,2.294417,-0.8025576
52,AZ960,SIDM00285,1.816038,3.1943023
53,Afatinib,SIDM00099,3.219456333333333,5.1718116
54,Afatinib,SIDM00758,2.7343456666666666,3.4916847
55,AZ960,SIDM00244,-0.064457,2.70318
56,GSK2606414,SIDM00561,3.382193,1.884298
57,Afatinib,SIDM00277,0.9203883333333334,1.1841152
58,GSK2606414,SIDM01090,2.849564,2.7747254
59,ZM447439,SIDM00562,2.187403,2.9845464
60,Afatinib,SIDM00668,3.0042105,2.0324407
61,AZ960,SIDM01120,1.437253,2.6403756
62,Afatinib,SIDM00553,2.432573,1.626893
63,P22077,SIDM00096,2.602011,-3.693724
64,GSK2606414,SIDM00216,4.146159,2.525174
65,P22077,SIDM00583,3.703421,-2.2161877
66,P22077,SIDM00544,4.840384,-1.898124
67,P22077,SIDM00351,3.802117,-3.81719
68,P22077,SIDM00343,6.022405,0.58927727
69,GSK2606414,SIDM00198,4.482229,2.9710624
70,GSK2606414,SIDM01228,4.549207,2.6965506
71,GSK2606414,SIDM00958,0.863924,2.0815976
72,AZ960,SIDM00631,2.515274,3.167908
73,GSK2606414,SIDM01120,3.938427,2.5836093
74,AZ960,SIDM00530,5.505652,3.3255808
75,P22077,SIDM01163,5.996046,-0.5133617
76,BI-2536,SIDM00971,3.78373,5.2235394
77,AZ960,SIDM00195,5.644552,3.7778332
78,GSK2606414,SIDM01007,2.384107,1.6356025
79,AZ960,SIDM00813,0.420496,2.4038928
