,drug,cell_line,IC50,prediction
0,MIRA-1,SIDM00517,6.073941,5.6514378
1,Cisplatin,SIDM01114,2.006427,1.7675179
2,WIKI4,SIDM00244,3.914198,2.524139
3,BMS-536924,SIDM00537,1.733863,2.0059083
4,Bortezomib,SIDM01093,-4.115848,-0.7690598
5,MK-1775,SIDM00094,1.91712,2.1064334
6,LY2109761,SIDM00539,5.400771,5.318233
7,LGK974,SIDM01233,3.895076,3.8657477
8,GDC0810,SIDM00496,4.965005,3.9161034
9,Sorafenib,SIDM00551,2.384396,3.0245209
10,BMS-536924,SIDM01093,3.1085975,3.166137
11,Bortezomib,SIDM01161,-4.938108,-2.3511577
12,LGK974,SIDM00520,3.924767,3.8943896
13,Fulvestrant,SIDM00136,3.780350333333333,3.220883
14,Entospletinib,SIDM00244,1.924032,2.6812778
15,MIM1,SIDM01175,4.770428,4.8703732
16,Oxaliplatin,SIDM00561,1.8525435,2.3878307
17,Epirubicin,SIDM00565,-0.311385,0.011631921
18,VE821,SIDM01090,3.11085,3.8586812
19,Dinaciclib,SIDM00291,-2.624957,-1.1183187
20,Cediranib,SIDM00837,1.05822,2.050052
21,Vorinostat,SIDM01187,1.608329,1.6509947
22,Buparlisib,SIDM00077,0.013728,1.6233785
23,Cisplatin,SIDM00064,1.7632536666666667,2.3829372
24,PCI-34051,SIDM00332,5.746768,4.991246
25,Vinblastine,SIDM00174,-4.493240500000001,1.32668
26,IWP-2,SIDM00793,2.146301,2.9470124
27,VX-11e,SIDM00758,1.657313,2.6507382
28,LY2109761,SIDM00837,4.501555,5.047001
29,Nilotinib,SIDM01247,1.1534605,2.4942176
30,Linsitinib,SIDM00699,2.579066,4.0548596
31,AT13148,SIDM00537,2.842459,3.5426812
32,Cisplatin,SIDM00120,2.2501773333333333,3.340681
33,BMS-345541,SIDM00719,5.569043,4.7026315
34,WIKI4,SIDM01229,4.344849,3.6258948
35,GSK1904529A,SIDM00287,2.695081,2.9285226
36,XAV939,SIDM00964,2.5174255,2.203898
37,AZD8186,SIDM00098,3.6110575,2.489444
38,Alpelisib,SIDM00309,4.972602,4.4860735
39,Navitoclax,SIDM00381,3.9914675,3.2734232
40,Nutlin-3a (-),SIDM00885,4.117058500000001,4.649338
41,MK-1775,SIDM00381,0.971567,0.9042631
42,Oxaliplatin,SIDM00539,4.1511535,4.875902
43,SCH772984,SIDM00826,-2.371284,0.17787945
44,WIKI4,SIDM00056,3.873413,3.4321504
45,AMG-319,SIDM00351,4.381102,4.073883
46,MIM1,SIDM00042,3.76392,4.246109
47,Luminespib,SIDM00655,-3.2395240000000003,-2.7214642
48,MIRA-1,SIDM00817,5.042824,5.616027
49,BIBR-1532,SIDM01159,4.30429,4.5626445
50,Alpelisib,SIDM00263,1.009765,3.210111
51,Vinorelbine,SIDM01006,-5.701762,-1.8415675
52,Venetoclax,SIDM00388,3.261062,1.3572792
53,Pictilisib,SIDM00542,2.4920940000000003,3.9592576
54,Irinotecan,SIDM00111,2.03566,2.5958033
55,LGK974,SIDM01126,3.0547295,3.6892405
56,Dabrafenib,SIDM00201,4.4734655,3.3386366
57,AZD7762,SIDM00346,-0.4462809999999999,-2.279182
58,Leflunomide,SIDM00859,4.32032,3.1155908
59,Wnt-C59,SIDM00534,2.810193,3.6329486
60,WEHI-539,SIDM00203,3.061166,3.4025793
61,OTX015,SIDM00974,3.725203,2.2463372
62,Dinaciclib,SIDM00976,-3.108552,-1.9380308
63,Ibrutinib,SIDM00411,5.899052,5.3850565
64,Sepantronium bromide,SIDM00042,-5.8211975,-4.7654405
65,Dactinomycin,SIDM00632,-5.825258,-3.6474586
66,CZC24832,SIDM00540,5.488764,5.3601246
67,VX-11e,SIDM00096,2.2575585,1.7184479
68,Wnt-C59,SIDM00612,4.5870045,4.257201
69,BMS-754807,SIDM00216,-1.291566,1.4955753
70,Sabutoclax,SIDM00308,-1.98858,-1.4088693
71,Wee1 Inhibitor,SIDM00489,0.980307,1.836966
72,Ruxolitinib,SIDM00599,4.3168945,2.7566373
73,Rapamycin,SIDM00542,-1.799362,-1.2829858
