,drug,cell_line,IC50,prediction
0,GSK1904529A,SIDM00287,2.695081,3.0477412
1,XAV939,SIDM00964,2.5174255,2.444072
2,AZD8186,SIDM00098,3.6110575,2.7483263
3,Alpelisib,SIDM00309,4.972602,4.5246024
4,Navitoclax,SIDM00381,3.9914675,2.1399207
5,Nutlin-3a (-),SIDM00885,4.117058500000001,4.4000087
6,MK-1775,SIDM00381,0.971567,-0.0013757572
7,SCH772984,SIDM00826,-2.371284,0.63338757
8,WIKI4,SIDM00056,3.873413,3.7848346
9,AMG-319,SIDM00351,4.381102,5.083845
10,MIM1,SIDM00042,3.76392,4.1137657
11,Luminespib,SIDM00655,-3.2395240000000003,-3.4509645
12,MIRA-1,SIDM00817,5.042824,5.9745545
13,BIBR-1532,SIDM01159,4.30429,5.122897
14,Alpelisib,SIDM00263,1.009765,2.822071
15,Vinorelbine,SIDM01006,-5.701762,-3.5063426
16,Venetoclax,SIDM00388,3.261062,0.70944536
17,Pictilisib,SIDM00542,2.4920940000000003,2.7147415
18,Irinotecan,SIDM00111,2.03566,1.8625073
19,LGK974,SIDM01126,3.0547295,4.1790547
20,Dabrafenib,SIDM00201,4.4734655,4.478428
21,AZD7762,SIDM00346,-0.4462809999999999,-2.0544035
22,Leflunomide,SIDM00859,4.32032,3.3068163
23,Wnt-C59,SIDM00534,2.810193,3.3656485
24,WEHI-539,SIDM00203,3.061166,2.5630167
25,OTX015,SIDM00974,3.725203,1.9150591
26,Dinaciclib,SIDM00976,-3.108552,-1.6944981
27,Ibrutinib,SIDM00411,5.899052,3.2787
28,Sepantronium bromide,SIDM00042,-5.8211975,-3.7114244
29,Dactinomycin,SIDM00632,-5.825258,-4.1897416
30,CZC24832,SIDM00540,5.488764,5.2205324
31,VX-11e,SIDM00096,2.2575585,2.594128
32,Wnt-C59,SIDM00612,4.5870045,4.4940114
33,Rapamycin,SIDM00542,-1.799362,-2.7233837
34,Dabrafenib,SIDM00826,-0.075091,4.139416
35,WZ4003,SIDM00632,2.238154,2.7510717
36,BMS-345541,SIDM00201,2.1755675,3.1268654
37,GDC0810,SIDM00540,5.695754,3.096574
38,AZD4547,SIDM00817,3.812196666666667,2.8998477
39,Cytarabine,SIDM00974,-0.0426374999999999,-0.10031163
40,Dabrafenib,SIDM00632,1.724149,3.1677325
41,IWP-2,SIDM00056,2.97579,3.4778607
42,AZD8186,SIDM00540,1.186744,1.2565823
43,Pictilisib,SIDM00826,0.0008939999999999,2.6413226
44,Epirubicin,SIDM00411,0.987132,-0.5945915
45,Oxaliplatin,SIDM00287,1.0486,2.6202424
46,Ulixertinib,SIDM00056,1.1917325,2.8288848
47,Dabrafenib,SIDM00817,4.4795785,4.3975296
48,Sorafenib,SIDM00974,1.369742,2.9267228
49,AGI-6780,SIDM00632,2.1963825,2.6490932
50,Lapatinib,SIDM00885,4.0919035,2.23619
51,Luminespib,SIDM00351,-3.2401515,-2.9796283
52,LGK974,SIDM00346,2.4880465000000003,3.0848825
53,GSK343,SIDM00411,4.8941025,3.934715
54,AZD5582,SIDM00056,1.379435,1.719559
55,MN-64,SIDM00203,5.444619,4.698085
56,Bortezomib,SIDM00411,-3.866131,-4.518828
57,OF-1,SIDM00826,4.406393,4.980411
58,ML323,SIDM00974,4.595288,4.5148454
59,Savolitinib,SIDM01006,2.49315,2.627911
60,Taselisib,SIDM00964,-0.824779,1.368475
61,Luminespib,SIDM00287,-2.4884935,-4.233313
62,PD173074,SIDM00974,3.681605,3.3177316
63,Vorinostat,SIDM00351,0.3313785,1.736597
64,LGK974,SIDM00655,2.6276195,3.6254468
65,Ibrutinib,SIDM00976,5.902417,4.8043876
66,Leflunomide,SIDM00263,5.381485,4.582997
67,MK-8776,SIDM00098,2.815627,3.9371216
68,Oxaliplatin,SIDM00309,4.0868735,5.437119
69,MK-2206,SIDM00974,2.312142,3.197295
70,Rapamycin,SIDM00655,-1.1452685,-2.1993463
71,Paclitaxel,SIDM00411,0.195684,-2.5755737
72,MN-64,SIDM00346,3.953621,3.650333
73,Osimertinib,SIDM00964,-1.185578,1.1709452
74,GSK591,SIDM00826,5.81982,4.289648
75,CZC24832,SIDM00346,4.29186,4.563177
76,AZD3759,SIDM00042,3.535337,2.8268592
77,AZ6102,SIDM00056,1.982137,3.499804
78,LCL161,SIDM00388,3.3760705,2.8818858
79,PLX-4720,SIDM00201,4.121317,3.691147
80,Dabrafenib,SIDM00098,4.188765500000001,4.389258
81,Linsitinib,SIDM00885,2.6946295,3.4215267
82,Osimertinib,SIDM00098,1.197206,2.5412707
83,ML323,SIDM00817,4.630032,4.66225
84,Nutlin-3a (-),SIDM00096,-0.0557624999999999,3.3478544
85,Entinostat,SIDM01006,0.039015,1.1531276
86,MK-8776,SIDM00056,4.806866,3.361964
87,AGI-6780,SIDM00817,3.053226,3.8839958
88,Sepantronium bromide,SIDM00976,-3.5709845,-3.664959
89,AZ960,SIDM00351,2.327771,2.6108322
90,Dactinomycin,SIDM00263,-4.1860285,-2.9925892
91,BIBR-1532,SIDM00111,5.79868,4.335016
92,Alpelisib,SIDM00817,4.112038,3.8185418
93,Cediranib,SIDM00042,2.109008,3.0249035
94,Sorafenib,SIDM00976,4.695765,3.9942153
95,Ipatasertib,SIDM00098,3.2124,3.3998413
96,GSK1904529A,SIDM00542,4.258649500000001,3.729091
97,MK-8776,SIDM00885,4.68494,2.5392058
98,Entospletinib,SIDM00056,2.671582,3.779854
99,OF-1,SIDM00964,5.67621,4.3011804
100,BMS-345541,SIDM00351,3.026825,3.8818405
101,Vinblastine,SIDM00096,-6.548958,-1.0303462
102,Ipatasertib,SIDM00111,3.753564,3.048517
103,I-BET-762,SIDM00974,3.629292,3.78145
104,Tamoxifen,SIDM00542,4.4546715,3.9627678
105,Osimertinib,SIDM00632,1.606104,1.8872095
106,EPZ5676,SIDM00885,5.117681,3.8776152
107,Leflunomide,SIDM00976,5.675821,5.2973094
108,Linsitinib,SIDM00826,-0.6490984999999999,3.378598
109,AZD3759,SIDM00976,3.146413,2.7856169
110,LGK974,SIDM00612,4.5903875,4.216162
111,Cediranib,SIDM00056,1.8527,2.4668753
112,BMS-536924,SIDM00203,1.302424,2.9479468
113,AGI-5198,SIDM00540,5.563837,4.2903647
114,Trametinib,SIDM00655,1.68772,1.9492944
115,OTX015,SIDM00826,2.345154,2.2712057
116,Cediranib,SIDM01126,1.783016,3.2958434
117,VE821,SIDM00817,4.261795,5.0496407
118,Niraparib,SIDM01159,4.952933,4.3459506
119,Tamoxifen,SIDM00287,3.3064325,3.2830098
120,MIRA-1,SIDM00964,6.366225,5.4109726
121,Rapamycin,SIDM00974,-1.514643,-1.5489924
122,5-Fluorouracil,SIDM00612,4.709927,4.0956464
123,LGK974,SIDM00534,2.602404,3.0360708
124,XAV939,SIDM00612,4.0763445,4.1727014
125,Navitoclax,SIDM00534,1.5892325,1.0767797
126,Taselisib,SIDM00859,-2.306294,0.7061042
127,GSK343,SIDM00309,3.777344,4.3157325
128,Sepantronium bromide,SIDM00826,-4.7414165,-2.7699666
129,GSK1904529A,SIDM00096,1.8741825,3.2930968
130,ML323,SIDM00042,4.81952,4.985187
131,Oxaliplatin,SIDM00111,5.434399,4.722112
132,GSK2606414,SIDM00859,2.50178,2.4999893
133,Paclitaxel,SIDM00817,-2.613796,-1.1659477
134,LCL161,SIDM00098,4.677774,4.2862277
135,Cisplatin,SIDM00976,1.8721083333333333,2.7690647
136,Leflunomide,SIDM00096,2.752408,4.035771
137,Savolitinib,SIDM00346,1.193168,2.1484203
138,AZD3759,SIDM00111,2.739071,2.638369
139,PRT062607,SIDM00096,1.111939,2.9504194
140,Wnt-C59,SIDM00411,4.8940655,3.8897574
141,XAV939,SIDM00351,4.1826285,3.1270952
142,Olaparib,SIDM00976,3.986163,3.7740686
143,Ibrutinib,SIDM00111,5.866447,4.9349732
144,AZD4547,SIDM00351,2.982420333333333,2.842341
145,WEHI-539,SIDM00655,2.686731,2.8536875
146,SCH772984,SIDM00201,4.11685,3.81464
147,Olaparib,SIDM00351,3.5934756666666665,3.741456
148,Epirubicin,SIDM00655,-0.200961,-0.8855054
149,SB505124,SIDM00534,4.468161666666666,3.2065017
150,Alisertib,SIDM00612,2.5365015,2.1711614
151,Alisertib,SIDM01159,2.164262,2.3681586
152,Alisertib,SIDM00976,2.6073355,2.196245
153,Vinorelbine,SIDM00411,0.7601264999999999,-3.128523
154,LGK974,SIDM00859,2.171331,2.8536441
155,AGI-6780,SIDM00859,2.3005455,2.1109445
156,WIKI4,SIDM00540,0.749129,3.7356908
157,SCH772984,SIDM00111,4.327733,3.5634925
158,Niraparib,SIDM00351,5.046955,4.303619
159,AZD7762,SIDM00042,-0.5388000000000001,-0.7562146
160,Vorinostat,SIDM00201,0.511714,0.936739
161,Cediranib,SIDM00974,1.985584,2.5257366
162,Docetaxel,SIDM01006,-5.0082493333333336,-1.6018825
163,Savolitinib,SIDM01159,3.835377,3.5170944
164,VE-822,SIDM00309,4.731912,4.87824
165,AT13148,SIDM00655,3.782534,3.3581254
166,GSK2606414,SIDM00381,3.677112,3.6321042
167,PLX-4720,SIDM00056,0.618705,3.2432477
168,Sepantronium bromide,SIDM00201,-5.733656,-4.1022224
169,Entospletinib,SIDM00111,5.177424,3.8488288
170,Leflunomide,SIDM00056,4.009661,4.9443088
171,Paclitaxel,SIDM00203,-1.7756845,-2.3058684
172,Sapitinib,SIDM00287,3.373166,3.561229
173,Sepantronium bromide,SIDM00540,-4.628489,-3.9456298
174,BMS-536924,SIDM00974,0.7108304999999999,1.0940158
175,SCH772984,SIDM00817,5.294862,3.9198294
176,Olaparib,SIDM00056,3.0145016666666664,3.948893
177,MK-1775,SIDM00096,-1.671943,-1.3650763
178,GSK1904529A,SIDM00309,3.7804755,3.7937224
179,Sapitinib,SIDM00655,5.531992,4.0639153
180,MIRA-1,SIDM00411,7.413594,6.109585
181,Vorinostat,SIDM00098,1.6880035,1.8838638
182,Leflunomide,SIDM00346,3.675197,3.8853364
183,Taselisib,SIDM00042,1.666773,1.7956848
184,NVP-ADW742,SIDM00056,3.341724,3.5270073
185,Tamoxifen,SIDM00098,3.970034,3.8497663
186,Osimertinib,SIDM01126,1.180275,2.9902606
187,Gefitinib,SIDM00111,2.6634265,2.528202
188,WIKI4,SIDM00826,3.667908,4.0900283
189,Camptothecin,SIDM00203,-3.74162,-3.1981013
190,AZD3759,SIDM00632,1.615184,2.0105495
191,OF-1,SIDM00388,3.492522,3.6729844
192,Fulvestrant,SIDM00203,4.209584666666667,3.2114594
193,LCL161,SIDM00534,4.42892,3.7217696
194,Alpelisib,SIDM00632,2.939408,2.4362113
195,EPZ5676,SIDM00351,5.520483,4.6200433
196,Navitoclax,SIDM00964,1.202863,1.7261962
197,Cyclophosphamide,SIDM00346,4.244833,4.5035987
198,P22077,SIDM00540,5.868246,5.129596
199,PCI-34051,SIDM00309,4.328958,5.088268
200,Nilotinib,SIDM00540,4.140194,3.4481251
201,LCL161,SIDM00203,4.484159,3.603282
202,Dinaciclib,SIDM00098,-0.38578,-1.2755566
203,GSK2606414,SIDM00540,2.626488,3.1325772
204,Cytarabine,SIDM00826,1.2316889999999998,0.46682295
205,Lapatinib,SIDM00096,1.885576,2.1956294
206,EPZ5676,SIDM00976,5.966448,5.2497663
207,Oxaliplatin,SIDM00534,4.912083,3.8082755
208,Vinorelbine,SIDM00111,-4.348715,-3.1633322
209,WEHI-539,SIDM00346,0.438495,3.0138493
210,AZD3759,SIDM00542,3.336898,2.5868165
211,Lapatinib,SIDM00612,5.0593625,2.8067367
212,Pictilisib,SIDM00540,-1.0300254999999998,1.4354452
213,ML323,SIDM00612,5.60864,4.7950273
214,Ulixertinib,SIDM00826,-0.231676,1.4417086
215,PLX-4720,SIDM00203,3.401901333333333,3.2053602
216,BMS-536924,SIDM00655,1.5637575,2.5794237
217,AZD7762,SIDM00381,0.7111623333333332,-0.2775456
218,GSK343,SIDM00976,4.2103015,4.310225
219,Navitoclax,SIDM01159,2.6086315,2.808962
220,EPZ5676,SIDM00381,6.367176,4.169145
221,Dinaciclib,SIDM00632,-3.897626,-3.4106343
222,Irinotecan,SIDM00974,3.06538,2.7855127
223,Vorinostat,SIDM00655,0.955826,0.98601896
224,Cediranib,SIDM00201,1.383773,2.5069783
225,Wnt-C59,SIDM00885,3.008631,3.683006
226,PCI-34051,SIDM00381,5.998049,4.7021966
227,Dactolisib,SIDM00632,-1.0241435,-1.8082027
228,Cisplatin,SIDM00388,3.035971,1.9509776
229,Venetoclax,SIDM00056,3.890681,3.8556347
230,Palbociclib,SIDM00201,2.431585,2.0479836
231,Erlotinib,SIDM00632,2.4103830000000004,1.7647262
232,AMG-319,SIDM00817,3.723701,4.643411
233,Olaparib,SIDM00612,5.278475333333334,3.7935684
234,Rapamycin,SIDM00056,-2.3498970000000003,-2.6274803
235,AZD8186,SIDM00056,1.8705645,2.2359734
236,GSK343,SIDM00612,5.0091315000000005,4.5014677
237,CZC24832,SIDM00974,5.26918,4.8759184
238,Entinostat,SIDM00309,1.541267,3.2999141
239,Docetaxel,SIDM00203,-5.037046666666666,-1.5812628
240,Ulixertinib,SIDM01006,1.413914,2.4189484
241,GSK2578215A,SIDM01126,3.938166,3.065162
242,LY2109761,SIDM00287,4.325631,4.59337
243,PLX-4720,SIDM00632,3.436836,2.9324226
244,Pevonedistat,SIDM00203,-0.710345,-0.69821525
245,Ulixertinib,SIDM00098,3.4164645,3.5231137
246,Paclitaxel,SIDM00287,-4.5369115,-2.818467
247,Dactinomycin,SIDM00287,-5.1128515,-3.755667
248,BMS-754807,SIDM00534,1.251306,1.1736867
249,Epirubicin,SIDM00817,-0.591858,0.115429014
250,Rapamycin,SIDM00411,1.214362,-2.6943686
251,Ulixertinib,SIDM00655,2.8786655,3.0533872
252,EPZ004777,SIDM00974,4.41752,3.4731245
253,MN-64,SIDM00351,4.504488,4.949371
254,AGI-5198,SIDM00817,4.501103,5.068655
255,P22077,SIDM00096,2.602011,3.0510066
256,MK-1775,SIDM00632,-0.96393,-1.7404063
257,OTX015,SIDM00056,-0.055095,2.160847
258,WEHI-539,SIDM01006,2.858927,3.4790485
259,MK-8776,SIDM00826,3.455111,3.2114599
260,Sorafenib,SIDM00964,3.012335,3.3063734
261,Trametinib,SIDM00976,-0.951035,-0.9123323
262,Uprosertib,SIDM00826,2.0302495,2.8933742
263,AGI-6780,SIDM00203,3.470708,2.8098102
264,AZD5363,SIDM00096,1.500803,3.2829828
265,Crizotinib,SIDM00096,-2.2582765,1.7902235
266,Alisertib,SIDM00534,0.0077409999999999,1.368655
267,Sapitinib,SIDM00381,2.287483,2.1998827
268,Palbociclib,SIDM00203,2.1111310000000003,2.1703382
269,P22077,SIDM00351,3.802117,5.240786
270,LCL161,SIDM00540,4.0197305,3.642999
271,Irinotecan,SIDM00859,0.300316,0.9945493
272,ABT737,SIDM00655,3.001112,0.8515036
273,GSK2578215A,SIDM00287,4.219576,1.3403496
274,Olaparib,SIDM00203,2.187915333333333,2.712869
275,EPZ5676,SIDM00964,6.33256,3.8634849
276,GSK1904529A,SIDM00964,3.4931725,2.9103446
277,AZD5582,SIDM00612,2.6205945,1.8414516
278,Cyclophosphamide,SIDM00885,4.745389,4.5520463
279,MK-1775,SIDM00974,1.757535,0.1106095
280,SCH772984,SIDM00098,3.840997,3.9501393
281,Entinostat,SIDM00346,0.169048,0.7424671
282,Docetaxel,SIDM00388,-4.827823666666666,-2.698909
283,IWP-2,SIDM01159,2.244771,3.647755
284,Ulixertinib,SIDM01159,3.6257385,3.6573508
285,Temozolomide,SIDM00056,5.028668,5.648483
286,Trametinib,SIDM00826,-5.1985465,-3.134911
287,Pictilisib,SIDM00096,0.5076213333333334,2.4371357
288,AZ6102,SIDM01006,1.835456,3.378413
289,OTX015,SIDM00309,2.508079,3.4001577
290,BIBR-1532,SIDM00056,5.686792,4.666625
291,AZ960,SIDM00411,5.290132,2.3236444
292,Wnt-C59,SIDM00632,3.2491425,2.9177554
293,WEHI-539,SIDM01126,3.067813,2.888954
294,Pevonedistat,SIDM00111,-0.737794,-0.3927616
295,OSI-027,SIDM00534,4.524867,2.2527993
296,Camptothecin,SIDM00411,-1.417319,-3.006773
297,MN-64,SIDM00309,3.270997,4.550977
298,MN-64,SIDM00964,5.549389,4.23992
299,AZ960,SIDM00346,-0.105024,0.6099911
300,AMG-319,SIDM00096,2.462866,3.4744108
301,GDC0810,SIDM00964,5.254574,2.827263
302,PCI-34051,SIDM00817,5.907332,5.15556
303,Dinaciclib,SIDM00381,-2.61837,-2.058293
304,OTX015,SIDM00201,4.809476,2.6485395
305,ABT737,SIDM00817,1.319367,2.4556854
306,LY2109761,SIDM00111,5.29823,5.0398316
307,Niraparib,SIDM00817,3.757009,4.534491
308,Uprosertib,SIDM00096,2.018035,2.5430124
309,Dactinomycin,SIDM00974,-3.426062,-3.1248846
310,Taselisib,SIDM00974,2.365558,2.122005
311,RVX-208,SIDM00826,5.212275,5.514803
312,RVX-208,SIDM00612,5.164564,5.406323
313,P22077,SIDM00042,1.931108,5.239941
314,Ruxolitinib,SIDM00612,4.829127,4.2445884
315,Bortezomib,SIDM00381,-3.554851,-3.8700743
316,Luminespib,SIDM00817,-1.311727,-3.001579
317,IWP-2,SIDM00817,3.201688,3.806327
318,MK-8776,SIDM01006,3.744309,2.5299428
319,Erlotinib,SIDM00388,2.850189,1.7696099
320,XAV939,SIDM00381,3.7823115,3.256961
321,LY2109761,SIDM00964,1.956833,4.6555605
322,Camptothecin,SIDM00817,-2.670947,-1.6472412
323,Olaparib,SIDM01159,4.069555333333334,3.580733
324,Sapitinib,SIDM00826,5.312758,3.0363514
325,Temozolomide,SIDM00826,6.2684675,5.9469385
326,NVP-ADW742,SIDM00287,1.330336,2.5471613
327,LCL161,SIDM00542,5.0161955,4.2189097
328,MK-8776,SIDM00351,2.04604,3.8170776
329,GSK2606414,SIDM00534,3.34028,3.420897
330,NVP-ADW742,SIDM00885,4.088299,2.840576
331,GSK2606414,SIDM00632,2.485705,2.9857094
332,Navitoclax,SIDM00351,2.4358055,2.470763
333,GSK1904529A,SIDM00540,3.2329885000000003,2.5108244
334,Obatoclax Mesylate,SIDM00381,1.7408935,0.537706
335,VE821,SIDM00964,5.539616,3.6213624
336,AZD4547,SIDM00111,2.592725333333333,2.1126559
337,Sepantronium bromide,SIDM00096,-4.737941,-4.416842
338,PD0325901,SIDM00263,3.1317655,2.5643232
339,MIRA-1,SIDM00287,2.006098,3.907599
340,Leflunomide,SIDM00388,4.200544,3.4588354
341,PFI3,SIDM00346,4.37983,4.841336
342,Dabrafenib,SIDM00346,1.810395,2.3262713
343,Uprosertib,SIDM01159,4.7313225,3.308451
344,Ruxolitinib,SIDM00817,4.4545435,4.578033
345,LY2109761,SIDM00201,4.958346,4.923125
346,GSK2578215A,SIDM00411,7.134247,1.9614549
347,AGI-6780,SIDM00381,3.330858,3.0331767
348,Sepantronium bromide,SIDM00612,-4.908799500000001,-3.5336425
349,AZ6102,SIDM00201,2.080857,3.437085
350,Leflunomide,SIDM00612,6.032805,5.124583
351,Cediranib,SIDM00632,1.35348,2.085534
352,Ibrutinib,SIDM00817,4.134128,4.672891
353,AZ6102,SIDM00964,1.347021,2.8972485
354,EPZ004777,SIDM00111,6.121702,2.9593468
355,Navitoclax,SIDM00817,0.03536,2.5953047
356,Savolitinib,SIDM00540,3.16902,2.989328
357,Osimertinib,SIDM00612,3.657726,2.6797001
358,Dactinomycin,SIDM00534,-2.547109,-3.3562596
359,UMI-77,SIDM00826,3.940449,3.6592839
360,AZD4547,SIDM01006,2.061643,2.4352038
361,AZD6738,SIDM01126,0.876692,2.3111699
362,GSK2606414,SIDM00826,3.621617,4.219747
363,AGI-6780,SIDM00974,4.755746,3.5318491
364,Oxaliplatin,SIDM00540,4.6040945,5.192475
365,Fulvestrant,SIDM00612,5.076758000000001,3.6838331
366,EPZ004777,SIDM01159,5.716967,4.043595
367,5-Fluorouracil,SIDM00263,2.7094365,2.9604194
368,Dactinomycin,SIDM00309,-2.3929735,-1.0831863
369,5-Fluorouracil,SIDM00974,3.489109,3.075161
370,I-BRD9,SIDM00885,4.449705,4.056185
371,Paclitaxel,SIDM00346,-3.083913,-2.8152878
372,GSK2606414,SIDM00351,2.325302,4.218793
373,WZ4003,SIDM00534,4.789852,3.3214047
374,Dinaciclib,SIDM00388,-2.199621,-3.5104148
375,Alisertib,SIDM00346,-0.758328,-0.23501867
376,LY2109761,SIDM00309,5.366565,5.1777434
377,Nilotinib,SIDM00381,3.988562,3.5075777
378,EPZ5676,SIDM00263,5.231026,4.179834
379,AZD3759,SIDM00203,3.281344,2.6697268
380,OF-1,SIDM00098,4.523713,5.3345923
381,Vinblastine,SIDM00381,-2.663251,-0.662841
382,PD0325901,SIDM00309,2.129977,1.0234632
383,BMS-345541,SIDM00098,4.1660905,4.370105
384,Luminespib,SIDM00612,-3.0741885,-3.4618924
385,AZD3759,SIDM00098,4.118287,2.9246287
386,GSK343,SIDM00351,2.9337665,3.9034507
387,Erlotinib,SIDM00826,4.068196,2.9908159
388,Sabutoclax,SIDM00203,-1.092336,-1.180133
389,AZD7762,SIDM00111,1.6401566666666667,-0.31792462
390,CZC24832,SIDM00309,5.863674,5.5339646
391,PRT062607,SIDM00859,0.438023,1.4971616
392,MN-64,SIDM00096,4.53299,3.7681823
393,AZD8186,SIDM00655,3.259507,2.5324674
394,Temozolomide,SIDM00203,6.584624,5.3191514
395,AZD7762,SIDM00885,-0.3965223333333334,0.8527512
396,Crizotinib,SIDM00976,2.070516,2.7331002
397,Sepantronium bromide,SIDM00056,-3.0666665,-3.9496124
398,Cediranib,SIDM00111,2.291248,2.3845623
399,Sorafenib,SIDM00817,2.949706,4.0241475
400,AZD4547,SIDM00388,1.6346703333333332,1.8320394
401,VX-11e,SIDM00411,4.911009,1.8931193
402,Cytarabine,SIDM00540,1.855339,0.24152276
403,WZ4003,SIDM00612,3.327954,3.8198473
404,Entospletinib,SIDM00096,1.870177,3.5884402
405,MN-64,SIDM00042,6.079081,5.159406
406,IWP-2,SIDM00111,3.219219,2.8115213
407,ABT737,SIDM01126,-0.809184,0.49904966
408,Ruxolitinib,SIDM00542,4.828701000000001,4.278028
409,Dactinomycin,SIDM01006,-3.5037665,-3.7398148
410,AZD8186,SIDM00411,3.7040855,1.957525
411,Osimertinib,SIDM00388,1.829392,1.4222193
412,Entospletinib,SIDM00098,4.652878,4.1745524
413,Alpelisib,SIDM00351,2.593093,2.9684455
414,Cediranib,SIDM00885,3.869727,2.3323786
415,NVP-ADW742,SIDM00826,0.192611,3.114065
416,Talazoparib,SIDM00885,4.550192,2.4783273
417,Cytarabine,SIDM00612,3.109146,1.2091054
418,Ruxolitinib,SIDM00826,4.803303,4.257182
419,AZD5582,SIDM00542,4.083077,2.070613
420,MIM1,SIDM00381,4.2348125,3.3750792
421,Trametinib,SIDM00974,-6.0344905,-3.7798226
422,Osimertinib,SIDM00655,1.084148,2.0950265
423,AGI-6780,SIDM00309,3.481869,4.229978
424,Paclitaxel,SIDM00540,-4.331611,-2.6211894
425,Sapitinib,SIDM00263,4.834666,4.342857
426,Niraparib,SIDM00056,3.170872,4.3995857
