,drug,cell_line,IC50,prediction
0,Luminespib,SIDM00974,-4.170676,-3.3349903
1,Gefitinib,SIDM01042,2.350026,2.2581418
2,Fulvestrant,SIDM00688,3.17734,2.4531684
3,Savolitinib,SIDM01090,2.882814,2.195505
4,Paclitaxel,SIDM00569,-4.338991,-1.0610328
5,Alisertib,SIDM00351,2.294836,0.48974484
6,GSK343,SIDM01132,3.0290555,2.8229923
7,Dabrafenib,SIDM00100,5.684164,4.5723033
8,Niraparib,SIDM00973,3.772108,3.3791544
9,Docetaxel,SIDM01259,-4.138058,-2.1301057
10,MK-2206,SIDM00621,2.802814,2.9183462
11,AZD5363,SIDM00234,2.835936,2.2910008
12,Dabrafenib,SIDM01161,0.1766105,2.8588889
13,Buparlisib,SIDM01228,1.054144,0.8332869
14,AZD5582,SIDM00379,-3.507647,1.6856596
15,EPZ004777,SIDM00231,4.627324,4.841783
16,Dasatinib,SIDM00958,-7.033751,-2.422433
17,LGK974,SIDM00182,2.4306985,3.1669621
18,Linsitinib,SIDM00023,1.6864855,3.4018996
19,CZC24832,SIDM01102,5.095293,4.0411315
20,Oxaliplatin,SIDM00202,2.2524605,2.7117338
21,Afuresertib,SIDM00600,2.533122,2.9028149
22,GSK2578215A,SIDM00632,4.337422,2.8535407
23,Fulvestrant,SIDM00482,2.6693626666666668,2.1552815
24,AZD5582,SIDM00975,1.4172775,1.975904
25,AZD5363,SIDM00951,2.646881,2.2033894
26,LCL161,SIDM01229,4.472256,3.9937305
27,Dactinomycin,SIDM00137,-3.590074,-3.0308323
28,Pevonedistat,SIDM00808,-1.973395,-0.036441907
29,Dactinomycin,SIDM01114,-4.202749,-2.6237776
30,Pictilisib,SIDM00332,1.2378566666666666,3.1240606
31,Erlotinib,SIDM00517,0.159668,3.0705707
32,WZ4003,SIDM00294,3.542809,3.5333462
33,Cediranib,SIDM00410,1.853767,1.8093693
34,MIRA-1,SIDM00826,4.113891,4.545212
35,PD0325901,SIDM00375,-0.1211415,-0.14459565
36,MK-8776,SIDM00257,0.9792,1.5187342
37,Entinostat,SIDM00951,0.408985,0.2593209
38,ML323,SIDM00889,2.895321,3.3749807
39,GDC0810,SIDM00538,5.88666,4.512505
40,Ipatasertib,SIDM00846,5.024358,3.6637807
41,BMS-345541,SIDM00498,3.454543,3.1261961
42,IWP-2,SIDM00190,3.761609,3.8085618
43,Paclitaxel,SIDM00832,-3.552844,-0.6813721
44,Rapamycin,SIDM01251,-3.686938,-2.620516
45,OF-1,SIDM00121,3.267101,3.0386245
46,PFI3,SIDM00465,6.712179,6.3956885
47,Pictilisib,SIDM00792,2.161883,2.3768132
48,AZD4547,SIDM00242,1.7000423333333332,1.5892565
49,Tamoxifen,SIDM00324,3.026648,2.9415438
50,Venetoclax,SIDM00832,3.102093,2.9589193
51,VE821,SIDM00259,5.024163,3.8098872
52,VX-11e,SIDM00113,3.0834270000000004,4.1719327
53,LCL161,SIDM00310,3.6878005,4.340691
54,Gefitinib,SIDM00371,3.204952,3.2387335
55,Talazoparib,SIDM00438,2.9201975,2.3710392
56,UMI-77,SIDM00561,1.329856,1.827472
57,Entinostat,SIDM01228,2.989158,2.0471447
58,AZD7762,SIDM00606,0.099761,0.0032632723
59,UMI-77,SIDM00543,1.679306,2.7074142
60,EPZ004777,SIDM00793,4.618692,3.9538515
61,AZD4547,SIDM00323,2.358413666666667,1.926698
62,Alpelisib,SIDM00834,4.681972,3.6793306
63,Ruxolitinib,SIDM01064,0.9096515,2.9397197
64,Wee1 Inhibitor,SIDM00483,3.174655,3.5097926
65,Alisertib,SIDM00668,1.9036015,-0.32269824
66,VE821,SIDM00379,5.288723,4.7920804
67,UMI-77,SIDM00905,3.299148,2.4885826
68,AZ6102,SIDM00422,3.625394,2.6503952
69,Venetoclax,SIDM00528,2.062809,1.9311261
70,RVX-208,SIDM00285,4.394534,3.8865087
71,MIM1,SIDM00532,3.787075,4.005521
72,Camptothecin,SIDM00417,-0.194089,-1.676837
73,Venetoclax,SIDM00627,2.044751,2.6004074
74,Temozolomide,SIDM01233,7.321056,6.221496
75,PLX-4720,SIDM00528,5.309839,3.314027
76,MIM1,SIDM01187,5.697160500000001,3.8561604
77,Osimertinib,SIDM00364,1.422273,0.98377055
78,Ipatasertib,SIDM00951,3.489109,2.185578
79,Irinotecan,SIDM00889,1.427537,2.0638134
80,GSK591,SIDM00793,4.226937,3.7743971
81,PRT062607,SIDM00501,5.717086,4.2426505
82,AGI-5198,SIDM00324,3.700505,2.8583004
83,P22077,SIDM00465,6.814378,5.45923
84,Osimertinib,SIDM00813,1.108195,1.8134525
85,Wnt-C59,SIDM00538,2.751492,3.1282759
86,Savolitinib,SIDM01149,2.418377,1.1913316
87,AT13148,SIDM00102,6.062634,4.944302
88,Sorafenib,SIDM01146,1.0456219999999998,3.056132
89,AGI-5198,SIDM00970,3.538094,3.8742192
90,AGI-6780,SIDM00198,2.311806,2.7211716
91,Nilotinib,SIDM00517,3.7569025,3.3575385
92,AMG-319,SIDM00542,6.238242,3.9142387
93,Luminespib,SIDM01006,-3.6239655,-3.5589502
94,UMI-77,SIDM00199,2.372296,3.3684113
95,AZD7762,SIDM00003,-1.5799863333333333,-0.7314777
96,Fulvestrant,SIDM01133,3.117229,3.493819
97,Dactinomycin,SIDM00214,-3.6776385,-2.3823874
98,BMS-345541,SIDM00374,1.3954075,2.3825438
99,Gemcitabine,SIDM00864,-3.4730686666666664,2.4603531
100,Dinaciclib,SIDM00244,-2.962089,-3.263155
101,NVP-ADW742,SIDM01228,4.390684,3.0635662
102,Axitinib,SIDM00241,2.105181,0.102279775
103,AZD5363,SIDM00379,1.59321,3.5128722
104,IWP-2,SIDM01093,3.357121,3.0991745
105,Vorinostat,SIDM00308,0.3980415,-0.6560355
106,Sorafenib,SIDM00269,2.6386265,2.1904485
107,VE821,SIDM00438,5.45647,3.7495759
108,Dactolisib,SIDM00180,-2.8061925,-1.3538256
109,MIRA-1,SIDM01206,2.796933,2.6192648
110,LGK974,SIDM00259,3.0009655,3.0879738
111,MK-8776,SIDM01098,2.793494,2.246296
112,Dinaciclib,SIDM00592,-3.675793,-3.5154588
113,Daporinad,SIDM00841,-3.869018,-3.857239
114,Dabrafenib,SIDM00498,2.1116505,3.6798291
115,GSK2578215A,SIDM00971,6.662685,4.293694
116,VE-822,SIDM01073,2.281082,1.5989518
117,Erlotinib,SIDM00343,4.152883,4.226049
118,Dactolisib,SIDM00101,-2.139306,1.6977174
119,AZD6738,SIDM00974,2.386956,1.8629081
120,MIM1,SIDM00562,3.1126475,3.311085
121,OSI-027,SIDM01179,2.200924,3.7240782
122,Dabrafenib,SIDM00466,6.5951365,5.905676
123,VE821,SIDM00543,4.493397,4.615788
124,Vinorelbine,SIDM00099,-0.5832389999999998,2.654832
125,Ulixertinib,SIDM00483,2.6309085000000003,3.4044542
126,Docetaxel,SIDM00970,-2.431059333333333,-1.8151402
127,Afatinib,SIDM00326,1.8071563333333327,0.10120189
