,drug,cell_line,IC50,prediction
0,ML323,SIDM00472,5.415662,5.1882777
1,Crizotinib,SIDM00923,2.558205,2.9557576
2,GSK2606414,SIDM01251,3.235952,2.4301262
3,WZ4003,SIDM00023,5.06974,4.185389
4,Taselisib,SIDM00842,1.259014,2.2384183
5,UMI-77,SIDM00465,1.812187,2.9195547
6,Cisplatin,SIDM00528,3.5545546666666668,2.580255
7,Pictilisib,SIDM00789,0.2670755,2.0047038
8,Venetoclax,SIDM01233,3.736786,3.2494676
9,PD0325901,SIDM00465,-1.093416,-0.21955964
10,P22077,SIDM00101,5.341781,5.9906135
11,CZC24832,SIDM00465,6.626288,5.821091
12,PFI3,SIDM00483,6.556791,6.176796
13,Osimertinib,SIDM00394,3.261981,2.2754607
14,MIRA-1,SIDM01160,5.879767,5.6220384
15,AZD7762,SIDM00233,-2.9331763333333334,-0.82473516
16,OTX015,SIDM00969,1.474036,1.9578025
17,BIBR-1532,SIDM00520,5.359353,5.285373
18,SCH772984,SIDM00317,5.956281,5.6823535
19,Crizotinib,SIDM00810,1.2708,2.1109598
20,LY2109761,SIDM01198,4.573462,4.569221
21,Cytarabine,SIDM00202,-2.4645650000000003,0.6782323
22,Ulixertinib,SIDM00832,1.893703,2.2157583
23,AGI-5198,SIDM00973,5.544591,4.467261
24,Uprosertib,SIDM00875,2.6044655,2.365633
25,Dactinomycin,SIDM00549,-5.776198,-2.737946
26,Wnt-C59,SIDM00136,3.1942295,3.4428825
27,CZC24832,SIDM00810,4.864108,4.575006
28,AMG-319,SIDM00962,4.364244,1.3624495
29,AGI-6780,SIDM00542,2.7747025,3.3788931
30,GSK2606414,SIDM00953,3.773049,3.1138678
31,AZD5582,SIDM00231,2.850322,1.9958059
32,Dactinomycin,SIDM00043,-5.1193905,-2.6501083
33,5-Fluorouracil,SIDM00565,4.2555655,4.4593005
34,I-BRD9,SIDM00968,4.693582,4.7846417
35,EPZ5676,SIDM00579,5.640479,3.7160938
36,I-BRD9,SIDM00111,6.019713,5.127918
37,GDC0810,SIDM00243,3.789626,3.6886835
38,MK-2206,SIDM00496,3.183499,2.102255
39,Crizotinib,SIDM00438,3.4418775,2.5502949
40,Wee1 Inhibitor,SIDM00487,1.500371,1.1080438
41,AZ6102,SIDM00218,4.569919,5.774327
42,Sepantronium bromide,SIDM00407,-5.2695035,-4.5676303
43,MIRA-1,SIDM00102,6.639169,6.3291707
44,5-Fluorouracil,SIDM00293,3.9220895,3.8741035
45,AZD5582,SIDM00488,3.347713,2.1337705
46,AZD3759,SIDM01198,2.427634,2.1863809
47,Alisertib,SIDM00584,4.1041635,3.3304572
48,Bortezomib,SIDM00688,-6.328179,-4.3080516
49,AZD5363,SIDM01233,3.404528,3.3060036
50,Epirubicin,SIDM00592,-2.374362,-2.1504242
51,WZ4003,SIDM00412,2.585028,2.4248857
52,Afatinib,SIDM01175,3.395642333333333,3.2671468
53,AZD7762,SIDM00099,1.1559143333333333,1.2596244
54,Venetoclax,SIDM01175,3.720995,4.9662414
55,Docetaxel,SIDM00490,-5.623657000000001,-1.2894481
56,PFI3,SIDM01073,4.028007,4.824591
57,GSK2606414,SIDM00631,6.011463,3.7446647
58,Trametinib,SIDM01197,-3.379181,-1.8349022
59,Fulvestrant,SIDM00968,3.916983,4.2123847
60,Osimertinib,SIDM00100,2.547859,3.1663637
61,EPZ004777,SIDM01006,4.047629,3.159245
62,Camptothecin,SIDM00517,-1.884861,-2.2679026
63,Ulixertinib,SIDM00044,4.3327100000000005,3.3557894
64,Alisertib,SIDM00814,2.629615,1.1191252
65,BMS-536924,SIDM00230,2.6082566666666667,2.0940614
66,MN-64,SIDM00145,4.089426,4.58433
67,AZ6102,SIDM01159,3.665209,3.559466
68,Paclitaxel,SIDM00320,-3.717722,1.4522296
69,Gemcitabine,SIDM00180,-3.017155666666666,1.649295
70,BMS-536924,SIDM00951,1.0655743333333334,1.3453969
71,Afuresertib,SIDM00508,0.898802,2.4502132
72,Dabrafenib,SIDM00308,1.057541,2.169804
73,OSI-027,SIDM00285,2.3193840000000003,2.8543606
74,Ipatasertib,SIDM00416,3.32268,2.3111289
75,PD0325901,SIDM00203,2.7975000000000003,2.5892477
76,WIKI4,SIDM01122,3.438744,4.1130652
77,LGK974,SIDM01159,3.13875,3.5802815
78,VE-822,SIDM01019,4.20423,2.9577715
79,Gefitinib,SIDM00487,-0.2769635,2.022468
80,AGI-5198,SIDM00832,6.053638,4.809563
81,Dasatinib,SIDM01120,2.2747485,2.1810527
82,AZD8186,SIDM00256,3.3070885,2.4694686
