,drug,cell_line,IC50,prediction
0,Navitoclax,SIDM00362,1.7957800000000002,0.21886729
1,PD173074,SIDM00935,2.8530415,3.155985
2,Osimertinib,SIDM00549,0.792496,1.0738827
3,Cediranib,SIDM00491,3.399394,1.6603253
4,Dinaciclib,SIDM00343,-2.027895,-2.8962657
5,BMS-536924,SIDM00202,0.3315213333333333,2.4828153
6,Gefitinib,SIDM00266,2.5749515,1.7776016
7,Afuresertib,SIDM00968,2.512336,3.5793245
8,PRT062607,SIDM00393,2.385608,4.8867803
9,Cediranib,SIDM00350,2.2844,2.3758714
10,PFI3,SIDM00362,3.486362,4.4172077
11,CZC24832,SIDM01007,3.507873,4.228482
12,ABT737,SIDM00202,-2.39304,0.22188956
13,Ibrutinib,SIDM01120,5.42526,5.563172
14,Talazoparib,SIDM00260,5.934196,3.4151459
15,AMG-319,SIDM00448,4.236596,3.7179623
16,CZC24832,SIDM00211,2.866025,4.201502
17,MK-2206,SIDM00243,-0.0307494999999999,2.849754
18,Ruxolitinib,SIDM00781,5.242806,4.1592846
19,Venetoclax,SIDM00808,1.713215,1.325076
20,VX-11e,SIDM00424,2.413135,3.0137484
21,Ulixertinib,SIDM00274,1.6454695,3.18881
22,GSK2578215A,SIDM00114,6.25368,3.773798
23,Erlotinib,SIDM01133,4.309572,4.0775075
24,Olaparib,SIDM00875,2.912050333333333,3.5753567
25,Ipatasertib,SIDM01149,2.057895,2.4365695
26,Vorinostat,SIDM00444,1.80079,3.5827782
27,Talazoparib,SIDM00418,2.9362455,2.5324254
28,Dabrafenib,SIDM00680,5.525157999999999,3.2337558
29,Entinostat,SIDM01140,0.385456,1.891312
30,Cyclophosphamide,SIDM01259,5.129478,4.2136807
31,AZD6738,SIDM00420,2.4414755,2.7573948
32,Nutlin-3a (-),SIDM00527,2.2382030000000004,4.40797
33,AZD7762,SIDM00527,-1.591596,-0.51232123
34,Tamoxifen,SIDM01259,2.3264295,2.767277
35,Daporinad,SIDM00680,-4.55978,-3.9879568
36,EPZ004777,SIDM00114,6.607752,5.1976748
37,PRT062607,SIDM00420,4.218709,3.9898655
38,Ulixertinib,SIDM00549,2.396136,1.7733887
39,MK-1775,SIDM01140,-0.266866,0.038499057
40,GSK1904529A,SIDM00114,3.10321,3.5786064
41,GSK591,SIDM00875,3.624048,3.9799302
42,PD0325901,SIDM00350,-1.249941,-1.4076654
43,Ruxolitinib,SIDM00527,4.600614,4.3653946
44,Obatoclax Mesylate,SIDM00202,0.9829345,0.3151868
45,Olaparib,SIDM01259,2.3316436666666664,3.149698
46,Alisertib,SIDM00393,3.508407,2.4000857
47,Buparlisib,SIDM00527,0.371307,2.6420789
48,I-BRD9,SIDM01149,3.388598,4.1308446
49,Osimertinib,SIDM00420,3.108283,2.0807002
50,PLX-4720,SIDM00781,5.551989666666667,4.0666733
51,Dactolisib,SIDM00202,-2.1166195,-0.81690645
52,Nilotinib,SIDM00424,2.126984,1.6791875
53,Sapitinib,SIDM00266,5.005037,4.41991
54,XAV939,SIDM00935,3.7960095,2.856572
55,GSK591,SIDM00444,5.896787,5.005712
56,GSK591,SIDM00680,4.151777,4.326654
57,Vinblastine,SIDM00527,-5.760698,2.636377
58,Cisplatin,SIDM01140,0.8183185,2.4170873
59,UMI-77,SIDM00808,2.412656,2.3869247
60,Foretinib,SIDM00424,0.6336855,0.4540161
61,NVP-ADW742,SIDM01007,1.447737,2.7088923
62,RVX-208,SIDM00875,4.043915,4.8938956
63,MN-64,SIDM00418,6.880959,5.940228
64,Dactinomycin,SIDM00781,-2.355409,-0.58192056
65,AZD5582,SIDM00274,4.271529,2.1211126
66,AZD4547,SIDM00527,2.939274333333333,2.9443176
67,5-Fluorouracil,SIDM00875,2.249926,3.4325783
68,AZD8186,SIDM01007,1.516528,2.602226
69,OF-1,SIDM00211,2.668586,3.9124155
70,OTX015,SIDM00274,2.707552,3.4686372
71,GDC0810,SIDM00444,5.8931,4.974196
72,MK-8776,SIDM00875,0.000374,2.8887422
73,5-Fluorouracil,SIDM01259,3.805786,2.4208071
74,Ibrutinib,SIDM00935,-1.188035,2.4979682
75,IWP-2,SIDM01140,1.295128,2.8271587
76,Bortezomib,SIDM00266,-4.999663,-4.1950307
77,Rapamycin,SIDM01120,-3.5420575000000003,-1.5767747
78,Obatoclax Mesylate,SIDM00781,0.673216,0.66933924
79,UMI-77,SIDM00491,3.157632,2.512794
80,Foretinib,SIDM00114,4.032063,0.46321142
81,Leflunomide,SIDM00420,5.584777,5.380598
82,ML323,SIDM00527,4.776311,5.4482446
83,PFI3,SIDM00781,6.548973,5.8361974
84,Nilotinib,SIDM00418,4.4716765,4.22077
85,BMS-345541,SIDM00418,3.612985,4.381701
86,PD0325901,SIDM01133,2.498861,2.8678834
87,WIKI4,SIDM00418,3.522113,4.747027
88,Venetoclax,SIDM00448,2.199683,1.7596934
89,Lapatinib,SIDM00491,3.885285,2.9355183
90,VE-822,SIDM00274,3.774455,4.4076467
91,Ulixertinib,SIDM01149,3.181061,2.7595003
92,LY2109761,SIDM00393,5.61415,5.820946
93,AZD4547,SIDM00680,4.166892666666667,2.598674
94,LGK974,SIDM00343,4.0447195,3.8468864
95,Obatoclax Mesylate,SIDM00448,0.0528765,0.28957945
96,GSK1904529A,SIDM01120,3.161773,3.7776115
97,PFI3,SIDM00420,5.608977,6.040193
98,SCH772984,SIDM00243,1.895984,4.1417317
99,ML323,SIDM00211,2.551508,3.759123
100,GSK591,SIDM00420,4.825769,5.046532
101,PCI-34051,SIDM00418,6.28894,5.780802
102,Cisplatin,SIDM01007,3.553252333333333,2.1944687
103,Trametinib,SIDM00343,2.1035685,0.2622165
104,OSI-027,SIDM00968,1.670482,3.5242636
105,BIBR-1532,SIDM00935,5.274594,5.1207886
106,Sorafenib,SIDM00393,2.603132,4.428408
107,AGI-5198,SIDM00274,5.408342,5.2603283
108,I-BRD9,SIDM00448,3.606633,3.8052642
109,AMG-319,SIDM01120,4.153882,5.559671
110,Venetoclax,SIDM00418,4.433179,4.6509056
111,Irinotecan,SIDM00211,-0.358225,0.62098366
112,Bortezomib,SIDM00808,-5.6939755000000005,-4.147927
113,5-Fluorouracil,SIDM01140,1.742577,4.070994
114,OF-1,SIDM00424,3.94476,3.6590483
115,Ulixertinib,SIDM00527,0.084038,1.983315
116,Pictilisib,SIDM00362,0.1674403333333333,2.0004845
117,GSK343,SIDM00243,1.903328,4.168195
118,I-BET-762,SIDM00260,3.673006,4.0821223
119,OF-1,SIDM01140,3.232611,4.607312
120,AZ6102,SIDM01007,1.37161,2.7238474
121,Cytarabine,SIDM01133,3.491713,2.877024
122,AZ960,SIDM00274,2.367271,2.9697163
123,Nilotinib,SIDM01133,2.3077295,4.0043306
124,LCL161,SIDM00211,1.7095034999999998,2.617724
125,RVX-208,SIDM00362,3.374982,3.7861896
126,Nutlin-3a (-),SIDM00781,4.645875,4.694815
127,Epirubicin,SIDM00680,-0.650654,-0.76558805
128,LY2109761,SIDM00968,4.330641,6.1774116
129,Ibrutinib,SIDM00875,1.71644,3.1866782
130,Paclitaxel,SIDM00362,-4.231375,-1.2063223
131,Entinostat,SIDM00444,0.687441,2.1142662
132,I-BET-762,SIDM00211,0.743139,3.1811004
133,Nilotinib,SIDM00781,4.650303,3.1192327
134,AZD5582,SIDM01140,0.179745,2.2798803
135,Buparlisib,SIDM00968,0.53668,2.745728
136,Dabrafenib,SIDM00393,3.1517875,4.4607215
137,Sorafenib,SIDM00875,2.771465,3.40888
138,MK-8776,SIDM01259,1.197682,1.4503115
139,EPZ004777,SIDM00211,3.198339,3.621092
140,PFI3,SIDM00418,7.251931,6.564503
141,AT13148,SIDM00420,2.264557,3.8450172
