,drug,cell_line,IC50,prediction
0,RVX-208,SIDM00214,5.345416,3.3218343
1,I-BRD9,SIDM00261,3.161915,2.2147815
2,Tamoxifen,SIDM01259,2.3264295,1.8659637
3,Lapatinib,SIDM00045,2.0251475,-0.82428664
4,EPZ004777,SIDM00783,5.083257,0.47990006
5,EPZ5676,SIDM00896,4.458965,2.8181455
6,I-BRD9,SIDM00917,3.280439,2.3131669
7,KU-55933,SIDM00954,4.5482245,4.411428
8,EPZ004777,SIDM00114,6.607752,3.6543922
9,Crizotinib,SIDM00606,3.93993,2.8908508
10,Sapitinib,SIDM00930,5.364807,1.2309371
11,AZD5582,SIDM00218,5.3412885,4.2838387
12,EPZ004777,SIDM00256,4.339178,-0.26653764
13,Crizotinib,SIDM01247,1.223581,2.4102159
14,UMI-77,SIDM00917,2.442734,1.7277409
15,I-BET-762,SIDM00198,3.416004,4.1138234
16,Camptothecin,SIDM00917,-5.095388,0.38157958
17,5-Fluorouracil,SIDM00472,5.961736999999999,3.7582014
18,UMI-77,SIDM00562,1.823414,2.194095
19,Camptothecin,SIDM00101,-1.391849,3.9683971
20,Sapitinib,SIDM00256,4.146909,0.4429947
21,5-Fluorouracil,SIDM00958,2.850447,1.4148217
22,EPZ5676,SIDM00406,3.338488,2.3085318
23,RVX-208,SIDM01122,5.908953,4.200129
24,I-BET-762,SIDM00501,4.056707,4.1701355
25,EPZ5676,SIDM00102,6.758178,5.675166
26,I-BRD9,SIDM00623,5.803791,3.966683
27,Lapatinib,SIDM00302,3.3607455,0.23020951
28,Crizotinib,SIDM00489,2.473663,2.5390508
29,Lapatinib,SIDM00885,4.0919035,1.4688934
30,Sapitinib,SIDM00688,4.505622,0.22770436
31,Lapatinib,SIDM00896,2.1056980000000003,-0.3074882
32,AZD5582,SIDM00056,1.379435,0.6594657
33,Lapatinib,SIDM01251,2.2817,0.41317695
34,I-BRD9,SIDM01149,3.388598,3.1152093
35,AZD5582,SIDM00577,4.642208,0.18231998
36,Camptothecin,SIDM00835,0.012046,4.116321
37,Camptothecin,SIDM00482,-4.387523,-0.07395728
38,I-BET-762,SIDM00064,3.430299,4.2771792
39,AZD5582,SIDM00668,1.92563,-0.15817901
40,5-Fluorouracil,SIDM00198,3.907721,2.5473812
41,Sapitinib,SIDM00266,5.005037,0.2620407
42,Camptothecin,SIDM00537,-3.133379,1.4767311
43,Lapatinib,SIDM00103,5.417033,1.5926234
44,Lapatinib,SIDM00326,2.4395995,-0.043013643
45,Sapitinib,SIDM01042,3.471816,0.38647243
46,Camptothecin,SIDM00971,2.836993,4.0958858
47,EPZ5676,SIDM00814,5.400431,3.7733474
48,5-Fluorouracil,SIDM00441,1.35804,1.2727551
49,Lapatinib,SIDM00539,0.913972,1.4210079
50,Lapatinib,SIDM00923,2.094829,0.24407671
51,RVX-208,SIDM00310,5.92736,4.144048
52,I-BRD9,SIDM00127,5.308305,3.841749
53,EPZ004777,SIDM00487,4.404049,1.8208214
54,UMI-77,SIDM00808,2.412656,2.016906
55,RVX-208,SIDM00875,4.043915,2.9120333
56,I-BRD9,SIDM01187,5.630752,4.488272
57,EPZ5676,SIDM00517,6.292871,4.4435825
58,AZD5582,SIDM00274,4.271529,1.8778381
59,5-Fluorouracil,SIDM00045,1.814785,1.2141162
60,5-Fluorouracil,SIDM00875,2.249926,2.1588433
61,EPZ5676,SIDM00137,6.404606,5.068831
62,5-Fluorouracil,SIDM00410,0.3689429999999999,1.8207834
63,EPZ5676,SIDM00324,5.521895,2.9961302
64,EPZ004777,SIDM00064,5.539148,1.7734909
65,Camptothecin,SIDM00599,-4.371271,1.3878194
66,5-Fluorouracil,SIDM01259,3.805786,2.261442
67,UMI-77,SIDM00227,3.677664,2.6166642
68,Sapitinib,SIDM00465,-1.078311,1.2766243
69,EPZ5676,SIDM00732,5.470037,4.8681912
70,5-Fluorouracil,SIDM00719,6.5891225,4.206511
71,Camptothecin,SIDM00328,1.324286,2.063009
72,UMI-77,SIDM00491,3.157632,2.7611923
73,5-Fluorouracil,SIDM00332,5.864709,2.5868914
74,Tamoxifen,SIDM01042,2.6248685,0.574419
75,5-Fluorouracil,SIDM00216,2.7291325,1.762937
76,RVX-208,SIDM00099,7.665686,5.1248984
77,UMI-77,SIDM00621,2.625885,3.7022965
78,EPZ5676,SIDM01206,4.695475,2.5045664
79,Lapatinib,SIDM01179,4.714086,0.8023797
80,Lapatinib,SIDM00101,5.751819,3.2256014
81,Lapatinib,SIDM00491,3.885285,0.954608
82,Sapitinib,SIDM00482,2.772847,0.5811974
83,RVX-208,SIDM00086,5.385999,3.8392982
84,I-BRD9,SIDM00544,4.346624,3.3403032
85,I-BRD9,SIDM01146,4.362319,3.8934329
86,I-BET-762,SIDM00974,3.629292,3.5580478
87,Tamoxifen,SIDM00542,4.4546715,2.9721134
88,EPZ5676,SIDM00885,5.117681,3.9402924
89,Lapatinib,SIDM00889,2.498246,0.062293973
90,I-BRD9,SIDM00180,5.916718,3.2629795
91,I-BRD9,SIDM00592,3.839586,3.0211582
92,Crizotinib,SIDM00975,3.167436,2.7899067
93,UMI-77,SIDM01047,1.99325,2.0726793
94,I-BET-762,SIDM00553,2.677082,2.9110606
95,Sapitinib,SIDM00621,5.666476,2.0737004
96,Tamoxifen,SIDM00287,3.3064325,1.602039
97,Crizotinib,SIDM00969,1.740469,2.653742
98,EPZ004777,SIDM01247,4.348324,0.41655883
99,UMI-77,SIDM00679,4.023092,2.3210824
100,I-BRD9,SIDM01247,2.615107,2.9424834
101,5-Fluorouracil,SIDM00612,4.709927,3.925896
102,I-BRD9,SIDM00583,6.003424,4.427736
