,drug,cell_line,IC50,prediction
0,Gemcitabine,SIDM00659,-3.508871333333333,3.6546118
1,EPZ004777,SIDM00783,5.083257,5.7036843
2,Entospletinib,SIDM00407,0.132074,2.5078692
3,GDC0810,SIDM00091,6.973783,5.511501
4,Ibrutinib,SIDM00103,6.349576,5.5752244
5,I-BRD9,SIDM00917,3.280439,3.5460184
6,VX-11e,SIDM01132,3.3916905,2.9259138
7,NVP-ADW742,SIDM00592,2.270735,2.7589295
8,Venetoclax,SIDM01168,3.390214,3.982161
9,Nilotinib,SIDM00154,3.3176005,3.6635194
10,Fulvestrant,SIDM00196,3.374845333333333,2.6068897
11,KU-55933,SIDM00954,4.5482245,5.093338
12,PLX-4720,SIDM00532,3.9665313333333336,3.8670716
13,Erlotinib,SIDM00367,3.712832,2.876731
14,Epirubicin,SIDM00299,-0.624894,-0.36561838
15,Crizotinib,SIDM00606,3.93993,2.0896041
16,Sapitinib,SIDM00930,5.364807,4.118824
17,PD0325901,SIDM00302,-0.49516,1.3620654
18,BMS-345541,SIDM00905,3.097411,3.188851
19,EPZ004777,SIDM00256,4.339178,4.745136
20,BIBR-1532,SIDM00374,5.214057,4.2592826
21,Gefitinib,SIDM00969,1.7519695000000002,2.416978
22,UMI-77,SIDM00917,2.442734,2.4066691
23,Linsitinib,SIDM00242,0.6660615000000001,2.0641506
24,I-BET-762,SIDM00198,3.416004,3.7148023
25,Camptothecin,SIDM00917,-5.095388,-3.9834213
26,MK-1775,SIDM00792,0.563692,0.3375232
27,5-Fluorouracil,SIDM00472,5.961736999999999,5.2913156
28,Cytarabine,SIDM00262,0.970566,0.54722184
29,UMI-77,SIDM00562,1.823414,2.6247673
30,LY2109761,SIDM00317,7.386086,5.653811
31,Camptothecin,SIDM00101,-1.391849,-2.0090077
32,OF-1,SIDM00257,4.206854,3.9020555
33,Sapitinib,SIDM00256,4.146909,3.57105
34,Talazoparib,SIDM00407,3.2505315,1.8585179
35,Fulvestrant,SIDM00154,3.346953333333333,3.8231623
36,Lapatinib,SIDM00302,3.3607455,3.5949464
37,Navitoclax,SIDM00242,1.0465555,0.8586217
38,Ruxolitinib,SIDM00969,4.452237,4.990121
39,Savolitinib,SIDM00299,4.577383,3.876148
40,WZ4003,SIDM00917,2.478805,3.2847872
41,WEHI-539,SIDM00905,4.292709,3.5322068
42,5-Fluorouracil,SIDM00198,3.907721,3.15729
43,Lapatinib,SIDM00103,5.417033,4.2884088
44,Uprosertib,SIDM00659,2.658066,3.1025066
45,Ibrutinib,SIDM00198,5.396274,4.336407
46,Vinblastine,SIDM00969,-4.0910875,1.421628
47,Ibrutinib,SIDM00407,0.54719,2.8863525
48,WEHI-539,SIDM00242,2.189878,2.6008947
49,Obatoclax Mesylate,SIDM00905,-0.342835,0.17346105
50,Cytarabine,SIDM00917,-0.248954,-0.4057208
51,Osimertinib,SIDM00256,1.115958,1.0297049
52,BMS-536924,SIDM00606,4.2037495,1.1757369
53,PD0325901,SIDM00562,1.5770475000000002,1.2756519
54,AZD7762,SIDM00198,0.2535895,-0.9611461
55,Nutlin-3a (-),SIDM00606,4.9335875,4.8488936
56,ML323,SIDM00659,6.369862,4.944857
57,Dasatinib,SIDM00407,-4.4507675,-2.3058305
58,Vinblastine,SIDM00198,-4.642701499999999,0.63717556
59,Vinblastine,SIDM00606,-4.0811355,0.76951545
60,AZD4547,SIDM00532,2.886074666666667,2.9011853
61,WIKI4,SIDM00472,3.497884,4.4187818
62,Navitoclax,SIDM00917,1.1348115,1.6300092
63,VX-11e,SIDM00905,2.735075,2.136819
64,GSK591,SIDM00969,3.736686,4.996686
65,Nilotinib,SIDM00299,3.673846,3.8345225
66,GSK2578215A,SIDM00930,4.877151,4.324783
67,OF-1,SIDM00969,4.94498,5.029371
68,PCI-34051,SIDM00592,4.222158,4.5374994
69,Navitoclax,SIDM00783,2.437232,2.8686986
70,AZ6102,SIDM00154,2.480067,4.4693413
71,BIBR-1532,SIDM00262,6.669694,4.4933343
72,WZ4003,SIDM00407,1.939668,2.4340234
73,VE-822,SIDM00256,0.899192,2.3218791
74,PRT062607,SIDM00196,2.453866,2.3071575
75,VE821,SIDM00792,4.608397,4.0959225
76,XAV939,SIDM00606,3.042025,3.365212
77,Lapatinib,SIDM00101,5.751819,3.932904
78,PD173074,SIDM00969,2.802637,3.490255
79,Wnt-C59,SIDM00262,4.552633,3.7539237
80,Vinorelbine,SIDM00154,-2.525001,1.6754856
81,Temozolomide,SIDM00532,5.942512000000001,6.5317197
82,GDC0810,SIDM00302,5.208002,4.4866557
83,I-BRD9,SIDM00592,3.839586,4.3028092
84,Niraparib,SIDM00606,4.590887,3.207201
85,Daporinad,SIDM00472,-0.569979,-1.8504343
86,Savolitinib,SIDM00917,1.149607,2.101524
87,Crizotinib,SIDM00969,1.740469,2.3509035
88,Cisplatin,SIDM00905,2.185283333333333,2.332668
89,Sabutoclax,SIDM00930,-0.635141,0.32730773
90,ML323,SIDM00101,4.479902,5.31143
91,Alpelisib,SIDM00783,2.735136,3.788041
92,Dabrafenib,SIDM00091,5.2317075,4.4415016
93,WEHI-539,SIDM00302,4.72518,3.6870556
94,Entospletinib,SIDM00154,2.0514,4.6577764
95,AT13148,SIDM00103,3.617478,4.693012
96,Ipatasertib,SIDM00407,-0.527901,1.3320315
97,OTX015,SIDM00317,4.784651,2.9520888
98,UMI-77,SIDM00196,1.637912,2.7642517
99,Luminespib,SIDM00154,-3.142811,-2.1132472
