,drug,cell_line,IC50,prediction
0,Luminespib,SIDM00974,-4.170676,-3.328649
1,Gefitinib,SIDM01042,2.350026,1.9127718
2,Fulvestrant,SIDM00688,3.17734,2.1956584
3,Savolitinib,SIDM01090,2.882814,2.2747636
4,Paclitaxel,SIDM00569,-4.338991,-1.896768
5,Alisertib,SIDM00351,2.294836,0.60553443
6,GSK343,SIDM01132,3.0290555,3.2723053
7,Dabrafenib,SIDM00100,5.684164,5.021837
8,Niraparib,SIDM00973,3.772108,3.3174343
9,Docetaxel,SIDM01259,-4.138058,2.747029e-05
10,MK-2206,SIDM00621,2.802814,3.3581119
11,AZD5363,SIDM00234,2.835936,2.580706
12,Dabrafenib,SIDM01161,0.1766105,3.7317474
13,Buparlisib,SIDM01228,1.054144,1.0746335
14,AZD5582,SIDM00379,-3.507647,1.9294363
15,EPZ004777,SIDM00231,4.627324,4.9140162
16,Dasatinib,SIDM00958,-7.033751,-1.5167633
17,LGK974,SIDM00182,2.4306985,3.7331274
18,Linsitinib,SIDM00023,1.6864855,3.6604254
19,CZC24832,SIDM01102,5.095293,3.897964
20,Oxaliplatin,SIDM00202,2.2524605,3.0630507
21,Afuresertib,SIDM00600,2.533122,2.9133048
22,GSK2578215A,SIDM00632,4.337422,2.4435139
23,Fulvestrant,SIDM00482,2.6693626666666668,1.8648149
24,AZD5582,SIDM00975,1.4172775,1.8324014
25,AZD5363,SIDM00951,2.646881,2.1046264
26,LCL161,SIDM01229,4.472256,4.5014267
27,Dactinomycin,SIDM00137,-3.590074,-0.98394406
28,Pevonedistat,SIDM00808,-1.973395,-0.5847013
29,Dactinomycin,SIDM01114,-4.202749,-1.4782051
30,Pictilisib,SIDM00332,1.2378566666666666,4.068417
31,Erlotinib,SIDM00517,0.159668,2.7989752
32,WZ4003,SIDM00294,3.542809,3.7724407
33,Cediranib,SIDM00410,1.853767,1.7098243
34,MIRA-1,SIDM00826,4.113891,5.4917455
35,PD0325901,SIDM00375,-0.1211415,0.7333168
36,MK-8776,SIDM00257,0.9792,2.4692104
37,Entinostat,SIDM00951,0.408985,-0.08711119
38,ML323,SIDM00889,2.895321,3.625819
39,GDC0810,SIDM00538,5.88666,4.550324
40,Ipatasertib,SIDM00846,5.024358,3.7687423
41,BMS-345541,SIDM00498,3.454543,3.6999311
42,IWP-2,SIDM00190,3.761609,3.799625
43,Paclitaxel,SIDM00832,-3.552844,-1.3634449
44,Rapamycin,SIDM01251,-3.686938,-1.9956456
45,OF-1,SIDM00121,3.267101,3.3363576
46,PFI3,SIDM00465,6.712179,6.3366323
47,Pictilisib,SIDM00792,2.161883,2.6529968
48,AZD4547,SIDM00242,1.7000423333333332,1.951712
49,Tamoxifen,SIDM00324,3.026648,3.3988504
50,Venetoclax,SIDM00832,3.102093,2.8798213
51,VE821,SIDM00259,5.024163,3.1440096
52,VX-11e,SIDM00113,3.0834270000000004,3.8682475
53,LCL161,SIDM00310,3.6878005,3.9540222
54,Gefitinib,SIDM00371,3.204952,3.2536955
55,Talazoparib,SIDM00438,2.9201975,2.050903
56,UMI-77,SIDM00561,1.329856,1.978432
57,Entinostat,SIDM01228,2.989158,1.4913656
58,AZD7762,SIDM00606,0.099761,0.43173507
59,UMI-77,SIDM00543,1.679306,2.6501558
60,EPZ004777,SIDM00793,4.618692,4.1525035
61,AZD4547,SIDM00323,2.358413666666667,2.5267968
62,Alpelisib,SIDM00834,4.681972,4.046508
63,Ruxolitinib,SIDM01064,0.9096515,3.425312
64,Wee1 Inhibitor,SIDM00483,3.174655,4.485616
65,Alisertib,SIDM00668,1.9036015,0.93811285
66,VE821,SIDM00379,5.288723,4.859057
67,UMI-77,SIDM00905,3.299148,2.507688
68,AZ6102,SIDM00422,3.625394,2.898788
69,Venetoclax,SIDM00528,2.062809,2.151023
70,RVX-208,SIDM00285,4.394534,4.8115377
71,MIM1,SIDM00532,3.787075,3.6251073
72,Camptothecin,SIDM00417,-0.194089,-1.7995013
73,Venetoclax,SIDM00627,2.044751,2.8685493
74,Temozolomide,SIDM01233,7.321056,6.668008
75,PLX-4720,SIDM00528,5.309839,3.0699146
76,MIM1,SIDM01187,5.697160500000001,4.0278153
77,Osimertinib,SIDM00364,1.422273,1.259082
78,Ipatasertib,SIDM00951,3.489109,2.5578518
79,Irinotecan,SIDM00889,1.427537,2.942726
80,GSK591,SIDM00793,4.226937,4.156818
81,PRT062607,SIDM00501,5.717086,4.4147277
82,AGI-5198,SIDM00324,3.700505,4.457739
83,P22077,SIDM00465,6.814378,5.013952
84,Osimertinib,SIDM00813,1.108195,1.6274601
85,Wnt-C59,SIDM00538,2.751492,3.919536
86,Savolitinib,SIDM01149,2.418377,2.1807282
87,AT13148,SIDM00102,6.062634,4.5083117
