,CASP9,CASP8,SFN,TSC2,IGF1,CDK1,GADD45B,RCHY1,ZMAT3,IGFBP3,RRM2B,TP73,SERPINB5,PPM1D,BID,MDM4,BAX,MDM2,TP53AIP1,CASP3,TP53I3,PMAIP1,PERP,GADD45G,EI24,SESN2,ATM,ATR,SESN3,CHEK2,APAF1,CDKN2A,RRM2,BBC3,GADD45A,TNFRSF10B,DDB2,GTSE1,SIAH1,CCND1,CD82,PTEN,CDK2,CHEK1,SESN1,CDK4,SERPINE1,TP53,CCNE2,FAS,CDK6,STEAP3,CCND2,SHISA5,CCNB1,CCNG1,CCNE1,CCNB3,THBS1,CCNG2,CCND3
SIDM00519,-0.16304697270656243,0.0006099864991469575,-0.5059695237346118,-0.40031723297811184,-0.8069700227069544,1.3881216369779408,1.3883526753312987,0.6271759822797122,0.3431824050587761,2.4013641080344,-0.475503913144917,-0.8003582201379492,0.43539164880734,1.557851525149837,1.6347017488187623,0.00430349553313709,1.1283881213024127,0.3744561848381576,-0.8805127221692219,0.7134332037451958,2.4314424838652275,0.7337303606610946,2.1563264518668235,-0.22105769733596958,2.1351230743517,0.9599039091132073,0.2605761097875027,0.0747210167388278,-0.9993686619951222,-0.6149558582648501,-0.46457905330289656,-0.6310219058229348,1.9840974657628794,-0.31574654404277896,2.493759418743827,0.26304636035698237,0.9261491225796872,0.2462231366382568,0.08879712394632994,1.4576129059103546,2.2676929510735833,1.2291206931556173,0.3896380854916218,0.8424234343078021,0.8043299265236256,2.234465398685669,1.7718963425581822,-0.5490992699972357,-0.1799837033660784,1.426481890672693,2.1685863377808317,0.1466216938835129,-0.8455079281303867,-0.6325575682753253,1.917532263929513,1.6773830761334767,0.5122871477904611,-0.6300558638159235,0.15012803486129228,-0.6691296946415266,-0.28902444313679376
SIDM00917,0.2536338368942526,0.17923875659352212,-0.3211109234407099,-0.4028097823605014,-0.7610539101750744,-0.06297222719674431,2.5218328481989873,1.005960991677252,1.6220842192352756,0.1267202092219956,0.46595114342006466,-0.8106890903405417,-0.7357361926549342,0.8294008174845555,2.2920786722805264,0.7246314357173825,2.0651725725111083,0.782457254819834,-0.7857000696486045,0.9001218501554026,0.4736577634164551,2.9152911009476536,0.7740502499120208,1.878198846487047,1.495248582118154,2.440876334995466,0.6780457199016027,0.8341179692820658,-0.7121084596579371,-0.7885599789166253,-0.4817598551934792,-0.13914854844665173,0.2704317429673737,0.9261615044151505,2.993311716362813,1.046561421972907,2.126290826520961,-0.29106878950417625,0.7906678928441321,-0.5683018791586874,2.8504182992767153,1.6334552938488958,-0.25235009453546553,-0.25375390590583424,0.6834078019111229,1.8123176406853694,-0.7279271209504248,-0.5377656233603392,-0.7452853305088003,2.5215052797383217,1.6434028863032866,-0.18425113035695345,1.9587987716173068,-0.7062792807922986,0.02483926048540346,1.896471508343435,-0.24510493242871217,-0.8441763454762505,-0.8033850135945466,-0.6509789769647234,-0.3648548068620938
SIDM00309,0.3099802629052463,0.04318044773879801,0.16823736303295359,-0.36307541778909463,-0.8123720685046184,1.4735463914075726,1.5121960001434074,0.8465362523316649,0.878607049670734,0.9564659664271788,-0.5877302436272467,-0.8182288001455026,-0.7159226207721726,0.8843064157877931,1.0694911735687007,-0.1173216037805712,1.2889181462810615,0.04136872496734211,-0.8472332551700922,1.5199915871511618,1.0547752771237244,0.4829973395181857,2.06193613138184,-0.7426695407839597,2.043101265279499,0.6270078868316521,0.443438091394539,0.9605173329399229,-0.9146042431162126,-0.7426236771256497,-0.6448947396276308,-0.4729076891930827,1.979801619724561,-0.20137185711245895,2.615123122994941,0.0031096075899001464,1.264505398719232,0.44684683810615533,0.5085733454480164,1.750803738259115,1.5481397378553,1.5772688397020425,0.5992906972010221,0.7750881308967946,0.8500738267286689,2.108265807077271,-0.005333302021813273,-0.4883528195407754,0.03734112104455086,0.9070731447325172,1.7905076222712484,0.843751510888037,-0.4702068659596993,-0.3249380753802941,2.0231723671886117,1.8987854080431639,0.4480503783760847,-0.6329709720540948,-0.5742307645116381,-0.5082700107302057,-0.5402059128713925
SIDM00099,-0.16120780182301667,-0.2420353614863415,-0.4802706277419766,-0.27636856367964546,-0.8420840144334021,1.3322680423987743,2.0608839784449455,0.2530618049954018,0.8262884816952842,2.9539119963788623,-0.045866488760392475,-0.8805038463284826,-0.7798529200050942,0.3302257924517533,0.9620921739373606,0.3539025649903319,1.778221651865239,0.6150369187560697,-0.8747031381507018,0.7852054929480522,2.361269208282753,1.1147066339282634,1.3871830440989943,-0.22590928831118742,1.5877219068152901,1.5069397973879504,0.665753285677309,0.18727333078240938,-0.9051271185212533,-0.6707451715224538,-0.5123098983380346,-0.6583672314984758,1.6164513348200236,0.7873647815762401,3.1526031503955827,0.7254551217537843,1.805063748302609,0.09033926890423837,0.6667008252882466,1.9893804939894844,0.3185355763849665,1.5501048087287475,0.6284943136407297,0.872975962438,0.6075512198269852,2.35319881192637,2.3236537636235615,-0.4606656978346491,-0.14498182381377514,0.930903134078281,2.543351426805786,-0.37530243653708456,-0.6389600668249579,-0.43621664116975334,1.9690359615698276,1.8170246163991421,0.393917948673841,-0.8483724664937642,0.8808563712275488,-0.5828120676760203,-0.7317014941365808
SIDM00276,0.5405277638057181,-0.15621800348254145,2.259705480774712,-0.42514070220823214,-0.8100300141193602,1.6533825095115056,1.3042756087651088,0.2240411146920997,-0.7189295162633194,1.0900896631084827,-0.722810396714422,-0.8728527598234925,0.6423072630270625,-0.13080278452557853,1.643760180244903,-0.3722428254526518,1.1320674877821444,-0.6031037443706602,-0.823700381002714,1.1949182686427657,2.7080637253846063,1.1360507865479141,1.9514682996650325,-0.6531780505136539,2.274316597813293,0.7257919646663362,-0.3218394692650466,-0.3732068732087853,-0.7031648963155326,-0.5906205146291343,-0.5289073356854165,0.2468311246617019,2.2817028739314416,-0.4275635000819803,2.035613982446204,-0.0743418056538392,0.4599676046150678,0.8499321296508586,0.5299624670825756,1.110777565362061,-0.38296518098277704,0.900585957550162,1.1643684646006895,1.251715439720313,-0.3905396565454122,2.049498912743563,1.5795351292850313,-0.3152874840479835,0.08364247661362709,-0.04318668410329701,1.0723546854252366,-0.34599508617265073,-0.8989882895312766,-0.3963700861735408,2.2467050490354623,0.7080869715179487,0.017545209832525784,-0.706751866451704,2.160684729513668,-0.5063867974007994,0.0974975138158233
SIDM00311,0.016676397282197126,-0.1161798164687677,-0.7866252315976919,-0.5299517534330968,-0.8127392125710633,1.5404920783529754,1.372044609662189,0.17774950778416307,-0.3338713800576487,1.7074160937237153,-0.571716498982754,-0.8427397218254015,-0.7946442819374218,0.237396970951332,1.1387286654756323,-0.33774135745590517,1.007198245658985,-0.5754608576763738,-0.8396707131363464,1.292328226521967,0.4006541117937792,1.7890411669455755,1.652599508820372,-0.7437169908011759,1.9051488958111353,0.6518315317202887,0.3118529762897333,0.29850624492242517,-0.9229303096934894,-0.6849754371869258,-0.5693115362619589,-0.7234958444085249,2.414541203749689,-0.5636395208384921,2.7970963695154443,0.07095209729842313,0.6124507321226147,0.7588010570200393,0.5853512724984175,1.1408512642531226,0.7744041125369273,1.271290093423999,0.5709020553360239,1.3051516572438997,-0.08388817970411196,2.154206687974875,2.1832565020305874,-0.4660973343828472,0.5336817975130287,0.36575852301577094,1.4788793169273584,-0.6884979767115634,-0.8149074919386564,-0.044691424933448236,2.568237664883525,1.5108997634043388,0.1285457339194544,-0.6591550834579701,1.4363275006766139,-0.7312413863001304,-0.3112725979326011
SIDM00970,0.47699840145989814,-0.08559988515420308,2.34712847217309,-0.5651633648478575,-0.7702518987849236,1.7696309093824656,-0.03616369256210415,0.7047753769377466,-0.30787357293481893,2.2600936465873045,-0.7188644869575228,-0.7889793351671494,1.4915622735035166,0.24784036361461634,2.2181068288096415,0.008977867809298233,1.341199287042788,-0.25477635394625303,-0.9239236127997027,1.2696085940084265,1.3592932680936884,0.6952199679960221,1.994308830470914,-0.9301448266350081,2.0307566296823274,1.3197381405147988,-0.0024862786926691245,0.6786769221638815,-0.7249956925635005,-0.42184036469357283,-0.5592354542280012,-0.780307409634175,1.9555846788506814,-0.6157958093883003,2.606273208403857,0.38789629293810324,1.2446762124257469,0.6159328103166601,0.6784109264700728,2.0377973060067225,0.8886862815467529,0.979103906486245,1.0728471158117499,1.034471620345093,0.5196231387277439,2.0836698866468724,-0.2703947414285265,-0.6567645675008575,0.6491339547961573,-0.3874832023965425,-0.6233670239583565,-0.25698376608425627,-0.8510217829886249,0.07659189335392427,1.7799321105394383,1.2203948535848694,0.8979135918164843,-0.7626469235868676,0.964283841561531,-0.6170460969053126,-0.5521793365062669
SIDM00103,-0.21195830567363155,0.05666128670094899,0.6739095882271021,-0.14481905535678793,-0.7969174172790026,1.010186713654703,1.3147739065735755,0.435155115435883,0.2377889409031143,0.7378915861185917,-0.585708349734689,-0.8609442249790787,-0.7803526232252913,0.18342446081059496,0.6592252551179641,0.10480480599477696,1.3909918724212125,-0.1605100913713362,-0.8581581183700477,1.4164805506199207,0.22492365644390783,1.2932076305711215,1.4862925600178403,-0.8049749587044788,1.2097489660144032,1.2769486495190288,-0.08442998500068213,0.6085244566717176,-0.8432340610937218,-0.76627006401841,-0.6801308861233766,-0.6547130715364519,0.7069563729782211,0.15799907809426797,2.8022106366600257,0.350112261852002,0.5747359614595496,-0.043583661906981964,0.6426277626679362,1.692495608595488,0.961388092389962,1.4321080197998055,0.4580110810559802,0.07301268722973085,0.10202694030385695,2.343809602022163,1.4754069043290179,-0.5608796842096238,-0.4602785028362328,0.8964305047705046,1.12683149848289,0.14171520903660512,-0.6914306734846997,-0.225014930259417,1.749647483249663,2.0322450536605867,-0.24499821549340217,-0.705028560821952,0.5836726921151388,-0.7120042957115994,-0.7499535951907934
SIDM00266,0.1439342599588066,-0.1300122715286382,-0.5167202984163155,-0.2827333452942677,0.3009426408206368,1.7499742078375085,0.06393969258812764,1.0957422067315914,-0.11109072476921482,-0.9451972575865372,-0.7713019814099381,-0.8544172089221276,-0.6591452367201088,0.09888435731117855,1.4105277299308452,0.49374270254265423,0.7778950231981702,-0.4149837736893541,-0.8291233852825092,0.6822150047002127,-0.5650747450029919,1.5450098548820368,1.001897678168206,-0.8198676331544704,1.7390135723059406,1.3079042001150847,0.25006395633609974,0.5837283459306686,-0.9091389362204555,-0.4585935432556642,-0.5488311224049399,-0.6946544374414192,2.0306816624152626,0.09603258076874971,2.3778667739093384,0.3173696546824707,0.29398938457451396,0.6405402789859711,0.37622122289338844,2.5759797624614174,-0.2705907693530162,1.0316435530116193,0.3005009183936125,0.8026719620209871,-0.34212449211255996,2.1912185207380555,-0.2234703829186555,-0.6844618064062402,-0.6661600216761644,0.3025587382148227,-0.08315933928135008,-0.46559271069748637,1.0109213253674434,-0.4415968563793214,2.296340616413545,1.9143282390751684,-0.5482205167142229,-0.7144880764602193,-0.8119503063697466,-0.33703538877158096,-0.8456953224339178
SIDM01064,-0.1351704207431215,-0.4158480958375661,1.8904766645772932,-0.4379508537130851,1.0895075749060357,1.7523243176594547,-0.5927695126933393,0.7035984818150526,0.26220682909652876,-0.8553207155784226,-0.6276665819869368,-0.870532007527838,-0.7590427646842949,-0.24428745075992303,0.9815586639530066,0.002678831839477286,1.0152931764565603,-0.021125039430176577,-0.8617074585387773,1.5209681332346896,0.7677945041689304,1.432944729994535,1.7341952455146055,1.7164855658877856,1.2117336308331903,0.9495737276132845,0.22781396180679223,0.6022270708989773,-0.3621185842092005,-0.38521436092879613,-0.5468074502680605,1.4889527258331234,2.8478510220384914,-0.14921646677171382,1.6098788830180306,-0.2298468300792522,0.933549581509472,0.7384036502214166,0.3255936228535664,-0.7509793774513629,1.8307221885167717,1.305311154087349,1.1340757855931924,1.5780806659941524,-0.24211825590117,1.855068768194796,-0.7623156598290113,-0.5881384431654524,0.8469260362458246,2.2598797043841197,2.2707506791410754,-0.6675729389754271,2.4474528102561197,-0.39729456608038244,2.168208763349833,1.7471379663950928,1.2133393179603242,-0.8465220043682485,0.23388483506035573,-0.48787188002488197,-0.45427186154393745
