,drug,cell_line,IC50,prediction
0,RVX-208,SIDM00214,5.345416,0.7860638
1,I-BRD9,SIDM00261,3.161915,2.4353049
2,Tamoxifen,SIDM01259,2.3264295,2.853651
3,Lapatinib,SIDM00045,2.0251475,1.0305676
4,EPZ004777,SIDM00783,5.083257,-2.4324574
5,EPZ5676,SIDM00896,4.458965,-1.4218594
6,I-BRD9,SIDM00917,3.280439,1.1128999
7,KU-55933,SIDM00954,4.5482245,1.3975524
8,EPZ004777,SIDM00114,6.607752,-0.86094713
9,Crizotinib,SIDM00606,3.93993,2.6671968
10,Sapitinib,SIDM00930,5.364807,2.7305717
11,AZD5582,SIDM00218,5.3412885,-0.6741757
12,EPZ004777,SIDM00256,4.339178,-2.6034575
13,Crizotinib,SIDM01247,1.223581,1.3623612
14,UMI-77,SIDM00917,2.442734,0.83948946
15,I-BET-762,SIDM00198,3.416004,2.6536293
16,Camptothecin,SIDM00917,-5.095388,-0.29865146
17,5-Fluorouracil,SIDM00472,5.961736999999999,5.5370345
18,UMI-77,SIDM00562,1.823414,2.481779
19,Camptothecin,SIDM00101,-1.391849,3.5455236
20,Sapitinib,SIDM00256,4.146909,1.8561778
21,5-Fluorouracil,SIDM00958,2.850447,1.9590217
22,EPZ5676,SIDM00406,3.338488,-2.4907253
23,RVX-208,SIDM01122,5.908953,0.936494
24,I-BET-762,SIDM00501,4.056707,3.4057415
25,EPZ5676,SIDM00102,6.758178,-0.06587516
26,I-BRD9,SIDM00623,5.803791,2.7387404
27,Lapatinib,SIDM00302,3.3607455,2.461536
28,Crizotinib,SIDM00489,2.473663,1.9227144
29,Lapatinib,SIDM00885,4.0919035,3.1070728
30,Sapitinib,SIDM00688,4.505622,1.8669704
31,Lapatinib,SIDM00896,2.1056980000000003,1.4830143
32,AZD5582,SIDM00056,1.379435,-2.3106117
33,Lapatinib,SIDM01251,2.2817,1.6477064
34,I-BRD9,SIDM01149,3.388598,2.216263
35,AZD5582,SIDM00577,4.642208,-2.1388927
36,Camptothecin,SIDM00835,0.012046,3.312962
37,Camptothecin,SIDM00482,-4.387523,-0.16735382
38,I-BET-762,SIDM00064,3.430299,3.3087597
39,AZD5582,SIDM00668,1.92563,-2.748607
40,5-Fluorouracil,SIDM00198,3.907721,4.02914
41,Sapitinib,SIDM00266,5.005037,1.7299632
42,Camptothecin,SIDM00537,-3.133379,1.7689043
43,Lapatinib,SIDM00103,5.417033,2.7913105
44,Lapatinib,SIDM00326,2.4395995,2.5304165
45,Sapitinib,SIDM01042,3.471816,1.8875066
46,Camptothecin,SIDM00971,2.836993,3.6733456
47,EPZ5676,SIDM00814,5.400431,-0.696121
48,5-Fluorouracil,SIDM00441,1.35804,2.6793127
49,Lapatinib,SIDM00539,0.913972,2.4863796
50,Lapatinib,SIDM00923,2.094829,2.6436162
51,RVX-208,SIDM00310,5.92736,1.9456404
52,I-BRD9,SIDM00127,5.308305,2.8676715
53,EPZ004777,SIDM00487,4.404049,-1.2998114
54,UMI-77,SIDM00808,2.412656,1.1418195
55,RVX-208,SIDM00875,4.043915,-0.36065018
56,I-BRD9,SIDM01187,5.630752,3.1342535
57,EPZ5676,SIDM00517,6.292871,-1.1001753
58,AZD5582,SIDM00274,4.271529,-1.4005219
59,5-Fluorouracil,SIDM00045,1.814785,2.6787605
60,5-Fluorouracil,SIDM00875,2.249926,3.880704
61,EPZ5676,SIDM00137,6.404606,-0.37728155
62,5-Fluorouracil,SIDM00410,0.3689429999999999,3.2517915
63,EPZ5676,SIDM00324,5.521895,-0.83174396
64,EPZ004777,SIDM00064,5.539148,-1.9390401
65,Camptothecin,SIDM00599,-4.371271,1.5873722
66,5-Fluorouracil,SIDM01259,3.805786,2.5912075
67,UMI-77,SIDM00227,3.677664,3.191698
68,Sapitinib,SIDM00465,-1.078311,3.2308435
69,EPZ5676,SIDM00732,5.470037,-0.8601732
70,5-Fluorouracil,SIDM00719,6.5891225,5.3115315
71,Camptothecin,SIDM00328,1.324286,2.034337
72,UMI-77,SIDM00491,3.157632,2.6518528
73,5-Fluorouracil,SIDM00332,5.864709,4.7600293
74,Tamoxifen,SIDM01042,2.6248685,2.8918161
75,5-Fluorouracil,SIDM00216,2.7291325,3.95885
76,RVX-208,SIDM00099,7.665686,2.5881789
77,UMI-77,SIDM00621,2.625885,2.6860547
78,EPZ5676,SIDM01206,4.695475,-0.9286524
79,Lapatinib,SIDM01179,4.714086,3.2381365
80,Lapatinib,SIDM00101,5.751819,3.5105627
81,Lapatinib,SIDM00491,3.885285,2.6617475
82,Sapitinib,SIDM00482,2.772847,1.3211635
83,RVX-208,SIDM00086,5.385999,0.92399526
84,I-BRD9,SIDM00544,4.346624,3.1844625
85,I-BRD9,SIDM01146,4.362319,2.4932284
86,I-BET-762,SIDM00974,3.629292,2.7291842
87,Tamoxifen,SIDM00542,4.4546715,4.9133296
88,EPZ5676,SIDM00885,5.117681,0.48017293
89,Lapatinib,SIDM00889,2.498246,2.2848988
90,I-BRD9,SIDM00180,5.916718,2.5652313
91,I-BRD9,SIDM00592,3.839586,1.9479245
92,Crizotinib,SIDM00975,3.167436,2.833177
93,UMI-77,SIDM01047,1.99325,1.4026228
94,I-BET-762,SIDM00553,2.677082,2.3606288
95,Sapitinib,SIDM00621,5.666476,2.8630822
96,Tamoxifen,SIDM00287,3.3064325,2.5619886
97,Crizotinib,SIDM00969,1.740469,2.0075057
98,EPZ004777,SIDM01247,4.348324,-2.8227744
99,UMI-77,SIDM00679,4.023092,2.1473703
100,I-BRD9,SIDM01247,2.615107,1.8567898
101,5-Fluorouracil,SIDM00612,4.709927,5.885046
102,I-BRD9,SIDM00583,6.003424,3.7039645
103,RVX-208,SIDM00193,5.487637,0.9921819
104,UMI-77,SIDM00196,1.637912,1.8812464
105,EPZ004777,SIDM00308,5.272974,-3.0921307
106,Camptothecin,SIDM00841,-3.182535,2.4518087
107,RVX-208,SIDM00407,4.050679,-1.256366
108,I-BRD9,SIDM00448,3.606633,2.7393708
109,Sapitinib,SIDM00837,1.067511,2.504675
110,I-BET-762,SIDM00394,3.971123,3.5060253
111,Crizotinib,SIDM00699,3.05879,3.0193777
112,Tamoxifen,SIDM00599,3.3496205,3.782249
113,5-Fluorouracil,SIDM00969,3.2104505000000003,4.476087
114,EPZ5676,SIDM00958,3.686557,-2.067349
115,Crizotinib,SIDM01093,4.117038,3.2653594
116,Lapatinib,SIDM00214,2.252849,2.5101228
117,5-Fluorouracil,SIDM01140,1.742577,3.5590472
118,RVX-208,SIDM01019,4.88756,0.51062775
119,EPZ5676,SIDM00627,5.573299,-0.5762806
120,I-BET-762,SIDM00260,3.673006,3.440064
121,I-BET-762,SIDM00917,1.0742405,1.3425794
122,Camptothecin,SIDM01073,-4.960306,0.6332232
123,Lapatinib,SIDM00834,2.195415,2.859582
124,Camptothecin,SIDM00553,-4.648031,0.7159317
125,EPZ5676,SIDM00218,8.077636,0.9535177
126,EPZ004777,SIDM00289,4.648499,-3.2015812
127,Lapatinib,SIDM00091,3.93855,3.0478337
128,RVX-208,SIDM00483,5.076804,1.5937172
129,I-BET-762,SIDM01093,4.418742,3.849218
130,I-BRD9,SIDM00496,4.859927,1.8160784
131,EPZ004777,SIDM00145,4.50723,-2.681643
132,RVX-208,SIDM00362,3.374982,-1.2426159
133,I-BET-762,SIDM00211,0.743139,1.9451033
134,AZD5582,SIDM01140,0.179745,-2.727147
135,5-Fluorouracil,SIDM00234,4.061772,3.144071
136,Camptothecin,SIDM00584,-1.625618,2.793632
137,5-Fluorouracil,SIDM01097,2.3197775,3.0159874
138,I-BRD9,SIDM00156,4.325456,3.18988
139,Sapitinib,SIDM00377,4.920014,3.2643194
140,RVX-208,SIDM00543,4.813187,0.57690424
141,Camptothecin,SIDM01237,-1.811713,3.6124618
142,5-Fluorouracil,SIDM00261,1.860131,3.4725966
143,AZD5582,SIDM00205,1.6435165,-3.0511599
144,Tamoxifen,SIDM00466,6.355379,6.6597834
145,EPZ004777,SIDM00211,3.198339,-3.0276318
146,I-BET-762,SIDM00793,2.609272,2.882387
147,Tamoxifen,SIDM00668,4.4278385,3.489652
148,EPZ5676,SIDM00250,5.355187,-0.53917587
149,I-BRD9,SIDM00929,4.703273,3.5187144
150,Sapitinib,SIDM00287,3.373166,1.5350453
151,RVX-208,SIDM00498,4.85221,0.76853657
152,EPZ004777,SIDM00129,4.596482,-2.3279028
153,RVX-208,SIDM00416,4.003904,-1.1092885
154,Crizotinib,SIDM00846,2.611364,2.7904668
155,Sapitinib,SIDM00655,5.531992,2.51233
156,UMI-77,SIDM01205,4.452942,2.047051
157,Tamoxifen,SIDM00098,3.970034,4.992407
158,Tamoxifen,SIDM00064,3.46596,4.1784253
159,EPZ004777,SIDM00044,5.944139,-1.7005259
160,Camptothecin,SIDM00203,-3.74162,1.2082444
161,Camptothecin,SIDM00700,0.190717,3.846134
162,Sapitinib,SIDM00103,6.686334,3.0509148
163,I-BRD9,SIDM00064,4.481404,3.1341748
164,EPZ5676,SIDM00600,5.533599,-1.1599443
165,EPZ5676,SIDM00351,5.520483,-1.0896828
166,EPZ5676,SIDM00244,5.224741,-1.3219396
167,Tamoxifen,SIDM00781,4.6205875,4.9991755
168,Sapitinib,SIDM00261,3.835327,2.0299647
169,AZD5582,SIDM00077,4.5508895,-1.8210592
170,UMI-77,SIDM00332,3.87314,2.871358
171,Crizotinib,SIDM01097,1.4927745,1.6170357
172,UMI-77,SIDM00276,5.276543,2.8548865
173,5-Fluorouracil,SIDM00310,4.4387595,5.604653
174,EPZ5676,SIDM00269,4.637707,-1.1613182
175,EPZ5676,SIDM00719,6.506979,1.7023597
176,EPZ004777,SIDM00174,5.738337,-2.3965502
177,Lapatinib,SIDM00096,1.885576,1.2741956
178,EPZ5676,SIDM00176,5.72263,-0.21175809
179,I-BRD9,SIDM00291,3.621944,2.5191448
180,5-Fluorouracil,SIDM00227,3.389792,4.97069
181,I-BET-762,SIDM00264,3.038692,3.0276933
182,Sapitinib,SIDM01007,3.298775,2.0109904
183,EPZ5676,SIDM00976,5.966448,-0.19726351
184,UMI-77,SIDM00973,3.353376,2.3844852
185,Crizotinib,SIDM00326,2.8747235,2.539385
186,Lapatinib,SIDM00225,3.163055,2.9994774
187,RVX-208,SIDM00406,3.777019,-1.7233754
188,Lapatinib,SIDM00612,5.0593625,3.4451957
189,Sapitinib,SIDM00834,1.883871,3.163121
190,Lapatinib,SIDM01133,3.264684,2.8206673
191,Sapitinib,SIDM01228,0.491402,3.22571
192,EPZ004777,SIDM00968,5.921047,-2.0945525
193,EPZ5676,SIDM00285,5.011501,-0.5311721
194,EPZ5676,SIDM00381,6.367176,0.05426161
195,EPZ5676,SIDM01132,4.314814,-0.5571072
196,Crizotinib,SIDM00638,2.844294,2.7480168
197,EPZ5676,SIDM00599,5.480233,-0.24834608
198,AZD5582,SIDM00047,-3.0941975,-1.8680366
199,Camptothecin,SIDM00591,-1.716123,1.2554973
200,I-BRD9,SIDM00483,5.536927,3.2690473
201,UMI-77,SIDM00659,1.889193,3.7486138
202,RVX-208,SIDM00953,4.837411,-0.665235
203,Tamoxifen,SIDM01168,5.518162,4.6704955
204,UMI-77,SIDM00064,2.164365,2.9857588
205,I-BET-762,SIDM00259,2.5995085,2.418242
206,Lapatinib,SIDM00261,2.19292,2.1088364
207,AZD5582,SIDM00569,2.654768,-1.7275498
208,I-BET-762,SIDM00180,4.402877999999999,2.7317438
209,EPZ5676,SIDM00813,4.265302,-1.9967102
210,Crizotinib,SIDM00719,3.8888715,3.648702
211,EPZ5676,SIDM01042,5.03494,-0.7770999
212,EPZ5676,SIDM00975,5.843829,-0.24615736
213,I-BET-762,SIDM00242,2.150105,2.4691792
214,Sapitinib,SIDM00412,0.816868,1.2700197
215,Crizotinib,SIDM00101,4.459588,3.7595954
216,RVX-208,SIDM00198,4.966002,0.14643879
217,EPZ5676,SIDM00792,4.95527,0.34939855
218,5-Fluorouracil,SIDM00677,1.25039,4.4759345
219,I-BET-762,SIDM00241,2.784761,2.252995
220,I-BRD9,SIDM00789,4.505834,2.468172
