,drug,cell_line,IC50,prediction
0,Rapamycin,SIDM00542,-1.799362,-2.3513253
1,GSK2578215A,SIDM00218,7.581259,6.9388237
2,ML323,SIDM00951,2.854192,2.3535397
3,PLX-4720,SIDM00958,2.607257333333333,2.3188753
4,AGI-6780,SIDM00579,2.1536795,2.6322305
5,Uprosertib,SIDM00417,4.6382995000000005,3.2819712
6,Ipatasertib,SIDM00596,5.244861,4.8635817
7,Foretinib,SIDM00410,0.6407845,2.321814
8,Gefitinib,SIDM01228,0.2812125000000001,2.803231
9,Dactolisib,SIDM00504,-3.4105480000000004,3.3218267
10,PD173074,SIDM00259,3.424969,3.502559
11,Niraparib,SIDM01161,4.115739,4.511842
12,WZ4003,SIDM00632,2.238154,2.833026
13,Daporinad,SIDM01245,-6.725857,3.5301192
14,PD173074,SIDM00935,2.8530415,1.9131169
15,Gefitinib,SIDM00266,2.5749515,0.23270124
16,GSK2578215A,SIDM00114,6.25368,4.717678
17,Ipatasertib,SIDM01149,2.057895,3.1940095
18,Uprosertib,SIDM00176,3.2102975,2.8979719
19,AGI-6780,SIDM01042,2.189475,1.9792805
20,Daporinad,SIDM01155,-1.381173,5.0558243
21,Gefitinib,SIDM00205,1.0962685,1.0401809
22,Daporinad,SIDM00680,-4.55978,4.94147
23,Foretinib,SIDM00216,-0.8940250000000001,2.21178
24,PLX-4720,SIDM00532,3.9665313333333336,4.330547
25,Gefitinib,SIDM00969,1.7519695000000002,1.6898193
26,PLX-4720,SIDM00218,4.766183333333333,5.984537
27,ML323,SIDM00833,4.499807,4.3205338
28,PLX-4720,SIDM00261,4.321038,2.7777135
29,Uprosertib,SIDM00482,2.3220785,1.2378452
30,AGI-6780,SIDM00082,3.278746,3.4959443
31,Uprosertib,SIDM00958,2.929456,1.0789614
32,Daporinad,SIDM01197,-2.9276090000000003,4.8213034
33,ML323,SIDM01042,4.020805,2.2474656
34,AGI-6780,SIDM00632,2.1963825,2.8134787
35,WZ4003,SIDM00551,2.017036,1.6170089
36,ML323,SIDM00285,3.972294,3.0517504
37,PLX-4720,SIDM00929,3.7796016666666654,4.132202
38,Uprosertib,SIDM01160,5.2569125,4.0622582
39,WZ4003,SIDM00917,2.478805,1.9772182
40,Ipatasertib,SIDM00553,4.693632,3.6548834
41,PLX-4720,SIDM00781,5.551989666666667,4.8582277
42,Dactolisib,SIDM00202,-2.1166195,2.6214888
43,WZ4003,SIDM00841,5.644172,4.5667324
44,WZ4003,SIDM00180,3.911978,0.6572288
45,PLX-4720,SIDM00277,1.0639263333333335,1.400223
46,WZ4003,SIDM00389,1.463999,1.0937665
47,ML323,SIDM00974,4.595288,3.035334
48,Uprosertib,SIDM00659,2.658066,3.354023
49,Foretinib,SIDM01205,0.5696835,2.4886346
50,AGI-6780,SIDM00250,2.6466775,2.7929077
51,Dactolisib,SIDM00199,-2.6580950000000003,3.4551423
52,Foretinib,SIDM00294,-1.2807965,2.5744722
53,PD173074,SIDM00974,3.681605,3.8296611
54,Dactolisib,SIDM00842,-1.838404,2.9517329
55,Foretinib,SIDM00424,0.6336855,2.6881125
56,Daporinad,SIDM00517,-6.723251,4.7776537
57,Niraparib,SIDM00127,6.221035,5.485417
58,Gefitinib,SIDM01155,2.3004465,2.6955502
59,Rapamycin,SIDM00655,-1.1452685,-4.897873
60,Uprosertib,SIDM00120,5.593971,4.245037
61,PLX-4720,SIDM00631,4.426170333333333,3.8286011
62,ML323,SIDM00659,6.369862,3.9838066
63,Foretinib,SIDM00487,1.061984,3.1670806
64,Niraparib,SIDM00214,4.047082,5.2209377
65,ML323,SIDM01011,3.769173,2.6019793
66,Gefitinib,SIDM00541,1.899484,2.6409676
67,PLX-4720,SIDM00201,4.121317,3.0567358
68,PLX-4720,SIDM00043,3.1252063333333333,3.0264032
69,WZ4003,SIDM00679,5.139198,3.4025424
70,Foretinib,SIDM01233,1.6896140000000002,4.1791368
71,ML323,SIDM00817,4.630032,3.9637945
72,Rapamycin,SIDM01120,-3.5420575000000003,-2.537865
73,Foretinib,SIDM00227,-0.5065295,2.989845
74,Uprosertib,SIDM00231,3.542769,3.246024
75,AGI-6780,SIDM00817,3.053226,3.3728945
76,Foretinib,SIDM00114,4.032063,4.1517653
77,GSK2578215A,SIDM00930,4.877151,4.016566
78,GSK2578215A,SIDM00550,4.44357,3.2877922
79,AGI-6780,SIDM00970,2.0259585,3.0923088
80,ML323,SIDM00527,4.776311,3.098156
81,WZ4003,SIDM00407,1.939668,-0.40621164
82,Gefitinib,SIDM00292,3.6890855,3.986035
83,AGI-6780,SIDM00371,2.6546225000000003,4.0281577
84,Ipatasertib,SIDM00098,3.2124,4.389711
85,Gefitinib,SIDM00973,1.931545,2.4378912
86,PLX-4720,SIDM01163,5.314484333333334,4.980378
87,Niraparib,SIDM00441,0.235614,3.9385757
88,PD173074,SIDM00969,2.802637,3.7676313
89,Uprosertib,SIDM00833,5.408262000000001,4.125114
90,Niraparib,SIDM00216,3.93053,5.117841
91,ML323,SIDM00332,5.15555,3.4793494
92,WZ4003,SIDM00292,6.857058,4.9299498
93,Ipatasertib,SIDM00111,3.753564,3.9725814
94,Dactolisib,SIDM00104,-1.736081,3.5776637
95,PD173074,SIDM01093,4.255533,4.697143
96,PLX-4720,SIDM00971,5.755802666666667,4.646493
97,Rapamycin,SIDM00174,-3.052181,-3.8236887
98,PLX-4720,SIDM00324,4.4355883333333335,3.0832675
99,GSK2578215A,SIDM00591,2.412121,2.9736698
100,Niraparib,SIDM00606,4.590887,5.040988
101,Gefitinib,SIDM01064,2.608511,1.9698822
102,Daporinad,SIDM00472,-0.569979,5.490311
103,Uprosertib,SIDM00889,0.217612,2.2531316
104,PD173074,SIDM00416,2.649958,3.4895635
105,ML323,SIDM00211,2.551508,2.068673
106,Niraparib,SIDM01159,4.952933,4.6811266
107,AGI-6780,SIDM00324,1.6871675,2.4545224
108,ML323,SIDM00101,4.479902,4.508148
109,Rapamycin,SIDM00974,-1.514643,-2.8701794
110,Ipatasertib,SIDM00407,-0.527901,2.5099747
111,PLX-4720,SIDM00145,3.61208,2.4938254
112,Ipatasertib,SIDM00227,6.028731,4.6674933
113,PD173074,SIDM00553,1.880827,2.9402776
114,GSK2578215A,SIDM00064,4.784005,3.7283926
115,ML323,SIDM00042,4.81952,3.4373744
116,Gefitinib,SIDM00308,1.6426905,1.4169879
117,Ipatasertib,SIDM01248,5.506761,3.928741
118,AGI-6780,SIDM00973,3.1712555,3.2604249
119,Rapamycin,SIDM00863,-2.327929,-2.8475828
120,Daporinad,SIDM00156,-3.854242,4.592577
121,Rapamycin,SIDM00528,-2.587268,-3.3358233
122,PD173074,SIDM00205,2.228612,2.809996
123,Rapamycin,SIDM00832,-1.528877,-1.6966395
124,Daporinad,SIDM00127,-2.9898285,5.366819
125,Niraparib,SIDM00783,3.461667,4.531294
126,Foretinib,SIDM01160,1.072156,3.0681436
127,GSK2578215A,SIDM00120,5.874693,4.736067
128,Dactolisib,SIDM00814,-2.6159915,2.8753734
129,Niraparib,SIDM01247,4.174438,3.5046225
130,Dactolisib,SIDM00384,-2.950167,2.2004888
131,Uprosertib,SIDM01064,3.6013095,3.1845396
132,Ipatasertib,SIDM00181,3.44886,4.109575
133,PD173074,SIDM00541,3.601207,3.0569372
134,Foretinib,SIDM00099,1.984698,4.4985995
135,Ipatasertib,SIDM00199,3.476206,4.7004433
136,AGI-6780,SIDM00859,2.3005455,2.4765413
137,Niraparib,SIDM00351,5.046955,4.671012
138,Uprosertib,SIDM00324,2.807844,1.8268008
139,ML323,SIDM00905,4.035333,3.5118735
140,Gefitinib,SIDM01183,2.347766,1.9473183
