,drug,cell_line,IC50,prediction
0,GSK1904529A,SIDM00287,2.695081,-1.2448832
1,XAV939,SIDM00964,2.5174255,4.812127
2,AZD8186,SIDM00098,3.6110575,2.7443178
3,Alpelisib,SIDM00309,4.972602,3.2809703
4,Navitoclax,SIDM00381,3.9914675,2.1269264
5,Nutlin-3a (-),SIDM00885,4.117058500000001,2.1643302
6,SCH772984,SIDM00826,-2.371284,2.7513797
7,AMG-319,SIDM00351,4.381102,2.6721852
8,Luminespib,SIDM00655,-3.2395240000000003,1.6016345
9,BIBR-1532,SIDM01159,4.30429,3.1647272
10,Alpelisib,SIDM00263,1.009765,2.655388
11,Vinorelbine,SIDM01006,-5.701762,-2.2740862
12,Venetoclax,SIDM00388,3.261062,-2.7196696
13,Pictilisib,SIDM00542,2.4920940000000003,2.9479916
14,Irinotecan,SIDM00111,2.03566,2.936941
15,Alpelisib,SIDM00962,4.46513,1.3045732
16,Navitoclax,SIDM00197,-2.674453,1.3678895
17,Navitoclax,SIDM00362,1.7957800000000002,0.51110846
18,Luminespib,SIDM00699,-0.6123465000000001,2.8666837
19,AMG-319,SIDM00448,4.236596,2.9477253
20,Venetoclax,SIDM00808,1.713215,-3.061536
21,Luminespib,SIDM00951,-3.966141,0.61077356
22,Nutlin-3a (-),SIDM00527,2.2382030000000004,0.44773653
23,Pictilisib,SIDM00227,1.0316663333333331,2.9396565
24,XAV939,SIDM00316,4.215832499999999,5.1480846
25,Luminespib,SIDM00465,-2.04523,1.9915296
26,Luminespib,SIDM00129,-1.9222365,0.73022974
27,Venetoclax,SIDM00951,2.499558,-3.4755094
28,XAV939,SIDM00227,3.9083025,5.3301544
29,Venetoclax,SIDM01168,3.390214,-1.2921863
30,GSK1904529A,SIDM01160,3.757111,0.3977745
31,AZD8186,SIDM00540,1.186744,0.39997426
32,Pictilisib,SIDM00826,0.0008939999999999,2.6430428
33,BIBR-1532,SIDM00374,5.214057,2.3019598
34,Luminespib,SIDM00833,-0.6257870000000001,2.7083273
35,GSK1904529A,SIDM00114,3.10321,1.072986
36,Irinotecan,SIDM00539,3.010363,1.2734035
37,AZD8186,SIDM00837,1.471513,1.443319
38,BIBR-1532,SIDM01114,4.037107,3.0213609
39,BIBR-1532,SIDM00498,5.408865,3.3230226
40,Navitoclax,SIDM00482,-0.1014015,0.5989572
41,Navitoclax,SIDM00242,1.0465555,0.66638994
42,Luminespib,SIDM00351,-3.2401515,0.8075787
43,BIBR-1532,SIDM00044,6.046545,4.049158
44,XAV939,SIDM00935,3.7960095,4.571394
45,AMG-319,SIDM00389,3.173974,2.0925443
46,Pictilisib,SIDM00577,0.9474143333333332,2.9505398
47,Irinotecan,SIDM00269,-2.022891,1.3494326
48,Alpelisib,SIDM00699,4.345543,3.868867
49,BIBR-1532,SIDM01122,4.0479,3.7530918
50,GSK1904529A,SIDM00316,3.366958,-0.28256473
51,Venetoclax,SIDM01179,4.376981,-2.130678
52,BIBR-1532,SIDM01197,6.279662,4.1282887
53,Vinorelbine,SIDM00841,-4.128959,-1.4346629
54,Luminespib,SIDM00438,-2.1503135,2.7203577
55,AMG-319,SIDM00218,7.23577,5.675452
56,Luminespib,SIDM00287,-2.4884935,1.1711663
57,Navitoclax,SIDM00412,-0.1452935,0.33959636
58,XAV939,SIDM00584,4.563045,5.274873
59,Venetoclax,SIDM00863,1.978407,-2.5728633
60,Nutlin-3a (-),SIDM00606,4.9335875,1.640129
61,Alpelisib,SIDM00250,3.106724,2.406168
62,Irinotecan,SIDM00551,1.099242,1.3289621
63,AZD8186,SIDM01007,1.516528,2.27515
64,AMG-319,SIDM00864,5.218314,2.780503
65,Navitoclax,SIDM00584,3.342811,1.8927844
66,Vinorelbine,SIDM00496,-3.901771,-1.6987549
67,Nutlin-3a (-),SIDM00962,0.282888,-1.1987609
68,AMG-319,SIDM00528,5.220404,3.0183175
69,Nutlin-3a (-),SIDM00096,-0.0557624999999999,-1.1752323
70,Navitoclax,SIDM00917,1.1348115,0.7179452
71,Irinotecan,SIDM00193,4.257608,2.182433
72,Alpelisib,SIDM00543,5.227856,2.225639
73,Venetoclax,SIDM00216,2.144307,-2.6571324
74,Navitoclax,SIDM00783,2.437232,0.74309003
75,AZD8186,SIDM00292,5.1077525,4.470288
76,AZD8186,SIDM00412,-1.7198775,1.5632054
77,BIBR-1532,SIDM00111,5.79868,3.6696193
78,Alpelisib,SIDM00817,4.112038,2.8236637
79,BIBR-1532,SIDM00262,6.669694,3.5012739
80,Vinorelbine,SIDM00118,-5.263187,-2.251983
81,GSK1904529A,SIDM00542,4.258649500000001,0.29762334
82,Alpelisib,SIDM00264,4.259628,2.6857321
83,Irinotecan,SIDM01114,1.554381,2.2413907
84,XAV939,SIDM00606,3.042025,5.1856194
85,AMG-319,SIDM01146,5.222655,3.331692
86,Venetoclax,SIDM01122,2.083664,-1.1962048
87,Venetoclax,SIDM00448,2.199683,-2.1647146
88,XAV939,SIDM00482,2.266487,3.4684772
89,Vinorelbine,SIDM00154,-2.525001,-1.5792288
90,Luminespib,SIDM00277,-3.9189195,-0.30032143
91,Pictilisib,SIDM00377,0.4810603333333333,2.8003666
92,GSK1904529A,SIDM01120,3.161773,-0.18207055
93,Alpelisib,SIDM00043,2.875366,1.5951526
94,Alpelisib,SIDM01205,3.54439,2.2592554
95,SCH772984,SIDM00243,1.895984,2.2153609
96,AMG-319,SIDM00569,3.768875,3.3776877
97,AZD8186,SIDM00438,3.852477,3.5578697
98,BIBR-1532,SIDM00835,5.581628,4.8112288
99,Venetoclax,SIDM01073,1.536721,-3.0031862
100,Alpelisib,SIDM00783,2.735136,1.6476525
101,XAV939,SIDM00145,3.675658,3.7045717
102,Pictilisib,SIDM00427,1.0375563333333335,2.082135
