,drug,cell_line,IC50,prediction
0,OF-1,SIDM00257,4.206854,2.8001199
1,Docetaxel,SIDM00082,-1.4578746666666664,4.3276606
2,Pevonedistat,SIDM00541,0.725677,0.44953144
3,Paclitaxel,SIDM00328,-3.3222995,-0.47554368
4,Temozolomide,SIDM00576,2.8046,0.36000812
5,MK-8776,SIDM00732,4.019024,3.3892655
6,MK-8776,SIDM00699,4.530687,4.360834
7,OF-1,SIDM00537,4.217272,3.9415817
8,LCL161,SIDM00841,4.6634945,0.079736374
9,AZ6102,SIDM00394,3.281192,0.4907006
10,OF-1,SIDM00565,4.979893,4.5013013
11,SB216763,SIDM01042,4.554536,-3.5583386
12,GSK343,SIDM00411,4.8941025,4.61848
13,Docetaxel,SIDM00375,-3.4546956666666664,4.3772435
14,Alisertib,SIDM00393,3.508407,2.3611023
15,AGI-5198,SIDM00308,4.280853,0.67123824
16,AZD5363,SIDM00863,1.885114,1.5931507
17,MK-8776,SIDM00577,2.163877,3.2095087
18,OF-1,SIDM00826,4.406393,3.8301606
19,AGI-5198,SIDM00250,4.209991,1.6627009
20,AZD5363,SIDM01245,2.748978,0.9701948
21,OSI-027,SIDM01073,0.840315,3.606399
22,Alisertib,SIDM01019,0.4932335,1.6832274
23,Pevonedistat,SIDM01175,4.3406435,3.3379683
24,Temozolomide,SIDM00094,5.9999665,4.559795
25,AGI-5198,SIDM00326,4.083026,0.92490876
26,GSK343,SIDM01233,5.1984295,3.897479
27,MK-8776,SIDM00098,2.815627,3.3603635
28,LCL161,SIDM00519,5.219727,1.0770742
29,AZD5363,SIDM00445,1.780595,2.4356847
30,AZD5363,SIDM00579,3.025458,1.5306759
31,AZ6102,SIDM01097,2.062228,-0.69701374
32,Paclitaxel,SIDM00411,0.195684,1.1090348
33,LCL161,SIDM00384,2.9158075,-0.72003746
34,OF-1,SIDM00211,2.668586,2.0396152
35,OF-1,SIDM00136,4.818226,4.129521
36,MK-8776,SIDM00875,0.000374,2.4653208
