,drug,cell_line,IC50,prediction
0,Afuresertib,SIDM00127,1.532706,2.2708528
1,Trametinib,SIDM00234,-0.6844520000000001,-1.212603
2,Trametinib,SIDM00600,-3.9769335,0.36129057
3,PD0325901,SIDM00638,0.9421035,1.91963
4,Dasatinib,SIDM00488,-0.674317,1.8246996
5,Cyclophosphamide,SIDM00561,4.404114,1.4829057
6,Osimertinib,SIDM00549,0.792496,1.3788713
7,Afuresertib,SIDM00968,2.512336,2.0392807
8,PRT062607,SIDM00393,2.385608,3.7071495
9,PFI3,SIDM00362,3.486362,0.62627816
10,ABT737,SIDM00202,-2.39304,2.5272357
11,Talazoparib,SIDM00260,5.934196,4.858274
12,MK-2206,SIDM00243,-0.0307494999999999,1.8549469
13,GSK591,SIDM00427,4.140573,-0.2250858
14,Ulixertinib,SIDM00274,1.6454695,4.4379926
15,Erlotinib,SIDM01133,4.309572,3.1086533
16,Talazoparib,SIDM00418,2.9362455,6.2283587
17,Cyclophosphamide,SIDM01259,5.129478,2.0196767
18,Ulixertinib,SIDM00835,3.2002795,5.949884
19,Dasatinib,SIDM00251,4.14583,2.4974024
20,PFI3,SIDM00846,5.050288,3.3603556
21,Dasatinib,SIDM01174,3.357426,2.75071
22,Osimertinib,SIDM00214,1.115264,2.65054
23,Erlotinib,SIDM00367,3.712832,3.6428962
24,PD0325901,SIDM00302,-0.49516,1.3892803
25,PRT062607,SIDM00420,4.218709,4.4454045
26,Dasatinib,SIDM00375,0.144782,2.0443282
27,Ulixertinib,SIDM00549,2.396136,1.8262414
28,Cyclophosphamide,SIDM00410,4.300019,1.2890049
29,Dasatinib,SIDM01161,-3.3886935,1.5226599
30,Ulixertinib,SIDM00320,4.453036,5.395565
31,PD0325901,SIDM00541,-1.9881325,2.244733
32,Talazoparib,SIDM00407,3.2505315,1.5775329
33,PD0325901,SIDM00583,1.641708,2.6283174
34,Ulixertinib,SIDM00056,1.1917325,4.103828
35,GSK591,SIDM00875,3.624048,1.430385
36,Ulixertinib,SIDM00958,1.1968715,1.1169697
37,PD0325901,SIDM00350,-1.249941,2.2930863
38,Talazoparib,SIDM00328,5.67477,4.4274297
39,Ulixertinib,SIDM01228,1.711931,4.2271533
40,ABT737,SIDM00975,0.613451,4.3989434
41,Osimertinib,SIDM00420,3.108283,3.7684484
42,PRT062607,SIDM01095,3.05884,3.2762725
43,Trametinib,SIDM01248,-1.231516,1.5742935
44,Cyclophosphamide,SIDM00233,4.507502,-0.597127
45,Dasatinib,SIDM00688,2.121135,0.35337958
46,GSK591,SIDM00444,5.896787,1.2753166
47,GSK591,SIDM00680,4.151777,2.2984464
48,MK-2206,SIDM00541,1.7603355,2.8646228
49,Osimertinib,SIDM00389,1.297342,1.4846104
50,PD0325901,SIDM01098,0.8736655,1.5588845
51,Osimertinib,SIDM00256,1.115958,2.22353
52,MK-2206,SIDM00974,2.312142,2.5805829
53,ABT737,SIDM00834,3.453753,4.2679706
54,PD0325901,SIDM00562,1.5770475000000002,2.1721184
55,ABT737,SIDM00962,-2.765518,1.4100883
56,Cyclophosphamide,SIDM00099,6.269198,4.9593544
57,Talazoparib,SIDM00233,0.922631,1.0100605
58,Osimertinib,SIDM00964,-1.185578,2.5426862
59,Dasatinib,SIDM00407,-4.4507675,-0.0010861829
60,PFI3,SIDM00517,5.774298,1.8759326
61,GSK591,SIDM00826,5.81982,1.4227582
62,PRT062607,SIDM01064,4.263023,4.0480165
63,Ulixertinib,SIDM00975,1.1531875,5.4485126
64,Dasatinib,SIDM00276,-2.5557135,1.0885543
65,Talazoparib,SIDM00569,2.6529315,4.0698004
66,GSK591,SIDM00082,4.211547,3.9798138
67,Osimertinib,SIDM00098,1.197206,4.1766376
68,ABT737,SIDM00438,3.009115,3.397878
69,GSK591,SIDM00969,3.736686,0.94650215
70,Cyclophosphamide,SIDM00332,6.559315,2.9929187
71,Osimertinib,SIDM00218,5.205943,6.1851106
