,drug,cell_line,IC50,prediction
0,Linsitinib,SIDM00202,1.1471795,1.9367775
1,I-BRD9,SIDM00375,5.680769,4.854511
2,Buparlisib,SIDM00225,1.649161,1.2578611
3,BMS-754807,SIDM00136,-1.4329275,3.1909833
4,Entospletinib,SIDM00958,2.171126,2.3822637
5,Osimertinib,SIDM00412,-0.223318,0.74430853
6,Venetoclax,SIDM01174,4.563162,5.2267594
7,Paclitaxel,SIDM01006,-4.897769,1.919314
8,Niraparib,SIDM00099,6.730591,5.4870644
9,Palbociclib,SIDM00935,0.8469855000000001,1.9764317
10,Foretinib,SIDM00233,0.1451215,1.4515249
11,GSK2578215A,SIDM00444,2.323853,5.1475945
12,Trametinib,SIDM00099,0.1157444999999999,2.9058924
13,AZ6102,SIDM00530,3.614544,3.0449166
14,VX-11e,SIDM00808,3.520727,1.9948282
15,Fulvestrant,SIDM00111,3.669574666666667,4.441419
16,Afatinib,SIDM00224,3.1259339999999995,2.8509831
17,Tamoxifen,SIDM00606,3.101656,3.9256248
18,PFI3,SIDM00834,5.964981,5.915213
19,VX-11e,SIDM00504,3.174275,2.0932543
20,BIBR-1532,SIDM00424,4.292196,4.1031065
21,OSI-027,SIDM00810,3.5443775,1.9216226
22,EPZ004777,SIDM00375,5.754359,4.2875257
23,VE821,SIDM00783,5.195233,3.7213793
24,Cytarabine,SIDM01006,3.1105215,1.2246333
25,SCH772984,SIDM01093,4.361179,3.688673
26,BMS-536924,SIDM00549,2.829683333333333,0.92936796
27,Dinaciclib,SIDM00264,-1.855651,-3.4142952
28,Ipatasertib,SIDM00600,2.843806,3.3223653
29,MIRA-1,SIDM00846,4.336999,4.978459
30,Docetaxel,SIDM00438,-1.761089,-2.1406214
31,AZD7762,SIDM00842,-0.683607,-0.29816636
32,MIM1,SIDM01248,4.162001,4.7151093
33,AZ960,SIDM00309,1.640554,2.8908172
34,Buparlisib,SIDM00537,0.369063,0.7366642
35,AZD5363,SIDM00623,3.850706,3.3170362
36,Ipatasertib,SIDM00487,3.769082,3.0042477
37,Dabrafenib,SIDM00758,3.7684915,4.2210674
38,LGK974,SIDM00260,3.0883595,3.4739015
39,BMS-536924,SIDM00841,2.34875,1.8797265
40,P22077,SIDM00261,3.726985,2.333928
41,Sabutoclax,SIDM00243,-3.164077,0.5997421
42,Luminespib,SIDM00962,-3.5437135,-2.640452
43,Erlotinib,SIDM01259,3.6602205,2.0680282
44,Sorafenib,SIDM01042,1.4984385,1.4293288
45,IWP-2,SIDM00104,3.278315,3.755548
46,Taselisib,SIDM01007,1.123819,2.028681
47,SCH772984,SIDM00465,1.827665,3.2227583
48,LY2109761,SIDM00343,6.074611,5.126163
49,Gefitinib,SIDM00527,2.430632,1.3675508
50,EPZ5676,SIDM00612,6.052595,6.155771
51,VE-822,SIDM00129,1.418061,2.2246444
52,LY2109761,SIDM00218,8.170369,6.4364333
53,Dasatinib,SIDM00842,2.53254,0.70811164
54,LGK974,SIDM00832,3.596705,3.8055654
55,Gefitinib,SIDM00627,0.5111165,2.1009517
56,Ibrutinib,SIDM00519,5.690033,5.4434295
57,GSK343,SIDM00483,4.4337295,4.402475
58,Leflunomide,SIDM00411,6.228413,6.5119376
59,PLX-4720,SIDM00137,5.130909,5.072166
60,ML323,SIDM00121,3.255807,2.834011
61,Sapitinib,SIDM00374,5.102179,3.3976276
62,AZD7762,SIDM00540,0.114367,-1.0899066
63,Lapatinib,SIDM00976,4.079491,3.5865223
64,Osimertinib,SIDM00832,3.396377,2.5843515
65,NVP-ADW742,SIDM00508,0.637452,2.8724265
66,BMS-536924,SIDM00299,1.5834793333333337,2.3841686
67,XAV939,SIDM00550,4.145919,3.287456
68,Oxaliplatin,SIDM00104,6.3861865,6.090257
69,Olaparib,SIDM01011,2.6509276666666666,2.6664696
70,Oxaliplatin,SIDM00612,6.6432255,6.106239
71,I-BET-762,SIDM01132,4.675969,2.7044015
72,LGK974,SIDM00537,3.657959,2.502181
73,BMS-345541,SIDM00808,2.1834875,1.8154933
74,Vorinostat,SIDM00285,0.312737,1.6108325
75,Vinblastine,SIDM00596,-2.3201215,-2.1763856
76,Dactolisib,SIDM00542,-1.895397,-0.9222493
77,Linsitinib,SIDM01160,4.3940165,3.5075836
78,IWP-2,SIDM00098,3.953942,3.5928142
79,PLX-4720,SIDM00472,5.157571,5.567387
80,Buparlisib,SIDM00174,-0.737503,0.85311306
81,SCH772984,SIDM00045,1.41514,1.2082256
82,Trametinib,SIDM00308,-5.543896,-1.0235654
83,NVP-ADW742,SIDM01175,6.103876,5.09753
84,Foretinib,SIDM01245,-1.722253,0.89349174
85,Lapatinib,SIDM01122,4.48507,3.7900522
