,drug,cell_line,IC50,prediction
0,Luminespib,SIDM00974,-4.170676,-1.0350901
1,Gefitinib,SIDM01042,2.350026,1.9387475
2,Fulvestrant,SIDM00688,3.17734,3.1961522
3,Savolitinib,SIDM01090,2.882814,2.8182945
4,Paclitaxel,SIDM00569,-4.338991,2.8884857
5,Alisertib,SIDM00351,2.294836,1.8980618
6,GSK343,SIDM01132,3.0290555,3.1743364
7,Dabrafenib,SIDM00100,5.684164,5.351516
8,Niraparib,SIDM00973,3.772108,2.6326828
9,Docetaxel,SIDM01259,-4.138058,-3.4432933
10,MK-2206,SIDM00621,2.802814,2.2991343
11,AZD5363,SIDM00234,2.835936,2.4440212
12,Dabrafenib,SIDM01161,0.1766105,3.6589026
13,Buparlisib,SIDM01228,1.054144,1.1102118
14,AZD5582,SIDM00379,-3.507647,2.2856135
15,EPZ004777,SIDM00231,4.627324,4.857046
16,Dasatinib,SIDM00958,-7.033751,-1.0027542
17,LGK974,SIDM00182,2.4306985,3.4974706
18,Linsitinib,SIDM00023,1.6864855,3.335846
19,CZC24832,SIDM01102,5.095293,4.5945263
20,Oxaliplatin,SIDM00202,2.2524605,3.9707608
21,Afuresertib,SIDM00600,2.533122,2.8299363
22,GSK2578215A,SIDM00632,4.337422,4.100355
23,Fulvestrant,SIDM00482,2.6693626666666668,2.808141
24,AZD5582,SIDM00975,1.4172775,3.0031972
25,AZD5363,SIDM00951,2.646881,2.0170348
26,LCL161,SIDM01229,4.472256,4.4111347
27,Dactinomycin,SIDM00137,-3.590074,0.82251364
28,Pevonedistat,SIDM00808,-1.973395,-0.9004622
29,Dactinomycin,SIDM01114,-4.202749,-0.4252903
30,Pictilisib,SIDM00332,1.2378566666666666,1.4520798
31,Erlotinib,SIDM00517,0.159668,2.8457937
32,WZ4003,SIDM00294,3.542809,3.5582852
33,Cediranib,SIDM00410,1.853767,2.2413282
34,MIRA-1,SIDM00826,4.113891,5.397095
35,PD0325901,SIDM00375,-0.1211415,0.5495003
36,MK-8776,SIDM00257,0.9792,1.7294282
37,Entinostat,SIDM00951,0.408985,2.118462
38,ML323,SIDM00889,2.895321,3.5165377
39,GDC0810,SIDM00538,5.88666,4.2221737
