,drug,cell_line,IC50,prediction
0,Afatinib,SIDM00289,1.7911963333333334,2.3375683
1,AZD5582,SIDM00277,-0.0211104999999999,2.0293686
2,LGK974,SIDM01145,3.2463005000000003,2.242384
3,EPZ5676,SIDM01228,6.065731,5.6824822
4,AZ960,SIDM00445,2.460955,1.5296366
5,Ulixertinib,SIDM00302,3.2015695,2.360462
6,Alisertib,SIDM00621,0.3069999999999999,1.5956477
7,Leflunomide,SIDM01042,5.062318,3.793354
8,Vinorelbine,SIDM01095,-3.62104,-1.2152091
9,Pictilisib,SIDM01197,0.6711546666666667,2.229476
10,Nilotinib,SIDM00579,2.2341145,1.707076
11,Pevonedistat,SIDM01197,3.6369465,2.7477777
12,WEHI-539,SIDM00422,-0.659821,3.2586823
13,Olaparib,SIDM00885,3.069203,3.3900487
14,Entospletinib,SIDM00638,3.596209,3.7123098
15,Erlotinib,SIDM00976,4.36099,2.5117593
16,GSK2578215A,SIDM00274,5.753257,5.807309
17,AZ960,SIDM00180,0.608721,1.1785575
18,Buparlisib,SIDM00900,-0.20368,0.3095834
19,UMI-77,SIDM01197,5.513878,4.1837735
20,Foretinib,SIDM00967,1.229189,2.945774
21,RVX-208,SIDM01090,4.203541,4.5472345
22,Oxaliplatin,SIDM00324,4.4340905,4.0120378
23,Entospletinib,SIDM00064,2.861308,4.124939
24,Ulixertinib,SIDM00422,2.5125900000000003,2.512169
25,Pevonedistat,SIDM00251,0.1539199999999999,0.6130069
26,LY2109761,SIDM01175,6.611881,5.9178753
27,AZD6738,SIDM00377,3.033682,1.8226207
28,GSK591,SIDM00923,4.151483,4.162967
29,Gemcitabine,SIDM01197,2.464501,-0.2698344
30,Cytarabine,SIDM00900,0.2204635,1.0998367
31,Paclitaxel,SIDM01205,-2.7631605,1.395481
32,PRT062607,SIDM00137,1.965982,3.5742126
33,Leflunomide,SIDM00491,5.603959,5.1796207
34,Buparlisib,SIDM00276,0.442025,1.013592
35,RVX-208,SIDM00842,4.756647,4.4840994
