,drug,cell_line,IC50,prediction
0,BMS-345541,SIDM00544,3.063683,2.9170024
1,LGK974,SIDM00094,3.295452,4.4300904
2,Cyclophosphamide,SIDM00250,4.343671,6.0115294
3,VE-822,SIDM00287,-0.997021,1.0789584
4,PD173074,SIDM00569,1.551992,3.0020194
5,VE-822,SIDM00291,4.70432,3.7395601
6,Erlotinib,SIDM00230,3.553999,2.1153338
7,Navitoclax,SIDM01093,3.3361875000000003,3.3769755
8,AZD7762,SIDM00951,-2.388341666666667,-1.2527903
9,Fulvestrant,SIDM00044,4.1042835,4.3956223
10,Dinaciclib,SIDM00599,-3.669854,-3.5605721
11,Vinorelbine,SIDM00599,-4.893784,-1.3599185
12,CZC24832,SIDM00612,4.783878,5.751824
13,Irinotecan,SIDM00381,1.627541,3.0818844
14,Entospletinib,SIDM00905,3.294042,3.5333362
15,Wee1 Inhibitor,SIDM01175,4.639331,4.1871953
16,Sorafenib,SIDM00104,2.071403,3.7541943
17,Dactolisib,SIDM00445,-2.320439,-1.9946762
18,Luminespib,SIDM00592,-3.422307,-2.5926147
19,5-Fluorouracil,SIDM00621,2.539374,3.2063982
20,Vorinostat,SIDM00659,2.0766305000000003,2.3699417
21,Leflunomide,SIDM00256,4.094417,4.1993046
22,Ruxolitinib,SIDM00418,5.0113175000000005,5.473706
23,Docetaxel,SIDM00362,-5.354967666666667,-3.3402138
24,AZD4547,SIDM00364,0.7867246666666667,1.9290047
25,UMI-77,SIDM00242,1.673698,2.6803136
26,WEHI-539,SIDM00835,3.386341,5.181041
27,VE821,SIDM00655,3.683877,3.2677903
28,Irinotecan,SIDM00967,6.266713,4.018151
29,RVX-208,SIDM00203,5.59108,5.14812
30,XAV939,SIDM00102,4.663663,4.5857396
31,OSI-027,SIDM00562,-1.556582,2.3406093
32,PD173074,SIDM01205,2.1016215000000003,2.505196
33,BMS-754807,SIDM00789,1.45239,3.5522976
34,Niraparib,SIDM00638,5.075009,4.983561
35,Talazoparib,SIDM00091,4.8049065,2.8899233
36,GSK2606414,SIDM00700,5.661391,5.48014
37,MK-2206,SIDM00094,3.949023,3.0016952
38,Docetaxel,SIDM00285,-5.752221,-1.2673603
39,Foretinib,SIDM00374,0.1105975,1.0384711
40,Bortezomib,SIDM00632,-4.930448999999999,-4.910263
41,Dasatinib,SIDM00127,-1.288708,-0.5404034
42,GSK1904529A,SIDM00579,2.245297,2.9209702
43,GSK2606414,SIDM00412,2.467893,2.9939632
44,RVX-208,SIDM00677,5.333803,5.196522
45,AGI-5198,SIDM01073,4.987633,3.320087
46,Fulvestrant,SIDM00539,4.394279666666667,3.9389725
47,VE-822,SIDM00276,2.144205,3.5260918
48,Savolitinib,SIDM01047,0.612061,1.6035498
49,NVP-ADW742,SIDM00091,3.795745,4.4380517
50,AZ960,SIDM00969,1.264193,1.4431885
51,CZC24832,SIDM00243,3.287834,3.4522033
52,Sabutoclax,SIDM00224,-0.79485,3.0151513
53,Oxaliplatin,SIDM00129,2.2235195,3.9694657
54,WZ4003,SIDM01233,4.316267,5.0362763
55,Dactinomycin,SIDM00205,-4.5306985,-0.9115754
56,Cyclophosphamide,SIDM00504,4.994207,5.781222
57,VX-11e,SIDM01133,3.165269,4.135142
58,Afuresertib,SIDM00136,0.98979,2.6779125
59,CZC24832,SIDM00668,4.932185,4.6641297
60,Wee1 Inhibitor,SIDM00975,2.856827,3.6637053
61,Vinorelbine,SIDM00528,-5.155746000000001,-0.5259442
62,Wee1 Inhibitor,SIDM00837,1.7024975,2.4010444
63,Entinostat,SIDM00289,1.1628555,1.936917
64,OF-1,SIDM01228,2.993055,4.1924486
65,WZ4003,SIDM01159,5.366753,4.164067
66,GSK2578215A,SIDM00388,4.090683,4.426864
67,AZD8186,SIDM00371,3.797924,3.446185
68,AZ6102,SIDM00371,4.662014,3.28783
69,Cyclophosphamide,SIDM01064,5.388057,5.8741593
70,Gemcitabine,SIDM00465,-1.2416263333333333,-1.3008107
