,Drug name,Sanger ID,result,IC50,fold_y
0,MIRA-1,SIDM00517,5.9549174,6.073941,1
1,Cisplatin,SIDM01114,2.3429794,2.006427,1
2,WIKI4,SIDM00244,3.5098023,3.914198,1
3,BMS-536924,SIDM00537,2.8195937,1.733863,1
4,Bortezomib,SIDM01093,-4.4099402,-4.115848,1
5,MK-1775,SIDM00094,2.408968,1.91712,1
6,LY2109761,SIDM00539,5.24853,5.400771,1
7,LGK974,SIDM01233,3.222437,3.895076,1
8,GDC0810,SIDM00496,5.461253,4.965005,1
9,Sorafenib,SIDM00551,2.03309,2.384396,1
10,BMS-536924,SIDM01093,2.6800203,3.1085975,1
11,Bortezomib,SIDM01161,-5.1459765,-4.938108,1
12,LGK974,SIDM00520,4.0921817,3.924767,1
13,Fulvestrant,SIDM00136,4.5532913,3.780350333333333,1
14,Entospletinib,SIDM00244,3.2668166,1.924032,1
15,MIM1,SIDM01175,3.3274567,4.770428,1
16,Oxaliplatin,SIDM00561,0.24191849,1.8525435,1
17,Epirubicin,SIDM00565,-0.86678654,-0.311385,1
18,VE821,SIDM01090,4.7792373,3.11085,1
19,Dinaciclib,SIDM00291,-3.150006,-2.624957,1
20,Cediranib,SIDM00837,2.380186,1.05822,1
21,Vorinostat,SIDM01187,2.605466,1.608329,1
22,Buparlisib,SIDM00077,1.3324244,0.013728,1
23,Cisplatin,SIDM00064,1.8578668,1.7632536666666667,1
24,PCI-34051,SIDM00332,5.373326,5.746768,1
25,Vinblastine,SIDM00174,-4.0012507,-4.493240500000001,1
26,IWP-2,SIDM00793,2.4338312,2.146301,1
27,VX-11e,SIDM00758,2.837214,1.657313,1
28,LY2109761,SIDM00837,5.019992,4.501555,1
29,Nilotinib,SIDM01247,0.16061981,1.1534605,1
30,Linsitinib,SIDM00699,4.0412593,2.579066,1
31,AT13148,SIDM00537,3.5342345,2.842459,1
32,Cisplatin,SIDM00120,2.755645,2.2501773333333333,1
33,BMS-345541,SIDM00719,3.6540365,5.569043,1
34,WIKI4,SIDM01229,1.995003,4.344849,1
