,Drug name,Sanger ID,result,IC50,fold_y
0,MIRA-1,SIDM00517,5.471431,6.073941,1
1,Cisplatin,SIDM01114,2.3280513,2.006427,1
2,WIKI4,SIDM00244,3.621266,3.914198,1
3,BMS-536924,SIDM00537,1.6699356,1.733863,1
4,Bortezomib,SIDM01093,-3.501929,-4.115848,1
5,MK-1775,SIDM00094,1.7135547,1.91712,1
6,LY2109761,SIDM00539,5.299923,5.400771,1
7,LGK974,SIDM01233,3.40152,3.895076,1
8,GDC0810,SIDM00496,5.4690676,4.965005,1
9,Sorafenib,SIDM00551,1.9840924,2.384396,1
10,BMS-536924,SIDM01093,2.631778,3.1085975,1
11,Bortezomib,SIDM01161,-5.5888715,-4.938108,1
12,LGK974,SIDM00520,3.972286,3.924767,1
13,Fulvestrant,SIDM00136,4.2233605,3.780350333333333,1
14,Entospletinib,SIDM00244,1.1507683,1.924032,1
15,MIM1,SIDM01175,4.6820145,4.770428,1
16,Oxaliplatin,SIDM00561,2.5174117,1.8525435,1
17,Epirubicin,SIDM00565,-1.9178989,-0.311385,1
18,VE821,SIDM01090,3.6109006,3.11085,1
19,Dinaciclib,SIDM00291,-2.3865016,-2.624957,1
20,Cediranib,SIDM00837,2.2840672,1.05822,1
21,Vorinostat,SIDM01187,1.6117011,1.608329,1
22,Buparlisib,SIDM00077,0.0201162,0.013728,1
23,Cisplatin,SIDM00064,2.43008,1.7632536666666667,1
24,PCI-34051,SIDM00332,6.207134,5.746768,1
25,Vinblastine,SIDM00174,-4.445971,-4.493240500000001,1
26,IWP-2,SIDM00793,2.5786421,2.146301,1
27,VX-11e,SIDM00758,1.1868275,1.657313,1
28,LY2109761,SIDM00837,5.961955,4.501555,1
29,Nilotinib,SIDM01247,1.8212495,1.1534605,1
30,Linsitinib,SIDM00699,4.1534953,2.579066,1
31,AT13148,SIDM00537,2.6727402,2.842459,1
32,Cisplatin,SIDM00120,3.3460765,2.2501773333333333,1
33,BMS-345541,SIDM00719,4.431458,5.569043,1
34,WIKI4,SIDM01229,3.9818928,4.344849,1
35,GSK1904529A,SIDM00287,2.7480743,2.695081,1
36,XAV939,SIDM00964,2.0590324,2.5174255,1
37,AZD8186,SIDM00098,2.7856753,3.6110575,1
38,Alpelisib,SIDM00309,3.9543154,4.972602,1
39,Navitoclax,SIDM00381,3.0209002,3.9914675,1
40,Nutlin-3a (-),SIDM00885,4.4748406,4.117058500000001,1
41,MK-1775,SIDM00381,1.5095427,0.971567,1
42,Oxaliplatin,SIDM00539,3.8967166,4.1511535,1
43,SCH772984,SIDM00826,-0.9868085,-2.371284,1
44,WIKI4,SIDM00056,2.7073114,3.873413,1
45,AMG-319,SIDM00351,4.427823,4.381102,1
46,MIM1,SIDM00042,3.682292,3.76392,1
47,Luminespib,SIDM00655,-3.1288922,-3.2395240000000003,1
48,MIRA-1,SIDM00817,6.2964582,5.042824,1
49,BIBR-1532,SIDM01159,5.600308,4.30429,1
50,Alpelisib,SIDM00263,2.183451,1.009765,1
51,Vinorelbine,SIDM01006,-4.0428715,-5.701762,1
52,Venetoclax,SIDM00388,1.5058837,3.261062,1
53,Pictilisib,SIDM00542,1.4072808,2.4920940000000003,1
54,Irinotecan,SIDM00111,3.3867204,2.03566,1
