,Drug name,Sanger ID,result,IC50,fold_y
0,MIRA-1,SIDM00517,6.1147404,6.073941,1
1,Cisplatin,SIDM01114,3.3117633,2.006427,1
2,WIKI4,SIDM00244,4.266702,3.914198,1
3,BMS-536924,SIDM00537,4.369608,1.733863,1
4,Bortezomib,SIDM01093,-4.7797422,-4.115848,1
5,MK-1775,SIDM00094,2.0121953,1.91712,1
6,LY2109761,SIDM00539,5.269322,5.400771,1
7,LGK974,SIDM01233,4.5045033,3.895076,1
8,GDC0810,SIDM00496,5.079153,4.965005,1
9,Sorafenib,SIDM00551,1.931632,2.384396,1
10,BMS-536924,SIDM01093,2.7568364,3.1085975,1
11,Bortezomib,SIDM01161,-5.1947265,-4.938108,1
12,LGK974,SIDM00520,4.5150166,3.924767,1
13,Fulvestrant,SIDM00136,4.0620584,3.780350333333333,1
14,Entospletinib,SIDM00244,5.2856865,1.924032,1
15,MIM1,SIDM01175,3.3797588,4.770428,1
16,Oxaliplatin,SIDM00561,2.0472581,1.8525435,1
17,Epirubicin,SIDM00565,-1.440961,-0.311385,1
18,VE821,SIDM01090,6.1154222,3.11085,1
19,Dinaciclib,SIDM00291,-3.5189555,-2.624957,1
20,Cediranib,SIDM00837,2.4308538,1.05822,1
21,Vorinostat,SIDM01187,2.6262517,1.608329,1
22,Buparlisib,SIDM00077,1.5099367,0.013728,1
23,Cisplatin,SIDM00064,2.9008067,1.7632536666666667,1
24,PCI-34051,SIDM00332,4.315988,5.746768,1
25,Vinblastine,SIDM00174,-4.0323873,-4.493240500000001,1
26,IWP-2,SIDM00793,2.3451748,2.146301,1
27,VX-11e,SIDM00758,2.5090222,1.657313,1
28,LY2109761,SIDM00837,5.3631783,4.501555,1
29,Nilotinib,SIDM01247,2.0877159,1.1534605,1
30,Linsitinib,SIDM00699,3.5149395,2.579066,1
31,AT13148,SIDM00537,5.4048405,2.842459,1
32,Cisplatin,SIDM00120,3.2957263,2.2501773333333333,1
33,BMS-345541,SIDM00719,3.5805202,5.569043,1
34,WIKI4,SIDM01229,2.9195895,4.344849,1
35,Oxaliplatin,SIDM00539,4.191916,4.1511535,1
36,BMS-345541,SIDM00332,3.5276566,4.2296025,1
37,Niraparib,SIDM01161,4.475082,4.115739,1
38,Cyclophosphamide,SIDM00561,4.264441,4.404114,1
39,Luminespib,SIDM00699,0.10286669,-0.6123465000000001,1
40,Obatoclax Mesylate,SIDM00094,-1.0261775,1.1680755,1
41,AT13148,SIDM00758,3.0323305,3.034989,1
42,PCI-34051,SIDM00244,4.826701,2.471069,1
43,Entospletinib,SIDM01161,3.1322975,3.186478,1
44,Crizotinib,SIDM01247,1.7050006,1.223581,1
45,Dasatinib,SIDM01161,-0.9365018,-3.3886935,1
46,Fulvestrant,SIDM00565,4.062454,4.188992333333334,1
47,AZD7762,SIDM01175,0.4157839,2.4667096666666666,1
48,Irinotecan,SIDM00539,3.6404128,3.010363,1
49,CZC24832,SIDM01114,5.6919003,3.823074,1
50,MK-8776,SIDM00699,3.917056,4.530687,1
51,AZD8186,SIDM00837,3.0461507,1.471513,1
52,BIBR-1532,SIDM01114,5.192667,4.037107,1
53,Vinblastine,SIDM00699,-1.356412,-2.9077390000000003,1
54,OF-1,SIDM00537,6.589625,4.217272,1
55,PCI-34051,SIDM01233,5.3824916,4.978184,1
56,OF-1,SIDM00565,4.8198514,4.979893,1
57,MIRA-1,SIDM00793,3.5126333,4.095742,1
58,CZC24832,SIDM00174,5.961767,3.977655,1
59,WZ4003,SIDM00551,3.9543285,2.017036,1
60,Sorafenib,SIDM01175,3.4538355,5.0521495000000005,1
61,VE-822,SIDM01090,4.3966084,3.316805,1
62,Dabrafenib,SIDM00291,-0.6383598,1.8860145,1
63,I-BET-762,SIDM00064,4.992923,3.430299,1
64,Camptothecin,SIDM00537,0.2752973,-3.133379,1
65,Alpelisib,SIDM00699,3.6143494,4.345543,1
66,Axitinib,SIDM00332,2.9625993,-0.0051045,1
67,GSK2606414,SIDM01093,4.617134,3.633744,1
68,MK-1775,SIDM00719,0.37007812,2.743954,1
69,VE821,SIDM01233,5.7871428,5.84664,1
70,Obatoclax Mesylate,SIDM00539,-0.43659595,1.778222,1
71,Lapatinib,SIDM00539,2.5889482,0.913972,1
72,VX-11e,SIDM01229,2.146431,2.402507,1
