,Drug name,Sanger ID,result,IC50,fold_y
0,MIRA-1,SIDM00517,5.3187294,6.073941,1
1,Cisplatin,SIDM01114,2.125607,2.006427,1
2,WIKI4,SIDM00244,4.678805,3.914198,1
3,BMS-536924,SIDM00537,1.9342339,1.733863,1
4,Bortezomib,SIDM01093,-4.2180357,-4.115848,1
5,MK-1775,SIDM00094,1.119748,1.91712,1
6,LY2109761,SIDM00539,5.0181947,5.400771,1
7,LGK974,SIDM01233,2.7680433,3.895076,1
8,GDC0810,SIDM00496,4.4793353,4.965005,1
9,Sorafenib,SIDM00551,2.3520448,2.384396,1
10,BMS-536924,SIDM01093,3.3367522,3.1085975,1
11,Bortezomib,SIDM01161,-5.206316,-4.938108,1
12,LGK974,SIDM00520,4.3151555,3.924767,1
13,Fulvestrant,SIDM00136,3.9083655,3.780350333333333,1
14,Entospletinib,SIDM00244,5.0140953,1.924032,1
15,MIM1,SIDM01175,3.14118,4.770428,1
16,Oxaliplatin,SIDM00561,1.1714598,1.8525435,1
17,Epirubicin,SIDM00565,-0.7146069,-0.311385,1
18,VE821,SIDM01090,3.5664659,3.11085,1
19,Dinaciclib,SIDM00291,-3.2768044,-2.624957,1
20,Cediranib,SIDM00837,2.867077,1.05822,1
21,Vorinostat,SIDM01187,2.086655,1.608329,1
22,Buparlisib,SIDM00077,1.6272908,0.013728,1
23,Cisplatin,SIDM00064,2.317125,1.7632536666666667,1
24,PCI-34051,SIDM00332,6.0797496,5.746768,1
25,Vinblastine,SIDM00174,-4.373987,-4.493240500000001,1
26,IWP-2,SIDM00793,1.8595423,2.146301,1
27,VX-11e,SIDM00758,2.5883129,1.657313,1
28,LY2109761,SIDM00837,5.5506883,4.501555,1
29,Nilotinib,SIDM01247,1.4290543,1.1534605,1
30,Linsitinib,SIDM00699,2.603577,2.579066,1
31,AT13148,SIDM00537,2.8002598,2.842459,1
32,Cisplatin,SIDM00120,4.245221,2.2501773333333333,1
33,BMS-345541,SIDM00719,3.7638404,5.569043,1
34,WIKI4,SIDM01229,3.204342,4.344849,1
35,Oxaliplatin,SIDM00539,3.2936718,4.1511535,1
36,BMS-345541,SIDM00332,4.479088,4.2296025,1
37,Niraparib,SIDM01161,4.4439907,4.115739,1
38,Cyclophosphamide,SIDM00561,3.6656525,4.404114,1
39,Luminespib,SIDM00699,-0.6346506,-0.6123465000000001,1
40,Obatoclax Mesylate,SIDM00094,0.087187156,1.1680755,1
41,AT13148,SIDM00758,4.2986298,3.034989,1
42,PCI-34051,SIDM00244,4.4850607,2.471069,1
43,Entospletinib,SIDM01161,2.9088004,3.186478,1
44,Crizotinib,SIDM01247,1.9643774,1.223581,1
45,Dasatinib,SIDM01161,-1.1943443,-3.3886935,1
46,Fulvestrant,SIDM00565,4.017803,4.188992333333334,1
47,AZD7762,SIDM01175,-0.89993906,2.4667096666666666,1
48,Irinotecan,SIDM00539,2.7979703,3.010363,1
49,CZC24832,SIDM01114,4.4962287,3.823074,1
50,MK-8776,SIDM00699,2.2381835,4.530687,1
