,Drug name,Sanger ID,result,IC50,fold_y
0,MIRA-1,SIDM00517,3.4089098,6.073941,1
1,Cisplatin,SIDM01114,1.0803943,2.006427,1
2,WIKI4,SIDM00244,1.3396965,3.914198,1
3,BMS-536924,SIDM00537,2.3330674,1.733863,1
4,Bortezomib,SIDM01093,2.8857298,-4.115848,1
5,MK-1775,SIDM00094,3.086474,1.91712,1
6,LY2109761,SIDM00539,2.7423081,5.400771,1
7,LGK974,SIDM01233,1.4260397,3.895076,1
8,GDC0810,SIDM00496,2.5083532,4.965005,1
9,Sorafenib,SIDM00551,2.0393264,2.384396,1
10,BMS-536924,SIDM01093,3.1486487,3.1085975,1
11,Bortezomib,SIDM01161,2.2449586,-4.938108,1
12,LGK974,SIDM00520,0.6773265,3.924767,1
13,Fulvestrant,SIDM00136,2.1983213,3.780350333333333,1
14,Entospletinib,SIDM00244,0.37797996,1.924032,1
15,MIM1,SIDM01175,3.7567997,4.770428,1
16,Oxaliplatin,SIDM00561,1.2507491,1.8525435,1
17,Cisplatin,SIDM00064,1.9749035,1.7632536666666667,1
18,LY2109761,SIDM00837,1.4133092,4.501555,1
19,Cisplatin,SIDM00120,2.7184553,2.2501773333333333,1
20,WIKI4,SIDM01229,2.5842345,4.344849,1
21,MK-1775,SIDM00381,2.3167453,0.971567,1
22,Oxaliplatin,SIDM00539,1.9868579,4.1511535,1
23,WIKI4,SIDM00056,1.5862316,3.873413,1
24,MIM1,SIDM00042,2.6746323,3.76392,1
25,MIRA-1,SIDM00817,2.5423725,5.042824,1
26,LGK974,SIDM01126,-0.571675,3.0547295,1
27,Entospletinib,SIDM00375,1.9986168,4.530611,1
28,Cisplatin,SIDM01197,1.0870094,5.9172183333333335,1
29,Cisplatin,SIDM00842,0.9441566,2.6765326666666667,1
30,BMS-536924,SIDM01095,2.7168517,-0.1175565,1
31,BMS-536924,SIDM00202,2.3357263,0.3315213333333333,1
32,GDC0810,SIDM00540,0.08754022,5.695754,1
33,WIKI4,SIDM00377,1.99685,4.253178,1
34,MIRA-1,SIDM00896,2.095908,3.206583,1
35,LGK974,SIDM00230,-0.6136841,3.247925,1
36,Entospletinib,SIDM00407,-0.18132678,0.132074,1
37,GDC0810,SIDM00091,2.3508317,6.973783,1
38,Fulvestrant,SIDM00196,0.5510235,3.374845333333333,1
39,Sorafenib,SIDM00377,2.2383802,3.169837,1
40,Entospletinib,SIDM01161,2.1899526,3.186478,1
41,MK-1775,SIDM00792,0.9662927,0.563692,1
42,Oxaliplatin,SIDM00550,2.4877787,5.7256415,1
43,Oxaliplatin,SIDM00287,0.63459677,1.0486,1
