,Drug name,Sanger ID,result,IC50,fold_y
0,MIRA-1,SIDM00517,1.1971017,6.073941,1
1,Cisplatin,SIDM01114,2.027098,2.006427,1
2,WIKI4,SIDM00244,-0.18242325,3.914198,1
3,BMS-536924,SIDM00537,-1.2367873,1.733863,1
4,Bortezomib,SIDM01093,3.5631447,-4.115848,1
5,MK-1775,SIDM00094,3.8223948,1.91712,1
6,LY2109761,SIDM00539,1.2585417,5.400771,1
7,LGK974,SIDM01233,2.2526822,3.895076,1
8,GDC0810,SIDM00496,3.326623,4.965005,1
9,Sorafenib,SIDM00551,1.2337711,2.384396,1
10,BMS-536924,SIDM01093,0.120446935,3.1085975,1
11,Bortezomib,SIDM01161,3.431388,-4.938108,1
12,LGK974,SIDM00520,1.6600507,3.924767,1
13,Fulvestrant,SIDM00136,0.841638,3.780350333333333,1
14,Entospletinib,SIDM00244,1.1947418,1.924032,1
15,MIM1,SIDM01175,5.6922107,4.770428,1
16,Oxaliplatin,SIDM00561,-0.579751,1.8525435,1
17,Cisplatin,SIDM00064,2.2423365,1.7632536666666667,1
18,LY2109761,SIDM00837,0.5022549,4.501555,1
19,Cisplatin,SIDM00120,2.9481938,2.2501773333333333,1
20,WIKI4,SIDM01229,2.0477593,4.344849,1
21,MK-1775,SIDM00381,3.4606798,0.971567,1
22,Oxaliplatin,SIDM00539,2.5925968,4.1511535,1
23,WIKI4,SIDM00056,1.1973644,3.873413,1
24,MIM1,SIDM00042,4.2032485,3.76392,1
25,MIRA-1,SIDM00817,2.3671424,5.042824,1
26,LGK974,SIDM01126,1.2429057,3.0547295,1
27,Entospletinib,SIDM00375,2.544895,4.530611,1
28,Cisplatin,SIDM01197,2.5646257,5.9172183333333335,1
29,Cisplatin,SIDM00842,1.2705691,2.6765326666666667,1
30,BMS-536924,SIDM01095,-1.2698267,-0.1175565,1
31,BMS-536924,SIDM00202,-1.205565,0.3315213333333333,1
32,GDC0810,SIDM00540,2.3718245,5.695754,1
33,WIKI4,SIDM00377,1.4186722,4.253178,1
34,MIRA-1,SIDM00896,0.783318,3.206583,1
35,LGK974,SIDM00230,1.4950653,3.247925,1
36,Entospletinib,SIDM00407,0.99624676,0.132074,1
37,GDC0810,SIDM00091,4.2285066,6.973783,1
38,Fulvestrant,SIDM00196,0.33098823,3.374845333333333,1
39,Sorafenib,SIDM00377,2.6365716,3.169837,1
40,Entospletinib,SIDM01161,1.791469,3.186478,1
41,MK-1775,SIDM00792,1.4711428,0.563692,1
42,Oxaliplatin,SIDM00550,2.277407,5.7256415,1
43,Oxaliplatin,SIDM00287,-0.7748553,1.0486,1
44,MK-1775,SIDM01140,0.8996646,-0.266866,1
45,LY2109761,SIDM00317,2.8469868,7.386086,1
46,Fulvestrant,SIDM00565,2.805302,4.188992333333334,1
47,BMS-536924,SIDM01146,-0.9102878,2.648853,1
48,Cisplatin,SIDM00003,1.5701009,3.28203,1
49,WIKI4,SIDM00842,1.7045128,3.679508,1
50,Fulvestrant,SIDM01197,1.0986325,4.608084666666667,1
51,LY2109761,SIDM00835,2.4132867,6.28493,1
52,LY2109761,SIDM00688,-1.2570944,3.231947,1
53,Fulvestrant,SIDM00154,1.3758019,3.346953333333333,1
54,Oxaliplatin,SIDM00953,0.39827865,3.4108355,1
55,MIRA-1,SIDM00793,2.166787,4.095742,1
56,Sorafenib,SIDM00974,0.81339496,1.369742,1
57,LGK974,SIDM00346,-0.9218938,2.4880465000000003,1
58,Cisplatin,SIDM00216,1.85578,2.102376,1
59,Sorafenib,SIDM01175,4.141852,5.0521495000000005,1
60,Sorafenib,SIDM00324,1.3408227,1.6373965,1
61,MIRA-1,SIDM01205,0.9203493,4.267002,1
62,GDC0810,SIDM00834,4.410062,4.574205,1
63,Bortezomib,SIDM00411,5.252156,-3.866131,1
64,Entospletinib,SIDM00182,2.4775932,3.681224,1
65,Bortezomib,SIDM00328,3.7313123,-3.679071,1
66,LY2109761,SIDM01064,0.2690575,5.144615,1
67,Oxaliplatin,SIDM00252,2.0908794,5.741103,1
68,MK-1775,SIDM00719,3.8794715,2.743954,1
69,LY2109761,SIDM00195,1.2710651,6.166521,1
70,Cisplatin,SIDM01140,1.6557492,0.8183185,1
71,LGK974,SIDM00655,1.2619797,2.6276195,1
72,Oxaliplatin,SIDM00251,1.4730576,3.969453,1
73,Oxaliplatin,SIDM00309,1.3956131,4.0868735,1
74,BMS-536924,SIDM00606,-0.8500883,4.2037495,1
75,LGK974,SIDM00156,1.3710421,2.9715695,1
76,MIM1,SIDM00077,3.3055594,3.948924,1
77,WIKI4,SIDM00121,0.3574919,3.710353,1
78,Sorafenib,SIDM00631,2.6690898,3.021151,1
79,Cisplatin,SIDM00577,2.3606224,1.556485,1
80,Cisplatin,SIDM00530,1.9805311,3.6627673333333335,1
81,GDC0810,SIDM00444,2.8344643,5.8931,1
82,Cisplatin,SIDM00316,2.2880728,2.198929,1
83,GDC0810,SIDM00375,3.4085133,5.476823,1
