,Drug name,Sanger ID,result,IC50,fold_y
0,MIRA-1,SIDM00517,5.241722,6.073941,1
1,Cisplatin,SIDM01114,2.1093636,2.006427,1
2,WIKI4,SIDM00244,3.2109435,3.914198,1
3,BMS-536924,SIDM00537,1.9660461,1.733863,1
4,Bortezomib,SIDM01093,-3.1636157,-4.115848,1
5,MK-1775,SIDM00094,1.6952101,1.91712,1
6,LY2109761,SIDM00539,6.4048653,5.400771,1
7,LGK974,SIDM01233,3.4190156,3.895076,1
8,GDC0810,SIDM00496,5.179536,4.965005,1
9,Sorafenib,SIDM00551,2.320757,2.384396,1
10,BMS-536924,SIDM01093,2.6798105,3.1085975,1
11,Bortezomib,SIDM01161,-5.07476,-4.938108,1
12,LGK974,SIDM00520,4.426393,3.924767,1
13,Fulvestrant,SIDM00136,4.105488,3.780350333333333,1
14,Entospletinib,SIDM00244,3.7205863,1.924032,1
15,MIM1,SIDM01175,4.2959223,4.770428,1
16,Oxaliplatin,SIDM00561,1.3542433,1.8525435,1
17,Epirubicin,SIDM00565,-0.99999505,-0.311385,1
18,VE821,SIDM01090,4.168166,3.11085,1
19,Dinaciclib,SIDM00291,-1.8122408,-2.624957,1
20,Cediranib,SIDM00837,0.42482412,1.05822,1
21,Vorinostat,SIDM01187,2.7541256,1.608329,1
22,Buparlisib,SIDM00077,0.4230982,0.013728,1
23,Cisplatin,SIDM00064,2.8836794,1.7632536666666667,1
24,PCI-34051,SIDM00332,4.7113028,5.746768,1
25,Vinblastine,SIDM00174,-5.526722,-4.493240500000001,1
26,IWP-2,SIDM00793,1.5880417,2.146301,1
27,VX-11e,SIDM00758,2.7831612,1.657313,1
28,LY2109761,SIDM00837,6.188276,4.501555,1
29,Nilotinib,SIDM01247,1.3188806,1.1534605,1
30,Linsitinib,SIDM00699,3.1493099,2.579066,1
31,AT13148,SIDM00537,3.556983,2.842459,1
32,Cisplatin,SIDM00120,3.6413577,2.2501773333333333,1
33,BMS-345541,SIDM00719,4.169364,5.569043,1
