,Drug name,Sanger ID,result,IC50,fold_y
0,MIRA-1,SIDM00517,6.2971134,6.073941,1
1,Cisplatin,SIDM01114,1.7739335,2.006427,1
2,WIKI4,SIDM00244,3.284443,3.914198,1
3,BMS-536924,SIDM00537,2.1407242,1.733863,1
4,Bortezomib,SIDM01093,-3.4898262,-4.115848,1
5,MK-1775,SIDM00094,1.7241052,1.91712,1
6,LY2109761,SIDM00539,5.77077,5.400771,1
7,LGK974,SIDM01233,3.411355,3.895076,1
8,GDC0810,SIDM00496,5.903111,4.965005,1
9,Sorafenib,SIDM00551,2.6943576,2.384396,1
10,BMS-536924,SIDM01093,2.424064,3.1085975,1
11,Bortezomib,SIDM01161,-4.8532906,-4.938108,1
12,LGK974,SIDM00520,4.00126,3.924767,1
13,Fulvestrant,SIDM00136,4.5080295,3.780350333333333,1
14,Entospletinib,SIDM00244,2.2187068,1.924032,1
15,MIM1,SIDM01175,4.8193307,4.770428,1
16,Oxaliplatin,SIDM00561,2.5166469,1.8525435,1
17,Epirubicin,SIDM00565,-1.0778961,-0.311385,1
18,VE821,SIDM01090,4.31826,3.11085,1
19,Dinaciclib,SIDM00291,-3.5341172,-2.624957,1
20,Cediranib,SIDM00837,2.257015,1.05822,1
21,Vorinostat,SIDM01187,2.1110773,1.608329,1
22,Buparlisib,SIDM00077,1.0198847,0.013728,1
23,Cisplatin,SIDM00064,1.7768924,1.7632536666666667,1
24,PCI-34051,SIDM00332,5.5683994,5.746768,1
25,Vinblastine,SIDM00174,-4.9554863,-4.493240500000001,1
26,IWP-2,SIDM00793,2.5841806,2.146301,1
27,VX-11e,SIDM00758,1.5873355,1.657313,1
28,LY2109761,SIDM00837,4.2673373,4.501555,1
29,Nilotinib,SIDM01247,2.389751,1.1534605,1
30,Linsitinib,SIDM00699,3.4397802,2.579066,1
31,AT13148,SIDM00537,3.4156897,2.842459,1
32,Cisplatin,SIDM00120,2.2088366,2.2501773333333333,1
33,BMS-345541,SIDM00719,4.1098967,5.569043,1
34,WIKI4,SIDM01229,4.3214283,4.344849,1
35,GSK1904529A,SIDM00287,2.3788772,2.695081,1
36,XAV939,SIDM00964,2.4033504,2.5174255,1
37,AZD8186,SIDM00098,2.7076206,3.6110575,1
38,Alpelisib,SIDM00309,4.2303467,4.972602,1
39,Navitoclax,SIDM00381,3.5751772,3.9914675,1
40,Nutlin-3a (-),SIDM00885,6.46068,4.117058500000001,1
41,MK-1775,SIDM00381,0.9426434,0.971567,1
42,Oxaliplatin,SIDM00539,4.085335,4.1511535,1
43,SCH772984,SIDM00826,-0.5474804,-2.371284,1
44,WIKI4,SIDM00056,3.389821,3.873413,1
45,AMG-319,SIDM00351,4.9804335,4.381102,1
46,MIM1,SIDM00042,3.9448316,3.76392,1
47,Luminespib,SIDM00655,-1.956638,-3.2395240000000003,1
48,MIRA-1,SIDM00817,5.0497494,5.042824,1
49,BIBR-1532,SIDM01159,5.2231727,4.30429,1
50,Alpelisib,SIDM00263,1.8051082,1.009765,1
51,Vinorelbine,SIDM01006,-4.5405912,-5.701762,1
52,Venetoclax,SIDM00388,1.0180374,3.261062,1
53,Pictilisib,SIDM00542,1.6778008,2.4920940000000003,1
