,Drug name,Sanger ID,result,IC50,fold_y
0,MIRA-1,SIDM00517,3.254832,6.073941,1
1,Cisplatin,SIDM01114,2.8922284,2.006427,1
2,WIKI4,SIDM00244,0.68963856,3.914198,1
3,BMS-536924,SIDM00537,0.86032325,1.733863,1
4,Bortezomib,SIDM01093,3.3638818,-4.115848,1
5,MK-1775,SIDM00094,1.8840393,1.91712,1
6,LY2109761,SIDM00539,2.6575491,5.400771,1
7,LGK974,SIDM01233,2.7662704,3.895076,1
8,GDC0810,SIDM00496,3.0350842,4.965005,1
9,Sorafenib,SIDM00551,2.4916537,2.384396,1
10,BMS-536924,SIDM01093,3.108897,3.1085975,1
11,Bortezomib,SIDM01161,2.9545,-4.938108,1
12,LGK974,SIDM00520,3.3502066,3.924767,1
13,Fulvestrant,SIDM00136,1.6499717,3.780350333333333,1
14,Entospletinib,SIDM00244,1.6853817,1.924032,1
15,MIM1,SIDM01175,4.5506487,4.770428,1
16,Oxaliplatin,SIDM00561,2.6743414,1.8525435,1
17,Cisplatin,SIDM00064,3.1864207,1.7632536666666667,1
18,LY2109761,SIDM00837,1.4484167,4.501555,1
19,Cisplatin,SIDM00120,4.157148,2.2501773333333333,1
20,WIKI4,SIDM01229,1.8455,4.344849,1
21,MK-1775,SIDM00381,1.9530194,0.971567,1
22,Oxaliplatin,SIDM00539,4.243072,4.1511535,1
23,WIKI4,SIDM00056,1.2163985,3.873413,1
24,MIM1,SIDM00042,3.341724,3.76392,1
25,MIRA-1,SIDM00817,3.2976477,5.042824,1
26,LGK974,SIDM01126,2.2629576,3.0547295,1
27,Entospletinib,SIDM00375,2.6541755,4.530611,1
28,Cisplatin,SIDM01197,4.3267617,5.9172183333333335,1
29,Cisplatin,SIDM00842,2.9059463,2.6765326666666667,1
30,BMS-536924,SIDM01095,1.5988401,-0.1175565,1
31,BMS-536924,SIDM00202,1.7458806,0.3315213333333333,1
32,GDC0810,SIDM00540,3.3476937,5.695754,1
33,WIKI4,SIDM00377,1.2652411,4.253178,1
34,MIRA-1,SIDM00896,0.7454709,3.206583,1
35,LGK974,SIDM00230,2.700609,3.247925,1
36,Entospletinib,SIDM00407,-0.3550247,0.132074,1
37,GDC0810,SIDM00091,3.746865,6.973783,1
38,Fulvestrant,SIDM00196,0.7316793,3.374845333333333,1
39,Sorafenib,SIDM00377,4.7815356,3.169837,1
40,Entospletinib,SIDM01161,3.04659,3.186478,1
41,MK-1775,SIDM00792,2.1514022,0.563692,1
42,Oxaliplatin,SIDM00550,3.826925,5.7256415,1
