,Drug name,Sanger ID,result,IC50,fold_y
0,MIRA-1,SIDM00517,5.7395678,6.073941,1
1,Cisplatin,SIDM01114,3.2067366,2.006427,1
2,WIKI4,SIDM00244,3.9446454,3.914198,1
3,BMS-536924,SIDM00537,2.698532,1.733863,1
4,Bortezomib,SIDM01093,-5.5853925,-4.115848,1
5,MK-1775,SIDM00094,1.6367608,1.91712,1
6,LY2109761,SIDM00539,5.312672,5.400771,1
7,LGK974,SIDM01233,3.385521,3.895076,1
8,GDC0810,SIDM00496,5.4806857,4.965005,1
9,Sorafenib,SIDM00551,3.6992574,2.384396,1
10,BMS-536924,SIDM01093,2.5274563,3.1085975,1
11,Bortezomib,SIDM01161,-5.6976295,-4.938108,1
12,LGK974,SIDM00520,3.554044,3.924767,1
13,Fulvestrant,SIDM00136,3.972511,3.780350333333333,1
14,Entospletinib,SIDM00244,5.3722878,1.924032,1
15,MIM1,SIDM01175,4.3834505,4.770428,1
16,Oxaliplatin,SIDM00561,1.8424836,1.8525435,1
17,Epirubicin,SIDM00565,-1.1703883,-0.311385,1
18,VE821,SIDM01090,2.5617871,3.11085,1
19,Dinaciclib,SIDM00291,-3.6062913,-2.624957,1
20,Cediranib,SIDM00837,3.1795936,1.05822,1
21,Vorinostat,SIDM01187,2.142771,1.608329,1
22,Buparlisib,SIDM00077,1.0659682,0.013728,1
23,Cisplatin,SIDM00064,2.8983092,1.7632536666666667,1
24,PCI-34051,SIDM00332,4.5311127,5.746768,1
25,Vinblastine,SIDM00174,-4.1090713,-4.493240500000001,1
26,IWP-2,SIDM00793,1.7420624,2.146301,1
27,VX-11e,SIDM00758,1.5787722,1.657313,1
28,LY2109761,SIDM00837,6.1247463,4.501555,1
29,Nilotinib,SIDM01247,1.7217065,1.1534605,1
30,Linsitinib,SIDM00699,3.1256957,2.579066,1
31,AT13148,SIDM00537,3.5661712,2.842459,1
32,Cisplatin,SIDM00120,2.9864569,2.2501773333333333,1
33,BMS-345541,SIDM00719,3.439196,5.569043,1
34,WIKI4,SIDM01229,2.1711044,4.344849,1
35,Oxaliplatin,SIDM00539,4.6363297,4.1511535,1
36,BMS-345541,SIDM00332,3.951725,4.2296025,1
37,Niraparib,SIDM01161,4.323024,4.115739,1
38,Cyclophosphamide,SIDM00561,3.8831367,4.404114,1
39,Luminespib,SIDM00699,-0.7147908,-0.6123465000000001,1
40,Obatoclax Mesylate,SIDM00094,0.60785913,1.1680755,1
