,Drug name,Sanger ID,result,IC50,fold_y
0,MIRA-1,SIDM00517,5.4022355,6.073941,1
1,Cisplatin,SIDM01114,2.335932,2.006427,1
2,WIKI4,SIDM00244,3.6345096,3.914198,1
3,BMS-536924,SIDM00537,3.0859358,1.733863,1
4,Bortezomib,SIDM01093,-4.515463,-4.115848,1
5,MK-1775,SIDM00094,3.3719287,1.91712,1
6,LY2109761,SIDM00539,4.8136525,5.400771,1
7,LGK974,SIDM01233,4.406202,3.895076,1
8,GDC0810,SIDM00496,4.533782,4.965005,1
9,Sorafenib,SIDM00551,2.0318775,2.384396,1
10,BMS-536924,SIDM01093,1.0880412,3.1085975,1
11,Bortezomib,SIDM01161,-6.0544024,-4.938108,1
12,LGK974,SIDM00520,3.7034798,3.924767,1
13,Fulvestrant,SIDM00136,4.3049006,3.780350333333333,1
14,Entospletinib,SIDM00244,4.134799,1.924032,1
15,MIM1,SIDM01175,3.1039472,4.770428,1
16,Oxaliplatin,SIDM00561,-1.7506381,1.8525435,1
17,Epirubicin,SIDM00565,-0.4762007,-0.311385,1
18,VE821,SIDM01090,3.0957453,3.11085,1
19,Dinaciclib,SIDM00291,-3.1343827,-2.624957,1
20,Cediranib,SIDM00837,4.314665,1.05822,1
21,Vorinostat,SIDM01187,2.2227144,1.608329,1
22,Buparlisib,SIDM00077,1.3061354,0.013728,1
23,Cisplatin,SIDM00064,3.6868567,1.7632536666666667,1
24,PCI-34051,SIDM00332,4.362491,5.746768,1
25,Vinblastine,SIDM00174,-3.1567318,-4.493240500000001,1
26,IWP-2,SIDM00793,2.4805913,2.146301,1
27,VX-11e,SIDM00758,1.5882536,1.657313,1
28,LY2109761,SIDM00837,6.6625977,4.501555,1
29,Nilotinib,SIDM01247,0.3129602,1.1534605,1
30,Linsitinib,SIDM00699,3.3033013,2.579066,1
31,AT13148,SIDM00537,3.0434346,2.842459,1
32,Cisplatin,SIDM00120,3.476085,2.2501773333333333,1
33,BMS-345541,SIDM00719,2.4788234,5.569043,1
34,WIKI4,SIDM01229,2.9909143,4.344849,1
35,Oxaliplatin,SIDM00539,4.5711613,4.1511535,1
36,BMS-345541,SIDM00332,3.459197,4.2296025,1
