,Drug name,Sanger ID,result,IC50,fold_y
0,MIRA-1,SIDM00517,6.4176908,6.073941,1
1,Cisplatin,SIDM01114,3.7402651,2.006427,1
2,WIKI4,SIDM00244,5.152257,3.914198,1
3,BMS-536924,SIDM00537,3.0050423,1.733863,1
4,Bortezomib,SIDM01093,-4.847857,-4.115848,1
5,MK-1775,SIDM00094,1.6197051,1.91712,1
6,LY2109761,SIDM00539,3.6279986,5.400771,1
7,LGK974,SIDM01233,3.418545,3.895076,1
8,GDC0810,SIDM00496,5.09168,4.965005,1
9,Sorafenib,SIDM00551,2.3818946,2.384396,1
10,BMS-536924,SIDM01093,2.1456316,3.1085975,1
11,Bortezomib,SIDM01161,-5.619519,-4.938108,1
12,LGK974,SIDM00520,4.453363,3.924767,1
13,Fulvestrant,SIDM00136,4.731224,3.780350333333333,1
14,Entospletinib,SIDM00244,5.7340837,1.924032,1
15,MIM1,SIDM01175,3.2229822,4.770428,1
16,Oxaliplatin,SIDM00561,2.779389,1.8525435,1
17,Epirubicin,SIDM00565,-0.5057142,-0.311385,1
18,VE821,SIDM01090,3.1570969,3.11085,1
19,Dinaciclib,SIDM00291,-4.4540005,-2.624957,1
20,Cediranib,SIDM00837,3.6102507,1.05822,1
21,Vorinostat,SIDM01187,2.6003435,1.608329,1
22,Buparlisib,SIDM00077,1.0999827,0.013728,1
23,Cisplatin,SIDM00064,3.6667724,1.7632536666666667,1
24,PCI-34051,SIDM00332,5.6255164,5.746768,1
25,Vinblastine,SIDM00174,-3.7103052,-4.493240500000001,1
26,IWP-2,SIDM00793,2.448259,2.146301,1
27,VX-11e,SIDM00758,2.9877238,1.657313,1
28,LY2109761,SIDM00837,5.6937795,4.501555,1
29,Nilotinib,SIDM01247,1.8038043,1.1534605,1
30,Linsitinib,SIDM00699,1.8208468,2.579066,1
31,AT13148,SIDM00537,3.7532175,2.842459,1
32,Cisplatin,SIDM00120,3.3177526,2.2501773333333333,1
33,BMS-345541,SIDM00719,2.9099014,5.569043,1
34,WIKI4,SIDM01229,2.8880615,4.344849,1
35,Oxaliplatin,SIDM00539,3.6002467,4.1511535,1
36,BMS-345541,SIDM00332,3.7025998,4.2296025,1
37,Niraparib,SIDM01161,4.8198133,4.115739,1
38,Cyclophosphamide,SIDM00561,4.5485477,4.404114,1
39,Luminespib,SIDM00699,-3.7129338,-0.6123465000000001,1
40,Obatoclax Mesylate,SIDM00094,0.64117837,1.1680755,1
41,AT13148,SIDM00758,4.2262206,3.034989,1
42,PCI-34051,SIDM00244,5.511824,2.471069,1
43,Entospletinib,SIDM01161,3.2124426,3.186478,1
44,Crizotinib,SIDM01247,1.2357928,1.223581,1
45,Dasatinib,SIDM01161,0.06403328,-3.3886935,1
46,Fulvestrant,SIDM00565,3.9298294,4.188992333333334,1
47,AZD7762,SIDM01175,-0.13624483,2.4667096666666666,1
48,Irinotecan,SIDM00539,3.1437442,3.010363,1
49,CZC24832,SIDM01114,6.1664233,3.823074,1
50,MK-8776,SIDM00699,0.76335126,4.530687,1
51,AZD8186,SIDM00837,3.480727,1.471513,1
52,BIBR-1532,SIDM01114,6.0425735,4.037107,1
53,Vinblastine,SIDM00699,-4.9824286,-2.9077390000000003,1
54,OF-1,SIDM00537,4.5168943,4.217272,1
55,PCI-34051,SIDM01233,3.9760182,4.978184,1
56,OF-1,SIDM00565,4.6396337,4.979893,1
57,MIRA-1,SIDM00793,4.9935484,4.095742,1
58,CZC24832,SIDM00174,5.459637,3.977655,1
59,WZ4003,SIDM00551,4.4586062,2.017036,1
60,Sorafenib,SIDM01175,2.989807,5.0521495000000005,1
61,VE-822,SIDM01090,3.5215275,3.316805,1
62,Dabrafenib,SIDM00291,0.2836491,1.8860145,1
63,I-BET-762,SIDM00064,3.4567878,3.430299,1
64,Camptothecin,SIDM00537,-1.9978,-3.133379,1
65,Alpelisib,SIDM00699,2.477349,4.345543,1
66,Axitinib,SIDM00332,3.4218042,-0.0051045,1
67,GSK2606414,SIDM01093,3.1201198,3.633744,1
68,MK-1775,SIDM00719,-0.5084083,2.743954,1
69,VE821,SIDM01233,2.8856187,5.84664,1
70,Obatoclax Mesylate,SIDM00539,-0.6928524,1.778222,1
71,Lapatinib,SIDM00539,-0.56001925,0.913972,1
72,VX-11e,SIDM01229,0.909474,2.402507,1
73,Pevonedistat,SIDM01175,1.4547782,4.3406435,1
74,AZD7762,SIDM01247,-1.193027,-1.898701,1
75,Temozolomide,SIDM00094,6.914796,5.9999665,1
76,GSK343,SIDM01233,3.138985,5.1984295,1
77,I-BRD9,SIDM01187,5.9063754,5.630752,1
78,Daporinad,SIDM00517,-2.8590674,-6.723251,1
79,EPZ5676,SIDM00517,6.2187023,6.292871,1
80,Uprosertib,SIDM00120,3.724789,5.593971,1
81,MIM1,SIDM00077,4.2220263,3.948924,1
82,Irinotecan,SIDM00551,3.3850741,1.099242,1
83,EPZ004777,SIDM00064,6.0364895,5.539148,1
84,PFI3,SIDM00517,5.747905,5.774298,1
85,OF-1,SIDM00136,6.216171,4.818226,1
86,Vinorelbine,SIDM00496,-2.9832132,-3.901771,1
87,5-Fluorouracil,SIDM00719,4.711287,6.5891225,1
88,Foretinib,SIDM01233,1.3512722,1.6896140000000002,1
89,Linsitinib,SIDM00517,3.9381492,2.102586,1
90,Cyclophosphamide,SIDM00332,5.674695,6.559315,1
91,Pevonedistat,SIDM01161,0.33188212,-0.3630345,1
92,AZD6738,SIDM01114,3.1446874,0.728305,1
93,5-Fluorouracil,SIDM00332,5.2499804,5.864709,1
94,Buparlisib,SIDM00136,1.9930397,1.140482,1
95,VE821,SIDM00551,4.477229,3.260586,1
96,VE-822,SIDM00565,4.338248,5.373851,1
97,ABT737,SIDM01093,2.5187347,3.100827,1
98,Cyclophosphamide,SIDM01090,5.512577,4.693715,1
99,LCL161,SIDM00332,4.6363916,5.9473565,1
100,Irinotecan,SIDM01114,3.6133478,1.554381,1
