,Drug name,Sanger ID,result,IC50,fold_y
0,MIRA-1,SIDM00517,2.8582194,6.073941,1
1,Cisplatin,SIDM01114,2.0869842,2.006427,1
2,WIKI4,SIDM00244,1.265945,3.914198,1
3,BMS-536924,SIDM00537,2.381282,1.733863,1
4,Bortezomib,SIDM01093,3.0413148,-4.115848,1
5,MK-1775,SIDM00094,4.6342673,1.91712,1
6,LY2109761,SIDM00539,1.5258945,5.400771,1
7,LGK974,SIDM01233,4.7851286,3.895076,1
8,GDC0810,SIDM00496,2.5655997,4.965005,1
9,Sorafenib,SIDM00551,-0.69013464,2.384396,1
10,BMS-536924,SIDM01093,3.2778957,3.1085975,1
11,Bortezomib,SIDM01161,1.4757743,-4.938108,1
12,LGK974,SIDM00520,3.464471,3.924767,1
13,Fulvestrant,SIDM00136,2.4931738,3.780350333333333,1
14,Entospletinib,SIDM00244,2.0539045,1.924032,1
15,MIM1,SIDM01175,2.297551,4.770428,1
16,Oxaliplatin,SIDM00561,0.1680965,1.8525435,1
17,Cisplatin,SIDM00064,1.7748426,1.7632536666666667,1
18,LY2109761,SIDM00837,0.5559309,4.501555,1
19,Cisplatin,SIDM00120,1.5183973,2.2501773333333333,1
20,WIKI4,SIDM01229,2.6074874,4.344849,1
21,MK-1775,SIDM00381,3.8914607,0.971567,1
22,Oxaliplatin,SIDM00539,1.8990256,4.1511535,1
23,WIKI4,SIDM00056,1.4246318,3.873413,1
24,MIM1,SIDM00042,1.5061822,3.76392,1
25,MIRA-1,SIDM00817,2.8808792,5.042824,1
26,LGK974,SIDM01126,2.912513,3.0547295,1
27,Entospletinib,SIDM00375,2.8639371,4.530611,1
28,Cisplatin,SIDM01197,2.586535,5.9172183333333335,1
29,Cisplatin,SIDM00842,1.9393697,2.6765326666666667,1
30,BMS-536924,SIDM01095,1.808856,-0.1175565,1
31,BMS-536924,SIDM00202,2.5750806,0.3315213333333333,1
32,GDC0810,SIDM00540,2.4213727,5.695754,1
33,WIKI4,SIDM00377,2.540037,4.253178,1
34,MIRA-1,SIDM00896,0.22555773,3.206583,1
35,LGK974,SIDM00230,1.8634751,3.247925,1
36,Entospletinib,SIDM00407,-0.015124606,0.132074,1
37,GDC0810,SIDM00091,3.342101,6.973783,1
38,Fulvestrant,SIDM00196,2.9971263,3.374845333333333,1
39,Sorafenib,SIDM00377,-0.742715,3.169837,1
40,Entospletinib,SIDM01161,2.379672,3.186478,1
41,MK-1775,SIDM00792,3.889806,0.563692,1
42,Oxaliplatin,SIDM00550,0.65529,5.7256415,1
43,Oxaliplatin,SIDM00287,-0.6973785,1.0486,1
44,MK-1775,SIDM01140,2.9842699,-0.266866,1
45,LY2109761,SIDM00317,3.1723206,7.386086,1
46,Fulvestrant,SIDM00565,3.3276865,4.188992333333334,1
47,BMS-536924,SIDM01146,2.7194512,2.648853,1
48,Cisplatin,SIDM00003,2.2426538,3.28203,1
49,WIKI4,SIDM00842,2.0751836,3.679508,1
50,Fulvestrant,SIDM01197,4.291518,4.608084666666667,1
51,LY2109761,SIDM00835,2.8375213,6.28493,1
52,LY2109761,SIDM00688,0.07419543,3.231947,1
53,Fulvestrant,SIDM00154,2.1719213,3.346953333333333,1
54,Oxaliplatin,SIDM00953,-0.25227514,3.4108355,1
55,MIRA-1,SIDM00793,1.6611956,4.095742,1
56,Sorafenib,SIDM00974,-0.024864422,1.369742,1
57,LGK974,SIDM00346,1.1657201,2.4880465000000003,1
58,Cisplatin,SIDM00216,-0.4468587,2.102376,1
59,Sorafenib,SIDM01175,1.1924086,5.0521495000000005,1
60,Sorafenib,SIDM00324,0.11976279,1.6373965,1
61,MIRA-1,SIDM01205,1.1024226,4.267002,1
62,GDC0810,SIDM00834,3.2293823,4.574205,1
63,Bortezomib,SIDM00411,4.153796,-3.866131,1
64,Entospletinib,SIDM00182,2.2307897,3.681224,1
65,Bortezomib,SIDM00328,3.373451,-3.679071,1
66,LY2109761,SIDM01064,1.321492,5.144615,1
67,Oxaliplatin,SIDM00252,2.5971344,5.741103,1
68,MK-1775,SIDM00719,4.4233027,2.743954,1
69,LY2109761,SIDM00195,0.6920054,6.166521,1
70,Cisplatin,SIDM01140,0.94149137,0.8183185,1
71,LGK974,SIDM00655,2.638038,2.6276195,1
72,Oxaliplatin,SIDM00251,0.17591588,3.969453,1
73,Oxaliplatin,SIDM00309,2.2812114,4.0868735,1
74,BMS-536924,SIDM00606,3.1042485,4.2037495,1
75,LGK974,SIDM00156,3.6619096,2.9715695,1
76,MIM1,SIDM00077,0.117994845,3.948924,1
77,WIKI4,SIDM00121,0.8243706,3.710353,1
78,Sorafenib,SIDM00631,-0.73013395,3.021151,1
79,Cisplatin,SIDM00577,1.7073274,1.556485,1
80,Cisplatin,SIDM00530,-1.317944,3.6627673333333335,1
81,GDC0810,SIDM00444,2.6858337,5.8931,1
82,Cisplatin,SIDM00316,1.8429368,2.198929,1
83,GDC0810,SIDM00375,2.0533564,5.476823,1
84,LGK974,SIDM00438,3.5138104,3.2050435,1
85,Bortezomib,SIDM00266,1.7795036,-4.999663,1
86,WIKI4,SIDM00472,3.4400132,3.497884,1
87,Oxaliplatin,SIDM00003,0.051431194,4.0931755,1
88,Entospletinib,SIDM00577,3.42074,4.895605,1
89,Fulvestrant,SIDM00813,2.3937771,3.984098,1
90,Sorafenib,SIDM00976,-0.6244138,4.695765,1
91,MK-1775,SIDM00543,3.3390634,0.342718,1
92,LY2109761,SIDM00975,1.4435484,3.761119,1
93,LGK974,SIDM00496,2.8435047,3.1396395000000004,1
94,Oxaliplatin,SIDM00488,1.348062,6.628916,1
95,Oxaliplatin,SIDM00832,0.43505663,4.5897575,1
96,Entospletinib,SIDM00056,2.6905925,2.671582,1
97,WIKI4,SIDM00418,4.141835,3.522113,1
98,MK-1775,SIDM01163,5.0048213,1.949721,1
99,Sorafenib,SIDM00094,0.6304502,4.49228,1
100,WIKI4,SIDM00813,1.38098,4.115607,1
101,BMS-536924,SIDM00156,2.6502707,3.0951350000000004,1
102,LY2109761,SIDM00393,0.21924159,5.61415,1
103,WIKI4,SIDM00205,1.9321966,3.654025,1
104,Entospletinib,SIDM00833,4.073488,5.575384,1
105,LGK974,SIDM00343,3.8143675,4.0447195,1
106,GDC0810,SIDM00302,2.5349772,5.208002,1
107,LGK974,SIDM00612,3.1968658,4.5903875,1
108,BMS-536924,SIDM00203,2.4673028,1.302424,1
109,Sorafenib,SIDM00277,-1.0747054,-1.4240849999999998,1
110,Cisplatin,SIDM00326,1.357628,2.638646,1
111,Cisplatin,SIDM00905,0.71019006,2.185283333333333,1
112,WIKI4,SIDM01247,1.6168513,3.411874,1
113,MIM1,SIDM00113,3.7780588,5.236097,1
114,Entospletinib,SIDM00929,2.6073017,3.289124,1
115,LGK974,SIDM00137,3.1736495,4.3079575000000006,1
116,MK-1775,SIDM01146,3.5706737,0.603677,1
117,MIRA-1,SIDM00964,1.7521625,6.366225,1
118,LGK974,SIDM00534,2.3416212,2.602404,1
119,Entospletinib,SIDM00154,2.900913,2.0514,1
120,Oxaliplatin,SIDM00064,1.2941129,5.8683425,1
121,Cisplatin,SIDM01007,1.0497187,3.553252333333333,1
122,GDC0810,SIDM00181,2.424268,5.745348,1
123,Bortezomib,SIDM00465,2.2347295,-3.646512,1
124,Fulvestrant,SIDM00864,2.825729,4.1038293333333336,1
125,Sorafenib,SIDM00393,-1.0549006,2.603132,1
126,Oxaliplatin,SIDM00111,1.6661035,5.434399,1
127,BMS-536924,SIDM00291,2.4000256,1.9841015,1
128,Entospletinib,SIDM00551,1.9194335,2.279325,1
129,Cisplatin,SIDM00976,2.1565878,1.8721083333333333,1
130,GDC0810,SIDM00195,2.3992379,4.988147,1
131,MIRA-1,SIDM01155,3.3667142,6.700481,1
132,Bortezomib,SIDM00808,0.5554375,-5.6939755000000005,1
133,Bortezomib,SIDM00813,1.0696478,-5.087346,1
134,LY2109761,SIDM00190,1.9641997,5.476123,1
135,WIKI4,SIDM00659,2.6524484,3.038173,1
136,Bortezomib,SIDM01174,4.6084414,-3.799552,1
137,MIRA-1,SIDM00905,2.0948603,4.905862,1
138,Cisplatin,SIDM00077,2.1790342,3.380304666666667,1
139,GDC0810,SIDM00214,2.4253004,4.293846,1
140,Entospletinib,SIDM00973,2.3455179,4.424175,1
141,LGK974,SIDM00576,1.9886057,2.508788,1
142,LY2109761,SIDM00968,0.7170905,4.330641,1
143,MIRA-1,SIDM00044,3.3338318,5.696241,1
