,Drug name,Sanger ID,result,IC50,fold_y
0,MIRA-1,SIDM00517,6.1793222,6.073941,1
1,Cisplatin,SIDM01114,2.5431225,2.006427,1
2,WIKI4,SIDM00244,4.65788,3.914198,1
3,BMS-536924,SIDM00537,3.1206238,1.733863,1
4,Bortezomib,SIDM01093,-5.0773754,-4.115848,1
5,MK-1775,SIDM00094,0.99842745,1.91712,1
6,LY2109761,SIDM00539,5.3629,5.400771,1
7,LGK974,SIDM01233,2.5230658,3.895076,1
8,GDC0810,SIDM00496,4.7006164,4.965005,1
9,Sorafenib,SIDM00551,2.1587753,2.384396,1
10,BMS-536924,SIDM01093,2.331927,3.1085975,1
11,Bortezomib,SIDM01161,-5.4986405,-4.938108,1
12,LGK974,SIDM00520,3.817873,3.924767,1
13,Fulvestrant,SIDM00136,3.4618187,3.780350333333333,1
14,Entospletinib,SIDM00244,4.433506,1.924032,1
15,MIM1,SIDM01175,3.6006303,4.770428,1
16,Oxaliplatin,SIDM00561,1.9152032,1.8525435,1
17,Epirubicin,SIDM00565,-0.71714425,-0.311385,1
18,VE821,SIDM01090,3.9146602,3.11085,1
19,Dinaciclib,SIDM00291,-2.2145739,-2.624957,1
20,Cediranib,SIDM00837,3.2014968,1.05822,1
21,Vorinostat,SIDM01187,2.6104114,1.608329,1
22,Buparlisib,SIDM00077,0.9975739,0.013728,1
23,Cisplatin,SIDM00064,2.7400444,1.7632536666666667,1
24,PCI-34051,SIDM00332,5.3231435,5.746768,1
25,Vinblastine,SIDM00174,-3.7891939,-4.493240500000001,1
26,IWP-2,SIDM00793,2.9007409,2.146301,1
27,VX-11e,SIDM00758,2.3616526,1.657313,1
28,LY2109761,SIDM00837,6.5679226,4.501555,1
29,Nilotinib,SIDM01247,1.7409164,1.1534605,1
30,Linsitinib,SIDM00699,4.281551,2.579066,1
31,AT13148,SIDM00537,3.8649542,2.842459,1
32,Cisplatin,SIDM00120,3.0170271,2.2501773333333333,1
33,BMS-345541,SIDM00719,3.4767294,5.569043,1
34,WIKI4,SIDM01229,2.0993147,4.344849,1
35,Oxaliplatin,SIDM00539,4.2573824,4.1511535,1
36,BMS-345541,SIDM00332,4.22513,4.2296025,1
37,Niraparib,SIDM01161,4.10865,4.115739,1
38,Cyclophosphamide,SIDM00561,5.0512385,4.404114,1
39,Luminespib,SIDM00699,-0.6738272,-0.6123465000000001,1
40,Obatoclax Mesylate,SIDM00094,-0.66578025,1.1680755,1
41,AT13148,SIDM00758,5.475606,3.034989,1
42,PCI-34051,SIDM00244,3.9301155,2.471069,1
43,Entospletinib,SIDM01161,3.5648043,3.186478,1
44,Crizotinib,SIDM01247,1.1722033,1.223581,1
45,Dasatinib,SIDM01161,-1.002348,-3.3886935,1
46,Fulvestrant,SIDM00565,3.617771,4.188992333333334,1
47,AZD7762,SIDM01175,-0.1299845,2.4667096666666666,1
48,Irinotecan,SIDM00539,4.6995473,3.010363,1
49,CZC24832,SIDM01114,5.1960235,3.823074,1
50,MK-8776,SIDM00699,2.6934536,4.530687,1
51,AZD8186,SIDM00837,3.9789078,1.471513,1
52,BIBR-1532,SIDM01114,5.014902,4.037107,1
53,Vinblastine,SIDM00699,-3.5057068,-2.9077390000000003,1
54,OF-1,SIDM00537,4.358901,4.217272,1
