,CXCL10,CHUK,IFNA5,IFNA4,IFNA2,POLR1D,CCL5,CCL4,RIPK1,POLR3K,AIM2,IKBKB,CASP1,IFNA21,IFNA6,POLR3H,IFNA7,IFNA8,IFNA10,IFNA14,IFNA16,POLR3C,IKBKE,POLR3G,POLR3B,POLR3F,NFKB1,NFKBIB,NFKBIA,IRF3,IKBKG,TREX1,POLR1C,IL18,RELA,ZBP1,POLR3D,RIPK3,IFNB1,IL33,PYCARD,POLR3GL,IL1B,ADAR,MAVS,TBK1,POLR3A,IL6,IRF7
SIDM00519,-0.42780199136002295,0.8161035609072119,-0.9545172274613523,-1.0129931015747884,-1.0039804812469049,1.4600356879649752,-0.3219774777435255,-0.9585043397599834,0.3009024851672452,-0.026576883823091195,-0.9278474660262538,-0.13511638424224445,0.4435558840121289,-0.8521458703408168,-0.934189271756039,0.3316796818063683,-0.8809774858524404,-0.7783965622126561,-1.014608444281772,-0.7443906954699843,-1.005563280054395,1.304827088788627,0.11745421659356035,-1.024849104348354,1.0024791178529426,0.4485762863878174,1.6810797093900343,-0.34890968302054115,1.5124775933865677,-0.48351163077325715,-0.46833018718845176,-0.10176192893700915,0.6790808608069018,1.312102920045366,-0.04413591818367234,-0.8827957236681615,-0.1527775026127179,-0.8046505393798773,-0.6918780635555453,-0.7237828825578536,1.89368730728096,1.1829116330673017,-0.2167654205277526,1.1481477133605063,-0.47702897894039786,1.6388706153868304,-0.4400322483174975,-0.06574918497559652,0.22464836262441756
SIDM00917,-0.7148535000297576,0.9771338680956163,-0.9846807475030495,-0.9034954879655271,-0.1912172530333991,1.7181143996016466,1.5810691863936355,1.2358933916315653,-0.36849187467602207,0.2942661194467331,1.062194293458068,0.36611728776337293,1.070457543730453,-0.9271066337250823,-0.7472278565975979,-0.026674927535656742,-0.9501366300578844,-0.6430285373891311,-0.8520899851215884,-0.579628723323272,-0.9860393778203127,0.9153504037986998,0.42748987158923957,-0.7628816379333141,0.415014862606578,0.3870491090405312,2.706514981805068,0.01275492218989675,2.926357499895323,0.017246985436043288,-0.4990074757813973,2.1376773224974333,0.5128446932374165,-0.8477971313247895,-0.01219307294287043,-0.7373684659482106,0.6310405671867827,-0.701283886529118,0.298402417220705,-0.94934922501252,1.3341169923016027,1.3689392581974424,-0.7157615594981127,1.480933887522869,-0.6557868494692999,1.8525858066608791,-0.49906092570314214,-0.5730148655163706,2.2455559279497956
SIDM00309,-0.7001147176379907,1.0570803897792147,-0.9764532022570535,-0.786920370637195,-0.9890018209755258,1.4376407643432865,-0.7494871161450463,-0.9706672424391432,0.1294836694756633,0.22344328322021934,-0.9532343712372989,-0.03539533274547862,0.3710592745794349,-0.9160398720931994,-0.7874953443645246,0.4767801333709869,-0.9250245024213454,-0.6846273300573748,-0.9332687143000141,-0.6637140629338979,-0.9126444980590723,0.7609490685242937,-0.32002010924058955,-0.7055154213078744,1.0583744462025357,-0.056895837255644933,1.4951173730900065,-0.32725474022634793,2.224831625741866,-0.12803825338191174,-0.35404607635741997,0.4872955903722427,0.7147202244247107,1.6925962866089144,-0.07075364474348073,-0.8428024806126732,-0.1288674725007711,-0.8112426316318024,-0.775524936227725,-0.9467348336567953,0.6697684252769891,1.2221592997658202,-0.2638700280432006,0.6850160456103064,-0.7203468941576925,1.6157650136668738,-0.6328001589306506,-0.5258352209916104,0.4104921777641561
SIDM00099,-0.7073854955055547,0.9480620406235725,-0.9314825197041255,-0.765466022188897,-0.839476962741347,1.1960584451308518,-0.6856084021375127,-0.960013613362531,0.10632656163102545,-0.09663909850470054,-0.9319494501217017,-0.178519674526836,-0.8006880524879727,-0.8483775017250621,-0.8748401624059226,-0.006214013425747383,-0.8642024137798934,-0.7194479493262311,-0.9689928714425293,-0.6168004833558962,-1.0013842105084956,1.1414553819191116,-0.5381350450691637,-0.9070530223948894,0.6669678050568212,0.47690086893552636,1.4286800173594663,-0.3128482765511934,1.3423688261952067,-0.14862822052531197,-0.48127298654902717,0.36393798104074215,0.706515846123952,0.7710404351046698,0.13366079755805624,-0.7490412170707679,0.38548272933270294,-0.9232940711242535,-0.7570747280547233,-0.875978759293109,1.8664817330509638,1.4258098853042407,-0.6613169484086525,0.6528064422231168,-0.5186334885237324,1.6894232706149346,-0.49519619235364765,-0.813236293695699,0.10830879768382208
SIDM00276,-0.7447525846740175,0.5164845613433473,-0.9825985233488319,-0.9167971715193116,-0.9873527477870035,1.3474571664404649,-0.7966182986974407,-0.9859207825142609,-0.10074130873011701,-0.014957035702055558,-0.9262680896532115,-0.22945576373960963,-0.06692842171312931,-0.809077285411035,-0.9158989527804375,0.2793951734822182,-0.9047895635859892,-0.6948294171203327,-1.0397376885474026,-0.6801464845557731,-1.0220052669089603,1.2226532785996764,-0.0378720707767677,-1.032143225347502,0.739078659091515,0.30185957027793847,1.5166522702960785,-0.17021109562150152,1.8837504521796675,-0.05020018146694398,-0.576300583743626,0.32108604600480617,0.5510751431278518,1.3800624719348273,0.2185667859797125,-0.7928539138047456,0.04614207831346724,-0.7503092193336408,-0.7581147864036328,-0.9649020066234609,1.5788770443051119,1.3146405884013086,-0.45111261766847927,0.7957637199430554,-0.3155073285906383,1.193984156749285,-0.5688611460069404,-0.2037712524924354,0.7574629833445701
SIDM00311,-0.5168455364564795,0.8036714917234041,-0.9430374891017629,-0.7182755826109317,-0.8524077813194925,0.9238431574040666,2.6065702328105425,-0.9812853466026251,0.3701881271425634,-0.07548140319221111,-0.7028796999267162,-0.1436366764423288,0.43839701125341674,-0.8512110830222311,-0.8368740494826495,0.5377912911953556,-0.8840334802052052,-0.7421597812625467,-0.9829654201076409,-0.7050104279154906,-0.9090494889245361,0.9721590753672985,-0.4047739335148927,-0.7222722023715871,1.0072662458081967,0.5290038510734459,1.7807493777478833,-0.21095981177158787,1.7433000336297542,-0.20303290357262016,-0.41368099135544933,0.18473962154713747,0.9195926959726466,0.2071437609867535,0.15884163586295352,-0.7656562523190206,0.1108151310476778,-0.9099208781126684,-0.864323879514576,-0.8832997209040894,1.5011680727730679,1.0787147695944226,-0.6986167104004898,0.7176659598643816,-0.521720430508013,1.4590499534325299,-0.5978826680096158,1.278100008928427,0.9975959139970584
SIDM00970,-0.7606796933933007,0.3015782067203512,-0.950460404113569,-0.8086353560648755,-0.9628458212461521,1.6333487849724546,-0.7800737977166667,-0.9708253024669554,0.08114046094978117,0.3024934929070752,-0.8942845677413777,-0.0316694772888078,-0.2352136119286673,-0.9285609017144162,-0.8686470096722771,0.5300131494089669,-0.8993150702671108,-0.5363557712034847,-0.9252176392017352,-0.8112331965919161,-0.9003975499844092,0.8755751843305982,-0.02911071373317435,-1.0270747199926438,0.9662713488018033,0.17674701110770608,2.047102764470724,-0.1340406003864184,2.2527880968170315,0.2902375309828419,-0.6183407853938081,0.6349064992550304,0.9577774062332229,0.06147325500217972,0.02339370108682473,-0.8727522516322631,-0.2755980171768047,-0.7321708327515699,-0.7723320811045791,-0.946951362438861,0.8724930687028645,0.9801965917639371,0.8619130503356253,0.7445454372756182,-0.49301909478706174,1.624719354962291,-0.4831944205692451,-0.7280346011888512,-0.17380665617033697
SIDM00103,-0.6967222105687646,0.8192588864072707,-0.957865194267097,-0.877539704681847,-0.9658273185517992,1.1494193962525092,-0.40439660552982293,-1.0047340390809656,0.007930971797363677,-0.189842804146099,-0.8263458133863263,0.1526785008488658,0.4887425818765774,-0.8664884361914473,-0.739806507655852,-0.000620700933828243,-0.892657891155546,-0.6929126982956768,-0.9216055554093888,-0.763702385209971,-0.8888302497889217,1.3492038190763207,-0.4895226605241976,0.5943433989712683,0.5540972201273823,0.3849422144196112,1.2461389920078365,-0.4345943136841946,1.3316515770819293,-0.46689302336236793,-0.4292891057591731,-0.06046855725919904,0.7794806074072205,1.0650581372545758,0.05682964877522256,-0.8536782329586771,0.16251026630287377,-0.9175511422891324,-0.8165113459856128,-0.843138985963878,1.4244268371776765,1.2927127581217,-0.5290849951425801,0.6353557626075079,-0.30525985872212696,1.346629198988433,-0.5172870695542297,-0.3129267717127321,-0.09222338244232163
SIDM00266,-0.09570510451100574,0.73891556292186,-0.9923470920742694,-0.8129946085672685,-0.8798001759838683,1.8031204228172242,-0.7286578393815804,-0.8926989910874824,-0.34861612748532833,-0.013608505745071215,-0.9712131028067426,-0.2454207720614906,-0.6035359376208651,-0.8746654531784199,-0.87606911962658,-0.048583290891021036,-0.9137514337276893,-0.5265917579278834,-0.7866057380276715,-0.7153788230482185,-1.0558918364766967,2.0396904938726723,-0.5868390087059432,-0.6015670568182244,0.6573707794797384,0.272049853866421,1.2716264406624573,0.04159796809956709,1.5394493332535957,-0.3630853084573058,-0.5568467555927609,-0.36360871008723683,0.7292793844666248,-0.8699653530276745,-0.248028129252309,-0.8870449123090535,0.46755625616096846,-0.843405563967644,-0.7621357231027707,-0.9666150306490477,-0.8104421372343331,1.5582485043746648,-0.21590178351473444,0.7842265854511301,-0.7065527312246495,1.2564749997410072,-0.6413427260976517,-0.8609391685527416,0.04423030413114099
SIDM01064,-0.6626763531566217,1.136571207278792,-0.8798472352642068,-0.7597015631410159,-0.8925987486119213,1.7165297239729345,0.2926152772714306,-0.7747435490650563,0.502725520383832,0.4143339052652582,2.124268042861655,-0.051216720492121844,-0.25129219152295146,-0.8537455885241033,-0.8428301898563473,0.3357440439897538,-0.8879849273672796,-0.7391270942505996,-0.9639943186570036,-0.6984660886578938,-0.9253239990831639,0.8610008072936102,-0.34838413710210075,-0.2606750601971688,1.0022829654177876,0.14930971519683034,2.224705986401305,0.3642839661736418,2.441087912138068,-0.12938310194022654,-0.2614683980259644,0.8257744727347719,0.7743363715106888,-0.7605183435846715,0.054157544537158105,-0.8120963027662196,-0.27603006357259,-0.7825049896453082,-0.6760600484738661,-0.8933627661976247,1.475586540254363,1.646313539255137,-0.9442081731163728,1.2219621481924117,-0.7155263659101022,1.6373055326308077,-0.4657003153364916,1.0169902188629425,1.119494401188992
SIDM00098,-0.6675538115488879,0.9242891165639324,-0.884685515349246,-0.8245711665358659,-0.8942936289127853,0.7842514216368415,-0.5974709486339024,-0.96880223767526,0.2552703726802728,0.17003524607141116,-0.9571589290449346,-0.15709177364970175,-0.5666153657688929,-0.8438585478718699,-0.9341239729996413,0.6772609941452994,-0.8054058148156887,-0.7143201744437794,-0.9570439206862753,-0.7334205565196956,-0.8165301679139949,1.0551242613472653,-0.7069591127242685,-0.9380247906763399,1.0088759318281324,0.3360330655286533,1.667558669147865,-0.343991598848379,1.6483030747016976,-0.26281716915382114,-0.46038859833741774,0.21413753738770994,1.0405337964855703,-0.49892019899319245,0.0014760021020436098,-0.8008359839393188,0.1279049889028989,-0.9230608727069318,-0.7788747770723438,-0.9648934646751943,1.79985679730729,0.9430601376679006,-0.2949271667159454,0.47179179509074365,-0.5977143643656841,1.7008416845982168,-0.576182835841539,-0.6089068238239358,0.6361172297515438
SIDM00225,-0.6209781240691457,0.6437707919056657,-0.8276328291773467,-0.8620489137024312,-1.0142914176836204,1.1478138773028534,-0.5269293717873508,-0.9793362434318342,0.26205061969970056,0.15040434097526842,0.6915399792570368,-0.19510976982855474,-0.6853352096548434,-0.7998790538831058,-0.9015255845286981,0.41891429380010226,-0.8372391720411018,-0.8222469894970167,-0.9789200934044687,-0.7827975209005772,-1.0117346618124126,1.099249649791273,-0.4177848648432699,-0.36934443431061514,0.5162651007493391,0.8613955858730179,1.7580437662183515,-0.007243225693788317,1.0190711677538387,0.002368496697642078,-0.5967082838023928,0.46569424786664776,0.5561285059289366,-0.7216888642789094,-0.22703218927617674,-0.7811480872399783,0.17636282070138165,-0.924103323966592,-0.6046259773801572,-0.9027024814132771,-0.37929532731099463,1.270873529412417,0.6412069430160405,0.6874938654868165,-0.3440400055640428,1.2319422111839486,-0.6687415293089245,-0.6459768688716957,0.2176440004552632
SIDM00846,-0.7847981869492937,0.7744635098967662,-0.9425127606549263,-0.729386793182282,-0.9411776445981943,1.292336661145475,-0.7986416175409711,-0.9326473505947042,-0.2303840795053343,0.2712218629625797,-1.0071759683303478,-0.04963849424618237,-0.6370520757146186,-0.787788607365234,-0.918566692133168,0.4540727056535911,-0.874521836705181,-0.6724175551385622,-0.919258847083541,-0.7420748407482185,-0.9687515402281069,0.9704012801754037,-0.45976171713125813,-0.7484059763091302,0.6745051202058333,0.04895703184852008,1.4067817311637987,-0.39802627369409177,1.875637507550516,-0.2982155669383286,-0.39863429127182004,1.4527725528466362,0.8237565052969485,-0.27151166333327903,-0.11960285405741007,-0.8874913904291601,0.05494403097783953,-0.8678550536379308,-0.787414133791183,-0.7229644424875902,0.42557407902137095,0.9539191519330584,-0.39026982026818535,0.5536963997754999,-0.7650543680784263,1.1433959644193423,-0.6129160277412614,0.20115785199064867,0.11832673328207606
