Origin_idx,Drug name,Sanger ID,IC50
182412,AGI-5198,SIDM00577,5.141758
214001,AMG-319,SIDM01114,4.85507
302896,AZD5582,SIDM00923,1.3735255
177946,Vinblastine,SIDM00176,-2.9221235
199271,WIKI4,SIDM00954,3.82183
210714,Nutlin-3a (-),SIDM00244,1.181207
110086,CZC24832,SIDM00935,4.012235
96010,Taselisib,SIDM00102,2.030542
189362,Olaparib,SIDM00490,3.6990723333333335
44681,BMS-754807,SIDM00833,1.4412375000000002
41894,5-Fluorouracil,SIDM01007,4.1355795
178891,Cisplatin,SIDM01006,3.668988
118195,GSK343,SIDM00311,3.022254
116556,RVX-208,SIDM00176,4.851162
112876,PFI3,SIDM00565,5.59592
181571,Afuresertib,SIDM00584,3.290771
51241,Crizotinib,SIDM00583,3.465173
221109,AZ6102,SIDM00542,2.179441
174474,Wnt-C59,SIDM00188,4.382211
98656,IWP-2,SIDM00543,2.465036
198880,UMI-77,SIDM00638,3.579039
167271,SB505124,SIDM00136,3.430766
202035,WEHI-539,SIDM00553,3.8873
116204,RVX-208,SIDM01097,4.1952
177505,Vinblastine,SIDM00576,-6.3747810000000005
111968,GSK2606414,SIDM00527,3.897181
116325,RVX-208,SIDM01064,5.386134
190212,GDC0810,SIDM00842,1.011849
197527,Savolitinib,SIDM00096,1.768778
50252,Paclitaxel,SIDM00099,2.080037
110067,CZC24832,SIDM00543,4.715015
194530,AZD7762,SIDM00565,0.4425193333333333
52826,Sorafenib,SIDM00835,4.043123
290201,AZD6738,SIDM00441,0.658755
231271,AT13148,SIDM01073,4.988617
290562,AZD6738,SIDM00377,3.033682
51123,Crizotinib,SIDM00098,1.799313
155642,Alisertib,SIDM00875,3.216605
302945,AZD5582,SIDM00064,1.962779
98729,IWP-2,SIDM00202,2.856345
67490,Bortezomib,SIDM00792,-3.847705
220039,PD0325901,SIDM00381,0.3259899999999999
197852,Savolitinib,SIDM00411,4.606569
183659,AZD3759,SIDM00501,2.205238
120471,PRT062607,SIDM00864,2.5739
174675,Wnt-C59,SIDM01007,2.9025855
170466,Sabutoclax,SIDM00561,-3.590562
87353,Epirubicin,SIDM00659,-2.723525
160973,LCL161,SIDM00118,3.5747735
302958,AZD5582,SIDM00599,0.7646865
184122,AZD5363,SIDM00096,1.500803
94702,I-BET-762,SIDM00599,3.3049405000000003
161615,LCL161,SIDM00631,3.1685125
179663,ABT737,SIDM00317,2.891507
89677,Sapitinib,SIDM00970,-0.168469
188689,Cediranib,SIDM00393,2.080906
178239,Cisplatin,SIDM00113,4.3960593333333335
117739,GSK343,SIDM00113,6.333693
89663,Sapitinib,SIDM00174,2.89463
202607,WEHI-539,SIDM01102,3.767504
97808,SCH772984,SIDM00289,2.388715
283303,Temozolomide,SIDM00042,6.917578
18245,Gemcitabine,SIDM00274,-1.327335
185145,Vorinostat,SIDM00299,1.221072
87185,Epirubicin,SIDM00834,0.780297
112648,OSI-027,SIDM00905,3.8774705
56015,BMS-345541,SIDM00814,2.6761025
174562,Wnt-C59,SIDM00086,4.0164355
171797,LY2109761,SIDM01011,4.78099
195164,MIRA-1,SIDM00114,6.167837
173895,LGK974,SIDM00813,3.287673
222421,VE821,SIDM01126,1.991241
312679,AZD8186,SIDM00472,2.8882945
155859,Alisertib,SIDM00971,4.2548235
162746,MIM1,SIDM00417,4.2543975000000005
112834,PFI3,SIDM00311,5.372651
1433,Vinblastine,SIDM01187,-1.463222
55324,Oxaliplatin,SIDM00292,7.1766015
54662,Irinotecan,SIDM01140,1.646495
44008,Obatoclax Mesylate,SIDM00517,-1.2165325
311898,AZD8186,SIDM00953,2.474786
202361,WEHI-539,SIDM00262,4.762796
105804,Entinostat,SIDM00498,1.814087
283192,Temozolomide,SIDM00127,6.949654
58044,GSK1904529A,SIDM00538,4.655855
117957,GSK343,SIDM00364,2.621156
64807,MK-1775,SIDM00214,0.54473
8761,Nilotinib,SIDM00285,2.712657
312533,AZD8186,SIDM00491,2.3964195
197611,Savolitinib,SIDM00274,3.759491
65485,Dinaciclib,SIDM00127,-1.574429
296491,Fulvestrant,SIDM00930,4.334173333333333
54968,Irinotecan,SIDM00565,2.579713
143009,Ibrutinib,SIDM00596,6.163484
281440,Trametinib,SIDM00127,-3.0805295
231527,AT13148,SIDM01233,3.138261
109891,CZC24832,SIDM00438,5.695865
186437,AZD8186,SIDM00285,3.350549
195146,MIRA-1,SIDM00680,5.534479
199485,WIKI4,SIDM01092,4.673951
99845,Leflunomide,SIDM00323,4.190249
173068,MN-64,SIDM00679,4.700123
282059,Dabrafenib,SIDM00813,2.104995
214018,AMG-319,SIDM00969,3.801376
37816,Palbociclib,SIDM00655,3.099884
192627,I-BRD9,SIDM00885,4.449705
194907,MIRA-1,SIDM01090,5.569423
202357,Afatinib,SIDM00064,2.194457666666666
98487,IWP-2,SIDM00244,2.964247
217627,Pictilisib,SIDM01122,1.1820496666666669
213424,AMG-319,SIDM00225,3.709105
181479,Afuresertib,SIDM00758,0.90312
282424,Dabrafenib,SIDM00974,-3.191418
67596,Bortezomib,SIDM00538,-4.842381
182361,AGI-5198,SIDM00549,3.286729
49473,Luminespib,SIDM01122,-1.5327185
20581,Vinorelbine,SIDM00416,-3.7932655
184749,AZD5363,SIDM00550,4.443093
198790,UMI-77,SIDM01064,2.265778
110173,CZC24832,SIDM00519,6.138902
105146,Entinostat,SIDM00930,4.146385
281957,Dabrafenib,SIDM00537,5.149728
117143,OTX015,SIDM00482,0.372997
222370,VE821,SIDM00269,3.588846
215743,MK-2206,SIDM00968,2.081376
296880,Fulvestrant,SIDM00659,3.904548333333333
41859,5-Fluorouracil,SIDM01073,1.3677609999999998
176366,Buparlisib,SIDM00885,1.715498
55536,GSK1904529A,SIDM01102,2.7211745
116549,RVX-208,SIDM00974,5.514923
42063,5-Fluorouracil,SIDM01175,7.168616
112714,PFI3,SIDM01198,4.595382
223200,VE821,SIDM00044,5.566947
18355,Gemcitabine,SIDM00562,-2.467688
116275,RVX-208,SIDM00324,5.044439
222757,VE821,SIDM00623,3.078485
281573,Trametinib,SIDM00045,-1.306474
50853,Crizotinib,SIDM00758,-1.105771
232683,AZD4547,SIDM01205,1.688738
94487,I-BET-762,SIDM01163,5.947471999999999
155551,Alisertib,SIDM00096,-3.480023
178487,Cisplatin,SIDM00351,1.3551396666666669
155576,Alisertib,SIDM01245,-1.964411
184361,AZD5363,SIDM00758,1.263531
176618,Buparlisib,SIDM00308,0.607357
111572,GSK2606414,SIDM00875,2.783806
2082,Paclitaxel,SIDM01073,-5.106665
64441,MK-1775,SIDM00540,0.383413
281269,Trametinib,SIDM01248,-1.231516
281535,Trametinib,SIDM00792,1.554828
199769,WIKI4,SIDM00638,2.429979
280876,Trametinib,SIDM00951,1.102089
213643,AMG-319,SIDM00842,4.296877
179776,ABT737,SIDM00299,3.101108
223136,VE821,SIDM00077,3.054804
60950,Erlotinib,SIDM00606,3.621164
54679,Irinotecan,SIDM00351,-0.11316
65590,Dinaciclib,SIDM00043,-3.726589
55183,Oxaliplatin,SIDM00203,4.0319445
116377,RVX-208,SIDM00202,3.953405
331402,Pevonedistat,SIDM00846,1.1772185000000002
51129,Crizotinib,SIDM00517,2.826434
297125,Fulvestrant,SIDM01102,3.267386666666667
271509,XAV939,SIDM00310,4.448502
111709,GSK2606414,SIDM00241,2.590943
210796,Nutlin-3a (-),SIDM00781,4.645875
143423,Ibrutinib,SIDM00565,4.198275
283144,Temozolomide,SIDM00196,6.2024165
98699,IWP-2,SIDM00218,4.740623
214711,MK-8776,SIDM00542,4.802093
108510,VE-822,SIDM00043,4.729896
198841,UMI-77,SIDM00156,2.527298
216269,Palbociclib,SIDM00584,5.391522
42341,5-Fluorouracil,SIDM00154,4.106558
214694,MK-8776,SIDM00381,5.440197
64967,Dinaciclib,SIDM00120,-0.40337
215625,MK-2206,SIDM00520,2.0603635
45411,Linsitinib,SIDM00549,2.8145215
185282,Vorinostat,SIDM00371,2.3546765
180559,Docetaxel,SIDM00427,-7.018178
88882,Pevonedistat,SIDM00274,3.801694
312119,AZD8186,SIDM00535,2.7560095
331443,Pevonedistat,SIDM00688,-1.0713915
116014,RVX-208,SIDM01047,3.75374
14168,Bortezomib,SIDM00261,-6.493978500000001
220900,AZ6102,SIDM00241,3.183457
43440,Obatoclax Mesylate,SIDM00489,-1.4816939999999998
156045,Alisertib,SIDM00600,1.5379355
64192,MK-1775,SIDM00308,-0.906253
179764,ABT737,SIDM00056,3.46767
193324,I-BRD9,SIDM00104,4.617198
109955,CZC24832,SIDM01095,4.426655
220244,PD0325901,SIDM00350,-1.249941
217753,Pictilisib,SIDM00789,0.2670755
210630,Nutlin-3a (-),SIDM00225,5.2881535
178302,Cisplatin,SIDM01042,2.7049396666666667
222480,VE821,SIDM00970,3.4318
184005,AZD5363,SIDM01174,4.802258
282121,Dabrafenib,SIDM00584,5.087467
176664,Buparlisib,SIDM00504,0.483565
197517,Savolitinib,SIDM00082,2.827969
199850,WIKI4,SIDM00583,3.691735
116065,RVX-208,SIDM01007,3.10903
173127,MN-64,SIDM00528,5.409537
97714,SCH772984,SIDM01197,-1.569336
148996,Dactinomycin,SIDM01092,-4.8969255
179509,Cytarabine,SIDM00569,1.086691
213157,AMG-319,SIDM00699,5.037114
188441,Cediranib,SIDM00156,1.800909
54532,Irinotecan,SIDM00225,1.239225
118251,GSK343,SIDM00371,5.143262
174159,LGK974,SIDM00527,3.5965025
214147,MK-8776,SIDM01163,6.289427
98342,IWP-2,SIDM00930,3.563713
198448,UMI-77,SIDM00003,2.396005
65135,Dinaciclib,SIDM00541,-3.651273
56007,Oxaliplatin,SIDM00550,5.7256415
160956,LCL161,SIDM00121,3.6036105
281740,Dabrafenib,SIDM00174,2.3505525
89677,Sepantronium bromide,SIDM00100,-4.2702865
18165,Gemcitabine,SIDM00096,-5.042252
331226,Pevonedistat,SIDM01237,3.803114
186157,Nilotinib,SIDM00114,4.9017610000000005
199153,WIKI4,SIDM00591,2.871372
55884,Oxaliplatin,SIDM00101,7.246745
86701,Epirubicin,SIDM00889,-2.784881
89602,Sepantronium bromide,SIDM01064,-3.76669
14110,Bortezomib,SIDM00842,-4.853536500000001
95732,Taselisib,SIDM01183,4.281299
96161,Taselisib,SIDM00231,3.76132
89623,Sepantronium bromide,SIDM00218,-4.628233
196486,P22077,SIDM00951,3.126975
187726,Osimertinib,SIDM00472,2.753533
176675,Buparlisib,SIDM00244,-0.696269
98279,IWP-2,SIDM00082,2.786609
231264,AT13148,SIDM00227,3.913401
49952,Luminespib,SIDM00842,-3.0079685
174203,LGK974,SIDM00491,4.149578
193243,I-BRD9,SIDM00517,5.43795
177773,Vinblastine,SIDM00680,-2.9114955
184118,AZD5363,SIDM00826,2.670864
222674,VE821,SIDM00599,0.986084
195389,MIRA-1,SIDM00393,5.772822
54859,GSK1904529A,SIDM00096,1.8741825
106829,LGK974,SIDM00320,3.892831
45797,Linsitinib,SIDM00418,3.8066875
176884,Buparlisib,SIDM01064,0.385312
270987,XAV939,SIDM00367,4.3203005
192871,I-BRD9,SIDM00541,6.056723
312290,AZD8186,SIDM00411,3.7040855
180074,ABT737,SIDM01041,2.816998
185957,Nilotinib,SIDM00833,4.152548
189252,Olaparib,SIDM00953,3.864254333333333
90234,Sapitinib,SIDM00266,5.005037
42483,5-Fluorouracil,SIDM00193,2.4158495
171877,LY2109761,SIDM00498,5.754102
108269,VE-822,SIDM00896,1.472736
187464,Osimertinib,SIDM00289,0.991004
6612,Dasatinib,SIDM00384,1.6852874999999998
49829,Luminespib,SIDM00576,-4.5363375
85877,Linsitinib,SIDM01133,3.251939
202383,Afatinib,SIDM01007,1.587534
218065,Pictilisib,SIDM00835,3.682304333333333
61550,Erlotinib,SIDM00551,1.115707
54913,Irinotecan,SIDM00487,2.788647
51214,Crizotinib,SIDM00099,5.242362
187870,Cediranib,SIDM00951,-0.039564
194618,MIRA-1,SIDM00120,6.416831
198008,Savolitinib,SIDM00196,3.098954
202459,WEHI-539,SIDM00371,6.89654
331263,Pevonedistat,SIDM00592,-0.776009
171479,LY2109761,SIDM01247,4.200842
