Origin_idx,Drug name,Sanger ID,IC50
222900,VE821,SIDM00917,2.942204
118049,GSK343,SIDM00343,4.981627
98844,IWP-2,SIDM00520,3.396576
191860,GSK2578215A,SIDM01259,3.395804
251935,Tamoxifen,SIDM00101,4.6270875
120085,Foretinib,SIDM00082,2.5993795
53286,Sorafenib,SIDM00214,2.132295
66833,Bortezomib,SIDM00136,-4.984688
179281,Cytarabine,SIDM01007,1.289901
72243,Daporinad,SIDM01126,-6.04415
189214,Ipatasertib,SIDM00837,2.146911
97365,SCH772984,SIDM00490,3.383908
183632,AZD3759,SIDM00264,2.855154
64205,MK-1775,SIDM00549,-1.004248
50187,Luminespib,SIDM00099,-1.7776855
185268,Vorinostat,SIDM00466,5.016750999999999
90248,Sapitinib,SIDM00156,5.102021
161448,LCL161,SIDM00100,5.172172
8162,Vorinostat,SIDM00216,1.274245
63754,Niraparib,SIDM00176,5.087727
185471,AZD6738,SIDM00384,-0.214992
91035,Uprosertib,SIDM00917,1.393563
116288,RVX-208,SIDM01197,6.525946
201001,MIM1,SIDM00320,6.224402
55499,GSK1904529A,SIDM00045,2.5984585
312679,AZD8186,SIDM00472,2.8882945
214018,AMG-319,SIDM00969,3.801376
91184,Uprosertib,SIDM00100,5.284378500000001
30737,Wee1 Inhibitor,SIDM00393,1.551081
2037,Paclitaxel,SIDM00145,-4.999627
214199,MK-8776,SIDM00180,2.897095
9032,Nilotinib,SIDM00508,3.626521
231646,AT13148,SIDM00264,4.802533
97586,SCH772984,SIDM00364,3.365892
179613,Cytarabine,SIDM00197,2.011151
183328,Gefitinib,SIDM00621,1.716696
50392,Paclitaxel,SIDM00539,-0.771205
221313,AZ6102,SIDM00973,1.882672
109099,WZ4003,SIDM01205,3.755422
186246,AZD8186,SIDM00655,3.259507
232298,AZD4547,SIDM00970,2.4949423333333334
210521,Nutlin-3a (-),SIDM00003,4.727942499999999
213248,AMG-319,SIDM00181,3.850774
109305,WZ4003,SIDM00527,4.723702
198982,UMI-77,SIDM00688,1.908647
281975,Dabrafenib,SIDM00549,2.659987
204551,PLX-4720,SIDM00328,4.951831333333334
261516,Daporinad,SIDM00218,-1.6796350000000002
180096,Docetaxel,SIDM00113,-2.3649636666666667
115883,RVX-208,SIDM00182,4.38305
210380,Nutlin-3a (-),SIDM00293,4.572223
192175,GSK2578215A,SIDM00332,5.782226
171724,AGI-6780,SIDM01163,4.3362265
