Origin_idx,Drug name,Sanger ID,IC50
251912,Tamoxifen,SIDM00195,3.536265
63687,Niraparib,SIDM00103,4.161355
170822,Sabutoclax,SIDM00199,1.059234
112866,OSI-027,SIDM00954,2.442652
251570,Tamoxifen,SIDM01206,3.291936
220084,PD0325901,SIDM00256,-0.0687289999999999
290472,AZD6738,SIDM00621,2.3011805
181775,Afuresertib,SIDM00551,2.070144
14044,Bortezomib,SIDM00655,-5.4438225
210529,Nutlin-3a (-),SIDM00111,4.472395499999999
171946,AGI-6780,SIDM00224,2.808778
88050,Cyclophosphamide,SIDM00244,4.773382
148954,Dactinomycin,SIDM00438,-5.767347
99268,Leflunomide,SIDM00227,6.201578
13964,Bortezomib,SIDM00954,-3.8787905
187483,Osimertinib,SIDM00156,2.420617
12386,Entinostat,SIDM00793,1.369228
209733,Wee1 Inhibitor,SIDM01047,0.797342
184862,AZD5363,SIDM00530,1.21957
64135,MK-1775,SIDM01251,-0.535783
210714,Nutlin-3a (-),SIDM00244,1.181207
189015,Ipatasertib,SIDM00291,5.014612
105692,Entinostat,SIDM00043,2.012134
63097,Niraparib,SIDM01229,4.5108
192366,GSK2578215A,SIDM00104,5.507389
108385,VE-822,SIDM00519,5.227272
55525,Oxaliplatin,SIDM00553,1.888569
99470,Leflunomide,SIDM01161,5.347232
219017,Uprosertib,SIDM00225,1.989268
266089,Talazoparib,SIDM00621,0.6283375
194311,AZD7762,SIDM00971,5.010333333333333
688,Rapamycin,SIDM00259,-1.612927
189230,Ipatasertib,SIDM00424,2.01243
112740,PFI3,SIDM00958,4.479395
194540,MIRA-1,SIDM01163,6.895082
192529,GSK2578215A,SIDM00214,5.597196
63281,Niraparib,SIDM00553,2.826742
196765,P22077,SIDM00504,3.467079
121352,Ribociclib,SIDM00954,4.214242
281564,Trametinib,SIDM00974,-6.0344905
179467,Cytarabine,SIDM00412,-2.164673
43644,Obatoclax Mesylate,SIDM01206,-1.638632
112703,PFI3,SIDM00569,5.637889
183332,Gefitinib,SIDM00259,1.7813995
174474,Wnt-C59,SIDM00188,4.382211
216582,Palbociclib,SIDM00176,3.6859975
163231,MIM1,SIDM00266,3.835619
180651,Docetaxel,SIDM00077,-5.1429990000000005
108179,VE-822,SIDM01097,0.186995
198816,UMI-77,SIDM00410,1.694385
212856,PD173074,SIDM00491,3.94686
18603,Gemcitabine,SIDM00261,-5.303905
282018,Dabrafenib,SIDM01145,3.3262885
198415,UMI-77,SIDM00120,5.060323
118031,GSK343,SIDM00584,4.181038
88234,Cyclophosphamide,SIDM00384,3.676633
214549,MK-8776,SIDM00835,4.597331
54904,Irinotecan,SIDM00257,0.723667
59070,Ruxolitinib,SIDM00976,4.7786955
282666,Temozolomide,SIDM00326,6.595902
183686,AZD3759,SIDM00600,2.763232
96247,EPZ5676,SIDM01098,5.772242
198007,Savolitinib,SIDM00621,3.074745
118926,ML323,SIDM01247,3.745653
189005,Ipatasertib,SIDM01073,4.005015
50914,Crizotinib,SIDM00834,2.672397
173268,MN-64,SIDM00482,4.244209
66675,Bortezomib,SIDM00905,-5.338076
209942,Wee1 Inhibitor,SIDM00835,3.478132
29884,Wee1 Inhibitor,SIDM01174,4.117097
41900,5-Fluorouracil,SIDM01019,2.7880275
281400,Trametinib,SIDM00256,-0.3522875
93108,Lapatinib,SIDM00199,2.760207
160968,LCL161,SIDM00096,3.0291575
95499,Taselisib,SIDM01259,0.168268
109317,WZ4003,SIDM00137,4.560914
