Origin_idx,Drug name,Sanger ID,IC50
94435,Alpelisib,SIDM00082,5.197531
221302,AZ6102,SIDM00350,3.476882
89191,Sepantronium bromide,SIDM00783,-5.5839535
222746,VE821,SIDM00388,2.179602
149139,Dactinomycin,SIDM00328,-3.4318875
232327,AZD4547,SIDM00292,4.769772333333333
55320,GSK1904529A,SIDM00156,2.9377895
232856,AZD4547,SIDM00487,3.367252666666667
87243,Epirubicin,SIDM00287,-3.087618
90208,Sapitinib,SIDM00328,0.790298
2280,Paclitaxel,SIDM00259,-1.6681275
217610,Pictilisib,SIDM01120,0.0102219999999999
65688,Dinaciclib,SIDM00817,-3.655508
232546,AZD4547,SIDM00677,3.2912320000000004
142917,Ibrutinib,SIDM00118,5.469537
95162,Alpelisib,SIDM00422,3.933538
184916,Vorinostat,SIDM00561,0.2734479999999999
192243,GSK2578215A,SIDM00264,4.566104
54505,Irinotecan,SIDM01073,0.115197
202510,Afatinib,SIDM00813,2.343469333333333
181585,Afuresertib,SIDM00917,0.704281
183165,Gefitinib,SIDM00832,3.5159735000000003
194708,AZD7762,SIDM00539,-0.5161746666666667
181955,Afuresertib,SIDM00323,3.280534
98579,IWP-2,SIDM00251,2.493817
54540,Irinotecan,SIDM01007,2.856015
178081,Ulixertinib,SIDM00375,2.4994445
97254,SCH772984,SIDM00951,2.648134
18193,Gemcitabine,SIDM00900,-4.714292
204187,PLX-4720,SIDM00864,4.021356333333333
50064,Luminespib,SIDM00659,-4.0212345
89763,Sepantronium bromide,SIDM00099,-2.690467
184698,Vorinostat,SIDM00120,3.671495
184545,Vorinostat,SIDM00627,1.713327
202459,WEHI-539,SIDM00371,6.89654
232750,AZD4547,SIDM00896,2.329755666666667
74497,AZ960,SIDM00375,4.98785
88349,Cyclophosphamide,SIDM00101,5.434326
15754,Lapatinib,SIDM00198,2.1804585000000003
177693,Vinblastine,SIDM00964,-5.410527500000001
216684,Vinorelbine,SIDM00530,0.914274
202444,Afatinib,SIDM00441,1.7711066666666666
220569,AZ6102,SIDM00951,1.496632
302890,AZD5582,SIDM00954,1.664829
120675,PRT062607,SIDM00781,3.863104
189150,Ipatasertib,SIDM00758,1.918335
172529,AGI-6780,SIDM00483,3.93457
214719,MK-8776,SIDM00659,4.476125
98117,IWP-2,SIDM00905,2.290856
148898,Dactinomycin,SIDM01007,-4.3662075
216718,Dactolisib,SIDM00699,0.425954
211389,BIBR-1532,SIDM00121,3.961695
222093,GSK591,SIDM00256,2.229917
112719,PFI3,SIDM00896,3.880878
282811,Temozolomide,SIDM00225,6.278884
232585,AZD4547,SIDM01146,2.945304666666667
94513,Alpelisib,SIDM00864,4.110529
6457,Dasatinib,SIDM00793,0.336026
214183,MK-8776,SIDM00230,2.644194
194350,AZD7762,SIDM00569,-0.6039893333333333
61754,Erlotinib,SIDM00538,4.201843
86852,Epirubicin,SIDM00326,-0.619124
222885,VE821,SIDM00584,5.792654
113558,PCI-34051,SIDM00411,6.98944
63238,Niraparib,SIDM00291,4.608738
42218,5-Fluorouracil,SIDM00261,1.860131
179645,ABT737,SIDM01168,1.135587
110387,CZC24832,SIDM00538,5.533879
6379,Dasatinib,SIDM00174,-2.275235
193411,I-BRD9,SIDM01006,2.786848
183483,AZD3759,SIDM00412,1.830987
222635,VE821,SIDM01047,2.291095
327223,AZD4547,SIDM00668,1.667131
108033,VE-822,SIDM00224,5.416609
290328,AZD6738,SIDM00316,2.032777
41742,5-Fluorouracil,SIDM00789,2.1290425
183026,Gefitinib,SIDM00549,1.9670215
