Origin_idx,Drug name,Sanger ID,IC50
18084,Gemcitabine,SIDM00951,-4.405256333333333
178876,Venetoclax,SIDM00256,-0.175158
111339,GSK2606414,SIDM00699,4.338071
189329,Olaparib,SIDM00145,1.993207333333333
175253,Wnt-C59,SIDM00250,2.8421645
222365,GSK591,SIDM00498,4.737348
65153,Dinaciclib,SIDM00346,-3.716438
303506,AZD5582,SIDM00362,1.614059
163299,MIM1,SIDM00579,2.631393
209750,Wee1 Inhibitor,SIDM01251,0.643305
189793,Olaparib,SIDM00262,5.090264
266331,Talazoparib,SIDM00444,4.097227500000001
189650,Ipatasertib,SIDM00538,5.675191
266301,Talazoparib,SIDM00448,3.325682
213616,AMG-319,SIDM01205,4.143934
113578,PCI-34051,SIDM00917,2.356968
184080,Navitoclax,SIDM00781,3.7410515
171634,LY2109761,SIDM00101,6.960681
98983,IWP-2,SIDM00817,3.201688
116348,RVX-208,SIDM01093,4.662765
49411,Dasatinib,SIDM00323,2.477594
170563,Sabutoclax,SIDM00832,2.190274
74420,AZ960,SIDM00371,5.818114
222008,GSK591,SIDM00958,3.63464
261774,Daporinad,SIDM00416,-6.493469
202965,Afatinib,SIDM00472,1.3248476666666666
59133,Ruxolitinib,SIDM00444,4.8241225
96701,EPZ5676,SIDM00971,6.163269
213309,AMG-319,SIDM00118,4.957481
88201,Cyclophosphamide,SIDM00287,3.665342
96571,EPZ5676,SIDM00532,6.799769
189509,Ipatasertib,SIDM00099,5.971293
218068,Pictilisib,SIDM00420,0.1842403333333333
99610,Leflunomide,SIDM00542,5.210626
43859,Obatoclax Mesylate,SIDM00343,0.1481445
95828,Taselisib,SIDM01064,3.642511
65292,Dinaciclib,SIDM01183,-3.040011
88293,Cyclophosphamide,SIDM00234,3.764523
566,Camptothecin,SIDM00810,-1.842638
149203,Dactinomycin,SIDM00527,-5.5557715000000005
392,Camptothecin,SIDM00438,-3.317447
51120,Crizotinib,SIDM00129,2.522388
108385,VE-822,SIDM00519,5.227272
179513,Cytarabine,SIDM01228,1.4774284999999998
89573,Sapitinib,SIDM00905,3.636755
195386,MIRA-1,SIDM01041,5.907585
187317,Osimertinib,SIDM00317,4.1789
280930,Trametinib,SIDM00789,0.789653
179091,Cytarabine,SIDM00606,1.0561265
43340,Obatoclax Mesylate,SIDM00269,-1.610341
183564,Gefitinib,SIDM00969,1.7519695000000002
179603,Cytarabine,SIDM00659,1.959543
217592,Pictilisib,SIDM00203,0.2504076666666666
109,Erlotinib,SIDM00954,2.864184
251363,Tamoxifen,SIDM00174,2.572676
143103,Ibrutinib,SIDM00623,3.877861
112367,PFI3,SIDM00091,6.624369
117465,OTX015,SIDM00631,3.023448
185749,Nilotinib,SIDM01251,1.430628
109613,CZC24832,SIDM00489,5.920815
222885,VE821,SIDM00584,5.792654
232914,AZD4547,SIDM00466,5.68647
112670,PFI3,SIDM00584,6.028289
221907,GSK591,SIDM01175,6.729352
45129,Linsitinib,SIDM01098,0.6712989999999999
312228,AZD8186,SIDM01090,3.1123865000000004
252155,Tamoxifen,SIDM00444,2.8864305
74267,AZ960,SIDM00211,-0.318171
207901,Doramapimod,SIDM01042,2.0711785000000003
95585,Taselisib,SIDM00528,-2.627911
170400,Sabutoclax,SIDM00808,-2.148777
99627,Leflunomide,SIDM00198,4.289308
50586,Crizotinib,SIDM00783,1.132127
199753,WIKI4,SIDM00600,2.567036
189170,Ipatasertib,SIDM01090,2.939275
63824,Niraparib,SIDM00250,5.268993
120263,Foretinib,SIDM00528,2.035392
179313,Cytarabine,SIDM00346,-2.254708
70990,EPZ004777,SIDM00416,4.459386
176726,Buparlisib,SIDM01092,0.66793
209864,Wee1 Inhibitor,SIDM00577,1.3265895
221689,GSK591,SIDM00274,4.835118
181544,Afuresertib,SIDM01168,4.589472
251899,Tamoxifen,SIDM00289,2.2428045
177770,Ulixertinib,SIDM00233,2.675821
190625,GDC0810,SIDM00216,4.635337
189393,Ipatasertib,SIDM00196,2.748111
198820,UMI-77,SIDM00732,2.019973
120143,Foretinib,SIDM00923,0.0499975
178483,Venetoclax,SIDM00596,3.088884
113790,PCI-34051,SIDM00975,4.595854
148716,Dactinomycin,SIDM00489,-3.489803
90319,Sapitinib,SIDM00465,-1.078311
324749,Olaparib,SIDM00180,3.616469
65344,Dinaciclib,SIDM01197,-2.783173
204039,PLX-4720,SIDM00970,3.966721
209674,Wee1 Inhibitor,SIDM00094,2.4508855
98107,IWP-2,SIDM00263,3.219098
44195,Obatoclax Mesylate,SIDM00323,-0.362654
94401,Alpelisib,SIDM01133,2.75184
98342,IWP-2,SIDM00930,3.563713
220144,PD0325901,SIDM00137,-0.980411
108324,VE-822,SIDM00381,4.797052
64420,MK-1775,SIDM01198,-1.280854
192696,I-BRD9,SIDM00326,4.572775
58770,Ruxolitinib,SIDM01233,5.47628
59131,Ruxolitinib,SIDM01041,4.887324
70994,EPZ004777,SIDM00969,4.922983
163443,MIM1,SIDM01114,4.310478
177873,Vinblastine,SIDM00103,-3.32548
163323,MIM1,SIDM00394,2.6274015
195330,MIRA-1,SIDM00688,1.941842
185848,Nilotinib,SIDM00441,1.548936
56239,BMS-345541,SIDM00551,2.763508
12651,Entinostat,SIDM00422,0.5750745
113749,PCI-34051,SIDM00127,5.383315
233060,AZD4547,SIDM00406,1.0424033333333331
193035,I-BRD9,SIDM00833,4.566307
96247,EPZ5676,SIDM01098,5.772242
228139,BMS-536924,SIDM01183,1.960886
193128,I-BRD9,SIDM00285,3.523059
222200,GSK591,SIDM00099,6.292592
49642,Luminespib,SIDM00111,-2.534618
231181,AT13148,SIDM00091,5.482054
181723,Afuresertib,SIDM00195,1.716539
192543,I-BRD9,SIDM01160,5.019902
217144,Dactolisib,SIDM01155,-3.4626055
112101,GSK2606414,SIDM01006,3.687244
149106,Dactinomycin,SIDM00211,-4.0351585
211094,Nutlin-3a (-),SIDM00520,2.791442
175077,Wnt-C59,SIDM00137,4.0494345
95461,Taselisib,SIDM00923,0.56585
179676,ABT737,SIDM01247,1.149712
212922,PD173074,SIDM00042,4.8663315
179556,ABT737,SIDM00577,-2.857022
265,Camptothecin,SIDM00864,-2.395251
95198,Alpelisib,SIDM00817,4.112038
176522,Buparlisib,SIDM00930,1.181696
178182,Ulixertinib,SIDM00216,1.3198495
192194,GSK2578215A,SIDM00056,4.984889
177116,Buparlisib,SIDM00042,0.333913
179259,ABT737,SIDM00951,1.522798
63598,Niraparib,SIDM00487,5.314677
112617,PFI3,SIDM01095,4.990279
177610,Vinblastine,SIDM00411,-1.1649334999999998
98286,IWP-2,SIDM00841,4.010506
184373,Navitoclax,SIDM00099,2.8614335000000004
231886,AT13148,SIDM00406,2.531133
194731,MIRA-1,SIDM00274,4.523739
43776,Obatoclax Mesylate,SIDM01090,-2.042807
163116,MIM1,SIDM00343,4.398874
189741,GDC0810,SIDM01098,4.654351
189271,Ipatasertib,SIDM00962,2.967979
50022,Luminespib,SIDM00302,-4.1630555000000005
94376,Alpelisib,SIDM00606,4.251142
88489,Cyclophosphamide,SIDM00044,5.239571
187339,Osimertinib,SIDM00233,1.832778
232193,AZD4547,SIDM01160,1.4771606666666666
186963,Osimertinib,SIDM00326,1.859392
189486,Ipatasertib,SIDM00418,5.897337
119924,Entospletinib,SIDM00328,4.209684
178942,Venetoclax,SIDM00466,3.417405
217877,Pictilisib,SIDM00596,1.9038423333333332
108028,VE-822,SIDM00599,0.397685
109836,CZC24832,SIDM01019,4.89889
53061,Sorafenib,SIDM00127,4.556306
98627,IWP-2,SIDM00324,2.28334
95366,Taselisib,SIDM01133,1.439817
96307,EPZ5676,SIDM00606,6.018799
89618,Sepantronium bromide,SIDM00242,-4.5442155
105560,Entinostat,SIDM00129,-0.064396
70755,EPZ004777,SIDM00195,4.232369
95498,Taselisib,SIDM00544,2.730074
174902,Wnt-C59,SIDM00810,2.877487
183525,Gefitinib,SIDM00688,1.9141975
184593,Vorinostat,SIDM01179,1.5323
219919,PD0325901,SIDM00251,-0.7685434999999999
185421,Vorinostat,SIDM00323,0.2970835
95772,Taselisib,SIDM00962,2.932329
97087,EPZ5676,SIDM00406,3.338488
111633,GSK2606414,SIDM00346,1.736986
89496,Sepantronium bromide,SIDM00420,-5.491263
116619,RVX-208,SIDM00444,5.552585
98764,IWP-2,SIDM00517,3.66511
60832,Erlotinib,SIDM01160,4.541067
89751,Sepantronium bromide,SIDM00929,-1.873778
212849,PD173074,SIDM00418,3.2750425
448,Camptothecin,SIDM01140,-3.318275
4,Camptothecin,SIDM00203,-3.74162
199897,WIKI4,SIDM00508,5.410049
58616,Ruxolitinib,SIDM00441,3.502371
113202,PCI-34051,SIDM00182,5.310771
120089,Entospletinib,SIDM00550,5.358641
179731,Cytarabine,SIDM00103,-0.2323864999999999
97827,SCH772984,SIDM00156,5.171011
3295,Sorafenib,SIDM00612,4.9980735
90414,Sapitinib,SIDM00350,-0.330457
