Origin_idx,Drug name,Sanger ID,IC50
98675,IWP-2,SIDM00935,3.110706
97136,EPZ5676,SIDM00214,6.161357
70465,EPZ004777,SIDM00438,5.203328
96914,EPZ5676,SIDM00527,5.48683
202595,WEHI-539,SIDM00448,0.000726
59135,Ruxolitinib,SIDM00539,4.519988
231882,AT13148,SIDM00374,1.980044
87940,Cyclophosphamide,SIDM00875,4.521247
109613,CZC24832,SIDM00489,5.920815
118346,GSK343,SIDM00668,3.4770095
219806,PD0325901,SIDM00441,-2.9891745
142988,Ibrutinib,SIDM00277,0.632956
65382,Dinaciclib,SIDM00592,-3.675793
217694,Pictilisib,SIDM00953,0.1027793333333333
261546,Daporinad,SIDM00262,-6.201599
74597,AZ960,SIDM00193,3.201542
87178,Epirubicin,SIDM00781,1.12443
65467,Dinaciclib,SIDM00517,-3.169744
116410,RVX-208,SIDM00519,5.188223
177940,Ulixertinib,SIDM00517,1.117816
112816,PFI3,SIDM00257,5.088587
116966,OTX015,SIDM01019,2.095979
199602,WIKI4,SIDM01197,5.424982
184987,Vorinostat,SIDM00351,0.3313785
182931,AGI-5198,SIDM01041,4.519381
116388,RVX-208,SIDM00156,5.420866
3820,Tozasertib,SIDM00332,2.7254135
55144,GSK1904529A,SIDM00814,2.9757625
98117,IWP-2,SIDM00905,2.290856
37064,MK-2206,SIDM00056,2.152316
149028,Dactinomycin,SIDM00837,-4.0413875
222107,GSK591,SIDM00101,6.264782
182671,AGI-5198,SIDM00262,4.765875
84942,Ruxolitinib,SIDM00606,5.413914
96699,EPZ5676,SIDM00411,6.656337
90674,Uprosertib,SIDM01229,3.068049
38996,Dactolisib,SIDM00056,-3.286618
99058,Leflunomide,SIDM00294,5.675008
199629,WIKI4,SIDM00211,2.230729
58705,Ruxolitinib,SIDM00379,4.9440355
45328,Linsitinib,SIDM00277,1.8095815
217366,Dactolisib,SIDM00127,-2.6624105
58050,GSK1904529A,SIDM00231,3.767467
54607,Irinotecan,SIDM00532,2.530268
174467,Wnt-C59,SIDM00953,2.9139035
59072,Ruxolitinib,SIDM00973,4.495543
185769,Nilotinib,SIDM00679,3.86063
212990,PD173074,SIDM00969,2.802637
95058,I-BET-762,SIDM00256,4.0771595000000005
216929,Dactolisib,SIDM00863,-1.9194905
117150,OTX015,SIDM00842,3.881375
120495,Foretinib,SIDM01064,1.473267
51766,Rapamycin,SIDM00260,-0.081681
185726,Nilotinib,SIDM00863,3.059651
163057,MIM1,SIDM01097,3.290199
76112,XAV939,SIDM00285,4.808815
109429,WZ4003,SIDM00668,4.397135
210991,Nutlin-3a (-),SIDM00680,1.906825
95286,I-BET-762,SIDM00444,2.519941
42483,5-Fluorouracil,SIDM00193,2.4158495
70466,EPZ004777,SIDM00532,5.478016
221870,GSK591,SIDM00351,3.766988
9793,BMS-536924,SIDM00302,1.5520699999999998
55242,Oxaliplatin,SIDM00320,5.76305
116619,RVX-208,SIDM00444,5.552585
172513,AGI-6780,SIDM00969,3.230275
222930,VE821,SIDM01197,4.556343
186906,Osimertinib,SIDM00489,-0.031981
180777,Docetaxel,SIDM00323,-3.8902106666666665
116592,RVX-208,SIDM00389,2.681292
61574,Erlotinib,SIDM00465,0.139477
87321,Epirubicin,SIDM00242,-0.188788
90839,Uprosertib,SIDM01007,0.5909504999999999
97611,SCH772984,SIDM01095,3.942032
167652,SB505124,SIDM01197,4.081966666666666
213120,ZM447439,SIDM00885,1.3492045
88574,Cyclophosphamide,SIDM00472,6.247714
70529,EPZ004777,SIDM01092,5.110458
226,Camptothecin,SIDM00900,-4.572259
96984,EPZ5676,SIDM00859,3.693446
115885,RVX-208,SIDM00180,4.390513
271297,XAV939,SIDM00379,4.036653
55503,GSK1904529A,SIDM00688,2.826499
148,Erlotinib,SIDM01007,2.071839
91014,Uprosertib,SIDM00412,-1.4344725
60836,Erlotinib,SIDM00627,1.420565
117301,OTX015,SIDM00311,2.362675
118419,GSK343,SIDM00817,4.0774725
297078,Fulvestrant,SIDM00176,4.859611
312686,AZD8186,SIDM00539,2.9176765
330853,Pevonedistat,SIDM01179,-2.5272175
202348,Afatinib,SIDM01073,1.9454083333333327
97367,SCH772984,SIDM00900,2.431867
116794,OTX015,SIDM01229,3.161536
155960,Alisertib,SIDM00242,1.722476
191767,GSK2578215A,SIDM00826,5.756754
271540,XAV939,SIDM00638,2.7157455
99519,Leflunomide,SIDM00962,3.323018
109886,CZC24832,SIDM00388,4.606879
190286,GDC0810,SIDM00592,4.90065
96957,EPZ5676,SIDM00491,5.550333
180164,Docetaxel,SIDM00274,-2.129110333333333
65115,Dinaciclib,SIDM00224,-2.056563
51027,Crizotinib,SIDM00964,2.107189
