,EPHX2,XDH,BAAT,MVK,CAT,NUDT19,PMVK,PEX16,HAO2,FAR2,PRDX5,HMGCL,PHYH,DDO,ACSL6,AGPS,SOD1,SOD2,NOS2,HAO1,HSD17B4,CRAT,PAOX,ACOX2,PEX11G,ACOX3,PEX5,ACOT8,ACAA1,SLC27A2,SLC25A17,MPV17,PIPOX,FAR1,DAO,ABCD1,DECR2,SCP2,HACL1,GSTK1,PEX1,NUDT12,ABCD4,ABCD3,PEX11B,ECH1,IDH2,IDH1,DHRS4,GNPAT,PEX2,PEX26,PEX3,PEX6,PXMP4,PEX10,ABCD2,PEX7,ACSL5,PEX13,PEX12,EHHADH,PEX14,AGXT,PRDX1,PECR,ACSL1,PEX11A,ACOX1,ECI2,CROT,ACSL3,ACSL4
SIDM00519,0.4077721091072685,-0.7701884619969925,-0.8201261123722164,-0.41963401408097833,0.4560597849081559,1.662982232561397,1.4349041710700323,-0.030884159079454007,-0.8763022125911032,-0.42041682704968136,2.7035877846333265,1.105218842733413,0.696736147322235,-0.7454340930609011,-0.9309422757648084,0.9610446472613838,3.235557521260157,1.3131405271404428,-0.6331306056587033,-0.9445229291646341,1.821374421533269,1.2220524058568,-0.7643294469034004,-0.06330199591787268,-0.5668947014363218,0.2000336517211482,0.2638336561895186,-0.47874003301732304,0.27295001943534053,0.9866106831769028,0.10779311996762443,1.9574729164437545,-0.6750867503047814,0.3234049275803074,-0.9733309226715656,-0.6259335308441613,0.8796850202597559,1.1845585129950047,0.6410838056365904,-0.34244897893764925,-0.07351612824525147,-0.5011243830904488,-0.5077219176590738,0.1857484915697454,0.7946887912686103,1.5621542141621145,0.46015786476783377,2.17222796754642,-0.6048764847080348,2.1467401388204794,-0.060169177643649145,-0.7429209931170495,0.33023022800683627,-0.4111500287687071,0.10494811995664542,-0.012536984402233279,-1.0382088750439087,1.5053188371323654,-0.7863828726652579,0.9404844940691738,0.5142596311839918,-0.6502875112869839,-0.5316838626721588,-0.8427706246253268,3.11947773188948,0.7551031868500088,0.3491272353651706,-0.14779809900787366,0.7955803835811279,0.7570057520769294,0.19106336874784657,2.0228355321948706,-0.25673340427632185
SIDM00917,0.19102728913767122,-0.7272350389157912,-0.8449836690834798,0.0905221476040007,1.0162665639812445,2.0470616797166707,1.3022912013847718,0.48668386497778565,-0.8517668994305593,0.38968007515711756,2.568062541172944,1.6197160479221753,-0.18572635826798373,-0.7585575663460967,-0.9494386004412713,0.5789097048398584,2.93680660728284,-0.5100939008796113,-0.6323221672871422,-0.9283001394086274,1.416669811111088,0.13899034436508256,-0.5151500068815088,-0.6403330260763782,-0.7255761289021074,0.9117217179509433,0.40331906095100634,-0.3459660997681364,1.0313466394691266,0.18043225836964988,0.3141680557115448,1.9453306234424173,-0.3319851455720741,0.7502780711702336,-0.9497741463757655,-0.817044922920671,-0.08776217573459359,0.9969353154349787,1.399088681566533,-0.384223409377038,-0.06449398218546497,-0.89240495545378,-0.48113522109208356,0.30437759629663613,0.8530395511553589,2.1763353951388917,1.3169627304313216,1.7648392878439796,0.13339368317666458,1.705268767784423,0.22001235717673906,-0.7042242826527161,0.5060444080718508,0.11140055329390622,-0.3163738512654013,0.13741177548238057,-0.9610490317623547,1.1534981397370987,1.0865483264958478,0.671497286755158,0.6821441567848077,-0.7863668854579664,-0.5410805338479524,-0.8057256380034489,3.1648850294971838,0.7900399609086339,1.7462020592958247,0.06790629291173177,0.5932969580769787,0.4925199991360728,-0.5299021749174662,1.6562054414504421,-0.362863193744382
SIDM00309,0.662266368582428,-0.8258549813791262,-0.7712369127028784,-0.2624683799240615,1.104819497748468,1.7363843433878932,1.2114838330695847,0.1265248745321473,-0.8516009963539266,0.5057075037381162,2.6426711361814945,1.328902503271919,1.3267934543217716,0.2899416919127273,-0.9290133907354758,0.6579630132972745,3.2213579350357198,0.5341032546107687,-0.6793310402760483,-0.871464740144937,1.9224959791551162,0.8945273177095568,-0.767869562856362,-0.14099036567756698,-0.3708381065865274,0.8223741489603241,0.5560788035059298,-0.3004903307844054,0.9150009216813584,1.0659580724435842,0.3336595299338335,2.0730666517241882,-0.6335712979538287,1.1439396458988056,-0.989871805252933,-0.5682735586110231,0.686923716443286,1.648148666041226,1.2282408737121662,-0.32625220037003055,0.14899837292695178,-0.21350864282291238,-0.43759116433858386,0.2937070527947327,0.8006394286840557,2.008846645670922,0.08939428658204271,2.0341062549064595,-0.6707291087426428,1.5623248267669256,-0.21584332039476134,-0.7420454259372027,0.7415104212206928,-0.10299944768167495,0.46151277485362907,0.6063001314406349,-0.9622037703256336,1.4171464462109244,1.0518633049608574,0.6698991451578338,0.8101447611542479,0.01654499889094244,-0.5929538189677943,-0.863184777585493,3.5390854321275786,0.7184793035869687,0.8799188313795923,-0.10084550975548108,1.0412652561731683,1.0209053442403293,0.1349642796591492,1.6212011999150493,-0.2550972818611836
SIDM00099,-0.6592542484329457,-0.3260070130889409,-0.7939980112949907,-0.560639297648716,0.2018136114064252,1.8013647345335027,0.4240223257111066,0.08870380986391664,-0.8835502500493273,-0.8205171055114379,2.671005779345715,1.3568029868345022,1.3788639273588708,-0.9056015006895453,-0.9107404145304971,0.6344288803172372,3.1771265219851124,-0.45590415312283444,-0.5965254590731098,-0.8794352815249834,1.111928829142046,1.4894671796457464,-0.6857844827432362,-0.7188574540772755,-0.5312784639158527,0.13139396550341237,0.5543912920302728,-0.3289872427074387,0.15403558111272542,-0.7308432523653731,0.22884874430833868,1.6311166589453008,-0.361306681922007,0.9251136033951559,-0.9074853391700546,-0.6014015634392791,1.121690328575259,1.2495473688937433,1.6461408813603235,-0.699582279995199,0.12649332358017346,-0.5186319942268299,-0.3683867496765151,0.6780944096886731,0.9664865721094024,1.9583715385878495,0.22892913834739173,1.462482917897898,-0.23519503979959705,1.5425667000833605,-0.08250551854679854,-0.756245958593288,0.1426610507753021,-0.48724571434784825,-0.042441222825495846,0.07903457198679065,-1.0166406692382568,1.0864258448575292,-0.6548915494210273,0.7676000779943534,0.7179289633241526,-0.5978801841570528,-0.6050578734643186,-0.7838086580108122,3.2969526154962665,-0.03818935588182151,0.3583828174744509,-0.2977652474796875,0.5760785449418231,1.0125725276161335,-0.608178938699026,1.7707731665101776,-0.34712417722036126
SIDM00276,-0.6505118735964595,-0.4105892421439841,-0.8827955315729019,-0.02291632312462586,0.6248978392510485,1.3955818086118081,0.8120787160474676,-0.003282886121911748,-0.9241336459253142,-0.23877594592586787,2.568103883040312,1.7469051243904419,0.7052578531122415,-0.4054895394774702,-0.910138237447085,0.8039416730044682,3.269740045698792,-0.14495205151214008,-0.6810067277751112,-0.8001075873149764,1.3983222801862465,0.9587771735223859,-0.7875427951460818,-0.7039986736006507,-0.5611222192058752,0.4873748875012283,0.46920182293611074,-0.2277797885478518,1.0971796149917779,0.8147906445753871,0.29331608317333585,1.9433334286820712,-0.7058246337045675,-0.7332080093971995,-0.8450532240885481,-0.5613525085958819,0.35874930002758754,0.9449282215923305,0.5739805557326599,0.12127313706771996,-0.04573918910257578,-0.7123648087370527,-0.38008426680983837,0.623951470484178,0.9519516045064405,2.0211302598129204,1.4104879881454422,2.56028606164222,-0.09761696833979987,1.995131375733361,-0.2302895089195568,-0.6671842154259903,0.37098896249834074,-0.024023198260690572,0.6431866967310025,1.007293034482241,-1.0207243371141779,1.3154852960012304,0.69620847965388,1.2084422877241638,0.42670483466574266,-0.33487278870734893,-0.508207480333549,-0.8620102569385427,3.5529654200126632,0.7629284296124594,1.6261137028085917,-0.18663991720142661,0.8818583283366955,0.7885673010782636,-0.5935000794316658,1.7397649199941088,-0.45959532174503276
SIDM00311,-0.5710998975841683,-0.6687417535584371,-0.8809476116538619,-0.43887728143456856,0.8362893034591177,1.552850941483304,0.8532062665818829,0.2423708276750496,-0.914437025086127,-0.3332085571593094,2.5150616559402628,1.1453847562155997,1.0425891916079957,-0.6650057227779999,-0.8289893046232123,0.8007600322648345,3.3034092051487,0.6825284734087471,-0.7367984097517243,-0.7768057315203709,1.5856379231388151,1.3056767058332823,-0.8243101667223557,-0.6018612287318369,-0.694069344425243,0.6757109989001546,0.29701463047845444,-0.4555463729826473,0.8851307764353045,-0.7117335071929475,0.36888324936211264,1.833439883859831,-0.6489621452393817,1.1068485279067974,-0.8574205400741357,-0.43468965155729095,0.4858730322372845,1.2146987330299526,0.7323115729740215,-0.6470885164974755,-0.13484299369784522,-0.5528314892941694,-0.2772984445043173,0.5214735628234435,0.45519862587170695,1.5434543911767191,0.6377230874558468,1.3354614899115123,-0.5743293424535546,1.3307052463634206,-0.0817030440716856,-0.7780290329951459,0.7685350890893913,0.0521976364051398,0.32657322926289706,0.52719054966068,-0.9716934718407712,1.2053307400166178,0.04224101047585957,0.47042964498081785,0.5141895818133367,-0.2301716100759706,-0.5673493965612163,-0.8122460425846594,3.5219375906442827,0.10256281518549548,0.5028587900916814,-0.00045293303669157066,0.5707895788630091,1.3907552056003412,-0.5275786733248821,1.8252516507111032,-0.048211525330830986
SIDM00970,0.7152149749527159,0.07045840696456475,-0.875397932640701,0.08254229102715195,1.4387808574744647,2.1414795504040867,1.0282986352437677,-0.2888470280527327,-0.9300696610628965,1.0403430184448788,2.582365991893,1.8046219075679468,0.9097992685011133,-0.24846361596899577,-0.9742373656968164,0.8971472534857088,3.1189533735743655,-0.5128208398804417,-0.8191555360615993,-0.8858790679895077,1.6006437117357932,0.46553424079319883,-0.717031154605939,-0.49712359487446595,-0.31785849955333023,1.2228649583433018,0.332936561559923,-0.3859854899069824,1.5413686982450499,1.5524317728456434,0.6330253334841711,1.57981926988354,-0.7777690417375202,1.08339979462343,-0.9936807912859938,-0.8164558071809768,0.23241139688363335,1.4438991887202097,0.905092255411374,-0.4431058335398088,0.12501202982735682,-0.7047964676354541,-0.2906441323054481,1.398697837597897,0.6580425323208301,2.4332046834749077,1.1304165193232114,2.796208457130495,0.3839465532117284,1.5485848183282316,0.3072605835963495,-0.7181246088572442,0.1250164648692751,-0.22999673991701391,0.2599774561630946,0.43748785486467723,-0.9899268711348522,1.3051710535751777,1.926673151233441,1.3079167748680947,0.38651555790457387,-0.042996307038224595,-0.4944871662555084,-0.7718805614156122,3.567174038647021,0.09013059096141797,1.738654866649809,0.07863398810838212,2.238835985342139,0.3642689902410196,0.6924721285563114,2.3398300265738095,-0.6505875087818936
SIDM00103,0.22789911312171673,0.2659517164950301,-0.8184971891094295,-0.46136617911678235,0.9561767596736607,1.6601896524402775,0.7166303786564915,0.364376834832169,-0.8466875039433235,-1.0067002229560127,2.6259183774796027,1.375194813966109,1.5529843653411182,-0.17518900641289872,-0.8945530315137452,0.9390953267593305,3.233731808483555,0.3956625803669708,-0.6445999849338306,-0.8999201304306519,1.4040723655258185,1.8507960811929873,-0.643676559411937,-0.6054529458260706,-0.566723914583816,0.587024874161586,0.3472277932842053,-0.39317161471189893,0.16713992144056,-1.0079394970208377,0.05046438062933709,1.8746733756229845,-0.6333947362869168,0.8341974917582118,-0.8570364813733722,-0.3916889801883835,0.45125298837893585,1.6436997494376804,1.6919956463084211,-0.5289827337607339,0.026728009620201703,-0.7692522300648581,-0.4541910634011493,-0.07311421818607731,0.9011801872260851,1.4174784558186198,0.03893872534382505,1.538149313998884,0.14136035762207547,1.5260336882599264,-0.11169967663065486,-0.7653910502601814,0.4121864408542188,-0.07954068675495819,0.1568202682592135,0.25899327027257246,-0.9506905730519832,1.4979779312816126,-0.5861213807390874,0.3090069375332943,0.4686394998219321,-0.48274667227848644,-0.518935114612973,-0.7845862877815498,3.275663623659481,0.4427912587396667,0.974877865679588,-0.14469218622186644,0.7703868763963414,1.2227440923264936,-0.4743330691461308,2.2261615829246897,0.0325737062359891
SIDM00266,-0.5998230823032392,-0.8053501065637211,-0.8776623930127113,-0.035160636248997595,0.9170369643550211,-0.5715693074239007,1.4677010107717163,0.07491101785143635,-0.8572412926392302,1.3199922757484284,2.681671438418233,1.3852141441768715,0.7505174102467738,-0.8232665921679037,-0.9976230100359899,1.0711651760713874,2.95701860817438,-0.1200253168712086,-0.6001897490612128,-0.8595985123283248,1.562075595960497,0.9744300339535267,-0.879011301750304,0.17240820396919787,-0.7077437578387173,0.40137750962147245,0.5286701734183296,-0.46379176338086775,0.015587255642535174,0.7638471410101423,0.6278187785818583,1.952303513631433,-0.2424707022291641,0.8022692626497121,-0.979367900120799,-0.7788074319164031,0.4199777968771464,0.9338042711826499,0.9674345332027608,-0.6419540701997205,0.22089977615961195,-0.3449034952858423,-0.3684542140894549,0.6360173900427324,0.5839874391515458,2.832648979320862,1.2504568993187772,2.211124289660891,-0.05588245130598146,1.7530174196471386,-0.2219065512078623,-0.7382803225857112,-0.1374259116415921,0.1187276447535834,-0.1886664410147401,0.4574010163146692,-0.9951008851110316,1.969203945256408,-0.7736520502098653,0.4846648944323374,0.4906312945496921,-0.625798980939283,-0.6402206569589652,-0.814484603488039,3.1271165522373807,1.5646818371908289,1.2479067133876844,0.28076605785570413,0.4830413637200103,0.6939408978003136,-0.7823488823817141,2.165157322967314,-0.4086546511440647
SIDM01064,-0.8039060795821845,0.27154027224742106,-0.856570146195206,-0.19157514407694506,1.062070411323977,1.9517391405370945,1.2295685185689675,0.11711955318029739,-0.9043457050060759,-0.8275664459647277,2.3515281364467664,1.23717951053693,1.4672886579290008,0.012340177826604763,-0.8679464943439529,1.0687890734643404,3.043805883924543,-0.19093906108550165,-0.5907150346783359,-0.9004864270912755,1.5725790119686334,0.9611854740141096,-0.7220240058979472,-0.7263152497614593,-0.8032353534737643,0.12396531115215077,0.42528467080854193,-0.5345275400712908,0.5648570228804345,1.7826355552851276,0.9353868541218655,1.721522046479697,-0.44883530871963584,0.5914659358743392,-0.8642443657633396,-0.6052834092728161,0.6619238740891608,1.21352543278477,0.9816380216631587,-0.14260094032308798,0.1979560692843631,-1.003473672365246,-0.1760869891502627,0.7418427432511318,0.7408799124699459,2.600639790221875,1.5153974895084794,0.19692574280515027,0.8493439511230059,1.812312140341183,0.2812300292255184,-0.7284307537440737,0.5272074457392179,-0.08865057464845824,-0.2180992964838646,0.350426570322917,-0.23878091229230103,0.9714762538634609,1.263133138879459,0.6963859853585406,-0.016265312654553044,-0.1848220692968016,-0.4353707610517095,-0.8048554050308425,3.23872637861281,0.5146118639983626,1.6271671695869083,0.121544691129167,0.19952751856608275,0.5656781693507889,-0.43414906932694713,1.64517612555805,-0.7639944819580821
