,UNC5B,PLXNB2,PPP3CC,PPP3R1,PAK4,NGEF,SEMA4C,SEMA4A,PLXNC1,ROCK1,ABLIM3,PTK2,ROBO1,SLIT2,ROBO2,PLXNA1,ABL1,PLXNA2,PLXNB3,PLXNB1,SEMA3G,ITGB1,SEMA3F,NRAS,ROBO3,CHP2,NFAT5,SEMA6D,RHOD,PAK6,PLXNA3,NFATC4,NTNG1,SEMA6A,NFATC3,KRAS,SRGAP3,L1CAM,CFL2,CFL1,GNAI1,UNC5A,GNAI2,RND1,NCK2,MET,SLIT3,NTN1,PAK1,LRRC4C,SEMA3C,GNAI3,CXCL12,SEMA5A,NFATC2,NFATC1,DCC,CDC42,UNC5D,SRGAP2,SEMA6C,SEMA6B,PAK3,SEMA3D,EPHB4,EPHB6,SEMA4D,SEMA4B,PAK2,SEMA4F,RHOA,CXCR4,EPHB1,EPHA8,EPHB2,EFNA3,EFNB1,EFNA5,EFNB3,RAC3,EFNB2,ARHGEF12,ABLIM2,SRGAP1,RASA1,EFNA1,DPYSL5,SEMA3A,UNC5C,NRP1,MAPK3,RAC1,MAPK1,SEMA5B,HRAS,SEMA3B,GSK3B,SEMA3E,DPYSL2,LIMK2,LIMK1,ABLIM1,ROCK2,SEMA7A,EPHA1,NTN4,EPHA5,EPHA7,EPHA3,EPHA2,EPHA4,SEMA4G,PPP3CB,FES,PPP3CA,CDK5,RGS3,FYN,EPHA6,NTN3,CHP1
SIDM00519,0.09764001583356745,1.201839678475679,0.11411858638168945,0.6006131335263584,0.05205675167458793,-0.838782274481406,0.3912427130629648,-0.7912258222246854,-0.8456943403844508,-0.7523052539818814,-0.5033364170371177,0.8283135112466042,-0.24556680352012455,-0.40856160834702826,-0.9968845091513521,-0.28599717260582597,0.3547805573656611,0.4138472771413413,-0.7551962285213794,0.35124726922822097,-0.8029785359738757,2.086497938027983,-0.2801594872025517,1.221839698263148,-0.5469908228809355,-0.8245934981203595,0.8029011509859189,-0.8251609549904783,1.2071966909110574,-0.6285576966138914,-0.3293423920359248,-0.8210818751642682,-0.8224956832115939,-0.8634493730041799,0.14223913067863656,1.5419688881072011,-0.7893744219050891,0.741615445657075,0.9999554188594267,2.201481337933568,1.5624281652834855,-0.5562008550593027,1.204096884232378,-0.1606961804453321,-0.2160679738997095,-0.47561600555413736,1.5194869480500242,-0.6116602716221096,1.258227015239765,-0.6577484648814685,1.734275981755024,1.3494180606695867,-0.9146593411170519,0.6282426025362002,-0.756545736040116,-0.7407026394973882,-0.734784251077846,-0.25600809403688,-0.9135211255809291,-0.3345631931126661,-0.6280046765185799,-0.6717174081249013,-0.6679620629581446,-1.0060028343540013,-0.5554920191672063,-0.3365723095097178,-0.5942393088908063,-0.17831251806085496,0.8935655973365362,-0.28048924810219666,2.336611588025909,-0.8516211866453532,-0.8806773667163115,-0.8308140156494898,-0.05084526548613195,-0.2641894571443113,-0.5626558864643926,0.24226045172560948,-0.23779568674282997,0.6351820544066088,-0.5342503982058449,-0.24655389621269502,-0.668456574779457,-0.8121274244002696,0.8614013285102331,1.5157378907973384,-0.8086869437146308,-0.3098209426578345,-0.8765579416203727,-0.5269545753075746,0.5154256853947725,2.769353667407342,0.20225978087680163,-0.8758369540046701,0.8798485214472693,0.11333820959829576,1.3510624486918985,-0.6514442554734947,0.5831625828315206,-0.14585709716137393,-0.5053320107919572,0.8752710568911406,0.7585674205699963,-0.6649645439876721,-0.8148829142669144,0.772551409512895,-0.9489792091844514,-0.9535100941890609,-0.8962021832565423,0.6280856980576789,1.3514832361705382,-0.9048395504341203,1.0595067925802728,-0.7649336853335517,0.4624333910765997,0.6899951014604405,0.3484182865335086,1.307152286069642,-0.9224702527482291,-0.7020959743328683,1.6441251892035962
SIDM00917,-0.6396739378902252,0.9895606351918377,1.4073343429485472,0.5031292249178309,-0.4604744663586069,-0.851393950194594,0.5454918865666452,1.03890221068162,0.1836527438636904,-0.7543480452060052,-0.6897383113503912,-0.5015917742499891,0.992561509475729,-0.6501784241245211,-0.3946896302032054,-0.07088740891255346,0.07227524592064806,-0.5330614016080869,-0.6956361670358743,-0.01117191793975687,-0.7991043409339408,-0.5999323053013581,-0.5868672382564478,1.5502036363871254,-0.7417514903711063,-0.8433782154006646,1.509834124016156,-0.8200683734556617,-0.19927558972898884,-0.7161318035188599,-0.4526635875697776,-0.5427612633405228,-0.6942586716798893,0.08697068853521116,0.7972661786730947,0.6747655177517772,-0.7945017281685735,0.1341553916623545,0.18782405462700044,1.6032737781834392,-0.8015429212983989,-0.8748964174692778,1.3337234561834943,-0.29330946063211943,0.23762616099669084,-0.6733048419393598,-0.6706028589023328,-0.7415123962144422,1.7345939641854828,0.24885542837785113,-0.9484767647703307,1.5765793998814601,-0.7709808691910792,-0.4791302284185416,-0.6339409823117056,-0.6519239209292012,-0.7227681548732218,0.44944808904324823,-0.9949088201170929,-0.5998795827965605,-0.6484183418171688,-0.7229114512931997,-0.7157253657658932,-0.9629233547403752,-0.6279523164498351,-0.7486278644919269,-0.45002763676133584,-0.33924402406614174,0.8619869852825898,-0.48431157945960424,2.6126260305947806,1.2181610230538444,-0.29134067727211893,-0.8131686503389273,-0.7063420414374068,-0.6401798024246435,-0.8439203339703479,1.1123497350904001,-0.7813115123035661,-0.07227826244569432,-0.41265568543573455,-0.5310335024437998,-0.7417759498076711,-0.8152151470559459,1.2487939734131084,-0.15033176762640624,-0.8721419179838122,0.8158564400782253,-0.9160153488327398,-0.6886811986827112,0.12581611851856564,2.1032589178303955,0.7518296918279702,-0.7995450088338739,0.5785314872233444,-0.5899996933488673,2.04988231234367,-0.7277092025980818,1.3567590180460978,-0.14316192790815346,-0.4284633235878352,0.593194824509775,-0.1530102653394292,0.1736399067422946,-0.8507019045068162,-0.8141591786291072,-0.9743720549992735,-0.9164453656778404,-0.7007705832672874,-0.4238428711702969,-0.7599191808940167,-0.9609397931359761,1.421329490820309,-0.5296295653834476,-0.9550305402844965,-0.023296324193275698,0.7137077895044256,1.0727373579708706,-0.8903787404818089,-0.7354027763194149,1.0619232141102706
SIDM00309,-0.1632600594249774,1.1688673232277416,0.239530686891279,0.4586945316334438,-0.02010618667079231,-0.9053483010733245,-0.12927471023096196,-0.7959763473538833,-0.7040434392869536,-0.6859334283277749,-0.7299534497014027,0.08441979984102689,-0.3696679432516929,-0.15618910080102574,-0.9715068030493812,-0.22621701283809564,-0.14684212911695277,-0.31879347965100224,-0.7564949421274616,0.8835469775748066,-0.8722486012937937,1.6650003876070572,-0.10288657038683295,1.256524659301111,-0.5177866086310035,-0.840162665915936,1.2422612697902125,-0.7144744919539263,1.2051850413586278,-0.7994839546429688,-0.3557908749812212,-0.8560703161417678,-0.8634806734961142,-0.8155465580790052,0.7219802571115488,0.44635764588407606,-0.7462290325828751,1.028579530921971,2.1463979743167108,2.1920713367099602,1.0431219546695902,-0.8312772896113286,1.7260176775013463,-0.8121800593079614,-0.20371061498863988,0.8732093846515993,1.5139928958797082,-0.7142481103165386,0.8343008677626348,-0.8487906553786638,0.6596889183062667,1.2577300723385132,-0.8763829386233011,1.5738353149697681,-0.8034805451055725,-0.7620115974132645,-0.8225532266981563,-0.1229129380584758,-1.0443975493881346,-0.45534728457845636,-0.6155019339118397,-0.7372136887547557,-0.7807695638963471,-0.9327029532642097,-0.6114294028529449,-0.41608843185112154,-0.7301424212514472,-0.464807430439448,1.435747437791394,-0.2948639285353112,2.857779503124727,-0.851099530109846,-0.7648463595546107,-0.7998809851648051,-0.4355085161325785,-0.633246251925241,-0.60516796560148,-0.05181597732304334,-0.43803242666585984,1.127406172706436,-0.40424080891433445,0.0047387094221157874,-0.36783532181154704,-0.6947653482012672,1.0669276287898497,0.9213155287177482,-0.8578394117164295,-0.34639201966853433,-0.8407299576932945,-0.7342371063711496,0.5986800821643932,2.5778827866642704,0.19821987316206793,-0.8337983704974915,1.0882773068400704,1.3159347565816082,1.5938635558462186,-0.6080366154968341,0.8410884501725316,-0.29186590485222635,-0.6337287468568507,1.487488566687953,0.9363253725929757,-0.71188824245675,-0.8107457556682497,0.061975105628471305,0.13619869708537719,-0.9777241030963313,-0.8722265341377914,1.3692593732922607,-0.4632724111577518,-0.8739681977765065,1.1348244033746662,-0.5349668093906889,0.7846956195278735,0.5254049497720239,-0.180687968267372,2.1707496772515524,-0.9125884091200211,-0.6401251123965266,1.7579141813487515
SIDM00099,-0.17961141666899022,0.9620194606739673,1.139087154857637,0.9383392124847367,-0.11049390111615294,-0.018893528942466646,0.0309463181239132,-0.6204416379837322,-0.8568843161839447,-0.7281503381432305,-0.5026649817205374,0.8544068899536325,-0.22540646370897446,0.7085463884477783,-0.6970826706593678,0.38386198539119887,0.6239641672368567,0.16649347293412528,-0.8177462778426335,-0.049982096023749416,-0.7971406038820167,2.1164613662544722,-0.2865253079680578,1.2061207614674792,-0.7112771978476128,-0.8432639551399868,1.4906761880878825,-0.7465330190796913,0.28960778455918873,-0.8120971220518199,0.22650365978832449,-0.8552614825016744,-0.6691453989589689,-0.8125169183735117,0.4907166525947159,0.6730085000785737,-0.6884194993858722,0.6508377964601241,1.7748264879048086,1.8637172185664532,0.9279949003657944,-0.6395515901317202,1.3334506185405113,-0.8731757415412813,-0.36026978728763265,0.6938360648235127,0.9412356102992524,-0.599266571651435,0.05773351879501439,-0.815823597028609,0.8266313724867436,1.772365471261806,-0.7232270403716308,-0.4981687800571332,-0.7297280377807519,-0.5712186187752463,-0.6652833255039179,-0.3063931104141543,-0.9032648878584102,-0.2951761470993386,-0.6640686403657781,-0.7716395985838171,-0.6743388240877359,-0.7689217952944558,-0.436447393121589,-0.7422267343434907,-0.809207112945048,-0.4648263742707275,1.2441172639914138,-0.5496163843041773,2.662829847610818,-0.5947374986332217,-0.8254775161361005,-0.8278986727862402,-0.5453057107573591,-0.48026263596304974,-0.6390879628627485,0.015512105939411156,-0.4922431471957149,0.7354802762086091,-0.5607921773297988,-0.2396773804602981,-0.6590376482350995,0.15911516881411963,2.044160669133325,-0.23592219320178245,-0.9148542730700276,-0.5064741103831513,-0.8262902231629976,-0.09759196812330177,0.6202538847874911,2.5640336413202114,0.4272251428179874,-0.7648690339283424,1.0093641595797609,0.8638488482745881,1.7953402335997541,-0.8138597989187083,1.2709905217835094,-0.32207906740658854,-0.6419773279716301,0.7347666644092169,0.8139784723992741,-0.6059445559387213,-0.7710308093070196,1.2228586695607158,0.5801534401643178,-0.9423118841213225,-0.9026795215576852,0.6888460571892401,-0.1294943718686876,-0.8450044533376542,1.3225179014283042,-0.799163044787426,1.0484953055855488,0.38540714735902676,-0.09211163281351148,0.9698603220525946,-0.920755132222817,-0.6698981566324782,1.5173131678875098
SIDM00276,-0.643168374975456,1.0507639736237229,0.14944474233641536,0.7380633156463018,-0.24702081182234953,-0.162827514144164,0.05500477428085538,-0.6063157306910313,-0.8992707333692886,-0.7616783682984835,-0.1610350351849518,0.8291659226218577,-0.5606313771116811,-0.2985891579051256,-0.9825443811040193,-0.2229061050390723,0.10760197413090264,-0.45478197742243065,-0.7708750336323739,0.1635512213021763,-0.7427627086438106,1.9783318848585798,-0.5142916030919542,1.9524905147513523,-0.6241607401224881,-0.8075367709930855,0.46729077348319253,-0.8184817728911752,1.970846431431273,-0.4898190144427076,0.2387647494936344,-0.6704676022637825,-0.7052141064270223,-0.8838683845080562,0.5402510445726798,0.6515748950888393,-0.756647324819861,0.35390825099970225,1.482880073099032,2.3570913410805416,0.5008446396137698,-0.7473050950777456,1.361698122446652,-0.6834723240499085,0.010401566834162544,0.3077758434506542,-0.2493406624503255,-0.8553520788314722,1.4485348529477764,-0.7037934243748644,-0.4446416214472767,1.729278170054739,-0.8838986387940353,0.10740833284689649,-0.8009237497953396,-0.9062178075717767,-0.741761899908455,-0.18699906706649816,-0.9535841657748991,-0.2751800336066791,-0.5663656034714203,-0.7455184425553477,-0.7730830318639567,-0.9240246201773835,-0.4242296705179265,-0.32591648434295095,-0.6774330565887453,0.0004560169686983234,0.9538448073099771,-0.16356155693700458,2.5206409028438705,-0.8170336552883594,-0.8687622287004274,-0.8706469132404454,0.6506623607754263,-0.6082749768067091,-0.744304996576075,0.2573471611922279,-0.7112659054502534,1.320257080883738,0.21683315304420958,-0.41507325742636647,-0.8395485084877299,-0.4819698548640632,0.9269263549744096,0.8725140741393408,-0.8404906314582551,-0.2508785372966098,-0.8503141152336445,-0.48515956726073683,1.1105277507367421,2.537790164982142,0.3901472004011665,-0.8340339370750036,1.1816656923996194,0.22999383727991995,1.6862762082929676,-0.5783571984120951,0.8186614169062132,-0.2635118736298662,-0.40474542717226886,1.5444146236265386,0.0833445328460359,-0.3617808654231713,-0.35770472491832467,1.411092316804759,-0.9106100566232027,-0.9380843677677327,-1.0000866841535865,0.8241179538967904,-0.790239027539125,-0.8503444769071044,0.9749929377434926,-0.7499997754847031,1.1017332648282585,0.7588715705905811,-0.3840281891867837,1.2409770589816889,-0.9017578496098502,-0.7209633041315713,1.8004960987401966
SIDM00311,-0.46107594077170866,0.6376672572522323,0.5372556161210008,0.33983197724746034,-0.350180345706061,-0.8327831904607281,-0.16002909115610733,-0.8484036313993766,-0.6231438265654807,-0.8568766925778432,-0.4101872684770987,0.7677533507212658,-0.1144181232524607,1.5519617517480406,-0.9282207287982557,-0.36536830281727606,0.5012232020806003,-0.017920768513187264,-0.8413559719704615,-0.29756814370761,-0.758978389070249,2.109828675533141,-0.4367268457695095,1.5785594577365645,-0.5219138706964347,-0.8158154101321047,1.0653170309099644,-0.8156392476397173,0.5187901736827879,-0.8886306283160915,0.1286675588414332,-0.8776166274923565,-0.8209830880525403,-0.8527323809945774,0.3741323540730578,0.5102474431294666,-0.7607305761055174,0.309916279096013,1.519105846672103,2.3413702752546133,0.6190998396265972,-0.8036838763748171,1.7660340308372604,-0.7823652803933041,-0.38885848261538425,0.5999032391756205,0.5360678496446819,-0.75208289738314,0.6672431865164238,-0.8549948913562576,0.34819324048574873,1.8407117244370457,0.002821460489704014,-0.12312347778332401,-0.749702553287369,-0.6073710930588813,-0.785158575006846,-0.029608362448675183,-0.9733389537211784,-0.3415541501649569,-0.6309774049396819,-0.7106155476438127,-0.7678814318561907,-0.8106060875094818,-0.5189550538076054,-0.8054175527337925,-0.8084399475437849,-0.28561341079417324,1.1668714680617331,-0.35528107472052206,2.962453528951947,-0.902250080323319,-0.7338690398473119,-0.8834021808499505,0.706318946647971,-0.5658499029369529,-0.7047879086909762,-0.8598335757835079,-0.7877140178749614,1.0092042678574253,0.09298869889874274,-0.07430067051708122,-0.787679937331979,-0.5842112787493126,1.1830499557712137,-0.32356221191745854,-0.747923156301457,0.11009538217048337,-0.8511737717091353,-0.2608180273544224,0.29001810221540564,2.5336087504973483,0.38729023043362193,-0.8474004143296179,1.1499067182680816,-0.5993632946839051,1.282951438624949,-0.7825049410789496,0.8875139982204197,-0.3790924555449768,-0.594783960182626,-0.4489040812362346,0.8359829109320396,-0.7035361147235752,-0.7671779759663095,0.7184363543533396,-0.9132701520361673,-0.9171356123857219,-0.9357003872181773,0.8086372313844558,0.23895557114566737,-0.882958541178268,1.2093930196224365,-0.5637718506439309,0.947465542602499,0.24269995520096918,-0.23231491625992984,1.4117324812219323,-0.9335410262260886,-0.7845438637669326,0.7540254640885538
SIDM00970,-0.23791805135714977,1.6482836281929791,0.030852483894811232,0.5069331571714352,0.17913257839711824,-0.6976398990484881,-0.3779243354829022,0.4961313015419087,-0.8532693452608229,-0.8431934194547968,-0.2042740252337308,1.3150903179988855,-0.475314542581443,-0.6898205512125255,-0.9685599778242948,0.43076816096669424,-0.08722888146728958,1.0811545505237012,-0.797266112719329,1.0524837400489686,-0.8174967860151692,1.694698650979929,0.879697053848255,1.2890579677789475,-0.6647518774132911,-0.7022949505622341,1.3601499438898244,-0.8386673991504006,0.4884010202820861,-0.12548187628659088,0.08058519908652531,-0.8292913973608347,-0.8525696696126206,0.08693713913060912,0.54216188023287,0.8955143169693113,-0.4619974788543423,-0.5572431683738813,-0.11290250024129689,2.2670654250594384,0.7577928930312189,-0.782240097721405,1.5581281885373102,-0.8072466473455754,-0.382037146677231,-0.4468631785306011,0.08105433664305946,-0.8513436495441489,0.9820464646986934,-0.6144765075526732,0.7105244733441386,1.8706812423030812,-0.8581692584890349,1.6383697600553575,-0.6591845002345471,-0.7053407019267107,-0.7341112542806503,-0.0044976200404464785,-0.9284200994848704,-0.45640487429974774,-0.6821830569548979,-0.6990145111442376,-0.8618154103732047,-0.9968746246380121,-0.5788421253326098,1.2981856572545858,-0.6945826598484217,0.7187757761966782,1.0205892370760392,-0.5033755015168047,2.798015426118431,-0.8997084063178503,-0.8436062050540319,-0.8096051647553383,0.3412880537446956,-0.6210537960022872,-0.46719716296732267,0.21697913411352635,-0.4486255429123984,0.19980267442914598,0.4670850985226115,-0.12376485740999382,-0.7544351510601172,-0.7201040187331906,0.7412207742653939,-0.0021737656687308912,-0.8714928690271425,-0.8021290803142913,-0.8525930053149676,-0.7245883844422925,0.3293145122295789,2.70133784532971,0.8119872597350951,-0.8070711844654731,1.3507311932125972,0.7676771270958848,1.5783739419319924,-0.8054478035930118,0.553882793591483,0.2038744994746327,-0.6745692388621879,1.632376502278596,0.5346246756994116,-0.42806963737089326,-0.22801546124371544,0.3206185751978649,-0.9379007421280688,-0.9547220093555583,-0.8678573694762465,1.2206343791298917,-0.151959193186819,-0.8701965267995089,1.3200824079518878,-0.6797818801236845,1.1064490655090542,0.044125343771143216,-0.5884795450442646,-0.010292471860073364,-0.865717882221999,-0.5609824486860434,1.7144994215516516
SIDM00103,-0.4704377791073238,0.8217036604236958,1.39866427863796,0.5453880413287697,-0.2440956091781148,-0.8377987458674946,-0.1353350205445616,-0.6566095692138082,-0.9441443340207213,-0.7743716451933206,-0.11942675663310243,0.4167131649759908,-0.5679430332489356,1.333712307412075,-0.9348302928077477,-0.03705823826922612,0.764448897546259,-0.42215832074278864,-0.7975544331388799,0.4749101058946074,-0.7849903836432343,2.443566252914627,0.06868092860845686,1.5912580346491147,-0.6476201696132292,-0.7919491553438586,1.5894483937733366,-0.814851514000642,1.1071199379149246,-0.7688282178168442,0.06962657987282345,-0.5451930369162776,-0.8638691759536158,-0.8445897335074616,0.333849265286775,0.019609299068091418,-0.8609308145877232,1.924948723626196,1.8872950073417896,2.1243260478344914,0.9331583259683843,-0.7542694644187347,1.7040941639938407,-0.889451303252976,-0.45100359127684325,0.7022074629030362,0.5087092552150752,-0.8560325626243468,1.2219708033261014,-0.7433314606236037,0.5673966084174252,1.9663959762821708,-0.8400535540999683,-0.6120949233262989,-0.8243914979942017,-0.7073016849798737,-0.7198503211785592,-0.28401500007289676,-0.9193465880995066,-0.3495109051028195,-0.7159780791576068,-0.6992911771057071,-0.5628251567606234,-0.6992102516590836,-0.39136762454859025,-0.7613370167794391,-0.7645510592689543,-0.30646604076900613,1.2473264817799543,-0.2976448501211912,2.784596803999962,-0.9136727307117235,-0.73570629540987,-0.801303611203614,-0.4791256248444608,-0.6086135195888644,-0.6331562235948934,0.023525067556412885,-0.5207579919624493,1.0316353661159339,0.41988426950425184,-0.3278492186213185,-0.8014514665414795,0.3086469396248421,1.1957827605521991,-0.46325199508030024,-0.8354750097144827,0.14519989684563017,-0.7568656252048999,-0.13265518143066726,0.80055510601947,2.5729208617833472,0.3533626797819316,-0.8025325410857825,1.4511064022891142,0.568197024534717,1.8739563973929787,-0.9092933469815352,1.5836071017876152,-0.5056842644104855,-0.6614768712865585,0.7402955452616883,-0.6872729785421735,-0.5937940953282429,-0.8136878174966632,1.1386889816248662,-0.4781643461076639,-0.9315502724427658,-0.9271689808761063,0.4084195838521667,0.11026385492093499,-0.8712244844401582,1.1609808763492704,-0.5769865859141646,0.931967646087815,0.3584979136787496,0.2659655545465532,1.3198761775309895,-0.9019528005454905,-0.8026456796503092,1.7219521346837794
SIDM00266,0.3481717328078157,0.4186400738487319,0.059452434153442264,0.7518863505157191,-0.3668691190112027,-0.7184713273402453,-0.048785817357560435,-0.61796448846884,-0.7450807062034585,-0.6893855660036172,-0.6998141699762931,0.6838536770977712,0.5960347505376378,2.119917237323765,0.3100888955168114,-0.5268339168496372,0.6654788082368788,-0.5048795879437833,-0.8133071096681146,-0.13409698469605094,-0.7998308389565979,1.627616334486582,-0.00990861632149719,1.6647147494627599,-0.7103786869855445,-0.8471823115370111,0.8225539262431254,-0.7994890281087704,1.390813291130252,-0.8250553715722624,-0.3349663088524979,-0.5472135560595207,1.1942632119060292,-0.5788078702118038,0.24565822843564036,0.9111993007529532,-0.7255367028492553,0.5251313969686375,1.5927184658364126,1.8523274559690326,-0.30140136424836733,-0.8942200731421089,1.1658435046116802,-0.7314101756106915,-0.6881238047705561,-0.7482514974901306,-0.585624828127989,-0.8171493267421729,1.253827961612637,1.7080042264473987,0.040270673539285824,1.9219700959908683,-0.8676235820067993,-0.8289876758399348,-0.7181169584038343,-0.6735704101789105,0.048562804102867695,-0.15869170900966262,-0.8645324875880737,-0.38417529123002303,-0.555007447783854,-0.7636836598270351,-0.7373882479019702,-0.6365839778447229,-0.4458848517936533,-0.808790853340191,-0.7986677188203753,-0.4581975014498085,1.1739721253351092,-0.5182701142298254,2.6792092150928486,-0.8196308013164767,-0.8040851433319154,-0.9081599668550469,-0.6387093671151043,0.2786292818615643,-0.549240359116933,-0.4466957555427875,0.051635045328202754,0.9651475071789204,-0.4445315261059927,-0.01997258057371207,-0.7368902963969174,-0.6306146019180484,1.1464950762762602,0.5361990785702611,-0.5622878577299141,0.595654024455841,-0.8455394895568134,-0.6632245966685488,0.43598438125523226,2.423210183355695,0.5203234391390296,-0.8017151513268469,0.7427837498526729,-0.2907565881171339,1.608867664968994,-0.9291917537797219,1.7068176405897104,-0.47466185424724167,-0.706899138481267,0.83424573427055,0.32932813593645077,-0.7742855197747526,-0.7436343508181839,-0.5944745396359744,-0.8569310514037357,-0.9614746462460291,-0.24987845267858094,-0.06367837472259537,0.5573527564211208,-0.8590244446286708,1.6327421418768657,-0.8392111964594523,1.6648138934646912,0.12222470676757771,-0.33583036772054903,1.5092997359795841,-0.8862950834261426,-0.6569625218686872,1.301229601043689
SIDM01064,-0.6548146068763976,-0.2430713870282477,1.2825025270747707,0.7706577661199161,-0.3722411159617376,0.21879256248035361,0.025090985238621057,-0.17181266294514938,0.2744938113739787,-0.5570838710983187,-0.8274108496446181,-0.6869075951904757,-0.642774846068689,-0.7424063426723538,-0.9707439372146459,-0.41629138253916315,-0.05166498747120784,-0.39738723520694097,-0.8089105290287956,-0.16880675451265015,-0.7468888376500173,0.9275137453301685,-0.44781246473074604,1.8509542624253292,-0.7078304088481729,-0.8555506126949551,0.5756187915761554,-0.8233974531734928,-0.554659882127121,-0.8420120025949221,-0.4048318315173409,-0.849907290383355,-0.8279870977660994,-0.8606837664135296,0.4729958487755104,1.139741061167428,-0.7970183683537305,-0.43656683088513576,-0.3267282710931582,2.21597267441025,-0.7615119622024282,-0.7254400013930957,1.680778780777626,-0.5855557550766973,0.2622159011917113,-0.6382688888875209,-0.7944312584072643,-0.7457472851075718,1.218593717846548,-0.8224527549372311,-0.8329305495345192,1.7268781743105956,0.9014548342800506,-0.7120675263669497,-0.5762247744328114,-0.5573720633816219,-0.7611769889297881,-0.10113901006162213,-0.9230890697292365,-0.49640333344053217,-0.6125863355036985,-0.8068083856286097,0.7667273141939772,-0.8733214754090662,-0.6515940378166741,-0.7203911342614855,-0.4152514171719655,0.44948110862505797,0.7261012544823194,-0.06887004200371956,2.6178962245186987,1.4910919168484482,0.045053709216705595,-0.7793197551865195,-0.6616127193471117,-0.3502726161128172,-0.7642924485955661,-0.8311615862354753,-0.7505196002700067,-0.038295302397666216,-0.6636096547680785,-0.23087162723864485,-0.751583646020926,-0.8126739740404001,1.0187383431130936,-0.18510702528900191,-0.844136017587563,-0.7482635501530448,-0.797013435501445,-0.723525438841345,1.0024155733741154,1.8105522688699511,1.324784881453375,-0.7723018117287348,0.8651038677438343,-0.5350374764570538,1.0044439342394096,-0.9196096755696719,1.6815751925230085,-0.04141045293639459,-0.7146202153716537,0.5930835599015496,0.6904693931103755,-0.7399071212568608,-0.8501997355070998,-0.6387573087327872,-0.7903393529370355,-0.8577808226574144,-0.84200035391026,-0.6942532289169083,-0.2473005866041156,-0.8241551817486907,1.4965333639248315,-0.503380181323027,1.2064258194788318,0.052066434815826707,1.2498980928526378,-0.7862023710063906,-0.8738743262898508,-0.717536808349796,1.1989393237284054
