,JUN,CALM2,ELK1,CALM1,MAP2K4,MMP2,PLA2G2E,PLA2G6,PLA2G10,MAP3K1,MAP3K3,ITPR3,MAP3K4,CGA,PLA2G2F,NRAS,MAPK14,MAPK12,KRAS,GNA11,PRKX,CALML5,ADCY3,ADCY2,ADCY1,PLA2G4E,CAMK2A,CAMK2B,CAMK2D,CAMK2G,PRKACA,GNAQ,PRKACB,PRKACG,GNRHR,GNAS,GNRH2,GNRH1,CALML3,PLA2G2D,PLD1,PLA2G12A,PLD2,HBEGF,CALM3,PTK2B,MAP3K2,CDC42,PLCB2,ADCY8,SOS2,ADCY9,PLCB1,ADCY6,ADCY7,PRKCB,RAF1,PLCB3,PRKCA,ADCY5,PLCB4,PLA2G3,PRKCD,MAPK9,MAPK10,MAPK11,PLA2G2A,MAP2K2,CACNA1D,PLA2G4A,MAP2K3,PLA2G5,MAPK13,PLA2G12B,MAP2K1,CACNA1C,MAP2K7,CACNA1F,MAP2K6,CACNA1S,ADCY4,GRB2,MAPK3,MAPK7,SOS1,PLA2G1B,MAPK1,HRAS,MAPK8,ITPR1,EGFR,ITPR2,MMP14,SRC,FSHB,LHB,PLA2G2C,ATF4,CALML6
SIDM00519,1.450651171689224,3.405443011020229,-0.7840267385326611,2.0679101728721148,0.8536117751585641,-0.5215901593690654,-0.8433965079575642,-0.7554360435351557,-1.0091032468882672,1.86493028849056,-0.24278599482839053,0.23130577724304688,1.1969523233209483,-0.5828995167883609,-0.9895476338726719,1.221839698263148,0.37111776949571185,0.22566466874088495,1.5419688881072011,1.759509928435881,0.009070405730790947,-0.7856983964087129,1.0890773088790928,-0.876292904812085,-0.6225659736773329,-0.915282395936786,0.18150273205412243,-0.6596592776837715,0.21609175543106074,-0.10317503087378249,-0.6642417916566798,1.3348226942570265,-0.19396801661267524,-0.7547095192082567,-0.9282528755222476,3.0824770249581417,-0.49076404654565475,-0.593580941942816,-0.8929151937982222,-0.8869410620692143,0.08952501488936536,0.9829538935460095,-0.42778744262526036,0.09854995844004207,0.07201739826156277,-0.46741816230426286,1.0286920359164728,-0.25600809403688,-0.5224688389682631,-0.8197097615542076,0.0498076182111507,-0.3761925150605204,-0.28388167354621846,-0.3708795690060417,-0.7190695396731633,-0.693256665426057,0.41097071018801634,-0.17219165357449026,-0.14177020028773454,-0.8264178627985858,0.07490848976441174,-0.6850179934614118,-0.16217541688124437,0.7229490449626709,-0.8000735354340742,-0.4275518556801686,-0.908346409006008,1.2117328419628624,-0.9267804143791178,-1.0116036917247377,0.9184842646917146,-1.0585534009949649,0.5838466638312486,-0.6626791441003931,1.4682702253736368,-0.8599463753321505,-0.13095442971362944,-0.5919623709124651,-0.32925879534820157,-0.7536578846054568,-0.7573625113558111,1.7411622420718154,0.5154256853947725,0.10744193577052728,0.5708231736562318,-0.8607035765925894,0.20225978087680163,0.8798485214472693,-0.3898911071975693,-0.7203016974859953,-0.05966289601354394,0.41355116441195894,0.5788853392600526,-0.22313365013243827,-0.9321870760374577,-0.20061046753949027,-0.8463618549593636,2.9472191820415774,-0.7289957667192392
SIDM00917,0.3557040154974996,2.9377746023401605,-0.40131305647021154,2.017225902945296,0.9061781709798711,-0.7471403545163884,-0.8268625016050603,-0.6983322727342728,-0.9810378849179168,1.9594377141040287,-0.11198050769445311,0.2803950818865365,1.7171147175997583,-0.48703714223224237,-0.9505741889748194,1.5502036363871254,0.2015353129556218,0.181379694899807,0.6747655177517772,0.6190993811339816,-0.0030871924810914725,-0.8438875245171338,1.1120563915100519,-0.8639147417245175,-0.7424661071244673,-0.6117874873680419,-0.8248880897902924,-0.8365109445339176,0.1472783472451084,-0.2496021959814038,-0.6980003707464469,1.333536923318862,-0.7685558875984023,-0.7451376266929471,-0.8148788297141051,2.997911791706883,-0.4528770345211009,-0.3912383230736919,-0.7875357893135947,-0.7835150385827508,2.05851846338494,0.9387272697614286,-0.40217561206026603,-0.46485317728109304,0.37466265137866067,1.0882502207536227,0.44250619612287206,0.44944808904324823,-0.7484199006984038,-0.736023673057336,0.777404455271312,-0.7262704888656341,-0.8155343332125046,-0.42718424679709555,0.49095225179449475,1.6723657668354104,0.6703226732559828,-0.625387120020742,-0.5834552659254151,-1.0031337627221115,-0.7800565199128136,-0.7055607273055641,1.5657473081576383,0.3279819575978883,-0.4789249487721815,-0.525953339268432,-0.8391205397817006,1.4353305093647586,-0.68834948379689,-0.8022800340243171,1.1114459492290452,-1.0038074211075247,0.47021257552627205,-0.8662341496460776,2.1682208807797045,-0.8989352661310939,-0.2359058389791639,-0.6492499505738857,-0.06804046775688463,-0.7925092387689823,-0.6176678574062296,2.0967618944171535,0.12581611851856564,-0.41370633366135295,0.5455241666444859,-0.8616015082723868,0.7518296918279702,0.5785314872233444,0.7084240651382601,2.084349108020831,-0.701575656143487,-0.23188268718698102,-0.40584380673939413,0.6796217501346691,-0.9724682659298242,-0.06533448670192858,-0.5902381844032991,3.718085991935867,-0.7107302263572529
SIDM00309,1.1989135914686246,3.288812513982851,-0.6731966554500092,2.1810960642285777,0.6856889106587097,-0.629318707842324,-0.8110858275877346,-0.698775437850522,-0.9720171270898533,1.4924517353502713,-0.1666482023584535,-0.060644982753957216,0.8256623087721275,-0.6871652219207877,-0.9321267724225204,1.256524659301111,0.027781658176252295,0.16320294456720882,0.44635764588407606,1.5926576742677376,-0.3506946920234881,-0.925941766277124,1.2981620284639448,-0.8882832658521452,-0.6919039205970113,-0.8396045563178794,-0.560412471674076,-0.7659499181723805,0.013686211910347072,0.036832030268477915,-0.6548918264125425,0.9300509381485954,-0.32250331188668446,-0.796842937710926,-0.8551039442507672,3.23694400189608,-0.5158595421460109,-0.37237020917695407,-0.7432149974902954,-0.7977798730879978,-0.236486328604705,1.70553371557291,-0.4246775518930443,-0.296811638228665,0.4199465953508991,-0.49417356131762524,0.6646828347698797,-0.1229129380584758,-0.8288201783708491,-0.8095859802542961,-0.055147137698300645,-0.03929455467457163,-0.8099176556565033,-0.4091885176566541,-0.7092400268259906,-0.8444723115073255,0.7255659061086115,-0.30167521091617444,-0.2444585548068717,-0.866293312010003,-0.6675338271001798,-0.6997536519140191,-0.16192114428717402,0.7807549866059781,-0.8191751222390329,-0.6920362432120015,-0.9554116438070824,1.29693709399388,-0.892140631001195,0.37204762457276763,0.914281731536143,-1.045958199149002,-0.6167940378906848,-0.8266731319775593,1.533801591408699,-0.8985738596381093,-0.24323890091214959,-0.627145881601741,-0.32064613607320613,-0.7115613422902661,-0.7225668182173891,1.551214464507327,0.5986800821643932,-0.0005075699286102822,0.6321035255310687,-0.9305593624071036,0.19821987316206793,1.0882773068400704,-0.39617924839638224,0.1758981765566195,-0.033408677656909594,-0.5964080220174995,0.5907735903459013,-0.35902608280166326,-0.969969826409448,-0.25173958501266347,-0.8320019248002899,2.732357095998629,-0.8365190917981722
SIDM00099,1.2804267594778411,3.346714649910355,-0.5237087186392813,2.4110779704303242,0.49088961829913735,0.2995668665304628,-0.6719447568385949,-0.7387936053109125,-1.0210522435705907,0.7171153766020953,-0.031370974115436545,0.4071124894127082,1.3064674353679422,-0.5344291493247629,-0.972993659074612,1.2061207614674792,0.15698173939898816,0.19782956718958974,0.6730085000785737,1.619188059490869,0.24545625125314027,-0.9201892349624028,1.1497249312574733,-0.5990377147306057,0.4569788463465034,-0.8210140128213779,-0.8295315740877559,-0.6867341929402653,0.46308077226321653,0.07545791300626167,-0.5869944303847916,1.6313964212235816,0.12689241603057716,-0.7381890646027427,-0.8216826035235395,3.400105283773008,-0.5747549776687864,-0.22241880360805427,-0.8482326855644008,-0.7504937461532906,-0.3920564817104374,0.43443701066540386,-0.4507546403798565,-0.3904548774264213,0.3371163731411872,-0.48161100761944775,0.7842176584040265,-0.3063931104141543,-0.828473055770185,-0.6498613700267414,0.23750660699476628,-0.18517704180743702,-0.06562375297592993,-0.2576992610259169,-0.4458734750819432,-0.8126854339693373,1.1767266262913327,-0.2828811985284016,-0.13137744725192088,-0.7281494818796146,-0.010766273318534629,-0.6520919920808488,0.08749614809878069,0.3390362523399091,-0.7705711201622135,-0.6524415497699577,-0.858795850759276,1.6865245406992782,-0.8726638848981728,-1.0218854526357262,0.8757885213634468,-0.9976272469691949,-0.6743050407145389,-0.8568144494221323,1.4524860221399285,-0.8819801281143722,-0.08853232014296893,-0.6300371130952537,-0.4856989509765795,-0.8934494623745697,-0.9230177894996229,1.5303667233180474,0.6202538847874911,-0.024162582769344926,0.833796751022729,-0.8556420818499619,0.4272251428179874,1.0093641595797609,0.13335399968062153,-0.48277610031675605,0.21846877828626285,-0.6708161837967919,1.5004678192763834,-0.09321407001821022,-0.9379123578695377,-0.2055545894663061,-0.86124548210325,3.4496867517063508,-0.7477793077570957
SIDM00276,1.1495267237151896,3.240136851313997,-0.5465460043217087,2.640025073890035,0.7319338128724997,-0.8036387899643709,-0.9156763157550357,-0.6837233923198708,0.3876511881634544,1.412067477578907,-0.0345848158269075,0.5243242550444455,1.0357639690651241,-0.7054517636609549,-0.9713400771111201,1.9524905147513523,0.3161658464418772,-0.0616438838510233,0.6515748950888393,1.694768933111216,-0.13406283809776876,-0.946973893608282,1.2370817294319385,-0.8543191801528256,-0.7197081432223705,-0.6196206763585796,-0.8408028764830664,-0.8103528387628942,-0.6148705563465235,0.2019613956200795,-0.726402678006925,1.2079609471188764,-0.18959251099276647,-0.7414626369710949,-0.8777912214834989,3.3563369398163165,-0.5728582449104743,-0.6980210682566647,-0.7270777119510755,-0.80878416615467,-0.11198844640858856,1.0599953897512413,-0.43574937906933203,-0.0816585197976808,0.3278868998570511,-0.37168951092339225,0.6042185163479732,-0.18699906706649816,-0.8201330135193009,-0.787935756460015,-0.0659297637105213,-0.5225389598422249,-0.7788636541550895,-0.3121261130971343,-0.4374733797239699,-0.7890798899543415,0.6944907569106895,0.003181374961338923,-0.40676241488024195,-0.9070478476260756,-0.7093503530086754,-0.6799268319117648,0.6637941091877231,0.22516520348511637,-0.693685319706086,-0.7072319325125542,-0.8057537278720598,1.5730502356630185,-0.911619553627882,-0.6802706896435589,1.2755666797266043,-1.0456382015192203,1.4914025585674724,-0.8849210300509877,2.019959361654287,-0.9475335632409008,-0.19761384906400065,-0.6528849787401175,0.07916000121860613,-0.7232178654711192,-0.6108730396463931,1.9575623215250881,1.1105277507367421,0.20853401880959102,0.4636340472715856,-0.9329671401851335,0.3901472004011665,1.1816656923996194,-0.0691404580401485,-0.5443190874339499,0.24900124400107013,-0.7489707943437317,0.9511200991260697,0.5275392477335129,-0.9137727253327306,-0.0859793151411685,-0.825849163375806,3.269642499407298,-0.6295154616598309
SIDM00311,1.6009746532649622,3.301473029237035,-0.6672810289345888,2.3985497785788255,0.5121588476229368,-0.4161882983943096,-0.8394633264695162,-0.8051409034030218,-1.054186096606148,0.985245242607775,0.13643036137334894,-0.14954882203939818,1.0004883607872377,-0.8122152094908669,-0.9974412198044029,1.5785594577365645,0.22038630050524832,0.1215856797023061,0.5102474431294666,1.99544738342623,-0.43949852066979184,-0.8082354228107739,1.4867196035450856,-0.9197123081666504,-0.4839696158533931,-0.8672145225539768,-0.8838636629378673,-0.8314846368484712,-0.33790594601758,-0.04741662479732327,-0.5088950164142347,1.38581750818193,-0.11699589132220085,-0.7612137915489496,-0.9086376947743615,3.3097942154221136,-0.7379329086151406,-0.3065578763656477,-0.90894741819379,-0.8653644261684323,-0.4267310830038636,0.9595621741522522,-0.483193484597924,0.0102690028368339,0.3964635671903048,-0.6960644202854468,0.6186776458314797,-0.029608362448675183,-0.8575282564558809,-0.8338650298806419,-0.03247697834325912,-0.2018835395922187,-0.6990640606832124,-0.17004751774736446,-0.5707866226762848,-0.8105801305761055,0.5447987316773143,-0.011229847868629248,0.7056643480085137,-0.6634210375995113,-0.14213813901389724,-0.7036655802229366,0.3732942372692227,0.5474182472045206,-0.8049432169992577,-0.53551381406055,-0.8547788795453823,1.3593653195542226,-0.9071954875508508,0.13027171813925953,1.0915739940647466,-0.9550506598284961,-0.558065289953534,-0.8069346609114783,1.8896826961927777,-0.9109247693103822,-0.27496927592504694,-0.6484544999160443,-0.5161589198999724,-0.789517563182541,-0.8024440377522937,1.635529327971572,0.29001810221540564,0.34657547849073717,0.6037743687259487,-0.8780408538143946,0.38729023043362193,1.1499067182680816,-0.07582413085830866,-0.297196916930855,0.11182122054986383,-0.6355736511643333,0.4697012804073971,-0.2006083380364833,-0.9595709027161285,-0.344504370169587,-0.8579385075539958,3.0929466970782067,-0.8262110264974655
SIDM00970,1.1125033789495749,2.997127622667184,-0.7488246410809445,2.9816846982138316,0.2539807798261478,-0.24522942456046584,-0.6888230047759513,-0.7574719229506964,1.3217577016747517,0.9573364450226781,-0.629842558756355,0.0232715350514139,1.0374994641471418,-0.8696361529619321,0.4334215230072857,1.2890579677789475,0.22025738468349013,-0.283948733105749,0.8955143169693113,1.5944586769210394,-0.0036272333850462333,-0.8660533697298957,1.1609521373897784,-0.8810710387313534,0.8377013906306389,-0.7967784638565522,-0.8894647622897656,-0.8567212730857549,0.2915994873314407,0.40655452505328643,-0.6435096983966702,1.3877255711812926,-0.02148999828132397,-0.8275878392458749,-0.8754864593769974,3.230436858915878,-0.5775378797822833,-0.46495778137064236,-0.7680933459775284,-0.848123374276097,-0.5966965990311485,1.2699804597788635,-0.476725855366429,-0.1870438669106171,0.5755221068530932,-0.03505814294207897,0.5551403394309566,-0.0044976200404464785,-0.8729264863234977,-0.6906937174444193,0.06815208203162508,-0.7448599744154192,-0.2056887890907924,0.0016497048016924222,-0.7010909604646125,-0.7355939801807603,1.0032059249628758,0.3691638520888408,-0.23316708625249377,-0.8502856930618422,0.018608130776813853,-0.6784045593186835,1.3945888705784915,0.17957833961123676,-0.0005214666553748757,-0.7101858439138434,-0.3908837056288941,1.0350064504926018,-0.6532647387976468,0.6571301454544184,0.7436446832470484,-0.994838682054863,1.1320125379614268,-0.8011085379766891,1.5480021660770813,-0.9687990573362196,-0.2499960950436658,-0.6040073971420742,0.17634610993410874,-0.8084663223505886,-0.7460463355224911,1.7772022885091538,0.3293145122295789,-0.27494476662698586,0.7419548768709279,-0.8362080727679566,0.8119872597350951,1.3507311932125972,-0.3662241185702077,-0.3849159694104453,-0.4620419677363416,-0.8231778836173611,1.0188481938878364,1.085885571358944,-0.9785964901869366,-0.35650217218745167,-0.8498109810761587,3.2152483165126724,-0.8652414681128265
SIDM00103,1.9346272657562575,3.3787375877429024,-0.5670632686165039,2.350299357280336,0.4193752403248207,-0.13112644362035264,-0.79915342753613,-0.6726244867374868,-1.0820791556080098,0.44417736463072555,-0.022787641384466394,0.6363394407494628,1.0613980555639997,-0.6242283564815967,-0.9606979439575039,1.5912580346491147,0.0013004073611845926,0.15811161940364743,0.019609299068091418,1.7877853420598013,-0.141904177810424,-0.8485331953771983,1.1816378700321182,-0.8645975638065646,-0.6664243563686305,-0.9498515779066433,-0.8431575061735065,-0.89668513910147,1.1348553177287841,-0.12774355548768823,-0.5592154262132353,1.1908561462898601,0.319056458936254,-0.7280524335108798,-0.8427417824897,3.2486743295430394,-0.6324894106119336,-0.3592916192489197,-0.7985815630346397,-0.7947851954592112,0.1279126044820992,0.500807688870367,-0.5421045263703609,-0.5035489528620382,0.36799501682737706,-0.37727383869723013,0.38992711400277663,-0.28401500007289676,-0.7878343911565672,-0.7545610996114599,0.11201949844336118,-0.24442607537513414,-0.8394236156336857,-0.4929876868343497,-0.42275532301870344,-0.8670659958030608,0.842042295483723,0.10537069320392656,-0.28424573269653736,-0.8117901204860103,0.6929036419545747,-0.645315576779291,0.350730680716894,0.06579980602104345,-0.8092251083840144,-0.6616446450437894,-0.7998276058930084,1.7208696588265395,-0.885752070746853,-0.9942213356313719,1.253334838882961,-0.9444389806237633,-0.40427665466322144,-0.8693087562790918,1.3916393884940752,-0.8723192999102393,-0.14844929526096878,-0.5666967177655473,-0.4248265892447458,-0.7691125414372325,-0.8249554116357566,1.6238428467390442,0.80055510601947,-0.11789028291880435,0.6115918772422926,-0.8928968330839427,0.3533626797819316,1.4511064022891142,-0.40114405850187046,-0.6334190648656081,-0.0009420409975655662,-0.8590883299385064,1.9100766130535904,-0.057982224219576585,-0.964434602470545,-0.1549698652718748,-0.7861875438867996,3.283860935586649,-0.7354375173791132
SIDM00266,0.7547732186794955,2.9941010345052836,-0.5910757786974721,3.5543218072134084,0.4011389814825354,-0.7688057278597732,-0.9374146182193293,-0.7591196404868659,-0.7518317989959907,0.6015418295759732,-0.33568139740467945,-0.1795405296831473,0.9027714905986892,-0.6831765508508185,-0.9138732875823558,1.6647147494627599,0.20226953876461828,-0.08669129486398476,0.9111993007529532,1.3661727213425148,0.33201053192936386,-0.6894949735774384,0.9219132995513944,-0.8875121490756173,-0.6623390878355583,-0.7870936499375204,-0.8637623341643526,-0.8165924218160808,0.5398541971565853,-0.3475376764836021,-0.7803909825069223,1.3619032506322748,0.36874910338888944,-0.8099666108176443,-0.892035697260559,3.306362028489332,-0.5822906373783429,-0.7053741313784045,-0.7968717278372824,-0.835237241354834,-0.4575713727885775,1.6893030339626087,-0.6808518265738267,-0.5486084078752886,0.14106793089805592,-0.5139462708576994,0.6473129407915423,-0.15869170900966262,-0.8498200598777886,-0.8383722459025567,0.18691646827734318,-0.26475644225969447,-0.5241061003921688,-0.269054779103005,-0.7230544883647042,2.4447941496261234,0.7998530910773893,-0.30980612618380193,-0.4922111936441592,-0.7695400954168218,-0.43998132982956734,1.7826819544649817,-0.05871988004598698,0.4323758508759002,-0.3600812305976859,-0.7213032168910508,-0.8801709330413998,1.421884080467031,-0.8972024279831587,-0.3083381519564571,0.37867268065868775,-1.018096110526356,0.020916236547061776,-0.9458011921767625,1.3033679463501235,-0.8612174626844602,-0.1614697313923173,-0.5907975434770865,1.498995925038835,-0.6854903321761104,-0.7790981750231987,1.4884797745308012,0.43598438125523226,0.1396258480590464,0.5948286514554698,-0.836883294058943,0.5203234391390296,0.7427837498526729,-0.30005824183715535,0.8955894175660499,-0.4727299439307586,-0.7532473379076112,0.46214012178696817,-0.3861699825009486,-0.9192413451581717,-0.22672086674230624,-0.8172758917945459,3.581292603776316,-0.5547975582084855
SIDM01064,1.1767698825357338,3.1039004230882568,-0.734554988093518,2.764487050354022,0.49371136136102367,-0.7260827421807278,-0.76018020586711,-0.7122782191068401,-0.8006073310145412,0.5873584282448535,-0.10908189988173525,0.1407450704668801,1.3416617617335789,-0.15501287440660094,-0.8022317497224494,1.8509542624253292,0.3799612684593851,-0.003268500461773034,1.139741061167428,1.3890441933500592,0.1056745475013724,-0.8267772031766903,1.6605406835355598,-0.8710000108144892,1.2536498824211928,-0.7291847804771081,-0.8796326014562149,-0.25733493587577766,0.6465186648715905,-0.13039191760931326,-0.5473229927479505,-0.524437168006727,0.07765749165441556,-0.6808190530892965,-0.8578412364063582,2.595688350816121,-0.6431023961006634,-0.5176140365967066,-0.766686096323822,-0.776347159391237,-0.2176454889852269,0.774666341696827,-0.4227333335709346,-0.4887249495245336,0.6075850662639282,-0.611867265600472,0.8930480453836358,-0.10113901006162213,-0.8419211342160129,-0.7328274176960781,0.4878491632261718,-0.251120669100297,-0.8149221125354579,-0.66266757633644,0.2807882806754634,-0.8145439237286827,1.1271093323880224,-0.12677338058176302,0.17604218848619743,-0.7035891690409853,-0.737437860661444,-0.5925676505631666,1.006196374863881,1.5451934254228694,-0.8948051722627113,-0.4817365671169845,-0.8125914513044605,1.1257725690972324,-0.8954114719759686,1.0999819084382731,0.8352703443306618,-0.9390141126265353,0.30136442387271595,-0.7970281733185461,1.9344409784512715,0.18335384756784337,-0.21505805647415066,-0.615860413254957,-0.24627051765342797,-0.7351450489649145,-0.27055712673893534,1.7085587502100803,1.0024155733741154,-0.1940180983340986,0.8955226757344096,-0.9008787124480435,1.324784881453375,0.8651038677438343,0.49006099709420986,2.2630260065738272,-0.6819687123538682,-0.5372407202241409,-0.6290540395792572,-0.4978691802916767,-0.9325285178950067,-0.21992086741408437,-0.736715753611964,3.3431577744670253,-0.7553292354973423
