,PLA2G15,AP3B2,GGA1,SLC11A1,PPT1,MFSD8,CTSZ,NAGPA,IGF2R,ARSG,ATP6V0A1,CTSW,ATP6V0B,LGMN,CTSS,AP4S1,LAMP2,ATP6AP1,LAPTM5,AP1S3,CLTCL1,AP4B1,AP3B1,LAMP3,ATP6V0A4,ABCB9,AP1B1,CTSK,SLC11A2,GNPTAB,SMPD1,CTSH,AP1G1,CTSG,CTSE,LAPTM4A,GM2A,LAMP1,CTSO,GGA2,AP3M1,CTSC,AP3D1,CD164,ATP6V1H,HGSNAT,ABCA2,DNASE2B,AGA,AP3M2,ATP6V0D2,ARSA,CTSB,ARSB,TCIRG1,GNS,DNASE2,SORT1,ASAH1,AP4E1,GALNS,AP4M1,PSAPL1,IDUA,IDS,GALC,GNPTG,NEU1,M6PR,GUSB,AP3S2,GLA,GGA3,ATP6V0A2,FUCA1,NPC2,ATP6V0D1,ENTPD4,SGSH,AP1M2,CD68,CD63,GLB1,CTSF,MANBA,MAN2B1,PSAP,CTNS,LIPA,AP1S2,AP1M1,LAPTM4B,NAPSA,HEXB,AP3S1,SUMF1,MCOLN1,AP1S1,NPC1,SLC17A5,SCARB2,HYAL1,CLN5,CTSA,TPP1,CLTA,CLTB,CLTC,ACP2,GAA,ACP5,NAGA,NAGLU
SIDM00519,-0.5095933784283276,-0.8343504869373787,-0.4227430242446637,-0.8165235527375634,1.5213104266939381,-0.0702154720098637,2.210338523815402,-0.1163608947556445,2.010820106795508,-0.7189861515487624,-0.20059881179149502,-0.7932819463016333,1.5196592605107913,1.2802356581708154,-0.8206359994712539,-0.8168469348764408,0.8033811762179164,1.3947301542864174,-0.9302974034026085,0.22922007161227925,-0.8692585295470002,-0.46516402608449325,1.419008106504484,-0.2895690491656401,-0.02087325456552204,-0.6881898725677765,-0.030673769518755816,1.3949440014231795,0.6446896778518595,0.40111293315989127,0.20544441513745806,2.221091007584096,-0.2631032652914015,-0.7507706343011006,-0.9013056898953847,3.084621403090934,0.7205551334735206,2.715569139707698,0.16868034989895758,0.855825458022941,1.0888713806846053,1.9940305436908399,2.3876968148275988,1.933223275799811,1.0439494101047369,-0.12647232800130676,-0.8044757319936929,-0.8727540470460492,0.6644727501787974,0.023531910185539535,-0.9072002982864708,-0.7244288331129309,2.581017819136155,-0.4546663091289253,1.252682822241085,1.8599099272990687,1.8959495062790943,0.30975395417566587,1.586704209428889,-0.7108952187526151,0.6391904050893034,0.6224903695875634,-0.6907278508360458,-0.9360144377153958,0.496696454980948,-0.15267889688842445,1.333937359652987,2.393347505668139,1.9366482268459302,2.0984424754996764,-0.2918598660923081,1.1789800186971144,-0.4470967339390416,-0.2605739971444991,0.9920293208868706,1.9172377179461846,1.436049661142533,0.3430025045298693,-0.6518107669264135,1.79563131519803,-0.16748965935029853,3.066347976591152,1.6752053816951888,0.21993780370369975,0.367697422482445,0.3812318634163297,3.1606699901293633,-0.5243534988453812,2.2979197796773567,-0.4959163599279405,0.9857931589421565,2.7701564553754663,-0.731771237307819,2.9666386345170626,2.4356210524453803,0.2610809054365349,0.9116769775857797,1.3385990068912312,0.23563724050332788,0.7232616053187454,1.23516427273233,-0.750039502974718,0.9454384284354833,2.2105549947233762,-0.4775839495081033,2.9499314552395153,1.8422717809474052,2.57662732288495,-0.34447889169130347,0.6075816663687432,0.015167973615814035,-0.1137506749716405,0.8187399591732433
SIDM00917,-0.5645510872310502,-0.8027972519505652,0.39650120737159034,-0.7566648327264865,1.4555530732951416,0.19077467092706138,2.589243041492236,-0.49107574828232686,1.6251626375165433,-0.2509008625613447,-0.08631967104613343,-0.6249595150957362,1.9617679464179987,1.980260067446401,2.1188334923440593,-0.5585243781976474,0.5501998016333987,1.1492829781447036,3.188428315882007,-0.6360454062137786,-0.7955786720605099,-0.02165401536583063,1.142956516409515,1.701998225408851,-0.8736148877949553,-0.7424609822435894,0.6843411496124727,0.3153373878316139,0.2853066721904438,-0.14367563976113054,0.12746034714616034,2.7336270037489765,0.06544002499476086,-0.5432628380327319,-0.7058263955779911,2.2538138851300746,1.2462591371828402,2.338951622360814,0.9646500265822031,0.9973799708439567,1.2182648942688774,1.694141071354024,2.113923688249448,1.9609312918596866,1.2212478567701608,-0.26797909231648803,-0.9330429662645844,-0.933908654898077,1.2111934541173377,0.5215523006959335,-0.27620945095051097,-0.6630155581289984,1.4442313940408327,-0.6665495527186267,1.4095064685663588,1.0935081245999916,1.9092787661026598,-0.5677722224767269,2.302712998266957,-0.7381386251383956,-0.36553315904496464,-0.29839265381548075,-0.8108464576387174,-0.8557772040485392,1.396522816272149,-0.37996278073164924,0.9403777523878805,1.7943889237300228,2.429851824962167,1.9841508690064054,-0.37926341801253277,0.6219322835895315,-0.23569201984735932,0.5772754179851607,1.6669313891432815,1.6087987223169333,1.5433563211987602,0.11755172322142453,-0.56374164328663,-0.8464986038181719,-0.3527415412616965,2.2611238700178657,1.718281251049374,-0.6864116576170312,0.975949500221554,0.8789297266894569,2.6088183853030893,-0.598127363708027,1.7605385184166182,0.13457220694243344,0.801618904863355,-0.9114859422926431,-0.20563415149673495,2.0502039312738103,2.0819088242712667,0.028859230873463933,-0.12068751336917137,0.9617151051454071,0.3689676025598845,0.05230860688727945,-0.4378657422837572,-0.7770806508520132,0.9289696029454889,1.4171175194544872,0.0017936341174765798,2.464625735756058,0.9358928750858674,2.2777737391637793,-0.41422162687557673,-0.35426446656421,0.17261833349789904,0.6633546499736156,0.7077360471416076
SIDM00309,-0.24038319301352223,-0.9183936672151873,-0.3302738851669064,-0.7539694344141568,1.4922649585121994,-0.028899902686805673,2.3432518882620146,0.024587433806031723,1.7713734957498826,-0.46008758456723986,-0.2502169445580526,-0.6420438271441469,2.1106327720909084,0.8319598012163094,-0.6618787265628796,-0.6862776321312276,0.7629189092294041,1.337500630948071,-0.9298163513806884,-0.4287282677536731,-0.7315771759159936,-0.41406276870777464,1.3244341849485652,-0.05087835481462183,-0.6378497587850042,-0.6983964161268739,0.009544113344652298,0.3417435784589008,-0.0010116692861854573,0.8529154003965804,1.088006202499851,2.3829960526786778,0.06852366918321082,-0.7448491740253573,-0.8986112632246821,2.9250644436801556,0.2848344876619489,2.7139192387283204,-0.0014548316825424422,0.9044350171767129,1.2154648179103873,2.1071054896470236,2.440952037143856,1.8642239522005448,1.2579923068213208,-0.21492055714719394,-0.8601693825793352,-0.9364471107696962,0.9694606169076843,-0.19872988551861656,-0.8198629987297726,-0.7267758258066275,1.9336630802423225,-0.6081806122866084,0.8769131060804838,1.7204519769132325,1.821514754437152,0.554574459717557,1.4025976904580997,-0.7552982020516209,1.0184175672807738,-0.06187442510753069,-0.7430297941895153,-0.8244183594210962,0.2892018747365449,-0.03990111783472549,1.4051036681057654,2.271923420299915,2.1017383439545423,2.0429822207105683,-0.4168823912636008,0.9118250625491823,-0.48821523875011824,-0.12648053171652965,1.4271634699624225,1.8613412984878124,1.7641720218225254,0.10967667584717834,-0.53920561544284,1.971730868165732,0.4325598642005283,3.2572075795292506,2.015947495909379,0.28482552624773694,0.27229469660488886,0.40639171931624635,3.061451540003042,-0.5679479232057119,2.187703519604456,-0.22413971375542713,0.9180804423184666,2.0426672822966374,-0.7251134304206699,2.551099684632923,2.455493442912007,0.5760415383182892,0.954563066933657,1.1474964218328,0.3706493700469143,0.936844391714573,1.615714746008526,-0.7712914386179978,0.7898402716291424,2.315326668590056,0.08896511044356166,2.482610417672259,1.7188674636876333,2.6082339487928388,-0.2081850523949943,0.6200235993744613,-0.6954014574303662,0.39779328125251906,1.3379156984897083
SIDM00099,-0.4143262916124472,-0.9528215652144787,-0.35534157775621567,-0.7752024498307895,1.0456803343706051,0.2171132895661749,2.5659244253501594,-0.18397015090831131,1.8689953901202077,-0.5743598700687874,-0.48949013460945645,-0.7718307931195402,1.8503448374897904,1.0584048143097187,-0.8481329195871096,-0.7590624897666268,0.8562734151407113,1.1855805540293767,-0.9946017272324307,-0.9428051044639019,-0.0726355458144773,-0.10440484119489116,1.4304983455257654,-0.5826322418227141,-0.821853075753285,-0.7612968968073532,-0.21893874177889194,2.2981857934853185,0.37871595583805917,0.18407273733556953,0.5303752071775979,1.6099234566359781,-0.2760143732425904,-0.6639852019501258,-0.9226953464371569,3.15089609532752,-0.30270393584312233,2.351770890694388,-0.4158815088307142,0.11077660452938988,0.8153767213382271,1.1094170889915878,2.289429253762944,1.5531841823205466,1.2535817068253483,0.0015803910780096946,-0.8079487157864548,-0.8945893505741497,-0.37552199806418407,0.3166080764879212,0.14241924446798002,-0.7579681523589993,2.501211242540715,-0.818352037844832,0.8261881263372265,1.3563559683579194,1.4170933397390708,0.2647730369763957,1.0785031692984561,-0.647896330798802,-0.01862503157344572,0.04524008483110897,-0.7170303158123839,-0.8202890268572076,0.47048684381791456,-0.6848341184232638,1.3424219222182594,1.5321099819516868,2.1626962972315313,1.8886265194174343,-0.13930246433609716,0.9909832295112327,-0.5305009673426504,-0.23842620074957033,0.28023668529702483,1.632330399833832,0.8518554611070398,0.22793898627179734,-0.5539373916579943,0.6219459111318224,1.581133110738432,3.3289049600490075,2.1315244285947155,-0.6162755738496979,0.22044741788063613,0.4239890551705105,2.942370818139835,-0.632056632664334,1.545366313045996,1.2941350918125474,1.2343448115767597,2.2115059425275803,-0.8551655614912583,2.607453557214673,2.872899622992368,0.34945972736715797,0.39219216605773055,1.1039536057287422,0.700544547615965,1.2548877478653462,1.1874894101581033,-0.7457472913491039,0.27327249792069314,2.1335506963123105,-0.15434069646223503,2.274170310706124,1.5369591911647007,2.5218412525007303,-0.05493499076092533,1.003047939592406,-0.5926375275812339,-0.5670838539911047,0.7141061172796502
SIDM00276,-0.343972156308555,-0.9211803299841772,0.027663859735926867,-0.7650887862353486,1.949589791520464,0.4890093402616351,2.269045440848446,-0.24166083177893902,1.960714257616756,-0.7724514376409923,-0.33582199827688586,-0.7426029989774838,2.0994378816566184,1.7638789616510495,0.8939644271388695,-0.6594122629644679,1.0454952455922306,1.807950755832988,-0.7763937208847786,-0.2311345249367224,-0.6391194184910424,-0.4163972333014279,0.6534535271970416,-0.023648461536445727,0.33474281828533337,-0.6851670921664883,0.2160802702732782,0.004814382800184281,0.3941628160962602,-0.2608142962355534,0.38933686711446447,2.0197701897299516,0.031659519381889885,-0.7753074992990104,-0.8052721862462573,2.806904746198985,-0.10244743368035465,2.523651557808404,0.2647517472464762,0.6853948141965676,0.8082880626350311,0.9852178896134826,1.9386688839556838,1.9888735215690863,1.256633452195935,-0.3120392473617045,-0.8514810244998955,-0.8301224692836732,0.9594661157946898,-0.0853409739702655,-0.6823841895776848,-0.7040866981894462,2.2921907504688996,-0.686068782547808,0.9497929254009825,1.443724550979774,1.717368921236796,1.194940808495275,1.5675141575100868,-0.7465621687637033,0.26832345819150816,0.08693991708753923,-0.7296359343690797,-0.9527999609514122,1.2458442447435296,-0.7250519622273041,0.9516794067789833,2.36207400431113,2.268487929196557,2.2650178888030843,-0.6912008324924388,2.040271361127568,-0.46413511429654014,-0.2713210104100718,1.358273630159186,1.7190822765016858,1.701294386361307,0.38944736991567414,-0.6886205840498205,1.8580336534462907,1.3366131535248362,3.0969375776651766,1.5121758071734541,-0.6742862771455613,0.5314253121323187,0.25414701256321987,2.7514172918077864,-0.4867888354640602,2.201955029330336,-0.2881344779960419,0.4548351778699547,2.298026260495893,-0.795885806354373,2.3296042686510585,2.5244671354824937,0.4229089326170952,0.31429269056793885,1.6149408628271302,0.33528087548469776,1.3136766687243422,1.3890375328774869,-0.6338163610267179,0.18292992862133572,2.448472627268072,-0.34113992296308926,2.7622988713411925,1.7448005884503737,2.1386835384479284,-0.09675145783785928,1.0359136140832816,-0.5241570400356111,0.641874676674579,0.9419134160128569
SIDM00311,-0.26581375136155955,-0.8701667765184858,-0.3842666022537776,-0.8294146290912728,1.6194399619390023,0.38922106123368133,2.579055734405134,-0.0061043562329440955,1.892618748268916,-0.7499365255671332,-0.3607218230492301,-0.7490725831057937,1.8114655644210458,1.5078379289479762,-0.11828207610344664,-0.6257519600004392,0.8414687361368325,1.356489928321301,-0.8570363914316361,-0.6028985575946922,-0.4783937683068074,-0.03325151518489656,1.2283267611540465,-0.5595596308136453,-0.6030845360693259,-0.8050975302640047,0.08844905076752768,0.3206764500281219,0.1739587474699523,0.06054285627605952,0.8987394979328024,0.5784325023619289,0.07921459371621653,-0.7434244247134216,-0.9225632089659433,2.899543361820078,-0.0896485686274144,2.354068808983592,0.38247634985776763,0.5525551779071163,0.8751266687142805,1.8078202878236664,2.0334574032765684,2.1836362433171925,1.306798768135302,-0.09885011756571292,-0.90894741819379,-0.8427773107437098,0.6901918613834421,0.26268029554760025,-0.7296714411722941,-0.717644579985994,2.8526119365501184,-0.43001945382903806,0.9021687759712688,1.9203733096346833,1.4969756195706025,0.8019475883470152,1.045127074596689,-0.6499237503846053,0.7183672078284169,-0.0014531623153665365,-0.7126726868819045,-0.9221137437206559,0.22633292562352209,-0.09214185638545513,1.2541552377941934,1.7909940388127852,2.0457074245382447,1.7542827524438147,-0.23857453899979897,1.6204151019459299,-0.5691766639417283,-0.07831120492194346,1.0775442625645666,1.875990898206349,1.5870360524779976,-0.13391263280250737,-0.5859755622794766,-0.6248464402686851,0.08384736927461431,3.113424481240551,1.9994451970580627,0.4515914356232911,0.6792005889169453,-0.024214040785443706,2.8122250580047186,-0.5516754590613717,1.81663355429136,1.0433245844196006,1.0207657020403507,2.452761729593923,-0.8091770112104157,2.683327266669489,2.870155348821967,0.4660967707841463,0.5594277119084599,0.8649907656551333,0.42017971317941344,0.6035702240482078,1.376624227675039,-0.7748409459063021,0.5805141055587497,2.2905086572720514,0.10655775021440286,2.7868875760243474,1.458101281981222,2.6874001338406255,0.1167693790187608,0.3521701398407934,-0.5923307517699875,0.2565550847531171,0.80621340462897
SIDM00970,-0.4499511563990723,-0.8735313360171767,0.137966875731145,-0.8518844228938479,1.7755648507243011,0.3826853051200128,1.5246293948249212,-0.33337391583775033,1.2291706618985612,-0.5207896880954169,-0.6227232538941051,-0.5150788594072777,1.824164644128188,2.4882866227805605,1.1404501225997536,-0.5462395822463827,0.23786436757949947,1.4301245202860653,-0.8549273635324041,-0.161230706913186,-0.7652706136260182,-0.3003250503907846,0.9619845941741938,-0.5929776294176832,-0.1834073335877168,-0.7749650127914157,0.7991838066623702,0.24397723815558228,0.4856064931744244,0.21949857937268938,-0.18120775920878462,3.3492049027166413,0.05999664432933989,-0.7577154997713162,-0.6630334494978067,2.6636191980778547,-0.3684390965505195,2.422287051307472,-0.025943403020268832,0.6998562771904506,1.027069305690924,1.1908491707969167,2.030717580213902,1.8111711086719064,1.0640121198951444,-0.19628521894144924,-0.8857364825303571,-0.879156098332693,0.5079404929790631,0.2605340510338853,-0.8970806245554135,-0.7672929655069621,2.1277935856122547,-0.8144073853286994,0.8483937255957914,1.281476313855189,1.132592497668472,0.4529839743676439,2.0497201855717564,-0.8341681958956785,0.0698061630358248,-0.0719418459615464,-0.7135445929070621,-0.8296647887939186,0.7996729164981162,-0.34308867185501457,1.2249743375140973,0.8909399810509051,2.1713759982521434,2.239763696414414,-0.3259074064127753,1.070461185531863,-0.3959721960849836,-0.3283356554405496,2.0822410735368004,1.537052948062994,1.3119153298660657,0.035983694640743184,-0.6666583039316143,1.220557051003247,0.03370137651528353,3.1627829679197488,1.6679272554772433,-0.6754494520305467,0.596789334442471,0.08073674913074105,2.98856888241419,-0.8075931678228848,1.5460834633049192,-0.6291146260754444,0.601683646435735,2.4913229208075207,-0.5622337591129052,1.7104474490255577,2.091529310471759,0.5357110873373676,0.07914657908442214,1.3148088620744125,-0.3219232459472283,0.6401517278518405,1.29977365535464,-0.7532621332160077,0.8263967304176747,1.4431465360869618,-0.5450250214687514,2.427166224861617,1.5366822342266966,2.5182861218847816,-0.18795835364989438,0.7140191392224793,-0.5380707003529624,1.028243557558335,0.8001029381255709
SIDM00103,-0.09346443242448824,-0.8262018259714199,-0.4285515758466532,-0.7860738049979137,1.3801698042516155,0.6183180461387375,2.7362006481082792,-0.21107161714294093,1.7722613725591545,-0.5452087159372461,-0.433623370405663,-0.6611628115974999,1.7473690623889526,0.9601404987549816,-0.6448253918647884,-0.5750484109845229,0.8184106700529737,1.1299963386379424,-0.9062721292214937,-0.8339598601503875,-0.5208258722221766,-0.10016335893596337,1.294131082993785,-0.6720476632643866,-0.11881102461503124,-0.8215483840533291,-0.19142086704755243,1.2037533583878928,0.29283552869135676,0.6353798895970975,0.8629439437778322,2.298008137913597,-0.19249296995577594,-0.6941121251515219,-0.9034388251892691,2.9819658445452313,0.39672839966328816,2.668660426309098,0.4957666204933737,0.7270581588928189,1.0151988483164462,1.5747581602847915,2.4389505590895677,1.6683596770144935,1.1762761371366048,-0.02582572127905234,-0.7896940710459421,-0.8031702957070186,1.1933471158280466,0.11524037408956068,-0.8265572089176918,-0.8495289678464018,2.9574164686049573,-0.7341369126813443,0.8288714111545904,1.4489385581757153,1.6707320970499444,1.099165849981343,2.0455668880624756,-0.7493212477360524,0.26713747858689424,0.13081218234052652,-0.7680096474962577,-0.8569315848553578,0.5610090934013944,-0.21989784718254485,1.4946865233944033,1.7591035089427938,1.7671532227796551,1.8820308612475356,0.05517796487427602,0.8820539495646539,-0.4195995789555181,-0.24217821462670766,0.5110357730890883,1.8960846883253146,1.617769459007423,0.28353801406816603,-0.5250488083298713,1.1496167053222173,1.4373783803671687,3.462939217029878,1.5419966569361414,0.020118001858277522,0.2907739356152392,0.4996608175668159,3.133640394777594,-0.5489900938720352,2.9310525473042195,0.7204896641270995,1.3268656008216093,2.054124115797108,-0.7767004516003111,2.699360565859833,2.781205501569163,0.44362616194965926,0.7576912524064402,1.2276841228853206,1.4913849559586192,0.8661140374891081,1.3261590801751295,-0.7271799867145664,0.8459645157697099,2.273643534657701,0.06799685243441955,2.854795889284968,1.1781324092409406,2.516533091006992,-0.15857516373311706,0.6604137611130392,-0.45124872632275115,0.18777436516705176,1.401474049736022
SIDM00266,-0.7640584661476872,-0.8645679338974828,0.09983171407727548,-0.7839581124668529,1.253676450273404,-0.11773959634708801,-0.5941360231994155,-0.5560153405397563,1.7021737505091805,-0.8253998579250167,-0.37406288503485924,-0.693549251587443,1.718060020204827,1.4537047781765327,-0.6457978549357601,-0.4276117765779372,0.5924442843684343,1.094173107066291,-0.7746781004092612,-0.689958189365501,-0.6538976596942422,0.69269351992892,1.243468180879535,0.9739966435025902,-0.8971558811357331,-0.7777838586750006,0.2155852949199078,0.7167382023132961,0.3824322504724713,-0.2532112603552006,2.0470911719402562,-0.09058101132931741,-0.3967412324030963,-0.7624806088879464,-0.924154517853813,2.6017448155063745,-0.38441256818829805,1.8296758857768216,-0.17450473376668232,0.485379176455203,0.9289579536890545,0.5324770960912718,2.129922785652644,1.86056508243793,0.7810383759985414,-0.2881000112340886,-0.7412687752958931,-0.8383505038488707,0.9304686200949198,0.5277341212828006,-0.8728874929288386,-0.7602631563970427,1.263904020944561,-0.568705536714948,0.02512181707537012,0.8317189298428955,1.5005660091050061,0.12893038483262792,0.8733610013613616,-0.7564363751283427,-0.14307822914653304,0.21365584364267592,-0.6602900658352058,-0.9368826660101423,-0.023343299321042354,-0.13855127447656013,1.0075432273690144,1.6441918507937463,2.116984915300243,1.9758662638261915,0.11203979671164052,0.9305034845603436,-0.6188784378497268,0.2827615096051464,1.0154109267871458,1.4288021018898416,0.6840059066962224,-0.2698113478462399,-0.7814341881594583,-0.6951785651814874,0.13709935417847885,2.593259275380512,1.5103851422036285,-0.5402466867168042,0.3946800064620193,0.2733826263756168,2.524589683546307,-0.7959295845008462,1.584592031343072,1.5749656641578522,0.7545624229309387,2.488365442694711,-0.8412958539372646,2.1770014275720135,2.6321337837613963,-0.10474080125914909,0.41346705665411754,1.1857512878111744,0.15673418885682483,0.5454699714022649,1.5216393671618658,-0.7490830079721205,0.09633680276124279,0.939629952085603,-0.39268811728731196,2.6419300835621033,0.6497127951132811,2.6427485350639066,-0.21630755328409945,-0.36993697454553387,-0.5855044650259095,0.17173395804390656,0.2403944662534498
SIDM01064,-0.6864283429964364,-0.856866365409381,0.16600118016927493,-0.8002187525965772,1.936290937845563,0.7142258191102568,2.8242961350064704,-0.20383163687614464,1.6871700885695744,-0.43438328578814556,-0.3987203525328494,-0.6685849687907057,1.9254884763587692,-0.3321140104192212,1.0911284673599908,-0.4880415660770617,0.4754658260385746,0.8226066954259099,1.550305362975038,-0.6162225271353244,-0.7508840213997527,0.34117163882697604,1.4947907468401276,1.086521404140079,-0.763905179627945,-0.7866217059739992,0.20850056706972675,0.14128705020986215,0.20554087262484635,-0.04396145751027176,0.5562944967675992,2.6201533824267016,-0.29194040268542376,-0.6833349031904216,-0.9987336595000822,2.3658103161353097,-0.0233252838559454,2.263111114720069,0.7942630400465186,0.6787150945295447,1.0856609877100212,1.3091746322757367,2.0127002423312423,2.0195092654031033,1.204282425766123,-0.5376616742368925,-0.8134371692089298,-0.9776283024444957,1.0768899723340268,0.3354195438196693,-0.7869158028816086,-0.884878795527299,1.1418887347677154,0.14505916532992574,1.161407847963382,1.0740674234283656,1.820230641873169,-0.5288382363401796,0.7195328232104612,-0.6312000670144806,-0.2577925652537714,-0.1397989509520774,-0.6588167267989794,-0.7524417632441202,0.6565365061323596,-0.699529110798738,1.0997763422985942,0.9665417016583816,2.88998110819117,1.9242031597156506,-0.3497441045243539,0.9777008807817232,-0.45808797919282196,0.41684229119850347,0.9618693435027796,1.3466135630049592,0.9333313467406501,-0.19297294957601255,-0.7049077460514698,-0.946240982225998,-1.0610250675326494,2.7110989076717056,1.900677309127898,-0.5764847325908979,0.8535640336642606,0.3994415825047339,2.3850907459829602,0.3972611296645504,2.1378802921023974,1.0280076706976593,1.1140731875702234,-0.8451382230131181,-0.64304708047559,2.2254115848582146,3.082834760246313,0.18244692119692654,0.3705052460834516,1.0306709894877222,-0.18830922596320865,0.11063238680852176,1.5989669978778471,-0.7290840001406769,0.6288591740006564,1.2056055927634848,-0.31704941118414626,2.24786887937157,2.0719980952078427,2.478303727785553,0.5058761271495954,-0.12561737672692844,0.21147064047667247,0.5820331864168089,0.2493093338001165
