,TFDP1,NOG,TNF,GDF7,INHBB,INHBC,COMP,THBS4,RHOA,CREBBP,ROCK1,ID1,ID2,RPS6KB1,RPS6KB2,CUL1,ID4,SMAD3,MAPK3,RBL2,SMAD4,RBL1,NODAL,SMAD1,MYC,SMAD2,MAPK1,SMURF2,SMURF1,EP300,GDF5,SKP1,TGFB2,TGFB1,IFNG,CDKN2B,PPP2CB,PPP2R1A,ID3,SMAD5,RBX1,FST,PITX2,PPP2R1B,TGFBR2,AMHR2,LTBP1,LEFTY1,AMH,TGFBR1,SMAD9,LEFTY2,SMAD7,ROCK2,TGFB3,SMAD6,BMPR2,GDF6,BMPR1A,BMPR1B,ACVRL1,ACVR2B,ACVR2A,ACVR1,BMP4,E2F5,BMP2,ACVR1C,E2F4,SP1,BMP7,BMP8B,ZFYVE9,BMP5,BMP6,ZFYVE16,THBS3,INHBE,THBS2,DCN,THBS1
SIDM00519,0.9616225050743475,-0.7644337622006084,-0.5600337566519754,-0.7613554308578117,-0.7740421555101883,-0.8875525306343485,-0.7162974653435982,-0.8707106192599018,2.336611588025909,0.7804463899523163,-0.7523052539818814,2.446117522166545,1.5234872296717679,0.6891289766408747,0.03515906037870421,2.2263739533967737,0.28538106937066066,1.3093881103578247,0.5154256853947725,-0.36338899071240294,0.3261291832515681,-0.6976154659037227,-0.7365103274772601,0.7003601164413517,2.1568489899129997,0.6725102154472932,0.20225978087680163,0.3772919564296931,-0.3016222038011437,0.42957933691496025,-0.8088098707088119,0.8901174846676909,-0.5502732194059194,-0.7328772199613526,-0.9300840824322217,-0.8909718571864307,2.3131850173963175,0.7447594215576702,1.7241128585756917,0.8295429062092756,2.141783111660584,-0.7444440117277915,1.3210318542755728,0.2608362555348689,0.6853681495679597,-0.7312483003304988,0.1334950614586,-0.8573996224300328,-0.5621334152320119,-0.4887481317008841,-0.9726048555355825,-0.8651587890899965,-0.48203453111980993,0.7585674205699963,-0.8042327848341712,0.1559251002687872,1.763068376511631,-0.01320786316013691,0.23633455220941302,-0.7913418785824581,-0.6923481616164798,-0.2623894706395742,-0.39212832632038525,0.759787945482405,2.4490508578269994,1.9338416216532415,0.9540746769882713,-0.7888163609290015,-0.4640275317699893,0.41449526627752575,-0.7576440938176318,-0.8372382814952188,-0.8448327617483516,-0.8819747008824056,-0.8397103233554694,-0.34374713549824876,1.0998276942577196,-0.5849241454738181,1.7479761094893969,1.003954946727951,0.15012803486129228
SIDM00917,0.8861766028757957,-0.772754442987611,1.830999589279416,-0.676373485358427,-0.8613468577961222,-0.8336162991471736,-0.613027627991016,-0.19262710118435444,2.6126260305947806,0.3954024949423983,-0.7543480452060052,-0.8505931067813275,1.5611924467595026,0.29835394152441674,-0.13190756479274365,2.0732659706568963,-0.7819080643847209,-0.3992769345693402,0.12581611851856564,0.6848457098373408,0.6018744472152134,-0.663519179580472,-0.7667421802048062,-0.43993744875499413,2.8043043388059963,1.0766636643654866,0.7518296918279702,-0.16116306312904846,-0.5841734187188948,0.7794190322807186,-0.8889050636069128,0.6680602121848026,-0.7962043363591329,-0.05252370331954249,0.0483493715889996,-0.8432808886040192,1.801482297960035,0.8724956301614748,1.5354466362092565,0.7385211399477328,2.321654720808499,-0.7579805066178628,-0.033267815471593506,0.008589338708260839,-0.6035133333529629,-0.8211759404680611,-0.7072484775731065,-0.7873888369628278,-0.6042317586583711,-0.6012794748482913,-0.9366892725778432,-0.812737271712734,-0.1800736818923346,-0.1530102653394292,-0.8931751692380971,-0.8153564328267633,0.582599493847476,-0.7993609410803562,-0.08641719629236858,-0.9308938616581773,-0.7999812655327665,-0.2531564982511703,-0.5087422777420672,-0.6406300082685903,-0.8319041368580711,1.9660890667317015,1.2624154475794205,-0.8807882902490517,-0.0006971410382642846,0.35021771071886326,0.5586283316456097,-0.7472774664346775,-0.8962128028060796,-0.9454561425092616,-0.8768086956606179,-0.5056512798375048,-0.4894792733722677,2.4899308984062443,-1.000031126066312,-0.8501527405570138,-0.8033850135945466
SIDM00309,0.9107108193355865,-0.6934801732449538,-0.8252947442022723,-0.7051160600510286,-0.5970751936414913,-0.8957007153488352,-0.6138187839975353,-0.5095123265689369,2.857779503124727,0.45239454760209463,-0.6859334283277749,2.443027518678206,1.8593172207365514,0.627212806327107,0.08900680572302652,1.9524628765234302,0.49612114276913755,0.694650547024864,0.5986800821643932,0.2501228399294534,0.33231993069445404,-0.6075340432928106,-0.7966004894628257,0.6496640534550213,2.5090390498281514,0.5659886880065685,0.19821987316206793,0.6908397533177995,-0.6170890027438994,0.4579589061151084,-0.8560403230900305,1.0834458144593935,-0.9214273137731334,-0.398022946651397,-1.080285910491681,0.6266174442588274,2.1843999219309045,1.0802815444112424,2.3956729340655243,0.6921141537898841,2.1248117108012785,-0.7166254232498545,1.2321828028726767,0.20175189135711027,-0.17888301134424955,-0.7738472974227495,-0.6267965180717695,-0.9079968385792624,-0.5500270362779022,-0.7515624782056892,-0.7878404338039349,-0.8860851800834043,-0.7406051291968111,0.9363253725929757,-0.7927969404487873,0.3864580884851734,1.3527707366899235,-0.8334831243495582,-0.09231087059707833,-0.9093942559997134,-0.6726326797542511,-0.3108310700723068,-0.2940142579904584,0.6588481986468341,2.4054635039987633,0.8809008828453234,-0.5345861901131379,-0.49462365482934295,-0.2503240217545723,0.09235129455941518,-0.747166051489407,-0.5420044055192486,-0.8093138437333969,-0.9126905138008409,-0.7955484966547333,-0.37750143890205623,0.4917432343467169,-0.48745139892958994,2.0097654625930605,-0.648187485000609,-0.5742307645116381
SIDM00099,0.47743046610143836,-0.2360492031164468,-0.8381578425807334,-0.739718319835446,-0.7227057978156717,-0.8401273984068989,0.0500107583621372,-0.5421461953178772,2.662829847610818,0.5498496685699232,-0.7281503381432305,1.454695486784561,0.5623075213634317,0.40582766185537367,-0.35470584222096785,2.3164069552545477,-0.32560440211039865,0.516896907106455,0.6202538847874911,-0.0454737976307499,0.9889638523853684,-0.6875696896883782,-0.8174483047446786,0.7439787346275675,2.8580368365656548,1.1319607004431007,0.4272251428179874,1.0844690950471125,-0.13428628756132294,0.39921775645209767,-0.5312430604795524,0.7109257167619524,-0.08776125432368843,0.3631753301796315,-0.931121734606555,-0.8503030056667173,2.5945016931685094,1.1569291592876152,1.551939103508785,1.140819870745674,2.0584913330825896,1.7483045489204825,1.0655700762879938,-0.26397111345171087,0.2764188287044035,-0.845068662241478,0.7627732604493377,-0.7838240416543627,-0.5364874612278521,-0.3991043129623154,-0.8302137315053106,-0.7109836194491441,-0.4222657451760276,0.8139784723992741,-0.8431826104721083,-0.36789282551972224,1.7161553473735636,-0.21496811439882385,0.2507600324778055,-0.9626427633503494,-0.6403250049447213,-0.4495524571984608,0.25758947157059947,0.6235957597320653,1.6134156601405794,1.7024586202746206,-0.47514688628271756,-0.7869866644028355,-0.5410122564381586,0.42003952400274863,-0.7398527913533107,-0.7962345399465984,-0.6107141959794278,-0.916582467278497,-0.42592869997431987,-0.40983541215316377,1.5165167273007893,1.9331795556111684,2.3581362050305885,1.1441401925738532,0.8808563712275488
SIDM00276,1.0408215300385268,-0.4932047500378207,-0.7093612735075637,-0.7432893425251776,2.677635883255046,-0.8581492891513199,-0.7903996185475961,-0.6402931536175162,2.5206409028438705,0.3161848239752825,-0.7616783682984835,2.1310709922332878,-0.41749852895521844,0.12627098334408426,0.14335860824793964,2.130264231054297,-0.5246562951763696,0.45809853087418184,1.1105277507367421,0.1366366359970687,0.04471356433910901,-0.4651807041771111,-0.7971740228829532,1.2337335421169051,2.115272456379971,0.30639007044058486,0.3901472004011665,1.1561670163502842,-0.12299658743316164,0.26240778424630146,-0.8603595458103512,0.5638057031756354,-0.5075501905398743,-0.48433843117361014,-0.9907004059819221,-0.6215518475172483,2.3557738643704207,1.0136013201486003,0.4895884671528176,0.23622558981296718,2.4098998109513494,-0.3156502339484546,0.7859183633221895,0.21674865593997988,0.3985969001546798,-0.8004815727898126,-0.49417342111276086,-0.7964435190257664,-0.7007869638419255,-0.6729384347717665,-0.9730704184536034,-0.8208788337471957,-0.8084162467501123,0.0833445328460359,-0.878878674651359,-0.03344792839501658,0.845967474171806,-0.7607966962081331,-0.44372025896899847,-0.8694753729829383,-0.6292750910834995,-0.17715105661358804,-0.2876514670390252,0.11093764510657439,1.7397976619140194,1.440449220951626,-0.6534999986952106,-0.6087583402834378,-0.2090038376988397,0.6729816669866614,-0.8575281129754362,-0.8138424862320336,-0.9132301322198663,-0.9265515990535452,-0.6828975889969062,-0.8684109534799578,-0.2945881058179421,-0.5265218203717825,-0.9839761910534562,-0.867639162598804,2.160684729513668
SIDM00311,0.643277879535921,-0.7472814988378403,-0.7630319113703132,-0.7548104638262039,-0.7623108455058086,-0.9233356960119056,-0.7738195189316835,-0.6462367007636367,2.962453528951947,0.5379680922769874,-0.8568766925778432,2.526189790843792,0.6729291942295811,0.8941608847471052,-0.2305903542709228,1.9314199233190965,0.5493446411121746,1.1456864598072072,0.29001810221540564,0.07222810701568683,0.4764579269706616,-0.4601629110201125,-0.823411079072572,1.1228695177654495,2.967969496653463,0.7209770976879218,0.38729023043362193,0.7997062413832333,-0.3588601382104409,0.3726661133755071,-0.7935976290472274,0.6789182284483164,-0.46941732480073955,-0.13474756891173795,-0.9983434829906185,-0.8234819446114763,2.14150776480264,0.8190079611583896,2.753106685130574,0.8922210908095988,2.0736205143680584,-0.0856641705402694,0.6971309712046525,-0.07971200905591741,0.5194520148316456,-0.8576482784144357,0.9356073952363344,-0.7795522072460808,-0.4972435305760568,-0.429418852049095,-0.7562412807235953,-0.8237890555557473,-0.4485253389362501,0.8359829109320396,-0.8596516129349381,-0.3806726894434559,1.1785396578801641,-0.19500953819926853,-0.06065856135095828,-0.9349681546773861,-0.6801449494537185,-0.391156565957053,-0.18303946267826246,0.5526441803351362,1.3691919068275278,0.6518435363199809,-0.6916752250337259,-0.8229890386296589,-0.14129501176846013,0.18345349733892152,-0.7882550570837089,-0.7321949691825121,-0.7944953630095247,-0.9126863931461421,-0.7358219542473103,-0.5023600660315202,-0.4251250937134485,-0.581380331224233,2.557468848168528,-0.7763955973427124,1.4363275006766139
SIDM00970,1.34120439875447,-0.906669147975575,-0.9528144348089674,-0.6690849449887297,-0.946342682323986,-0.9811086224119016,-0.7288085583264066,-0.7570073762684477,2.798015426118431,0.4361938112367892,-0.8431934194547968,3.2389597904038343,-0.9976936068109987,0.434859948864825,-0.1859696791394609,2.0812320309890917,-0.03371379596954102,1.0362821960047388,0.3293145122295789,0.43408594852541976,0.5498250488021341,-0.41049359839034544,-0.7791869146294343,0.917956100059432,2.8190670787098924,0.8812510655645791,0.8119872597350951,0.32976901817625104,-0.17061734613729324,0.950953038465395,-0.8692732771584187,0.7303228947424913,-0.9062378848792261,-0.24560597450788194,-1.0016024397027243,-0.892526793994832,2.443523958218484,1.1898177755524166,1.9209814611575717,0.6038932182281811,2.4421584814284683,-0.6273124435538199,-0.1545860042055301,0.12402837437917921,0.07593002238863181,-0.7911320884102706,-0.24260021785098138,-0.783615936711441,-0.7238133403649502,-0.7997441549426471,-0.953837693105405,-0.9305318742189106,-0.5227060170373116,0.5346246756994116,-0.862421172009199,-0.21688062180178527,1.421065553568908,-0.7474721802526277,-0.5843871878107415,-0.9356392214688344,-0.7765192564644543,-0.07333566087624716,0.7452423092345546,-0.07616447201154848,-0.02157230296652071,1.1722956932675395,1.2191246675577943,-0.8450267299812461,-0.12722419386455294,0.48361552537320424,-0.47178809386677434,-0.46877850520975806,-0.6893783110980058,-0.8664419105819247,-0.9225909421387437,-0.5265224467143267,-0.44481277206006187,-0.6859519741614591,-0.9324684942660106,-0.8627492343055173,0.964283841561531
SIDM00103,0.7801839079469975,-0.8107288971548746,-0.7985828210686804,-0.6845165102866168,0.5069437974001821,-0.920591605504824,-0.8020933708661356,-0.6903197826871784,2.784596803999962,0.35132433999866564,-0.7743716451933206,0.24785560472545856,0.11270392868732326,0.30031106169452504,-0.20046928129675043,1.8772186888160343,-0.7871579139942209,0.4168218500162432,0.80055510601947,0.10868832270768015,0.41510557535056075,-0.6145082475854338,-0.8654376665650234,0.8879600362267672,2.9416310920056388,0.6547304352838843,0.3533626797819316,1.1914283841423354,-0.373393244538568,0.14464132941274382,-0.8566308772374133,0.7668258684624472,-0.1489624022248841,-0.5518795733650771,-0.9662912596215301,-0.8438527976593484,2.571323359728546,1.4013222235786624,-0.13458369461587766,0.8338754890480046,2.0346203165490295,2.0373470714705295,0.7438019277314393,-0.37538084504721186,-0.15713019423056115,-0.7805557354885151,-0.19440258286024012,-0.8382154571942295,-0.5774644812305215,-0.31765203890663724,-0.950875748071007,-0.7636297021147607,-0.8050153393417128,-0.6872729785421735,-0.8756849230558732,-0.7360484948012455,1.1131874501565555,-0.7363413802393108,-0.10684644204703198,-0.8975485607843546,-0.668822544883792,-0.47915147454073626,-0.2812168295898249,0.681684096499736,1.7328613535232,1.7759266279077572,-0.7715473598840685,-0.7171006203495124,-0.18720848440528975,0.3071195381433136,-0.8291044376634792,-0.7583148911238121,-0.6526943852090414,-0.8917507152092179,-0.8583773505567426,-0.7153602848295494,0.8956917694862742,-0.5946933842473212,2.3883136157705604,-0.8166142618074017,0.5836726921151388
SIDM00266,0.34680791852114523,-0.7183530794381018,-0.6886728367980001,-0.7323438309262559,-0.9990587284945892,-0.8528325018964273,-0.9020544611870062,-0.8048426192538506,2.6792092150928486,0.5044365911171107,-0.6893855660036172,1.8918947760265863,2.5152869955284043,0.3124598235535927,-0.46062109873695345,1.9608609050168277,1.1481074677430998,0.08454986992931454,0.43598438125523226,-0.19938278392866907,0.6734581626959109,-0.6099416776354556,-0.8591864435376949,1.1326968896119283,2.4907638735127424,1.2065827682676198,0.5203234391390296,0.2232917394212956,-0.5770442897913209,0.6946840758175171,-0.8616113644981862,0.6686503403503339,-0.8524898453995975,-0.17615706719771163,-1.0339788944272246,-0.9143071399994125,2.403318143003788,0.7658391543278876,2.052685208033555,0.6362093663319911,2.3488770597223154,-0.6827417312133509,1.7383259030317972,-0.092720134336156,-0.2661855431909787,-0.7942406415991802,-0.34223749646816815,-0.8198558545023092,-0.36127042035757645,-0.717075322252523,-0.39147129919154344,-0.7953909565247405,-0.4918576843135292,0.32932813593645077,-0.6472016918770039,-0.22344612181554172,0.7683085566872264,0.977537815097211,0.20491966990861046,-0.5152836183635255,-0.770932719842014,0.3185695952278539,0.022301395249759413,0.253263845671617,-0.9655613483510146,2.46051069020148,-0.5160136552073514,-0.8724345482223934,-0.5002639424086561,0.47587823727652206,-0.8103324326647634,-0.7472648256327121,-0.5179103839229613,-0.9164275868891452,-0.7022609006808893,-0.4626321307721603,0.02254358661799386,1.0349038559408885,-0.9153694543149045,-0.8442058874369879,-0.8119503063697466
SIDM01064,1.3585722850947894,-0.8481418308719962,1.2615577021538715,-0.799330203827235,-0.9161174942893335,-0.8451620929096925,-0.8641552442893967,-0.6510145886575468,2.6178962245186987,0.9311953063125066,-0.5570838710983187,-0.5806852115204751,2.042471945016926,0.3721451255392191,-0.14944063715153091,2.2037413410398807,-0.6270127097320818,-0.18205096731180204,1.0024155733741154,-0.1777162091226104,0.7873520739244022,-0.4288284014321385,-0.8588331052688964,-0.5681215886624846,2.881343173952386,1.149130373982165,1.324784881453375,-0.3831674124134525,-0.46221479546252797,0.7549958733303839,-0.9031993258297425,0.5978319942493557,-0.8588586741547825,0.06787615621053905,-0.8997361848249146,-0.8227859542549171,1.6287778773425128,0.8405282911163392,-0.3903589309678932,0.3651043300354193,2.5816055992228444,-0.5290149978571125,-0.01798036830639184,0.12873562617667442,-0.560569454632862,-0.8069188645823675,-0.7030189477089532,-0.22082572153989027,-0.4808027932938092,0.033796607007861836,-0.8876999051172669,0.41844279053114125,-0.2642963798229948,0.6904693931103755,-0.8664130507518361,-0.5852326933456994,0.6688820697653935,-0.7623586635591959,-0.3848706508226453,-0.9053883180119294,-0.7097465137388559,-0.05374994111827699,-0.3692317411659195,0.8163177779401016,-0.42089047904843924,1.6876551971992484,-0.7694218448914352,-0.13350349283208435,-0.23148732943029854,0.33868495500702667,-0.55927170905413,-0.7063118882807602,-0.9471009659795888,-0.7473069586096462,-0.9512291975169129,-0.8261926287755775,-0.41116781199140184,1.5221669735684826,-0.9379286733913256,-0.8615054972709083,0.23388483506035573
