,drug,cell_line,IC50,prediction
0,Cytarabine,SIDM01102,-1.42943,0.045859933
1,LGK974,SIDM00156,2.9715695,3.1584172
2,EPZ5676,SIDM00137,6.404606,6.8996167
3,Navitoclax,SIDM00412,-0.1452935,-0.14959948
4,AZD7762,SIDM01198,-1.1429156666666669,-1.1698943
5,LCL161,SIDM00519,5.219727,4.2588964
6,AZD5363,SIDM00445,1.780595,2.8095691
7,XAV939,SIDM00584,4.563045,3.8473644
8,NVP-ADW742,SIDM01237,3.701709,2.1786754
9,NVP-ADW742,SIDM00323,3.387471,0.63892704
10,Cyclophosphamide,SIDM00099,6.269198,5.769268
11,VE-822,SIDM00323,-0.538824,1.0528876
12,PLX-4720,SIDM00631,4.426170333333333,2.8124554
13,WIKI4,SIDM00121,3.710353,3.0328422
14,Dinaciclib,SIDM01041,-4.369375,-0.42335314
15,Vorinostat,SIDM00679,2.053652,0.8679837
16,ML323,SIDM01011,3.769173,3.9550683
17,Sorafenib,SIDM00631,3.021151,3.5361006
18,Linsitinib,SIDM00530,4.276799,3.1722577
19,Cisplatin,SIDM00530,3.6627673333333335,3.5691547
20,Navitoclax,SIDM00584,3.342811,1.7707351
21,Dasatinib,SIDM00276,-2.5557135,0.39627582
22,CZC24832,SIDM00121,3.100095,3.1975567
23,GSK343,SIDM00190,3.118034,4.062285
24,AZD3759,SIDM00466,3.802467,4.0746083
25,PLX-4720,SIDM00043,3.1252063333333333,1.1229073
26,Talazoparib,SIDM00569,2.6529315,3.5038087
27,Dinaciclib,SIDM00364,-3.90001,-0.78703505
28,WZ4003,SIDM00679,5.139198,3.4938786
29,Temozolomide,SIDM00538,6.4119005,5.9735565
30,Entinostat,SIDM00700,2.5609485,3.1916742
31,GSK343,SIDM00156,4.4624805,3.758679
32,Irinotecan,SIDM00193,4.257608,2.7408302
33,Palbociclib,SIDM00193,2.722442,1.7958251
34,Uprosertib,SIDM00231,3.542769,4.0665016
35,Alpelisib,SIDM00543,5.227856,3.0304706
36,Wnt-C59,SIDM00721,5.639853,3.71386
37,Gemcitabine,SIDM01011,-3.540551,-2.9455435
38,RVX-208,SIDM00099,7.665686,6.196809
39,UMI-77,SIDM00621,2.625885,2.0607932
40,AZD8186,SIDM00412,-1.7198775,0.052801758
41,GSK2606414,SIDM00967,3.917071,2.7595708
42,BMS-345541,SIDM00530,3.3593650000000004,3.8670666
43,MK-1775,SIDM00543,0.342718,-0.5885173
44,Pevonedistat,SIDM01237,3.803114,0.27157366
45,Cediranib,SIDM00156,1.800909,1.4325631
46,BMS-536924,SIDM00156,3.0951350000000004,0.56540865
47,OSI-027,SIDM00621,0.9035845,2.8680074
48,NVP-ADW742,SIDM01102,3.273198,0.8052523
49,Ulixertinib,SIDM01237,4.1118255,3.883362
50,Palbociclib,SIDM00364,1.2879505,1.4673467
51,Trametinib,SIDM00679,-0.3267925,-1.6670417
52,Docetaxel,SIDM00543,-2.607687333333333,-3.0095131
53,GSK343,SIDM00099,6.1920905,5.0009575
54,BMS-345541,SIDM00445,2.5977745,3.5618799
55,IWP-2,SIDM00193,3.164829,2.5394163
56,Alpelisib,SIDM00043,2.875366,1.3340052
57,Buparlisib,SIDM00569,0.764833,1.4842817
58,AMG-319,SIDM00569,3.768875,4.578589
59,Sapitinib,SIDM00621,5.666476,2.9696958
60,VE-822,SIDM00721,4.55809,2.2358506
61,UMI-77,SIDM00679,4.023092,2.590552
62,LGK974,SIDM00137,4.3079575000000006,3.9119592
63,PFI3,SIDM00190,6.769222,3.8575478
64,CZC24832,SIDM00193,4.748425,4.5450153
65,Dabrafenib,SIDM00137,4.162262,4.217563
66,Afuresertib,SIDM00156,4.641968,2.5143175
67,RVX-208,SIDM00193,5.487637,4.86603
68,SCH772984,SIDM00631,4.218753,3.516664
69,MN-64,SIDM01198,4.700229,1.404181
70,Navitoclax,SIDM00967,3.7728755,1.2315027
71,Daporinad,SIDM00156,-3.854242,-2.845263
72,Taselisib,SIDM00190,2.165325,3.143768
73,LY2109761,SIDM00190,5.476123,5.052942
74,Nilotinib,SIDM01011,1.1869245,1.5131301
75,Linsitinib,SIDM00099,4.0063585,3.8266947
76,Nilotinib,SIDM00099,5.4061615,4.1466923
77,LCL161,SIDM01198,3.9287095,3.94307
78,Alisertib,SIDM00519,2.585704,2.3001897
79,BMS-345541,SIDM00190,3.1676575,2.6456826
80,Afatinib,SIDM00193,3.5815406666666667,0.9844859
81,Foretinib,SIDM00099,1.984698,3.0589154
82,Alisertib,SIDM00193,2.8006015,2.1901345
83,XAV939,SIDM00543,3.7133475,3.5643144
84,VX-11e,SIDM00099,5.721693999999999,3.8690631
85,AZD5363,SIDM00276,2.794676,3.4012563
86,Camptothecin,SIDM00584,-1.625618,-1.0766681
87,I-BRD9,SIDM00156,4.325456,3.373716
88,RVX-208,SIDM00543,4.813187,5.3390903
89,Afuresertib,SIDM00445,1.752548,2.9957602
90,Camptothecin,SIDM01237,-1.811713,-1.3466413
91,Luminespib,SIDM00156,-2.2235495,-3.5732536
92,Oxaliplatin,SIDM00190,5.759866,2.999304
93,Tamoxifen,SIDM00466,6.355379,4.4252114
94,Sorafenib,SIDM00323,1.950347,2.0120075
95,Paclitaxel,SIDM00445,-4.376856,-1.2989631
