,drug,cell_line,IC50,prediction
0,Navitoclax,SIDM00362,1.7957800000000002,0.66350794
1,PD173074,SIDM00935,2.8530415,1.3447987
2,Osimertinib,SIDM00549,0.792496,0.1741164
3,Cediranib,SIDM00491,3.399394,1.7689906
4,Dinaciclib,SIDM00343,-2.027895,-0.05910428
5,BMS-536924,SIDM00202,0.3315213333333333,0.50525457
6,Gefitinib,SIDM00266,2.5749515,1.2602632
7,Afuresertib,SIDM00968,2.512336,2.9362476
8,PRT062607,SIDM00393,2.385608,4.310229
9,Cediranib,SIDM00350,2.2844,1.9372369
10,PFI3,SIDM00362,3.486362,4.3479295
11,CZC24832,SIDM01007,3.507873,3.6618805
12,ABT737,SIDM00202,-2.39304,1.4714521
13,Ibrutinib,SIDM01120,5.42526,5.0560813
14,Talazoparib,SIDM00260,5.934196,3.4865327
15,AMG-319,SIDM00448,4.236596,4.223966
16,CZC24832,SIDM00211,2.866025,3.33817
17,MK-2206,SIDM00243,-0.0307494999999999,2.6459327
18,Ruxolitinib,SIDM00781,5.242806,4.4280467
19,Venetoclax,SIDM00808,1.713215,0.2442595
20,VX-11e,SIDM00424,2.413135,2.949638
21,Ulixertinib,SIDM00274,1.6454695,4.062682
22,GSK2578215A,SIDM00114,6.25368,5.7884917
23,Erlotinib,SIDM01133,4.309572,4.19957
24,Olaparib,SIDM00875,2.912050333333333,3.5455465
25,Ipatasertib,SIDM01149,2.057895,3.730669
26,Vorinostat,SIDM00444,1.80079,1.2167367
27,Talazoparib,SIDM00418,2.9362455,3.357141
28,Dabrafenib,SIDM00680,5.525157999999999,3.1774995
29,Entinostat,SIDM01140,0.385456,1.7334555
30,Cyclophosphamide,SIDM01259,5.129478,3.6129298
31,AZD6738,SIDM00420,2.4414755,3.5504785
32,Nutlin-3a (-),SIDM00527,2.2382030000000004,3.3547835
33,AZD7762,SIDM00527,-1.591596,-1.0638801
34,Tamoxifen,SIDM01259,2.3264295,2.6393747
35,Daporinad,SIDM00680,-4.55978,-3.5591273
36,EPZ004777,SIDM00114,6.607752,5.884053
37,PRT062607,SIDM00420,4.218709,4.478495
38,Ulixertinib,SIDM00549,2.396136,1.7416042
39,MK-1775,SIDM01140,-0.266866,-0.3670792
40,GSK1904529A,SIDM00114,3.10321,3.7081442
41,GSK591,SIDM00875,3.624048,4.0682864
42,PD0325901,SIDM00350,-1.249941,0.16482577
43,Ruxolitinib,SIDM00527,4.600614,4.9519563
44,Obatoclax Mesylate,SIDM00202,0.9829345,0.04859204
45,Olaparib,SIDM01259,2.3316436666666664,2.7436748
46,Alisertib,SIDM00393,3.508407,2.5517077
47,Buparlisib,SIDM00527,0.371307,1.6572229
48,I-BRD9,SIDM01149,3.388598,3.6217742
49,Osimertinib,SIDM00420,3.108283,2.16296
50,PLX-4720,SIDM00781,5.551989666666667,3.6029704
51,Dactolisib,SIDM00202,-2.1166195,-1.7104663
52,Nilotinib,SIDM00424,2.126984,2.119937
53,Sapitinib,SIDM00266,5.005037,0.4605894
54,XAV939,SIDM00935,3.7960095,2.8433125
55,GSK591,SIDM00444,5.896787,5.5363483
56,GSK591,SIDM00680,4.151777,3.1692963
57,Vinblastine,SIDM00527,-5.760698,-3.7944055
58,Cisplatin,SIDM01140,0.8183185,2.3095517
59,UMI-77,SIDM00808,2.412656,2.724683
60,Foretinib,SIDM00424,0.6336855,2.236636
61,NVP-ADW742,SIDM01007,1.447737,1.0561571
62,RVX-208,SIDM00875,4.043915,5.225016
63,MN-64,SIDM00418,6.880959,4.4714437
64,Dactinomycin,SIDM00781,-2.355409,0.26050383
65,AZD5582,SIDM00274,4.271529,2.4117165
66,AZD4547,SIDM00527,2.939274333333333,2.7711263
67,5-Fluorouracil,SIDM00875,2.249926,1.2567359
68,AZD8186,SIDM01007,1.516528,1.4909784
69,OF-1,SIDM00211,2.668586,3.8075442
70,OTX015,SIDM00274,2.707552,2.7603116
71,GDC0810,SIDM00444,5.8931,4.8895063
72,MK-8776,SIDM00875,0.000374,3.5099192
73,5-Fluorouracil,SIDM01259,3.805786,1.2416596
74,Ibrutinib,SIDM00935,-1.188035,2.6323233
75,IWP-2,SIDM01140,1.295128,2.9936702
76,Bortezomib,SIDM00266,-4.999663,-4.0305715
77,Rapamycin,SIDM01120,-3.5420575000000003,-1.6657928
78,Obatoclax Mesylate,SIDM00781,0.673216,0.49498236
79,UMI-77,SIDM00491,3.157632,2.8636267
80,Foretinib,SIDM00114,4.032063,3.027652
81,Leflunomide,SIDM00420,5.584777,5.362911
82,ML323,SIDM00527,4.776311,5.3572636
83,PFI3,SIDM00781,6.548973,5.3207307
84,Nilotinib,SIDM00418,4.4716765,4.270473
85,BMS-345541,SIDM00418,3.612985,5.143101
86,PD0325901,SIDM01133,2.498861,3.2229557
87,WIKI4,SIDM00418,3.522113,4.893514
88,Venetoclax,SIDM00448,2.199683,1.5438567
89,Lapatinib,SIDM00491,3.885285,3.5200253
90,VE-822,SIDM00274,3.774455,3.3190022
91,Ulixertinib,SIDM01149,3.181061,3.4168155
92,LY2109761,SIDM00393,5.61415,5.404982
93,AZD4547,SIDM00680,4.166892666666667,2.1240337
94,LGK974,SIDM00343,4.0447195,4.057633
95,Obatoclax Mesylate,SIDM00448,0.0528765,0.43256307
96,GSK1904529A,SIDM01120,3.161773,4.1089664
97,PFI3,SIDM00420,5.608977,5.2137704
98,SCH772984,SIDM00243,1.895984,3.0383303
99,ML323,SIDM00211,2.551508,3.5801792
100,GSK591,SIDM00420,4.825769,4.8499036
101,PCI-34051,SIDM00418,6.28894,5.258032
102,Cisplatin,SIDM01007,3.553252333333333,2.1615853
103,Trametinib,SIDM00343,2.1035685,0.522271
104,OSI-027,SIDM00968,1.670482,3.11466
105,BIBR-1532,SIDM00935,5.274594,4.8465266
106,Sorafenib,SIDM00393,2.603132,2.9736352
107,AGI-5198,SIDM00274,5.408342,4.2478304
108,I-BRD9,SIDM00448,3.606633,3.5422132
109,AMG-319,SIDM01120,4.153882,5.4123383
110,Venetoclax,SIDM00418,4.433179,4.26559
111,Irinotecan,SIDM00211,-0.358225,-0.6934353
112,Bortezomib,SIDM00808,-5.6939755000000005,-3.6680322
113,5-Fluorouracil,SIDM01140,1.742577,1.6857299
114,OF-1,SIDM00424,3.94476,3.8832364
115,Ulixertinib,SIDM00527,0.084038,3.9358778
