,drug,cell_line,IC50,prediction
0,Gemcitabine,SIDM01047,-2.903431,-3.4690554
1,Luminespib,SIDM00833,-0.6257870000000001,0.5659616
2,OTX015,SIDM00834,4.277906,2.4656446
3,BMS-536924,SIDM01146,2.648853,1.8756335
4,ML323,SIDM00833,4.499807,4.754116
5,Ulixertinib,SIDM00320,4.453036,2.3002274
6,Uprosertib,SIDM00482,2.3220785,2.2291598
7,Docetaxel,SIDM00082,-1.4578746666666664,-2.7402084
8,Pevonedistat,SIDM00541,0.725677,2.1957266
9,Paclitaxel,SIDM00328,-3.3222995,-3.2263362
10,Temozolomide,SIDM00576,2.8046,3.7948153
11,Dabrafenib,SIDM00082,3.222405,3.1540868
12,MK-8776,SIDM00732,4.019024,2.8346894
13,EPZ5676,SIDM00406,3.338488,4.5479364
14,PD0325901,SIDM00541,-1.9881325,-0.6969643
15,RVX-208,SIDM01122,5.908953,3.1800847
16,CZC24832,SIDM00324,5.00421,3.6403687
17,PD0325901,SIDM00583,1.641708,-0.15375999
18,LY2109761,SIDM00688,3.231947,4.5060534
19,Dinaciclib,SIDM00182,-3.043977,-2.6588142
20,AGI-6780,SIDM00082,3.278746,3.7478392
21,EPZ5676,SIDM00102,6.758178,6.1760406
22,LCL161,SIDM00841,4.6634945,4.8399777
23,Wee1 Inhibitor,SIDM01097,0.779505,0.8301048
24,I-BRD9,SIDM00623,5.803791,3.3225276
25,AZ6102,SIDM00394,3.281192,3.5808024
26,Oxaliplatin,SIDM00953,3.4108355,3.5539703
27,VE821,SIDM00929,3.922259,4.487454
28,BIBR-1532,SIDM00498,5.408865,5.6843057
29,Navitoclax,SIDM00482,-0.1014015,1.0048882
30,Leflunomide,SIDM00953,4.160465,3.948703
31,MN-64,SIDM00023,6.273855,5.2986646
32,Obatoclax Mesylate,SIDM00023,0.0557665,0.3735608
33,PCI-34051,SIDM00490,5.441132,5.1471553
34,Talazoparib,SIDM00328,5.67477,3.1969557
35,Sapitinib,SIDM00688,4.505622,2.7509973
36,Leflunomide,SIDM00406,2.858465,3.5465
37,AZD4547,SIDM00970,2.4949423333333334,3.222666
38,ML323,SIDM00285,3.972294,3.4841273
39,Sorafenib,SIDM00324,1.6373965,1.8719761
40,AZD4547,SIDM00583,3.2605836666666668,3.9762151
41,MIRA-1,SIDM01205,4.267002,3.8021963
42,PLX-4720,SIDM00929,3.7796016666666654,4.055647
43,Taselisib,SIDM00789,0.7921,1.1945782
44,GDC0810,SIDM00834,4.574205,5.488491
45,Camptothecin,SIDM00482,-4.387523,-3.6934888
46,Entospletinib,SIDM00182,3.681224,3.2139575
47,WZ4003,SIDM00841,5.644172,4.509068
48,Bortezomib,SIDM00328,-3.679071,-4.6942134
49,Dasatinib,SIDM00688,2.121135,1.8366271
50,MK-2206,SIDM00541,1.7603355,3.211786
51,Foretinib,SIDM01205,0.5696835,-0.67779136
52,BIBR-1532,SIDM01122,4.0479,5.3204284
53,Vinorelbine,SIDM00841,-4.128959,-2.9573874
54,Epirubicin,SIDM00833,0.390334,0.3471492
55,Nilotinib,SIDM00394,3.9324425,3.5010211
56,Cediranib,SIDM00970,2.058087,2.6028626
57,VE-822,SIDM00789,0.504231,3.708155
58,MN-64,SIDM00498,5.454987,5.1964173
59,Afatinib,SIDM01122,1.439806,1.8540962
60,ABT737,SIDM00834,3.453753,2.4622605
61,AZ6102,SIDM01097,2.062228,2.3315732
62,EPZ5676,SIDM00324,5.521895,4.7826834
63,Wnt-C59,SIDM00833,3.966146,3.5632837
64,VE821,SIDM00285,4.398361,2.7663894
65,Gefitinib,SIDM00541,1.899484,2.7569468
66,EPZ5676,SIDM00732,5.470037,5.8651285
67,OF-1,SIDM00929,3.950818,3.9053204
68,GSK591,SIDM00082,4.211547,4.726254
69,VE821,SIDM00541,4.187496,4.8969846
70,Camptothecin,SIDM00328,1.324286,-2.602311
71,Wee1 Inhibitor,SIDM01146,0.937411,1.5635833
72,AGI-6780,SIDM00970,2.0259585,3.2802365
73,AZ6102,SIDM01146,2.667574,2.9740748
74,SB216763,SIDM00833,5.2144725,4.6931787
75,AZD6738,SIDM00406,-1.118771,0.48547846
76,AMG-319,SIDM01146,5.222655,4.955456
