,drug,cell_line,IC50,prediction
0,MIRA-1,SIDM00517,6.073941,4.5859632
1,Cisplatin,SIDM01114,2.006427,2.1937401
2,WIKI4,SIDM00244,3.914198,3.866317
3,BMS-536924,SIDM00537,1.733863,1.8116708
4,Bortezomib,SIDM01093,-4.115848,0.21661651
5,MK-1775,SIDM00094,1.91712,0.2623238
6,LY2109761,SIDM00539,5.400771,5.797117
7,LGK974,SIDM01233,3.895076,4.033501
8,GDC0810,SIDM00496,4.965005,4.7684784
9,Sorafenib,SIDM00551,2.384396,2.9243002
10,BMS-536924,SIDM01093,3.1085975,1.369494
11,Bortezomib,SIDM01161,-4.938108,-0.5662228
12,LGK974,SIDM00520,3.924767,3.8008516
13,Fulvestrant,SIDM00136,3.780350333333333,4.220269
14,Entospletinib,SIDM00244,1.924032,4.028792
15,MIM1,SIDM01175,4.770428,2.9429889
16,Oxaliplatin,SIDM00561,1.8525435,1.9759375
17,Epirubicin,SIDM00565,-0.311385,-1.7363925
18,VE821,SIDM01090,3.11085,4.162548
19,Dinaciclib,SIDM00291,-2.624957,0.43969077
20,Cediranib,SIDM00837,1.05822,2.360047
21,Vorinostat,SIDM01187,1.608329,1.4046526
22,Buparlisib,SIDM00077,0.013728,1.5138743
23,Cisplatin,SIDM00064,1.7632536666666667,2.5208507
24,PCI-34051,SIDM00332,5.746768,4.618284
25,Vinblastine,SIDM00174,-4.493240500000001,-4.086819
26,IWP-2,SIDM00793,2.146301,2.1095145
27,VX-11e,SIDM00758,1.657313,1.475465
28,LY2109761,SIDM00837,4.501555,5.457926
29,Nilotinib,SIDM01247,1.1534605,1.244939
30,Linsitinib,SIDM00699,2.579066,2.6455047
31,AT13148,SIDM00537,2.842459,3.3655422
32,Cisplatin,SIDM00120,2.2501773333333333,2.8272262
33,BMS-345541,SIDM00719,5.569043,3.1976817
34,WIKI4,SIDM01229,4.344849,3.8182528
35,Oxaliplatin,SIDM00539,4.1511535,5.1040635
36,BMS-345541,SIDM00332,4.2296025,3.1092632
37,Niraparib,SIDM01161,4.115739,4.6714153
38,Cyclophosphamide,SIDM00561,4.404114,3.3973012
39,Luminespib,SIDM00699,-0.6123465000000001,-1.9366599
40,Obatoclax Mesylate,SIDM00094,1.1680755,0.26201633
41,AT13148,SIDM00758,3.034989,2.7423227
42,PCI-34051,SIDM00244,2.471069,3.8720512
43,Entospletinib,SIDM01161,3.186478,3.304506
44,Crizotinib,SIDM01247,1.223581,1.1170502
45,Dasatinib,SIDM01161,-3.3886935,-1.0194286
46,Fulvestrant,SIDM00565,4.188992333333334,3.618078
47,AZD7762,SIDM01175,2.4667096666666666,-0.85272753
48,Irinotecan,SIDM00539,3.010363,4.15845
49,CZC24832,SIDM01114,3.823074,4.4204636
50,MK-8776,SIDM00699,4.530687,2.989472
51,AZD8186,SIDM00837,1.471513,3.217241
52,BIBR-1532,SIDM01114,4.037107,5.151924
53,Vinblastine,SIDM00699,-2.9077390000000003,-3.034599
54,OF-1,SIDM00537,4.217272,4.328363
55,PCI-34051,SIDM01233,4.978184,5.495029
56,OF-1,SIDM00565,4.979893,4.3429
57,MIRA-1,SIDM00793,4.095742,3.4807994
58,CZC24832,SIDM00174,3.977655,4.6138754
59,WZ4003,SIDM00551,2.017036,4.2992487
60,Sorafenib,SIDM01175,5.0521495000000005,2.6356986
61,VE-822,SIDM01090,3.316805,3.393455
62,Dabrafenib,SIDM00291,1.8860145,3.5142696
63,I-BET-762,SIDM00064,3.430299,4.1259212
64,Camptothecin,SIDM00537,-3.133379,-0.6944822
65,Alpelisib,SIDM00699,4.345543,2.0269628
66,Axitinib,SIDM00332,-0.0051045,3.7126086
67,GSK2606414,SIDM01093,3.633744,4.0827417
68,MK-1775,SIDM00719,2.743954,-0.036562797
69,VE821,SIDM01233,5.84664,5.3939915
70,Obatoclax Mesylate,SIDM00539,1.778222,0.1941679
71,Lapatinib,SIDM00539,0.913972,2.380839
72,VX-11e,SIDM01229,2.402507,1.8736733
73,Pevonedistat,SIDM01175,4.3406435,-0.06484252
74,AZD7762,SIDM01247,-1.898701,-1.7678833
