,drug,cell_line,IC50,prediction
0,Gemcitabine,SIDM00659,-3.508871333333333,-0.9070221
1,EPZ004777,SIDM00783,5.083257,5.431054
2,Entospletinib,SIDM00407,0.132074,2.1958625
3,GDC0810,SIDM00091,6.973783,5.3859177
4,Ibrutinib,SIDM00103,6.349576,4.2645483
5,I-BRD9,SIDM00917,3.280439,3.4246225
6,VX-11e,SIDM01132,3.3916905,2.993739
7,NVP-ADW742,SIDM00592,2.270735,2.485607
8,Venetoclax,SIDM01168,3.390214,3.2350712
9,Nilotinib,SIDM00154,3.3176005,3.671465
10,Fulvestrant,SIDM00196,3.374845333333333,2.940725
11,KU-55933,SIDM00954,4.5482245,1.390385
12,PLX-4720,SIDM00532,3.9665313333333336,4.3944016
13,Erlotinib,SIDM00367,3.712832,2.306871
14,Epirubicin,SIDM00299,-0.624894,-0.841555
15,Crizotinib,SIDM00606,3.93993,2.3818274
16,Sapitinib,SIDM00930,5.364807,2.9403286
17,PD0325901,SIDM00302,-0.49516,0.1815309
18,BMS-345541,SIDM00905,3.097411,3.20424
19,EPZ004777,SIDM00256,4.339178,3.8330698
20,BIBR-1532,SIDM00374,5.214057,5.0030117
21,Gefitinib,SIDM00969,1.7519695000000002,1.665645
22,UMI-77,SIDM00917,2.442734,1.5814233
23,Linsitinib,SIDM00242,0.6660615000000001,1.8520173
24,I-BET-762,SIDM00198,3.416004,2.6093066
25,Camptothecin,SIDM00917,-5.095388,-3.2854023
26,MK-1775,SIDM00792,0.563692,1.2268429
27,5-Fluorouracil,SIDM00472,5.961736999999999,5.5015187
28,Cytarabine,SIDM00262,0.970566,1.7513665
29,UMI-77,SIDM00562,1.823414,2.1984437
30,LY2109761,SIDM00317,7.386086,5.3288317
31,Camptothecin,SIDM00101,-1.391849,-1.2285235
32,OF-1,SIDM00257,4.206854,3.1142478
33,Sapitinib,SIDM00256,4.146909,2.175417
34,Talazoparib,SIDM00407,3.2505315,1.022743
35,Fulvestrant,SIDM00154,3.346953333333333,3.6399589
36,Lapatinib,SIDM00302,3.3607455,3.2830718
37,Navitoclax,SIDM00242,1.0465555,0.123222895
38,Ruxolitinib,SIDM00969,4.452237,4.701893
39,Savolitinib,SIDM00299,4.577383,3.440327
40,WZ4003,SIDM00917,2.478805,2.6758409
41,WEHI-539,SIDM00905,4.292709,3.6025133
42,5-Fluorouracil,SIDM00198,3.907721,3.4387083
43,Lapatinib,SIDM00103,5.417033,4.3379903
44,Uprosertib,SIDM00659,2.658066,3.1037002
45,Ibrutinib,SIDM00198,5.396274,2.5851884
46,Vinblastine,SIDM00969,-4.0910875,-3.327053
47,Ibrutinib,SIDM00407,0.54719,1.7999188
48,WEHI-539,SIDM00242,2.189878,2.4031274
49,Obatoclax Mesylate,SIDM00905,-0.342835,0.30160248
50,Cytarabine,SIDM00917,-0.248954,0.28270203
51,Osimertinib,SIDM00256,1.115958,0.90255386
52,BMS-536924,SIDM00606,4.2037495,0.92069983
53,PD0325901,SIDM00562,1.5770475000000002,1.3687495
54,AZD7762,SIDM00198,0.2535895,-0.044411592
55,Nutlin-3a (-),SIDM00606,4.9335875,3.7220354
56,ML323,SIDM00659,6.369862,4.572953
57,Dasatinib,SIDM00407,-4.4507675,0.8057057
58,Vinblastine,SIDM00198,-4.642701499999999,-4.326437
59,Vinblastine,SIDM00606,-4.0811355,-3.7176852
60,AZD4547,SIDM00532,2.886074666666667,2.9178736
61,WIKI4,SIDM00472,3.497884,4.421763
62,Navitoclax,SIDM00917,1.1348115,0.8435445
63,VX-11e,SIDM00905,2.735075,3.055828
64,GSK591,SIDM00969,3.736686,4.813165
65,Nilotinib,SIDM00299,3.673846,3.6590157
66,GSK2578215A,SIDM00930,4.877151,4.4329348
67,OF-1,SIDM00969,4.94498,3.8137107
68,PCI-34051,SIDM00592,4.222158,4.3202357
69,Navitoclax,SIDM00783,2.437232,1.9377714
70,AZ6102,SIDM00154,2.480067,4.3584423
71,BIBR-1532,SIDM00262,6.669694,5.037807
72,WZ4003,SIDM00407,1.939668,1.2102702
73,VE-822,SIDM00256,0.899192,1.3339239
74,PRT062607,SIDM00196,2.453866,1.8615028
75,VE821,SIDM00792,4.608397,3.2672985
76,XAV939,SIDM00606,3.042025,4.113849
77,Lapatinib,SIDM00101,5.751819,3.9631562
78,PD173074,SIDM00969,2.802637,3.6116412
79,Wnt-C59,SIDM00262,4.552633,2.7497456
80,Vinorelbine,SIDM00154,-2.525001,-1.6655633
81,Temozolomide,SIDM00532,5.942512000000001,6.367406
82,GDC0810,SIDM00302,5.208002,4.6947994
83,I-BRD9,SIDM00592,3.839586,4.137057
84,Niraparib,SIDM00606,4.590887,4.4270267
85,Daporinad,SIDM00472,-0.569979,-2.390667
86,Savolitinib,SIDM00917,1.149607,2.2199104
87,Crizotinib,SIDM00969,1.740469,3.4619875
88,Cisplatin,SIDM00905,2.185283333333333,2.1443996
89,Sabutoclax,SIDM00930,-0.635141,-1.3964347
90,ML323,SIDM00101,4.479902,5.316269
91,Alpelisib,SIDM00783,2.735136,4.545592
92,Dabrafenib,SIDM00091,5.2317075,3.7206438
93,WEHI-539,SIDM00302,4.72518,4.0735188
94,Entospletinib,SIDM00154,2.0514,3.7017188
95,AT13148,SIDM00103,3.617478,5.2296567
96,Ipatasertib,SIDM00407,-0.527901,1.7305511
97,OTX015,SIDM00317,4.784651,3.3539786
98,UMI-77,SIDM00196,1.637912,1.1977003
99,Luminespib,SIDM00154,-3.142811,0.033596687
100,RVX-208,SIDM00407,4.050679,1.4254173
101,Navitoclax,SIDM00103,4.468857,2.9459505
102,LCL161,SIDM00101,5.484640499999999,4.9445558
103,AT13148,SIDM00606,4.679245,4.004183
104,SCH772984,SIDM00256,3.396955,1.9829288
105,Buparlisib,SIDM00592,0.147832,0.45728356
106,5-Fluorouracil,SIDM00969,3.2104505000000003,4.434902
107,Dabrafenib,SIDM00196,4.506411,3.2189274
108,Afatinib,SIDM00954,1.7369153333333334,2.6197696
109,WIKI4,SIDM00659,3.038173,4.3616223
110,Niraparib,SIDM00783,3.461667,4.744831
111,Erlotinib,SIDM01168,4.112417,3.0876555
112,Buparlisib,SIDM00374,0.059628,0.5176567
113,Cediranib,SIDM00196,1.764986,0.98949397
114,I-BET-762,SIDM00917,1.0742405,2.8687773
115,MIRA-1,SIDM00905,4.905862,5.719829
116,GSK2606414,SIDM00256,2.841195,2.3214655
117,Lapatinib,SIDM00091,3.93855,3.7168598
118,PFI3,SIDM00954,5.499537,5.618062
119,ML323,SIDM00905,4.035333,4.161626
120,VE821,SIDM00472,3.634301,5.1769276
121,Osimertinib,SIDM00374,2.366466,1.9268466
122,AZD4547,SIDM00905,2.333362333333333,3.0675218
123,OF-1,SIDM00954,4.169365,3.7805848
124,AMG-319,SIDM00242,4.622485,4.125121
125,OF-1,SIDM00317,6.785584,4.2210917
126,XAV939,SIDM00905,4.655537,4.1053834
127,Luminespib,SIDM00317,-0.330711,-0.7325859
128,BIBR-1532,SIDM00299,6.338824,5.8606815
129,Dactinomycin,SIDM00562,-4.85318,-3.1326299
130,Osimertinib,SIDM00562,2.523078,1.4163644
131,LY2109761,SIDM00407,3.715375,3.7225962
132,Vorinostat,SIDM00103,1.402374,2.3413072
133,AZ960,SIDM00374,1.295126,1.8654314
134,Cediranib,SIDM00242,0.546902,0.71503276
135,Linsitinib,SIDM00299,3.6721345,4.172473
136,MK-8776,SIDM00242,2.259689,2.387392
137,XAV939,SIDM00198,3.7711485,3.893363
138,AGI-5198,SIDM01168,5.668405,5.903562
