,drug,cell_line,IC50,prediction
0,Linsitinib,SIDM00832,3.7264865,1.8603964
1,Pictilisib,SIDM00227,1.0316663333333331,1.5109735
2,Ulixertinib,SIDM00835,3.2002795,2.5333617
3,Entinostat,SIDM00501,2.45602,2.221963
4,MN-64,SIDM00814,5.15109,3.661609
5,Uprosertib,SIDM00176,3.2102975,3.1690104
6,Dabrafenib,SIDM00389,3.288884,3.0413458
7,NVP-ADW742,SIDM00550,1.679199,0.6693913
8,Wnt-C59,SIDM00047,4.068933,3.626561
9,XAV939,SIDM00316,4.215832499999999,4.7064867
10,IWP-2,SIDM00864,2.35505,3.6743438
11,Taselisib,SIDM00627,-0.696875,-0.85170317
12,Dasatinib,SIDM00251,4.14583,1.7654548
13,Sabutoclax,SIDM00577,-2.165106,-1.6028659
14,WIKI4,SIDM00377,4.253178,4.125439
15,Sepantronium bromide,SIDM00047,-5.463869,-3.539139
16,PFI3,SIDM00846,5.050288,5.7363596
17,AGI-6780,SIDM01042,2.189475,2.6778352
18,WEHI-539,SIDM00528,4.668635,4.169305
19,Daporinad,SIDM01155,-1.381173,-2.7118812
20,Gefitinib,SIDM00205,1.0962685,1.9231105
21,MIRA-1,SIDM00896,3.206583,2.6812122
22,LGK974,SIDM00230,3.247925,3.2377942
23,Luminespib,SIDM00465,-2.04523,-2.768445
24,Gemcitabine,SIDM00535,-1.6671273333333334,-2.0881197
25,AZD3759,SIDM00384,1.73871,2.356682
26,Luminespib,SIDM00129,-1.9222365,-2.2662597
27,Dasatinib,SIDM01174,3.357426,0.7327081
28,AT13148,SIDM00241,2.059037,3.3224127
29,RVX-208,SIDM00214,5.345416,6.040324
30,I-BRD9,SIDM00261,3.161915,3.5557485
31,Lapatinib,SIDM00045,2.0251475,1.5788358
32,XAV939,SIDM00227,3.9083025,4.6313596
33,EPZ5676,SIDM00896,4.458965,4.933716
34,Osimertinib,SIDM00214,1.115264,1.2901429
35,Sorafenib,SIDM00377,3.169837,3.1396668
36,Cediranib,SIDM00047,1.290583,3.036681
37,Vinblastine,SIDM00176,-2.9221235,-4.1946154
38,Oxaliplatin,SIDM00550,5.7256415,3.274946
39,PLX-4720,SIDM00261,4.321038,3.3960502
40,Epirubicin,SIDM00214,-0.753007,-0.732611
41,LY2109761,SIDM00835,6.28493,5.4186745
42,I-BET-762,SIDM00501,4.056707,2.5081651
43,AZD7762,SIDM00227,-0.628864,-0.58616734
44,ML323,SIDM01042,4.020805,4.477081
45,SB216763,SIDM01042,4.554536,1.2778829
46,Lapatinib,SIDM00896,2.1056980000000003,2.5810297
47,Olaparib,SIDM00261,1.0119793333333331,2.6986272
48,Vinblastine,SIDM00389,-6.368668,-4.7171288
49,AZD5582,SIDM00577,4.642208,2.3432305
50,MK-8776,SIDM00577,2.163877,2.9698508
51,Camptothecin,SIDM00835,0.012046,-1.1851246
52,VE-822,SIDM01174,6.23469,3.5130036
53,WZ4003,SIDM00389,1.463999,2.8009002
54,AMG-319,SIDM00389,3.173974,3.049905
55,Pictilisib,SIDM00577,0.9474143333333332,0.57764935
56,Palbociclib,SIDM00832,4.153731,1.3444403
57,Osimertinib,SIDM00389,1.297342,1.3357792
58,Sapitinib,SIDM01042,3.471816,0.42543608
59,EPZ5676,SIDM00814,5.400431,6.1179943
60,GSK1904529A,SIDM00316,3.366958,4.125241
61,AT13148,SIDM00251,4.590344,3.6662467
62,AT13148,SIDM00261,1.914519,3.6309483
63,Cediranib,SIDM00389,1.195298,1.4958823
64,Linsitinib,SIDM00230,2.7885565000000003,2.7541218
65,Oxaliplatin,SIDM00251,3.969453,3.675307
66,Ruxolitinib,SIDM00501,4.773867,4.469926
67,5-Fluorouracil,SIDM00045,1.814785,1.1399555
68,Savolitinib,SIDM00627,3.529845,2.6199348
69,Gefitinib,SIDM01155,2.3004465,2.9124463
70,Niraparib,SIDM00214,4.047082,4.676759
71,LCL161,SIDM00384,2.9158075,3.5050628
72,Cisplatin,SIDM00577,1.556485,1.8888052
73,AMG-319,SIDM00864,5.218314,5.1652184
74,ZM447439,SIDM01042,1.8791845,3.1879797
75,Cisplatin,SIDM00316,2.198929,1.9194677
76,UMI-77,SIDM00227,3.677664,3.0430632
77,Buparlisib,SIDM00550,1.012369,0.854385
78,AMG-319,SIDM00528,5.220404,5.3139744
79,Sapitinib,SIDM00465,-1.078311,1.6294034
80,NVP-ADW742,SIDM00205,-0.089209,0.46562374
81,Temozolomide,SIDM00384,2.967521,4.1806526
82,MK-8776,SIDM00251,0.595505,3.4518783
83,Foretinib,SIDM00227,-0.5065295,2.1157014
84,Wnt-C59,SIDM00846,2.795865,3.8998046
85,Taselisib,SIDM01042,0.484697,0.632111
86,OTX015,SIDM00176,3.412868,1.1232566
87,Entospletinib,SIDM00577,4.895605,2.7789056
88,PCI-34051,SIDM00832,5.9183,2.9799087
89,MN-64,SIDM01042,4.532854,3.9339178
90,GSK2578215A,SIDM00550,4.44357,4.490391
91,Tamoxifen,SIDM01042,2.6248685,4.68067
92,Afatinib,SIDM00261,2.078414,2.5316272
93,Palbociclib,SIDM00316,1.4180965,2.455257
94,Osimertinib,SIDM00577,1.449912,0.8917343
95,Oxaliplatin,SIDM00832,4.5897575,3.2553053
96,WIKI4,SIDM00205,3.654025,4.247053
97,Pictilisib,SIDM00377,0.4810603333333333,2.2092361
98,MK-2206,SIDM00528,0.1063005,2.0304582
99,Ruxolitinib,SIDM00251,4.303181,4.5228353
100,GSK591,SIDM00384,2.74159,2.2792575
101,Cytarabine,SIDM00384,-2.534185,-1.0270154
102,BIBR-1532,SIDM00835,5.581628,5.025603
103,P22077,SIDM00550,4.647392,3.7215548
104,AZD5363,SIDM00465,4.511834,3.3840268
105,Sabutoclax,SIDM00241,-1.077768,0.75440645
106,IWP-2,SIDM00389,1.391283,1.7224275
107,OSI-027,SIDM00577,0.906489,1.936485
108,Bortezomib,SIDM00465,-3.646512,-2.275769
109,Osimertinib,SIDM01174,3.296387,2.569781
110,Fulvestrant,SIDM00864,4.1038293333333336,3.822551
111,Ipatasertib,SIDM00227,6.028731,4.0730524
112,Dabrafenib,SIDM01174,5.761858,4.054805
113,IWP-2,SIDM01174,3.41683,2.9613283
114,SCH772984,SIDM00627,3.133544,0.94796085
115,BIBR-1532,SIDM00230,5.602996,4.4347467
116,PRT062607,SIDM00227,4.496437,3.6004002
117,Sepantronium bromide,SIDM00389,-4.8901435,-4.832098
118,AT13148,SIDM00384,3.342455,2.6392028
119,MIRA-1,SIDM01155,6.700481,5.332198
120,Pictilisib,SIDM00465,0.2888876666666667,1.8359432
121,Lapatinib,SIDM00214,2.252849,2.1672752
122,Rapamycin,SIDM00528,-2.587268,-2.5442414
