,ECHS1,ALDH9A1,ALDH3A2,HADHA,ALDH1B1,EHHADH,YOD1,ALDH2,ALDH7A1
SIDM00519,2.13216477576516,1.7085690665840134,0.8409676884375483,1.443053815955693,0.3268015394243121,-0.6502875112869839,1.2297769878979634,1.5815824349005054,-0.04734848633950823
SIDM00917,1.96213778310516,1.3250852221660985,-0.5058578943192685,1.830688492678727,0.16178218933883895,-0.7863668854579664,0.9521497770556276,0.9875022302127456,-0.7657183485170751
SIDM00309,2.4958403760741907,1.8339944601095088,1.4691261244116733,1.4606726059453343,0.9844704359577299,0.01654499889094244,1.2676136696865559,1.6300128197525552,0.24218797152292582
SIDM00099,2.327041973803112,1.6297378894987773,0.832568243536906,1.6293688217924034,-0.04974230606188002,-0.5978801841570528,1.4003386854781459,0.8255992518663462,-0.22052098185750413
SIDM00276,2.246860824333088,1.3776031459929157,1.4218166096185478,1.4238177048177225,0.2367673266587503,-0.33487278870734893,0.8303556266052374,0.903857136505525,-0.2715353348482606
SIDM00311,2.1618695618340547,1.403225295754775,0.7039665427985154,1.475748643604438,0.5375278773673092,-0.2301716100759706,0.5063395756573091,-0.39572946679666754,0.37060933935053214
SIDM00970,2.6139217848980776,1.4491222181167558,1.0380871160648786,1.596942190473998,0.33591301963711573,-0.042996307038224595,1.2070731109060904,-0.7201920148016463,-0.6490675668523387
SIDM00103,2.4335888331522795,1.9695101279538043,0.24834820655537557,1.6350494468922596,1.2594088871511915,-0.48274667227848644,1.5306025899847293,0.4389370103908405,-0.2946678181916362
SIDM00266,2.0199176879113447,1.8155206378386164,0.7871429610249502,1.8039581052642732,-0.10244850770486642,-0.625798980939283,1.385260950353638,1.6582370703601024,1.1381351972950031
SIDM01064,1.8037023463312476,1.1305584264127977,0.4509594922089069,1.9793839725593319,0.5992779551442026,-0.1848220692968016,0.7863351296737952,-0.7301487036633993,-0.6808861758033511
SIDM00098,2.3216922664753876,0.9842510271287487,1.623593964827056,1.4145889953887472,-0.06635347209409072,-0.6594912139479627,-0.3835160981073275,0.5761811551435289,-0.6527187853564729
SIDM00225,1.9408470784160685,1.358500960488616,0.6221571316640836,1.744132655698531,-0.29563665618370144,-0.5500139180266984,0.7360706100125732,0.6713468761532514,0.4686842488259858
SIDM00846,2.1703975565330142,1.440411745512638,1.6678620989330197,1.7933397343280884,0.9238200134030584,-0.713581891418147,1.1425349582655056,1.3828682917205475,0.25370049956775415
SIDM00291,1.7464980101795977,1.4981781380878465,1.0927225743085471,1.9683463541445982,-0.5544699149988913,-0.385602950240719,0.7603712807403198,-0.6241745926626697,-0.8931123829889631
SIDM00520,2.2074329307967124,1.5467747697618395,0.7462904789140488,1.2229672427563112,0.5023747738009452,-0.7152751052481235,1.2689311810792896,0.07089782903247402,-0.10892524641018639
SIDM00003,2.291831323500719,1.6329414801558872,0.5184369272940491,1.6148288087086375,0.11832669998126902,-0.3755625321172625,0.8522603718312147,-0.5802939162625425,0.076245773004792
SIDM00136,2.580374198376094,1.270565541827003,1.0299903053124788,1.5081411729217236,-0.09067014027885144,-0.6664560789211471,1.015180219079051,2.091804710886594,-0.13099561485533465
SIDM01155,2.226684835190409,1.4437894610824373,0.6540576746787307,1.7005575839805833,0.3862317577085262,-0.5989507692700381,0.6615226723982854,1.22532486885538,0.03275265004302767
SIDM00224,1.9813489198427898,1.119431220249174,1.1905462745550288,1.4265385951055356,0.23703793295840178,-0.5687115514756441,0.5114985235215034,1.1887490563019467,0.11194085454775134
SIDM00783,1.6656368065658889,1.432951384785273,1.2339173120992784,1.5429985323234416,0.38661856569196,-0.36918030985873446,1.1273579248408019,1.3148256444323754,0.07734890988346849
SIDM00490,2.102108517584057,1.5154199800099963,2.43193631352906,1.5780229728777293,0.1591477396533475,-0.7891142946779963,0.5601963803457718,1.3568513696617832,-0.1052216491724092
SIDM01090,2.254723274556593,1.3844022272129906,0.37259356332460114,1.892775957095052,0.6802870800932579,-0.6933882296744525,1.1401825372477155,1.5764706660122638,-0.283149644139446
SIDM00394,1.9129001583781668,1.1611121660365775,1.0614498693316332,1.368755026018358,-0.17673551723721506,-0.1773947779416535,1.5473583366846793,0.8166556096108479,0.3496047494437112
SIDM00538,2.27304182521128,1.2533845382928603,1.7418214331933886,1.859743035283981,-0.38753506820127814,-0.15677308298357714,1.9621536218048805,2.113475949016514,-0.38158455755844334
SIDM01140,2.2003655056839286,1.6261522822882362,0.6526124427842548,1.6158956131729367,0.5362616078317186,-0.4639808721708419,0.8534477632555888,1.6280540186865768,0.7222588267945949
SIDM00101,2.2562361620109064,1.449720107139152,1.2120101496695226,1.7544506658370034,0.15007413251923932,-0.649644471304245,1.648521103247019,-0.5962912732147594,0.09213513131307399
SIDM00114,1.6065679956269974,1.6143911661383072,1.3534642694012022,1.4499870580528837,-0.49438077353804355,-0.4978065005858758,1.5288076095514134,1.2673976299990197,-0.014789427804127224
SIDM00102,2.118250501274339,1.6303315558203477,0.6550701385078497,1.6441293588388557,-0.31961711139514265,-0.46947327686271245,1.5296973250170691,1.5977911604116202,-0.2750263123601098
SIDM01122,2.5488413811932262,1.3725236063682813,0.7208061815381617,1.6695212513077642,-0.06616866893230222,-0.44778329061258965,0.4197988962315682,1.1506714375124372,0.13851623030141014
SIDM00261,1.897660242838739,1.6936179724863465,0.687691829088779,1.3810486626682519,0.39152434996890967,-0.6189157718560987,1.0169136449769771,0.40612716440264585,-0.2412862079480915
SIDM00154,2.160416019517643,0.9506460361818985,1.0505279047467928,1.462334607622645,-0.36093185492130736,-0.5833245683788941,0.27560601186944284,2.2757846731849294,0.03634294371024918
SIDM00104,2.001862892275273,1.5778449849061547,0.8704766217621343,1.5374903648909497,0.05610122241557753,-0.5120609106452244,1.223248085843391,1.1661969488161972,-0.3742469435269302
SIDM00267,2.1747738092303255,1.2167608662445035,2.0638737051047293,1.872821326542266,-0.12553012791293966,-0.6288497565719272,1.0527457990348972,2.521776545684648,-0.08831886247090998
SIDM00100,2.1732376123241486,1.1489213803777496,1.4338065471869006,1.3836728499119368,0.06490973614607656,-0.6612171318782989,0.6270099721640975,1.4957950442548307,0.05270105275642841
SIDM00826,2.4094472135412346,1.5639911786485865,1.3468432882846,1.4556786625957612,0.1988194659942896,-0.23313858103858592,1.2156686890071626,1.5604886562352482,-0.33705813529393736
SIDM00310,2.5387274464736995,1.8669534548991638,0.7322724659616665,1.4593397839824895,0.1808850718538951,-0.6779518804343078,0.682197572803355,1.8751693327563608,0.1141532438867805
SIDM00482,2.2435868784579953,1.7192109494499306,-0.49776375774054,1.5148362635433492,0.6998077274941569,-0.7819402718604865,1.2147467776814846,-0.6476208338607227,-0.5825859624343295
SIDM01247,2.1485019586709426,1.384028183128862,-0.5551613051800798,1.5030790313786726,-0.48370885593676705,-0.7944786263527632,1.955708179522036,1.2442278408050935,-0.6966868076140545
SIDM00817,2.495859873622662,1.4333865416498632,0.21567715779930585,1.5554036227994428,-0.12320753811525,0.3507186835528697,0.9579636923642483,-0.2837059825381333,0.43502291669130794
SIDM00448,2.2194907710546103,1.5923974054497076,-0.3010555563539095,1.9097423539706893,0.8150194272066196,-0.7858695559426863,-0.35801474446788434,-0.6744561537263726,-0.7395426599341328
SIDM00086,2.3809091022658286,1.3288183653003771,-0.023040854294867994,1.6899348289362057,0.2534112962649906,-0.2537526846971293,1.093351554673289,0.6949170446012826,0.22186251582772923
SIDM00466,1.9232472059484107,1.4579783138736504,1.5822130096838838,1.0768657608378183,-0.10143800995738915,-0.14569457795722204,1.0947757247287622,0.7279355341917175,0.43533526849803805
SIDM01132,2.3006631255317664,1.7548548718132688,0.24826364764686415,1.9101034874549874,0.08936847277612235,-0.8434070208683052,0.5499318421438699,-0.8328917349654296,0.36846073828570974
SIDM00465,2.131129761801761,1.5238144462168142,-0.3382184465807439,1.4114059593602675,0.14328393610850262,-0.4826546679842473,1.5496732077691726,2.5477710467374672,-0.3746823267846585
SIDM00565,2.4056452302107365,1.3355784479007509,0.967546974686328,1.634834424603411,-0.13845804700515305,0.20367767437470363,0.940273069037303,0.8910417517724942,0.14161874917756226
SIDM01092,2.41771591251904,1.4015678202624173,0.4094807788945865,1.9264237001297049,0.22038131806437722,-0.7478501186672123,0.7519226174371885,0.19440526176069414,-0.5893101186392184
SIDM00218,1.8735108869920152,1.4248258430815222,-0.13823597359154102,1.5172788058988833,0.39385175007902234,-0.7953720120742388,1.957643647816022,1.3840450847029817,-0.08391268248301029
SIDM00044,2.207076327661265,1.7345156056911912,0.7909517317599614,1.6161875635319514,0.352674094645945,-0.011374743861388582,0.7282375218408421,1.2274509294975335,-0.46198288309744934
SIDM00362,1.8086765591845952,1.1722498271531563,-0.22201590644678007,1.3048321991396572,-0.17262628248681325,-0.8326916229434131,1.1157327644671873,0.9677136593313285,-0.39391293950367084
SIDM00813,2.0054765241835852,1.4011660624799922,0.34500855968040994,1.629389270774727,0.0037686330919229263,-0.9270098880341214,0.9846531328616335,0.43342390777699447,-0.7079451430176752
SIDM00364,2.3311427609334507,1.826160668994262,-0.053218569075462345,1.4828448990742777,-0.1873018869338104,-0.8550057335531849,-0.9313692469999729,-0.5566235376965466,-0.7658374124498872
SIDM00792,2.415994647973047,1.9373915657791159,1.762630768211616,1.7316207558243766,0.511780378606653,-0.12726899008724937,0.4449657331315629,1.7629872073681114,-0.42518601624374847
SIDM00241,2.269960452535651,1.4042332111795668,0.6929981316073147,1.64790046272661,-0.12188761669177471,-0.29130687280051015,0.8762634112693487,1.8774498297535758,-0.3956331718416626
SIDM00091,2.2582182070710095,1.4127660800555832,1.4537703227509133,1.6980394767819424,-0.005392132020826034,0.16196200888664672,0.9880591936604106,1.0227530464991095,0.3532291454426909
SIDM00427,2.166821507209106,1.2477896062414795,0.6599914061195956,1.4812841241807313,-0.08934534374114678,-0.6603458851708759,1.1541952872688113,1.9992164008863338,-0.01935526914801994
SIDM00758,2.546200924754112,1.329111816096188,0.9177914783405787,1.5866118770845763,-0.2207235317297374,-0.5927195867994196,1.6715907672549701,1.7884135781928663,-0.35294518984902706
SIDM00612,1.8551326355642554,1.3706818167348476,0.744281225743483,1.4271404351091,0.011165418081816295,-0.7473626211001776,0.17963138935506295,-0.2690290192600571,0.07545180463569781
SIDM00553,2.287363708408118,1.0869254522329883,0.1606238705927819,2.1619714596401716,0.27631614409986205,-0.5711848150726923,1.068775814965756,-0.5822183525117555,-0.5687046484276511
SIDM00343,2.1619879668780895,1.25108728101401,1.1979777782788634,1.1336038299270796,-0.07121148603007517,-0.7496539533220198,0.9031741227179736,1.7313405874158103,0.29345446071703285
SIDM00543,2.2816724715707672,1.6018766321364086,0.43661316093649305,2.420642548059602,-0.4728184555967018,-0.265327634093345,1.624037631714163,-0.1340690856035096,-0.6208080196821569
SIDM00537,2.687620756296188,1.757589723672012,1.0756985867779538,1.7814398104971745,1.6852927916322218,0.07196707943183016,1.109184576265236,2.5572338603750557,-0.11475188871846348
SIDM00332,1.9584709689700495,1.914953355431558,1.761062207107407,1.4202846393285458,-0.002426642755033432,-0.6337895571027471,-0.6535336014706707,-0.06871656634676819,-0.15674817134622862
SIDM00299,2.2617347784304256,1.6722409257753288,1.2201089549430744,1.5396662443863396,0.22639740955305382,-0.5972101863148629,0.7132920568824974,-0.8883353978289269,0.07631046238040895
SIDM00308,1.8470575261367754,1.2895419907908623,0.0402731921010324,1.6526138832206527,-0.13719010624689473,-0.22260115132301625,2.4228665840711177,-0.5429492280204414,-0.7344457895596945
SIDM00227,2.1844225687509202,1.2291934468516177,0.30181302069211413,1.5037939545997343,0.9942864424541231,-0.43151224686035305,0.617599385515703,1.3572113193094337,1.5243121857259099
SIDM00294,2.0526740468774975,1.3382953207088424,0.9612947257274833,1.2947499637621882,0.13541556879134994,-0.6892160481948716,1.4635717468671792,1.0990501307570189,0.24923585069860205
SIDM00677,2.3478006954369306,1.6046835498841265,1.5590029403248058,1.5446357955754042,1.3942582453796668,-0.5539933132944295,1.1659695510138102,2.391535107601519,0.14981520891968203
SIDM01220,2.2955176312317134,1.3429332235464952,0.8806282942339481,1.522502243839886,0.29648643045857354,-0.8022644684593273,0.8145555416395968,2.0888427441465143,-0.07458540817054114
SIDM01259,1.8090577849776495,1.5176488474623773,0.5115918388075686,1.4131505097360457,-0.48615644850434375,-0.8366754543413314,-0.9812419445372804,0.6361534401332327,-0.7855776987696499
SIDM00680,2.5479865759583973,1.2187720049792548,1.109902441892507,1.6329805197892173,0.7678624847104127,-0.4756890695232358,0.9248086302096471,2.3024655062860764,-0.37192111958927093
SIDM00346,2.0207105126843046,1.0188372982857958,-0.13761094986620856,1.7036867101523319,-0.08200123112282388,-0.17820605089965505,1.8658318582944984,0.34998486646905125,-0.1894183945102876
SIDM00129,2.1991654730489305,1.8663150447361692,0.2179385347643652,1.4262537648451428,0.9482773772652717,-0.6417432639992124,0.8165825855303804,-0.170775862995651,-0.3975046805713421
SIDM00627,1.6922184052750169,1.3360117821358681,1.6238648315499797,1.7398857859537642,0.09552074122634953,0.28043192902688613,1.0503673557787745,1.7423397797710338,0.41078777102248026
SIDM00293,2.2203105335566256,1.5262387825515042,1.0002328950871113,1.353825485323319,0.011219609818741677,-0.7591098097076617,1.5370226176529265,1.1911483874300444,-0.4827962148704776
SIDM00274,2.4086606023414276,1.5014352780557512,0.5658608423994405,1.874162312713278,-0.07836857167385712,0.0846734811529714,1.5211327439478375,0.1978164612514262,-0.1363012644481188
SIDM00544,2.12901694863481,1.017246678110357,0.5606618976970903,1.8762403090319522,0.7021445289898665,-0.616600796327218,1.1005873134416133,1.3346383385593272,0.5948108512323858
SIDM01006,1.4397804100084302,1.8006096138867216,0.7174668330954782,1.2853044163857417,0.044267357120225254,-0.7459841216112888,1.263336373049217,-0.1806608015105484,-0.7826326800197718
SIDM00302,2.2409637416249177,1.8505508367456451,0.7239768259483899,1.3646137334980362,1.4794024359233946,-0.4662899955384525,1.1528561810502462,0.17416038554681482,-0.13196580504246797
SIDM00549,2.3802652042684502,1.6390154018948577,0.46227255052111677,1.5921049507472547,-0.06461595728082438,-0.8535536503037896,-0.5635292010964231,-0.7410259859064737,-0.6398801481590136
SIDM00292,1.5402688657748795,1.827550619631762,0.34816352657036526,1.3096562552330555,0.009229900546422904,-0.5916248054636075,0.3835290651249589,0.7264195419904275,-0.19818937121600522
SIDM00623,2.2005305174961305,1.2170032704685465,-0.11287290139059357,1.6035216098829042,0.43542724621954815,-0.7771277358549957,1.2338850409521074,-0.6859897708207299,-0.8249004119623502
SIDM00638,2.5071917117826694,1.6097097073280797,1.5754829862906663,1.67529042793176,0.5666629152599804,-0.3667796424951116,1.1690637723474469,2.4009048499322323,0.3761642113680452
SIDM00527,2.353576851976736,1.3466011149441173,0.1904352294506053,1.6483460521307847,0.2665476539544687,-0.5610269618051194,1.0077354678702708,-0.8160699670469873,-0.14767873239526244
SIDM00976,1.8094938154796172,1.8057150046657662,0.5506222133646494,1.6020938736410757,-0.2241037453657919,-0.5704792322568496,0.4129284976253536,-0.7479344679728921,-0.7168321384659218
SIDM00316,2.0695452090144215,1.5475870384559063,0.8501644584859402,1.4942176503303126,0.0021088576931651824,-0.8352033176971736,0.2234235775990161,0.7112105328116112,0.4083711099616459
SIDM00326,2.3721240282421965,1.1215084762344913,1.3269373784735297,1.4526699022758758,0.7259724739673069,0.01762585223795109,0.8884536238250947,1.1286418494916493,0.03645907556028396
SIDM01093,2.3763547936304823,1.2601279958542175,1.115645565907729,1.603691595013498,0.1306828580475892,-0.04103004818287286,1.1495448908848858,1.6262692450599552,-0.5493078865166313
SIDM01098,2.5909228482327653,1.4211922819072949,0.5180056759022738,1.8260764415777937,0.09275642006323388,-0.5210823396717998,-0.09803301054701165,1.8106233466913877,-0.11066796181499018
SIDM00424,2.4251076708773396,1.4672595726148532,0.21432322182205332,1.8554212533656156,0.09334612743227373,-0.7474828949387541,1.208461152284995,1.490450807994316,-0.6331142593644796
SIDM00973,2.3714625299184506,1.5640280688166341,0.30383298442597123,1.3604164507887941,0.3209497362314716,-0.7011855602691981,1.6524250978901738,-0.6568487367573412,-0.6527560192828695
SIDM00411,2.5960100097140373,1.347799721322596,0.6459511927371928,1.5430297606752086,-0.19914592958452756,-0.32803226959867293,0.4095580736892043,0.6910591161256558,0.38420082133648437
SIDM00374,2.3236672193601318,1.5838457743712169,0.28950445014841397,1.9129279616902204,0.44771340243821967,-0.6665370385348709,0.5908627009073899,-0.804855609094114,-0.5842062324642235
SIDM01160,2.368839161721358,1.4332138715482472,1.6511915442041172,1.6125920255425261,-0.24249996954638142,-0.5321950964823632,1.1063348988260013,-0.7169616540025511,-0.5998948449943811
SIDM00145,1.9428462605142147,1.1776078838281274,-0.5387527632341231,1.5444223882567416,-0.523798341026323,-0.8027830641983099,1.1899511800397977,-0.2286144730317608,-0.4533036345878199
SIDM00975,2.3274161288570823,1.006437184364387,1.464046725978896,1.5093383524414463,-0.29166468157577,-0.5685355236597783,0.3815240151779791,-0.7377486169457977,0.4249672327498945
SIDM00971,2.5381732906939822,1.9148086340177686,1.1135770651449297,1.6036039252717216,-0.004032772687473105,-0.5022423957422093,1.110762046521271,1.1441948836839468,0.164270780641123
SIDM00251,2.8440702944493736,1.338446036528666,1.423798101624257,1.647524519193121,-0.4256854331240501,-0.5314336757007502,0.9814028817893635,2.1979757050358897,-0.43564543968985003
SIDM00412,2.038801243395305,0.9705818022484602,-0.09785976158929195,1.543107166282288,-0.048505791061572906,-0.7300735367677255,0.7712948242373101,-0.0067870624047167444,-0.7504754914681132
SIDM00023,2.4948111245736104,1.5377039181967824,1.598436180686689,1.684275328639192,0.2320453198252236,-0.09744117405630348,1.2506754157095514,1.5975995409919832,0.08812294978918754
SIDM01198,2.533467867657712,1.3715778039840225,0.6804718469929328,1.5527003810737294,0.381430338524107,-0.7087714840388096,1.3135538374050244,1.405689946717723,-0.6817288712866999
SIDM00441,2.3331125716312076,1.563605317421381,1.0695416667517772,2.097283060017891,0.39794106484860287,-0.7196379507828431,-1.0210018529048268,-0.7729252404901256,-0.6620555605195907
