,CASP9,CASP8,HLA-DOA,HLA-DOB,CD80,CD86,CD28,EIF4G3,ITGAL,ICAM1,CXADR,MYH13,HLA-C,HLA-B,MYH14,HLA-DMB,HLA-A,DMD,MYH15,BID,HLA-G,RAC3,ABL1,ABL2,CASP3,EIF4G2,PRF1,ITGB2,ACTG1,RAC1,SGCD,SGCG,HLA-DRB5,SGCA,SGCB,DAG1,CD55,ACTB,HLA-F,HLA-E,CD40LG,CCND1,HLA-DPA1,CD40,HLA-DPB1,MYH7B,HLA-DQA1,HLA-DQA2,HLA-DQB1,CAV1,MYH3,MYH2,MYH4,MYH7,MYH6,MYH9,MYH8,MYH11,FYN,MYH10,HLA-DRB1,HLA-DRA
SIDM00519,-0.16304697270656243,0.0006099864991469575,-0.759487187615111,-0.8995066411033797,-0.8773960331696109,-0.8494147967707412,-0.9311927655030178,0.8399709196729186,-0.8773054405218104,1.4940916617258393,1.3258226038350238,-0.7715854534651667,0.10087621872552131,3.187525623381969,-0.5933645052771922,-0.6528306856265902,0.2917932877761825,-0.34621731667568073,-0.9100224211551563,1.6347017488187623,-0.7405098487993936,0.6351820544066088,0.3547805573656611,1.321593338585872,0.7134332037451958,2.7300451021879564,-0.78224999423855,0.4269189979011586,3.765490955547292,2.769353667407342,-0.9087283561592323,-0.8135061569335413,-1.0386262726376774,-0.8548541226067914,0.40504646275005995,0.32220606023343284,1.8552495351386091,3.1301584994449243,-0.11745663116171481,1.8938241351479466,-0.8809258530671084,1.4576129059103546,-0.14036690293772516,0.7556309314959715,-0.6835902490495037,-0.857698460689206,-0.8552762103619947,-0.8500095596348652,-0.9122944676291965,2.131425758372376,-0.8981165824432245,-0.8621727286748688,-1.0202958931344466,-0.822839390601478,-0.4349816799047846,0.8344320575654655,-0.8397826502729027,-0.7645570999935253,1.307152286069642,1.635651050042145,-0.28720554554339617,-0.906367164563807
SIDM00917,0.2536338368942526,0.17923875659352212,0.34617692899567964,0.12764982889070794,1.826736739893343,2.2939909671583387,-0.6433808897176444,1.1512830835788095,0.7933163050216999,1.284298641551554,-0.8567735865480013,-0.769442930051576,1.4991358427298656,3.6663476765561325,-0.6112736594363115,0.9145743162847568,0.41087511245564706,-0.5570400714041164,-0.9174402418011274,2.2920786722805264,-0.4421501975428262,-0.07227826244569432,0.07227524592064806,-0.03819793762926946,0.9001218501554026,2.711619200333482,-0.7347480535519665,2.3520601960873035,3.4423811707248406,2.1032589178303955,-0.88565313355032,-0.9526595728587768,2.564093744552317,-0.7808148209430327,0.25908663825453065,-0.3541575887950316,2.1682863242675916,3.1127066181298892,0.9128778657408331,2.4692638527606587,-0.7726088462316814,-0.5683018791586874,3.5048573757347694,3.0185796191821663,0.42175124772919653,-0.7868968947317242,2.8754514899834267,-0.6888859523753298,0.4211067066924665,0.31898419700945996,-0.8522956005822997,-0.8516950887073628,-1.0347614452506386,-0.7374797192665867,-0.2878199153302258,0.5343081937691897,-0.9127928688310593,-0.7270855212573211,1.0727373579708706,-0.19143564778090846,1.9781012486340996,3.494590086395887
SIDM00309,0.3099802629052463,0.04318044773879801,-0.7349895016732227,-0.8650262547556056,-0.8756893981451909,-0.8970896840721696,-0.9736594079017136,1.1937914077146514,-0.8219623974938411,1.4020394816685098,1.0896424714878663,-0.7827340528396164,0.6130801415639899,3.214183508295408,-0.6142866611438066,-0.702628022902575,0.45833903870003895,-0.15637075500229924,-0.9610978448688096,1.0694911735687007,-0.7355329370315681,1.127406172706436,-0.14684212911695277,0.8905365903622798,1.5199915871511618,3.281315304426515,-0.7561218218574102,1.4792077514075685,3.6588408169077304,2.5778827866642704,-0.8556106462149966,-0.8743480109985591,-0.960016427006162,-0.9127835981763843,0.6049459217401895,0.5595013555281001,1.5246391255946865,3.0413373217260644,-0.19134190533736564,1.742302695727907,-0.7930068416082126,1.750803738259115,-0.31685623071890795,-0.09459870333919498,-0.820810202798485,-0.8865022717008397,-0.8822903017517721,-0.8334600041818734,-0.7269201019206271,1.7897823331219185,-0.7390608628096261,-0.8823340770846041,-0.9767813708304212,-0.823653191088552,-0.5535356304020488,-0.3489863024648153,-0.902652601689842,-0.8024961645685361,2.1707496772515524,1.6657535370146073,-0.2404282112448008,-0.7582596087680119
SIDM00099,-0.16120780182301667,-0.2420353614863415,-0.7591319998223833,-0.8509585785792771,-0.9153341784676792,-0.8352389370433234,-0.9910990043675716,1.0549518898401553,-0.8021377240989692,-0.4201797826875966,-0.48860945717122867,-0.730084911359582,-0.3079279357089392,1.3362267561079113,-0.7237259608923591,-0.6384798976138358,-0.25139688400941435,-0.6511348423710044,-0.963313613748948,0.9620921739373606,-0.8202349040241574,0.7354802762086091,0.6239641672368567,0.9688732994030081,0.7852054929480522,2.865137375738988,-0.8334746813290703,-0.01587579333978548,3.6956251491267103,2.5640336413202114,-0.8145557774612995,-0.8786109258404903,-0.8855662207886726,-0.8570145144958808,0.6140957138728081,0.09626229546308235,1.9266407783407473,2.9799974161351592,-0.6987640886749437,1.6973635217737335,-0.826034249357654,1.9893804939894844,-0.6696810121536299,-0.7347886175356101,-0.8052691501803051,-0.9099745511404098,-0.8360266712271515,-0.7175044414193924,-0.9120635014572644,3.705289558714389,-0.4769326384189093,-0.7904418299375824,-1.0029699625979993,-0.7223793275693872,-0.7734517880488895,0.9151275972654007,-0.9079722886220911,-0.6789254758234754,0.9698603220525946,0.9728730076140267,-0.347542825813449,-0.8855155724255507
SIDM00276,0.5405277638057181,-0.15621800348254145,-0.759468284672014,-0.2016403598949984,-0.8830804637983855,-0.888641716585704,-0.9223655621736347,0.8387773876018817,-0.8561953210296007,0.9006555489908444,0.23553751911143908,-0.8056696271920558,0.5194126399542155,3.0843788911716468,-0.4461964727083759,-0.45326220425159125,0.29573848814796166,-0.6840502772365037,-0.9623829725442823,1.643760180244903,-0.7481770720729634,1.320257080883738,0.10760197413090264,0.2096936986767386,1.1949182686427657,2.792046785037581,-0.8010180112043774,0.05582289228658892,3.7314976282726335,2.537790164982142,-0.8724962944737966,-0.9238227432652867,-0.9916581306334903,-0.9215693716243848,0.18318758281344055,0.32251358374617073,1.9406763916175989,3.189163461947727,-0.3431963101276266,1.8079058088730555,-0.7708399116371276,1.110777565362061,0.2515226328457574,0.5995141011266852,-0.6126236524364589,-0.8282015812052577,-0.896588229704589,-0.7795969948078352,-0.7637220139450531,3.0292979078008453,-0.8789115417976189,-0.9245125955063833,-0.9459205720705438,-0.6823217224714805,-0.663378895250653,0.7147823395377534,-0.8964711962718948,-0.7687275418919269,1.2409770589816889,0.9459632892717439,-0.42318176084016773,-0.8612612736173961
SIDM00311,0.016676397282197126,-0.1161798164687677,-0.8078909537741438,-0.9008898153248025,-0.9333903376864,-0.8897458545697337,-0.9411540743837576,0.9541426492827599,-0.8445534479847334,0.5989010642972065,-0.2147899262889175,-0.7573525360216359,0.7097756397736831,3.3890163809674654,-0.6469767867194812,-0.7143681679650374,0.6301123685812894,-0.0569414023564414,-0.9444099769077676,1.1387286654756323,-0.686297610704079,1.0092042678574253,0.5012232020806003,0.4566139518268319,1.292328226521967,2.8747668694990023,-0.7987195447794959,-0.7722161506916605,3.7180542573840034,2.5336087504973483,-0.8743236890568893,-0.8690725044355132,-0.9068704989248833,-0.8727452090806002,0.7023879882969024,0.20528252196813895,2.6402614777634046,3.0285771558650887,-0.07759214012071514,2.0609499708310124,-0.8211018253688963,1.1408512642531226,-0.26491364605303597,1.1005456651389136,-0.6971919202266059,-0.9398151619727222,-0.8367602643151758,-0.8443897017756382,-0.7821481246194653,2.9404202794621024,-0.7068111411233472,-0.8228021587194913,-1.0156337570721758,-0.7352050580120044,-0.5128212581276824,0.67828718401985,-0.8312914410438563,-0.7197103546373501,1.4117324812219323,0.9511582071001209,-0.5868674423644858,-0.8604028326316883
SIDM00970,0.47699840145989814,-0.08559988515420308,-0.7738828000186729,-0.8644795362332542,-0.8623098708920847,-0.7858965953472125,-0.9345641858074027,1.1171115185248301,-0.9001475876860638,-0.8150119141412684,1.1689923635135975,-0.7026596515245201,-0.07375931608414199,2.2606561659210125,-0.06792531859349926,-0.46547376106870697,-0.07781346723921073,-0.780727259968647,-0.9563040087523225,2.2181068288096415,-0.8439017854416965,0.19980267442914598,-0.08722888146728958,-0.2165814321640329,1.2696085940084265,3.084118600440797,-0.7715658445194866,-0.7223870652598282,3.740781327271597,2.70133784532971,-0.8685667380924583,-0.992413800495176,-0.8755449884900229,-0.9491214589056743,-0.14331745681699323,0.24531033928985446,1.2203767467787148,2.8398138701074793,-0.5735949976064759,1.387628358318968,-0.8554872832435594,2.0377973060067225,-0.2908684676498212,0.3478553319942334,-0.8010047431387585,-0.8157523482320108,-0.8481901017126019,-0.852247864580324,-0.7245226127527773,0.5048216654983819,-0.8547599773258127,-0.8793158055239082,-1.0102320148262103,-0.7629789207597116,-0.5314263557897543,0.8731527903416626,-0.885408533591745,-0.7837672838860151,-0.010292471860073364,0.4458960139900296,-0.44943125610196627,-0.7502764860897346
SIDM00103,-0.21195830567363155,0.05666128670094899,-0.7458778443958731,-0.8746732181425017,-0.8787626600903105,-0.849583314479646,-0.9285399505055926,0.7109766399832957,-0.8071098863923672,0.8966726341769418,-0.3432859587555418,-0.7640071643609804,0.6718124363882514,3.2166080832566806,-0.6493282653856649,-0.6158311292088278,0.8174712922398781,-0.6492786352900103,-0.9431300286818917,0.6592252551179641,-0.6912647615748149,1.0316353661159339,0.764448897546259,1.0627435485970889,1.4164805506199207,2.85466520800551,-0.8664910255045645,0.15874949151269346,3.728604032543116,2.5729208617833472,-0.9032308490372432,-0.8374152120567109,-0.913591553549024,-0.9529502480986278,0.42177131842209936,0.025167307668631664,2.748758132412135,2.859653318573004,-0.5402776651666361,2.239664566829769,-0.7901236509869108,1.692495608595488,-0.014606005088172187,0.42989452965257147,-0.43747900117128874,-0.8468921689406493,-0.8705528104410781,-0.714399399536755,-0.8214621981494243,3.178223501585202,-0.8534682290340013,-0.8262035919258202,-1.005217151487501,-0.6178473518759606,-0.5230435670407566,1.0566215377419148,-0.8039324102488203,-0.7154689525237125,1.3198761775309895,0.8035343125685712,-0.3324986756890726,-0.9028877008665502
SIDM00266,0.1439342599588066,-0.1300122715286382,-0.6614686722720333,-0.8273876326163914,-0.8951051895649392,-0.7784463507029376,-0.9507617311332528,1.2276550887037327,-0.7988333315052322,0.09098411701282516,0.26179118166243265,-0.7613952989922869,-0.14377543901388148,2.269403907977295,-0.6405960207206729,-0.5495218626620307,0.12995319763612048,-0.8136117237912587,-0.855001424498169,1.4105277299308452,-0.794555972592737,0.9651475071789204,0.6654788082368788,0.10224116345404873,0.6822150047002127,2.9594605237242417,-0.7480232316149349,2.2599234137025315,3.4886724914879905,2.423210183355695,-0.8439050312879923,0.4673136068061718,-0.8695237638441671,-0.9419108518198558,0.941938595394833,-0.17808736269553677,1.3619859692502183,2.2635325447355523,-0.730954635279651,1.13524007771094,-0.8448909171229004,2.5759797624614174,0.3645437775747787,0.906066289592875,-0.37230222210173347,-0.7509305254523362,-0.9272710252616172,-0.7070607866133303,-0.8111739066562624,3.675223245355767,-0.9017691323518598,-0.8011342302400631,-1.0579327434078147,-0.764146591798814,-0.554373879046253,0.044171406599760835,-0.871270916699806,-0.7711134060883602,1.5092997359795841,1.0389735188088267,-0.35737153835192254,-0.8858743292050493
SIDM01064,-0.1351704207431215,-0.4158480958375661,0.26198006825270514,-0.680158197205942,0.35024018260585893,1.9345792136160118,-0.8958202328794158,1.1173630547480913,-0.7853354300938509,1.2747714952642195,0.07363057739026581,-0.735792225242683,2.084415258299299,3.4034288725146906,-0.5778534024049585,1.1949111794702933,0.6787109632888305,-0.6280454941894017,-0.8328096315311033,0.9815586639530066,-0.6721752179475249,-0.038295302397666216,-0.05166498747120784,-0.05652601821586038,1.5209681332346896,3.0198596764032826,1.8249678833069867,-0.8277324866409455,3.554030155527734,1.8105522688699511,-0.8498668154759287,-0.7561130513177687,2.5597213838742223,-0.8983159632532142,0.52345534734536,-0.3345321417350764,0.9631288496933671,3.0250573482784473,0.2266160600755611,1.7336106290850721,-0.7689878989113619,-0.7509793774513629,3.591794618345647,1.5576623811316819,1.419922603441871,-0.8438985407240663,3.169894136401991,-0.7081885708248863,0.9082229504652144,1.3415669787862623,-0.6396718756707096,-0.8018802026694946,-0.926929158798077,-0.8776788620201819,-0.3945479523912369,0.8401351677691578,-0.8622137461735759,-0.7596509164817542,-0.7862023710063906,-0.1515186574056071,2.5233771458313368,3.410092265365584
