,drug,cell_line,IC50,prediction
0,BMS-754807,SIDM00216,-1.291566,0.8633562
1,Sabutoclax,SIDM00308,-1.98858,-1.5495759
2,Wee1 Inhibitor,SIDM00489,0.980307,0.500959
3,Ruxolitinib,SIDM00599,4.3168945,4.6269765
4,GSK2578215A,SIDM00218,7.581259,6.116633
5,ML323,SIDM00951,2.854192,3.0787132
6,PLX-4720,SIDM00958,2.607257333333333,3.1452265
7,AGI-6780,SIDM00579,2.1536795,2.409878
8,VX-11e,SIDM00197,3.5317465,3.3610492
9,Uprosertib,SIDM00417,4.6382995000000005,3.8090482
10,Ipatasertib,SIDM00596,5.244861,4.3732405
11,Foretinib,SIDM00410,0.6407845,1.9082172
12,Wee1 Inhibitor,SIDM00003,1.012738,1.8133801
13,IWP-2,SIDM00422,2.032252,2.1955643
14,Leflunomide,SIDM00427,4.257889,4.2685356
15,Gefitinib,SIDM01228,0.2812125000000001,2.0092192
16,Entospletinib,SIDM00375,4.530611,3.684876
17,Dactolisib,SIDM00504,-3.4105480000000004,-2.362423
18,Nilotinib,SIDM01160,3.765993,3.1046314
19,Alpelisib,SIDM00962,4.46513,1.9390221
20,Cisplatin,SIDM01197,5.9172183333333335,2.8824723
21,Cisplatin,SIDM00842,2.6765326666666667,2.6271782
22,PD173074,SIDM00259,3.424969,-0.5412076
23,Daporinad,SIDM01245,-6.725857,-3.5213814
24,Afuresertib,SIDM00127,1.532706,2.0032003
25,Trametinib,SIDM00234,-0.6844520000000001,0.050746717
26,Navitoclax,SIDM00197,-2.674453,0.12412578
27,Trametinib,SIDM00600,-3.9769335,-1.1933734
28,BMS-536924,SIDM01095,-0.1175565,1.121257
29,PD0325901,SIDM00638,0.9421035,-0.26944208
30,AZD7762,SIDM01183,0.2055136666666666,0.079524495
31,Dasatinib,SIDM00488,-0.674317,-0.3454139
32,Buparlisib,SIDM00638,0.366617,1.9005286
33,Linsitinib,SIDM00410,3.46691,3.1940777
34,GSK591,SIDM00427,4.140573,3.352427
35,Luminespib,SIDM00951,-3.966141,-4.2326365
36,Palbociclib,SIDM00599,3.0441155,2.8377213
37,Savolitinib,SIDM00422,1.949934,2.3315213
38,Palbociclib,SIDM00638,4.2234255,2.9099996
39,VE-822,SIDM01095,1.836412,2.6131449
40,Venetoclax,SIDM00951,2.499558,-0.06853133
